sample_id,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,canonical_smiles,source_V1,source_V2,EA_fraction,solvent_DCM,loading_ul,amount_density_ul,loading_volume_ul,exact_source_ids,exact_source_train_ids,exact_matches,exact_train_matches,exact_source_train_V1,exact_source_train_V1_std,exact_source_train_V2,exact_source_train_V2_std,relaxed_source_ids,relaxed_source_train_ids,relaxed_matches,relaxed_train_matches,relaxed_source_train_V1,relaxed_source_train_V1_std,relaxed_source_train_V2,relaxed_source_train_V2_std,pair_status,relaxed_pair_status,source_train_compound_seen,MolWt,MolLogP,TPSA,HBD,HBA,RotatableBonds,RingCount
bbabdb9085edbb8c178b,1.047,100,PE,300,0/1,10,CC(C)(CCl)c1ccccc1,4.03005,7.247487,1.0,0.0,100,104.69999999999999,300,"[""732bc8c6389cb2672c5c""]","[""732bc8c6389cb2672c5c""]",1,1,4.366666666666666,,6.958333333333333,,"[""732bc8c6389cb2672c5c""]","[""732bc8c6389cb2672c5c""]",1,1,4.366666666666666,,6.958333333333333,,exact_paired,relaxed_paired,True,168.66700000000003,3.203000000000001,0.0,0,0,2,1
96dc3dc2ebd074200228,1.047,100,PE,300,1/1,10,CC(C)(CCl)c1ccccc1,4.2824388,7.5893846,0.5,0.0,100,104.69999999999999,300,"[""43fedc4d11b4af1afbd9""]","[""43fedc4d11b4af1afbd9""]",1,1,4.5,,6.533333333333333,,"[""43fedc4d11b4af1afbd9""]","[""43fedc4d11b4af1afbd9""]",1,1,4.5,,6.533333333333333,,exact_paired,relaxed_paired,True,168.66700000000003,3.203000000000001,0.0,0,0,2,1
6322e8f867a741eed74c,1.047,100,PE,300,2/1,10,CC(C)(CCl)c1ccccc1,4.5431314,7.648642,0.3333333333333333,0.0,100,104.69999999999999,300,"[""bc00dfd68dec75d7e01f""]","[""bc00dfd68dec75d7e01f""]",1,1,4.533333333333333,,7.016666666666667,,"[""bc00dfd68dec75d7e01f""]","[""bc00dfd68dec75d7e01f""]",1,1,4.533333333333333,,7.016666666666667,,exact_paired,relaxed_paired,True,168.66700000000003,3.203000000000001,0.0,0,0,2,1
c2b0aff65443af0a8618,1.047,100,PE,300,5/1,10,CC(C)(CCl)c1ccccc1,4.702541,7.975076,0.16666666666666666,0.0,100,104.69999999999999,300,"[""3e27148996fd8db4f9b2""]","[""3e27148996fd8db4f9b2""]",1,1,4.666666666666667,,7.841666666666667,,"[""3e27148996fd8db4f9b2""]","[""3e27148996fd8db4f9b2""]",1,1,4.666666666666667,,7.841666666666667,,exact_paired,relaxed_paired,True,168.66700000000003,3.203000000000001,0.0,0,0,2,1
f4b69d88ad1d916ee71a,1.047,100,PE,300,10/1,10,CC(C)(CCl)c1ccccc1,5.027855,8.39224,0.09090909090909091,0.0,100,104.69999999999999,300,"[""7b5ad733102ce39fbb82""]","[""7b5ad733102ce39fbb82""]",1,1,4.858333333333333,,8.225,,"[""7b5ad733102ce39fbb82""]","[""7b5ad733102ce39fbb82""]",1,1,4.858333333333333,,8.225,,exact_paired,relaxed_paired,True,168.66700000000003,3.203000000000001,0.0,0,0,2,1
0f3559d035355b0eec80,1.047,100,PE,300,20/1,10,CC(C)(CCl)c1ccccc1,5.52258,8.785908,0.047619047619047616,0.0,100,104.69999999999999,300,"[""48d7cf32cd29fbf43934""]",[],1,0,,,,,"[""48d7cf32cd29fbf43934""]",[],1,0,,,,,exact_paired,relaxed_paired,True,168.66700000000003,3.203000000000001,0.0,0,0,2,1
d29a94054067cd60dd70,1.047,100,PE,300,50/1,10,CC(C)(CCl)c1ccccc1,5.546847,9.1547165,0.0196078431372549,0.0,100,104.69999999999999,300,"[""0a8147b86bc21cbe11d1""]","[""0a8147b86bc21cbe11d1""]",1,1,5.166666666666667,,8.783333333333333,,"[""0a8147b86bc21cbe11d1""]","[""0a8147b86bc21cbe11d1""]",1,1,5.166666666666667,,8.783333333333333,,exact_paired,relaxed_paired,True,168.66700000000003,3.203000000000001,0.0,0,0,2,1
31d92ca6486b229184cf,1.001,100,PE,300,0/1,10,OCCCc1ccccc1,4.520735,11.190486,1.0,0.0,100,100.1,300,"[""a3a9c58c8aa6145907a6""]",[],1,0,,,,,"[""a3a9c58c8aa6145907a6""]",[],1,0,,,,,exact_paired,relaxed_paired,True,136.194,1.6115,20.23,1,1,3,1
8a84cca322477165b719,1.001,100,PE,300,1/1,10,OCCCc1ccccc1,9.178172,17.523945,0.5,0.0,100,100.1,300,"[""c46b86dae7e6845f08cd""]","[""c46b86dae7e6845f08cd""]",1,1,9.333333333333334,,16.158333333333335,,"[""c46b86dae7e6845f08cd""]","[""c46b86dae7e6845f08cd""]",1,1,9.333333333333334,,16.158333333333335,,exact_paired,relaxed_paired,True,136.194,1.6115,20.23,1,1,3,1
9cf769277f6b42d15f11,1.001,100,PE,300,2/1,10,OCCCc1ccccc1,16.333298,27.033722,0.3333333333333333,0.0,100,100.1,300,"[""53c1be5b96937954b9fa""]",[],1,0,,,,,"[""53c1be5b96937954b9fa""]",[],1,0,,,,,exact_paired,relaxed_paired,True,136.194,1.6115,20.23,1,1,3,1
7a0a82051f50d5b0c89c,1.001,100,PE,300,5/1,10,OCCCc1ccccc1,31.912766,55.582127,0.16666666666666666,0.0,100,100.1,300,"[""b7b1a1bb666c8cc99bad""]","[""b7b1a1bb666c8cc99bad""]",1,1,28.616666666666667,,51.266666666666666,,"[""b7b1a1bb666c8cc99bad""]","[""b7b1a1bb666c8cc99bad""]",1,1,28.616666666666667,,51.266666666666666,,exact_paired,relaxed_paired,True,136.194,1.6115,20.23,1,1,3,1
c79f29f048bbfd157f98,1.31,100,PE,300,0/1,10,BrCCCc1ccccc1,4.1681976,6.817836,1.0,0.0,100,131.0,300,"[""fea64b3ae258f6efc23e""]","[""fea64b3ae258f6efc23e""]",1,1,4.091666666666667,,6.908333333333333,,"[""fea64b3ae258f6efc23e""]","[""fea64b3ae258f6efc23e""]",1,1,4.091666666666667,,6.908333333333333,,exact_paired,relaxed_paired,True,199.09100000000004,3.014100000000001,0.0,0,0,3,1
df0074b49eeb620c0768,1.31,100,PE,300,1/1,10,BrCCCc1ccccc1,4.301021,7.90453,0.5,0.0,100,131.0,300,"[""d83390ae62e2719a17b7""]",[],1,0,,,,,"[""d83390ae62e2719a17b7""]",[],1,0,,,,,exact_paired,relaxed_paired,True,199.09100000000004,3.014100000000001,0.0,0,0,3,1
f0097bc6b7827ef65922,1.31,100,PE,300,2/1,10,BrCCCc1ccccc1,4.871486,8.768403,0.3333333333333333,0.0,100,131.0,300,"[""3a5731977a5dc4a065ed""]","[""3a5731977a5dc4a065ed""]",1,1,5.908333333333333,,8.325,,"[""3a5731977a5dc4a065ed""]","[""3a5731977a5dc4a065ed""]",1,1,5.908333333333333,,8.325,,exact_paired,relaxed_paired,True,199.09100000000004,3.014100000000001,0.0,0,0,3,1
