column,protocol,seed,budget,target,feature,ratio_spearman,scale_residual_spearman,ratio_partial_source_rho,ratio_partial_source_compound_rho,common_source_bins,relative_standardized_contrast
40g,compound,2767143051,100,V2,loading_volume_ul,,,,,0.0,
40g,compound,2767143051,100,V2,MolWt,-0.3450549450549451,0.02857142857142857,,,,
40g,compound,2767143051,100,V2,MolLogP,-0.49890109890109896,-0.1032967032967033,,,,
40g,compound,2767143051,100,V2,TPSA,0.5011988431325992,0.10739975209984268,,,,
40g,compound,2767143051,100,V2,HBD,,,,,,
40g,compound,2767143051,100,V2,HBA,0.4285307265979695,0.04558837516999675,,,,
40g,compound,2767143051,100,V2,RotatableBonds,0.06514623419844563,-0.1838054464884716,,,,
40g,compound,2767143051,100,V2,RingCount,-0.5161397740925092,-0.24516639269394186,,,,
40g,row,536279090,100,V1,source,0.4783995807838725,0.15016260037297904,,,,
40g,row,536279090,100,V1,EA_fraction,-0.67691801106971,-0.42432945194768035,-0.5583257709681558,-0.8319474288994914,2.0,-0.44101528595670203
40g,row,536279090,100,V1,solvent_DCM,-0.04708975062322986,0.019389897315447588,-0.06359463702418763,,3.0,0.057875670312381555
40g,row,536279090,100,V1,loading_ul,,,,,0.0,
40g,row,536279090,100,V1,amount_density_ul,-0.051694767839275575,0.0904003194827296,0.022045005328765806,,4.0,-0.11523603096505854
40g,row,536279090,100,V1,loading_volume_ul,0.00948547606365824,0.12087206641118786,0.04433853982882474,,2.0,-0.05024642918354958
40g,row,536279090,100,V1,MolWt,-0.26760378183725175,-0.14112249235471097,,,,
40g,row,536279090,100,V1,MolLogP,-0.43231000815970994,-0.26877274015039904,,,,
40g,row,536279090,100,V1,TPSA,0.26105935560755744,0.09290970471466467,,,,
40g,row,536279090,100,V1,HBD,0.2185287884364919,0.25854110181218765,,,,
40g,row,536279090,100,V1,HBA,0.19767547623763362,0.04183253419653554,,,,
40g,row,536279090,100,V1,RotatableBonds,-0.13368349641953003,-0.2608651136950193,,,,
40g,row,536279090,100,V1,RingCount,-0.3580868502907066,-0.29287626369772124,,,,
40g,row,536279090,100,V2,source,0.32752801195998954,0.021531063606799933,,,,
40g,row,536279090,100,V2,EA_fraction,-0.2887728385334511,-0.0864120805758867,-0.0870085017837788,-0.40128762619568525,2.0,-0.11394635779863072
40g,row,536279090,100,V2,solvent_DCM,-0.05595370368172019,-0.027145856241626624,-0.07990925033667232,,3.0,0.08998684883678393
40g,row,536279090,100,V2,loading_ul,,,,,0.0,
40g,row,536279090,100,V2,amount_density_ul,-0.15475282797098971,0.015486845897570033,-0.10810803668650683,,4.0,-0.10093643476276283
40g,row,536279090,100,V2,loading_volume_ul,-0.28718883468525563,-0.312550002265984,-0.37092643927994173,,2.0,-0.4195179038148008
40g,row,536279090,100,V2,MolWt,-0.4123500449627194,-0.26278182879551903,,,,
40g,row,536279090,100,V2,MolLogP,-0.546780250974662,-0.3860484829169046,,,,
40g,row,536279090,100,V2,TPSA,0.4742140325163314,0.2922608266642053,,,,
40g,row,536279090,100,V2,HBD,0.2123730479171541,0.22468452895582974,,,,
40g,row,536279090,100,V2,HBA,0.39905238189311476,0.26723682219373396,,,,
40g,row,536279090,100,V2,RotatableBonds,0.021146298524543843,-0.03050414327391094,,,,
40g,row,536279090,100,V2,RingCount,-0.28981663753196785,-0.3097226390922912,,,,
40g,row,769539383,100,V1,source,0.5037086128476768,0.21057985366066362,,,,
40g,row,769539383,100,V1,EA_fraction,-0.7314144502809456,-0.5209534855169007,-0.6279942239935821,-0.8144789360587752,3.0,-0.46758746974739795
40g,row,769539383,100,V1,solvent_DCM,0.2421562819090316,0.3038328297021461,0.3020388270669198,0.17900271455594957,3.0,0.377220668284096
40g,row,769539383,100,V1,loading_ul,,,,,0.0,
40g,row,769539383,100,V1,amount_density_ul,0.1621344620606925,0.22550196292313512,0.2996261837742124,,4.0,0.20348247184542964
40g,row,769539383,100,V1,loading_volume_ul,0.14426388822345432,0.12305263544918434,0.2944034500233347,-0.17900271455594965,1.0,
40g,row,769539383,100,V1,MolWt,0.07365381010072343,0.11921322024655373,,,,
40g,row,769539383,100,V1,MolLogP,-0.029768618220332506,0.11914282791742721,,,,
40g,row,769539383,100,V1,TPSA,0.05154762197002575,-0.07639840391149821,,,,
40g,row,769539383,100,V1,HBD,0.022100610887369074,-0.01894338076060206,,,,
40g,row,769539383,100,V1,HBA,0.08249779314717327,-0.021613542609605785,,,,
40g,row,769539383,100,V1,RotatableBonds,0.10500482206311916,0.04371658246487484,,,,
40g,row,769539383,100,V1,RingCount,0.029640343867558896,0.08309650988197734,,,,
40g,row,769539383,100,V2,source,0.5904419895932952,0.3430187530609478,,,,
40g,row,769539383,100,V2,EA_fraction,-0.5734107698294986,-0.38582040099177883,-0.3028868377092456,-0.6439951893106619,2.0,-0.21514036213967933
40g,row,769539383,100,V2,solvent_DCM,0.13194736863936796,0.1562135513776425,0.06902160910801176,0.34548515819070946,3.0,0.11260881186292256
40g,row,769539383,100,V2,loading_ul,,,,,0.0,
40g,row,769539383,100,V2,amount_density_ul,0.11386877800962768,0.20385525459932258,0.23834758802966213,,4.0,0.13484203294072858
40g,row,769539383,100,V2,loading_volume_ul,0.034403283531945,0.058433580223311514,0.011461614769344215,-0.34548515819070946,1.0,
40g,row,769539383,100,V2,MolWt,-0.0365022130800801,0.012748432096320109,,,,
40g,row,769539383,100,V2,MolLogP,-0.27550497298978227,-0.1531494583757864,,,,
40g,row,769539383,100,V2,TPSA,0.3251192300285784,0.2123321811313526,,,,
40g,row,769539383,100,V2,HBD,0.04420122177473815,-0.0031572301267670105,,,,
40g,row,769539383,100,V2,HBA,0.3453038180307528,0.2637584860833248,,,,
40g,row,769539383,100,V2,RotatableBonds,0.1408566708916875,0.13221254923736864,,,,
40g,row,769539383,100,V2,RingCount,-0.12063231652648425,-0.07623651763315366,,,,
40g,row,1362771960,100,V1,source,0.3919208421312208,0.17651773191745138,,,,
40g,row,1362771960,100,V1,EA_fraction,-0.7285289698203781,-0.6111550315446739,-0.6678568801213887,-0.7553379975221551,3.0,-0.41415116308555644
40g,row,1362771960,100,V1,solvent_DCM,-0.0011395073568466212,-0.012534580925312833,0.007986478643751932,0.021468650766126227,3.0,-0.05458238736876221
40g,row,1362771960,100,V1,loading_ul,,,,,0.0,
40g,row,1362771960,100,V1,amount_density_ul,0.09444746641754846,0.15912621372103733,0.15006387914576697,,4.0,0.10878166258029144
40g,row,1362771960,100,V1,loading_volume_ul,0.008246742147363704,0.0006464941262751661,0.01041484769843221,-0.0214686507661263,1.0,
40g,row,1362771960,100,V1,MolWt,-0.026945813360631985,0.008916376197192093,,,,
40g,row,1362771960,100,V1,MolLogP,-0.08717410784659925,0.02067352870967232,,,,
40g,row,1362771960,100,V1,TPSA,0.07048679876777873,-0.048380804652947876,,,,
40g,row,1362771960,100,V1,HBD,-0.12345729116460778,-0.13057982719333516,,,,
40g,row,1362771960,100,V1,HBA,-0.0056399621717725815,-0.1135192386063162,,,,
40g,row,1362771960,100,V1,RotatableBonds,-0.04125613304137271,-0.07071173135472529,,,,
40g,row,1362771960,100,V1,RingCount,-0.14589506775868893,-0.10325709961666621,,,,
40g,row,1362771960,100,V2,source,0.21506403834594578,0.013778647719741688,,,,
40g,row,1362771960,100,V2,EA_fraction,-0.4004660402189618,-0.2841619063171364,-0.34840769044608394,-0.4348038765347164,3.0,-0.19918368117368612
40g,row,1362771960,100,V2,solvent_DCM,-0.1766236403112263,-0.21650639780085804,-0.19318994507030243,-0.004256758761816646,3.0,-0.10358294219732796
40g,row,1362771960,100,V2,loading_ul,,,,,0.0,
40g,row,1362771960,100,V2,amount_density_ul,0.09024654670828837,0.1328184357986434,0.1325675009610076,,4.0,0.0909312948217731
40g,row,1362771960,100,V2,loading_volume_ul,-0.045191516241576246,-0.09104529475884901,-0.07602529220216181,0.004256758761816784,1.0,
40g,row,1362771960,100,V2,MolWt,-0.10725876072504606,-0.09749008386194591,,,,
40g,row,1362771960,100,V2,MolLogP,-0.1554011233134037,-0.06221726874887642,,,,
40g,row,1362771960,100,V2,TPSA,0.12761085083821325,0.026139605681145567,,,,
40g,row,1362771960,100,V2,HBD,-0.16381832866072957,-0.17094086468945693,,,,
40g,row,1362771960,100,V2,HBA,0.09107938911436998,-9.599935611527797e-05,,,,
40g,row,1362771960,100,V2,RotatableBonds,-0.03462404957019861,-0.06757864364592926,,,,
40g,row,1362771960,100,V2,RingCount,-0.24053843643757278,-0.23617773515032045,,,,
40g,row,1425370602,100,V1,source,0.48208313425704724,0.2550899311067614,,,,
40g,row,1425370602,100,V1,EA_fraction,-0.6537094417060613,-0.5017911052073398,-0.5262417097853793,-0.7396943041514565,2.0,-0.3682471408878399
40g,row,1425370602,100,V1,solvent_DCM,0.13551160461667436,0.12391138943548045,0.2202919221762372,0.05272281576100521,3.0,0.18694598424444045
40g,row,1425370602,100,V1,loading_ul,,,,,0.0,
40g,row,1425370602,100,V1,amount_density_ul,0.06346037671307478,0.08709325840896781,0.15023402618460296,,4.0,0.045882380915778766
40g,row,1425370602,100,V1,loading_volume_ul,-0.008546750628886619,-0.04227645467904986,0.06113289324855752,-0.05272281576100518,1.0,
40g,row,1425370602,100,V1,MolWt,-0.03291403822592779,-0.011256752170611874,,,,
40g,row,1425370602,100,V1,MolLogP,-0.007806597836773988,0.1068496600691356,,,,
40g,row,1425370602,100,V1,TPSA,0.0634541632256089,-0.04470050364880951,,,,
40g,row,1425370602,100,V1,HBD,0.024196695924791366,0.09678678369916546,,,,
40g,row,1425370602,100,V1,HBA,0.04088579163702537,-0.09475503978995033,,,,
40g,row,1425370602,100,V1,RotatableBonds,0.103459753452913,0.05794058681921254,,,,
40g,row,1425370602,100,V1,RingCount,-0.09632973335902531,-0.11895797438891154,,,,
40g,row,1425370602,100,V2,source,0.4698303099425119,0.21289089592034896,,,,
40g,row,1425370602,100,V2,EA_fraction,-0.379908846729758,-0.24220582063855045,-0.12284071228558488,-0.5406588679316223,3.0,-0.06868331830470444
40g,row,1425370602,100,V2,solvent_DCM,-0.06274661848009436,-0.0859470488424822,-0.10126965973697116,-0.041919120589206604,3.0,-0.03798475288112873
40g,row,1425370602,100,V2,loading_ul,,,,,0.0,
40g,row,1425370602,100,V2,amount_density_ul,-0.05364802889870042,0.004293383921921858,0.030578355714410164,,4.0,0.015408718167691906
40g,row,1425370602,100,V2,loading_volume_ul,-0.10880549693601047,-0.12684513294974903,-0.0772468353552363,0.04191912058920663,0.0,
40g,row,1425370602,100,V2,MolWt,-0.32684873919993634,-0.26374041495037626,,,,
40g,row,1425370602,100,V2,MolLogP,-0.28735834811428385,-0.2201712415706935,,,,
40g,row,1425370602,100,V2,TPSA,0.2957426425316638,0.2420506582638409,,,,
40g,row,1425370602,100,V2,HBD,0.002688521769421263,0.11291791431569304,,,,
40g,row,1425370602,100,V2,HBA,0.27888894689949917,0.22674007393708676,,,,
40g,row,1425370602,100,V2,RotatableBonds,0.19085238687550954,0.175071714690142,,,,
40g,row,1425370602,100,V2,RingCount,-0.2125642493178911,-0.2494486184260415,,,,
40g,row,2767143051,100,V1,source,0.4639273769708552,0.2924803107131298,,,,
40g,row,2767143051,100,V1,EA_fraction,-0.7558529402459672,-0.659241920230649,-0.676678662586741,-0.8161581964244796,2.0,-0.40468730784674306
40g,row,2767143051,100,V1,solvent_DCM,0.030952632750616,0.11349298675225866,0.12194274166101024,,4.0,0.10227233053868912
40g,row,2767143051,100,V1,loading_ul,,,,,0.0,
40g,row,2767143051,100,V1,amount_density_ul,-0.030014915791042922,0.023332087852975584,0.03284708859973952,,4.0,0.025948740405139493
40g,row,2767143051,100,V1,loading_volume_ul,0.11346075205604084,0.16039095375638504,0.17441239548286727,,1.0,
40g,row,2767143051,100,V1,MolWt,-0.06836589291537204,0.04307592408493627,,,,
40g,row,2767143051,100,V1,MolLogP,-0.07042101090480415,0.03528265812750946,,,,
40g,row,2767143051,100,V1,TPSA,0.17695548079300535,0.07465945227687326,,,,
40g,row,2767143051,100,V1,HBD,0.109971479845643,-0.02749286996141075,,,,
40g,row,2767143051,100,V1,HBA,0.16027079520302887,0.09016684660044738,,,,
40g,row,2767143051,100,V1,RotatableBonds,0.09981492988558119,0.02769713980635291,,,,
40g,row,2767143051,100,V1,RingCount,0.175682805225634,0.1505566604326801,,,,
40g,row,2767143051,100,V2,source,0.3801920379760492,0.08504538939321549,,,,
40g,row,2767143051,100,V2,EA_fraction,-0.322614728006525,-0.10535904672864652,-0.07996541831198276,-0.15467018182996375,2.0,-0.07942219548896082
40g,row,2767143051,100,V2,solvent_DCM,-0.051587721251026675,0.022698597350451735,-0.01471103355254177,,4.0,0.01783401556241734
40g,row,2767143051,100,V2,loading_ul,,,,,0.0,
40g,row,2767143051,100,V2,amount_density_ul,-0.05394822691872352,0.09896289261458656,0.0394539600927184,,4.0,0.03726427117748867
40g,row,2767143051,100,V2,loading_volume_ul,-0.0437158043236083,-0.03737671368297563,-0.10872293494110959,,1.0,
40g,row,2767143051,100,V2,MolWt,-0.32299727666033035,-0.23753089126902882,,,,
40g,row,2767143051,100,V2,MolLogP,-0.3864136515375806,-0.33662830571348745,,,,
40g,row,2767143051,100,V2,TPSA,0.2858739285150642,0.20159531984969392,,,,
40g,row,2767143051,100,V2,HBD,0.26118226463340216,0.26805548212375485,,,,
40g,row,2767143051,100,V2,HBA,0.22247352528907635,0.14020789720516302,,,,
40g,row,2767143051,100,V2,RotatableBonds,0.05798736325807673,-0.06993809658022086,,,,
40g,row,2767143051,100,V2,RingCount,-0.19910717925571852,-0.2931049878636219,,,,
8g,compound,536279090,100,V1,source,0.059851010412808166,0.008503107379511873,,,,
8g,compound,536279090,100,V1,EA_fraction,-0.43622883234639875,-0.37683043306815467,-0.4772295703912252,-0.5727613555676531,3.0,-0.2713093904681268
8g,compound,536279090,100,V1,solvent_DCM,0.021703316240002084,0.05567372426783143,0.022593229268880705,,4.0,0.02920319539389459
8g,compound,536279090,100,V1,loading_ul,,,,,0.0,
8g,compound,536279090,100,V1,amount_density_ul,-0.019936443267001884,0.019952974314486963,-0.03135833128391829,,4.0,-0.033254392731762436
8g,compound,536279090,100,V1,loading_volume_ul,-0.10570873347526022,-0.11212829218833269,-0.09881982081860316,,3.0,-0.05906375917515475
8g,compound,536279090,100,V1,MolWt,-0.03736263736263736,-0.16043956043956045,,,,
8g,compound,536279090,100,V1,MolLogP,0.15164835164835166,0.12087912087912088,,,,
8g,compound,536279090,100,V1,TPSA,0.05125077219937173,-0.0878584666274944,,,,
8g,compound,536279090,100,V1,HBD,0.15114173098063569,0.021591675854376526,,,,
8g,compound,536279090,100,V1,HBA,0.07225956837295129,-0.046452579668325826,,,,
8g,compound,536279090,100,V1,RotatableBonds,-0.10773835956855933,-0.058999577858972974,,,,
8g,compound,536279090,100,V1,RingCount,-0.04504154182839384,-0.07256692850130118,,,,
8g,compound,536279090,100,V2,source,-0.0009795447997695188,-0.0192534057702597,,,,
8g,compound,536279090,100,V2,EA_fraction,-0.12061868223182937,-0.14692368762648034,-0.14082656049146133,-0.3295253169974367,3.0,-0.10141852663720986
8g,compound,536279090,100,V2,solvent_DCM,-0.045293877370439134,-0.022646938685219567,-0.049476666793223496,,2.0,0.028756424038374827
8g,compound,536279090,100,V2,loading_ul,,,,,0.0,
8g,compound,536279090,100,V2,amount_density_ul,0.047749930660642585,0.05560217821605377,0.05370684975581847,,4.0,0.028474010485568364
8g,compound,536279090,100,V2,loading_volume_ul,0.03537542191642706,0.011659588752035712,0.035957825569898766,,3.0,-0.008013257557365313
8g,compound,536279090,100,V2,MolWt,-0.221978021978022,-0.3626373626373627,,,,
8g,compound,536279090,100,V2,MolLogP,-0.17362637362637365,-0.2175824175824176,,,,
8g,compound,536279090,100,V2,TPSA,0.09029897958936924,0.09762051847499378,,,,
8g,compound,536279090,100,V2,HBD,0.2806917861068948,0.3670584895244009,,,,
8g,compound,536279090,100,V2,HBA,0.10838935255942692,0.08258236385480147,,,,
8g,compound,536279090,100,V2,RotatableBonds,-0.4104318459754641,-0.3360410738924112,,,,
8g,compound,536279090,100,V2,RingCount,-0.2076915539864827,-0.44541080252522797,,,,
8g,compound,769539383,100,V1,source,0.18808207308642927,-0.06908775650331223,,,,
8g,compound,769539383,100,V1,EA_fraction,-0.40718885724479204,-0.20810369241905913,-0.38070907808363696,-0.5716163011906293,2.0,-0.36694028689812597
8g,compound,769539383,100,V1,solvent_DCM,-0.29499524103637487,-0.253062033219634,-0.3330107216138238,,3.0,-0.18384424145622646
8g,compound,769539383,100,V1,loading_ul,,,,,0.0,
8g,compound,769539383,100,V1,amount_density_ul,-0.19348425160241442,-0.10941852014926415,-0.18847066828109957,,4.0,0.15798886473106374
8g,compound,769539383,100,V1,loading_volume_ul,-0.2184371037380092,-0.1999124023609342,-0.21002046937503865,,0.0,
8g,compound,769539383,100,V1,MolWt,-0.4505494505494505,-0.24175824175824176,,,,
8g,compound,769539383,100,V1,MolLogP,-0.30769230769230765,0.07692307692307691,,,,
8g,compound,769539383,100,V1,TPSA,0.39962750151271853,0.0,,,,
8g,compound,769539383,100,V1,HBD,0.4629100498862757,0.4629100498862757,,,,
8g,compound,769539383,100,V1,HBA,0.3938587938136866,0.00587848945990577,,,,
8g,compound,769539383,100,V1,RotatableBonds,0.1677111207964002,0.014212806847152561,,,,
8g,compound,769539383,100,V1,RingCount,-0.06625429878146331,0.30287679442954657,,,,
8g,compound,769539383,100,V2,source,0.06949619499686222,-0.2052133706555161,,,,
8g,compound,769539383,100,V2,EA_fraction,0.018426456205362596,0.13999745424666019,0.0882780156878949,-0.10687498457859206,2.0,0.07404652373858739
8g,compound,769539383,100,V2,solvent_DCM,-0.32230058566122943,-0.28426814136232487,-0.3490059613630648,,2.0,-0.21569029002673362
8g,compound,769539383,100,V2,loading_ul,,,,,0.0,
8g,compound,769539383,100,V2,amount_density_ul,-0.3007442645663823,-0.19418828082772607,-0.2977162926470686,,4.0,0.051889816726568984
8g,compound,769539383,100,V2,loading_volume_ul,-0.01620911370494061,-0.14742574845922174,-0.02866765738041057,,0.0,
8g,compound,769539383,100,V2,MolWt,-0.5714285714285714,-0.4340659340659341,,,,
8g,compound,769539383,100,V2,MolLogP,-0.3681318681318681,-0.1868131868131868,,,,
8g,compound,769539383,100,V2,TPSA,0.2607498591430504,0.045347801590095715,,,,
8g,compound,769539383,100,V2,HBD,0.4629100498862757,0.4629100498862757,,,,
8g,compound,769539383,100,V2,HBA,0.33213465448467605,0.10581281027830387,,,,
8g,compound,769539383,100,V2,RotatableBonds,0.11938757751608152,-0.0483235432803187,,,,
8g,compound,769539383,100,V2,RingCount,-0.041014565912334426,0.04416953252097554,,,,
8g,compound,1362771960,100,V1,source,-0.09878585833642013,-0.21458616290076962,,,,
8g,compound,1362771960,100,V1,EA_fraction,-0.15736380881980105,-0.03140290360974362,-0.29366691575609977,-0.4804270400937986,2.0,-0.04174363028139931
8g,compound,1362771960,100,V1,solvent_DCM,0.028769330950259277,0.03134568894580488,0.044379576778339765,,3.0,0.026234752812924374
8g,compound,1362771960,100,V1,loading_ul,,,,,0.0,
8g,compound,1362771960,100,V1,amount_density_ul,0.23102264204264075,0.24785565973578486,0.23156575261313964,,3.0,0.029519131368636948
8g,compound,1362771960,100,V1,loading_volume_ul,-0.08862981452665422,-0.04710954105470809,-0.06922471816281711,,0.0,
8g,compound,1362771960,100,V1,MolWt,-0.2692307692307692,-0.26373626373626374,,,,
8g,compound,1362771960,100,V1,MolLogP,-0.19230769230769232,-0.3131868131868132,,,,
8g,compound,1362771960,100,V1,TPSA,-0.1426809282312258,0.03357198311322959,,,,
8g,compound,1362771960,100,V1,HBD,0.05698028822981897,0.0,,,,
8g,compound,1362771960,100,V1,HBA,-0.3241329217524661,-0.09303815346598564,,,,
8g,compound,1362771960,100,V1,RotatableBonds,-0.4193139346887673,-0.5823804648455101,,,,
8g,compound,1362771960,100,V1,RingCount,-0.11062441971717746,0.16435628072266364,,,,
8g,compound,1362771960,100,V2,source,-0.20503765897024326,-0.27650327200888997,,,,
8g,compound,1362771960,100,V2,EA_fraction,0.20638926347537276,0.2284112149474599,0.09609388268222427,-0.42862893549020725,3.0,0.009299952239797809
8g,compound,1362771960,100,V2,solvent_DCM,0.12323579078693153,0.0760025608685954,0.20796353858184588,,3.0,0.17061206893000652
8g,compound,1362771960,100,V2,loading_ul,,,,,0.0,
8g,compound,1362771960,100,V2,amount_density_ul,0.3276783414792917,0.26588572871166855,0.3696382137941762,,3.0,0.17176259047381334
8g,compound,1362771960,100,V2,loading_volume_ul,-0.18125196304099558,-0.23075690448831593,-0.12298348849415272,,0.0,
8g,compound,1362771960,100,V2,MolWt,-0.06593406593406594,-0.22527472527472525,,,,
8g,compound,1362771960,100,V2,MolLogP,-0.19230769230769232,-0.2747252747252747,,,,
8g,compound,1362771960,100,V2,TPSA,-0.14827625875009737,0.008392995778307398,,,,
8g,compound,1362771960,100,V2,HBD,0.39886201760873286,0.6267831705280088,,,,
8g,compound,1362771960,100,V2,HBA,-0.2521033835852514,-0.21008615298770952,,,,
8g,compound,1362771960,100,V2,RotatableBonds,-0.7279755810568876,-0.628970902033151,,,,
8g,compound,1362771960,100,V2,RingCount,-0.22124883943435492,-0.35715884080117294,,,,
8g,compound,1425370602,100,V1,source,-0.20642649300846516,-0.30898531888047803,,,,
8g,compound,1425370602,100,V1,EA_fraction,-0.24138163239403426,-0.20074925172909788,-0.46401298214812153,-0.590188709273169,3.0,-0.31293168151055567
8g,compound,1425370602,100,V1,solvent_DCM,0.06372324294135873,-0.022421141034922515,0.0805216743060198,,2.0,0.03690075924303805
8g,compound,1425370602,100,V1,loading_ul,,,,,0.0,
8g,compound,1425370602,100,V1,amount_density_ul,-0.09952269338344309,0.06480835801175794,-0.15395885907214157,,3.0,0.0010096742583114234
8g,compound,1425370602,100,V1,loading_volume_ul,0.30457893894327365,0.3054847050186403,0.26604178412701873,,1.0,
8g,compound,1425370602,100,V1,MolWt,-0.21428571428571427,-0.13186813186813187,,,,
8g,compound,1425370602,100,V1,MolLogP,0.2912087912087912,0.38461538461538464,,,,
8g,compound,1425370602,100,V1,TPSA,-0.39058137070219556,-0.4960668503808908,,,,
8g,compound,1425370602,100,V1,HBD,,,,,,
8g,compound,1425370602,100,V1,HBA,-0.3739586804238829,-0.4832696793170179,,,,
8g,compound,1425370602,100,V1,RotatableBonds,-0.18342271489525094,-0.35273599018317486,,,,
8g,compound,1425370602,100,V1,RingCount,0.16165846014740867,0.32331692029481734,,,,
8g,compound,1425370602,100,V2,source,-0.1476274165814816,-0.19634265307803608,,,,
8g,compound,1425370602,100,V2,EA_fraction,0.06574059623552969,0.02595680337317801,-0.018433314473534128,-0.23935357524507983,3.0,-0.1348194130408053
8g,compound,1425370602,100,V2,solvent_DCM,-0.04956252228772346,-0.06254318288688913,0.01571345011910689,,1.0,
8g,compound,1425370602,100,V2,loading_ul,,,,,0.0,
8g,compound,1425370602,100,V2,amount_density_ul,-0.0491207845509345,0.0709577545633136,-0.1183060609964307,,3.0,0.12805927339212994
8g,compound,1425370602,100,V2,loading_volume_ul,0.30500162977844475,0.3182861988838215,0.3168302463958954,,2.0,0.7712399627276135
8g,compound,1425370602,100,V2,MolWt,-0.07142857142857142,-0.08241758241758242,,,,
8g,compound,1425370602,100,V2,MolLogP,0.34065934065934067,0.39010989010989006,,,,
8g,compound,1425370602,100,V2,TPSA,-0.3335621924974955,-0.4476005489068957,,,,
8g,compound,1425370602,100,V2,HBD,,,,,,
8g,compound,1425370602,100,V2,HBA,-0.33080960191343484,-0.45162702174268937,,,,
8g,compound,1425370602,100,V2,RotatableBonds,-0.05361587050784258,-0.22857292163869736,,,,
8g,compound,1425370602,100,V2,RingCount,0.2527750467759481,0.2939244729952885,,,,
8g,compound,2767143051,100,V1,source,-0.0037107819716515372,-0.24438604873387482,,,,
8g,compound,2767143051,100,V1,EA_fraction,-0.34806503253417675,-0.16815350157851255,-0.43138193433450917,-0.6115390643379618,3.0,-0.2793985934405465
8g,compound,2767143051,100,V1,solvent_DCM,0.2747418639149113,0.30038443788030295,0.276032546336949,,3.0,0.1616514467792551
8g,compound,2767143051,100,V1,loading_ul,,,,,0.0,
8g,compound,2767143051,100,V1,amount_density_ul,-0.09419367365916462,-0.06872513501085685,-0.09412263739278556,,4.0,-0.04629441241946354
8g,compound,2767143051,100,V1,loading_volume_ul,,,,,0.0,
8g,compound,2767143051,100,V1,MolWt,0.032967032967032975,0.03736263736263736,,,,
8g,compound,2767143051,100,V1,MolLogP,-0.02857142857142857,-0.059340659340659345,,,,
8g,compound,2767143051,100,V1,TPSA,-0.004636205131626014,-0.002318102565813007,,,,
8g,compound,2767143051,100,V1,HBD,0.24080732065382354,0.4472135954999579,,,,
8g,compound,2767143051,100,V1,HBA,-0.05867429262977907,-0.08214400968169071,,,,
8g,compound,2767143051,100,V1,RotatableBonds,-0.09844977275818914,0.006712484506240167,,,,
8g,compound,2767143051,100,V1,RingCount,0.05787082097620952,0.06510467359823571,,,,
8g,compound,2767143051,100,V2,source,-0.09499920369485587,-0.13178850135371875,,,,
8g,compound,2767143051,100,V2,EA_fraction,0.10435754068003121,0.10319863840055836,0.05827875811867674,-0.2027925122195195,3.0,-0.04018387762965461
8g,compound,2767143051,100,V2,solvent_DCM,0.27840508876711006,0.2738260577018616,0.3025459388738072,,3.0,0.11445500627895136
8g,compound,2767143051,100,V2,loading_ul,,,,,0.0,
8g,compound,2767143051,100,V2,amount_density_ul,0.19079049156069308,0.09312383535857739,0.20714901693003598,,4.0,-0.02374462879061936
8g,compound,2767143051,100,V2,loading_volume_ul,,,,,0.0,
8g,compound,2767143051,100,V2,MolWt,-0.3362637362637363,-0.04175824175824176,,,,
8g,compound,2767143051,100,V2,MolLogP,-0.4461538461538462,-0.015384615384615385,,,,
8g,compound,2767143051,100,V2,TPSA,-0.002318102565813007,-0.25267317967361774,,,,
8g,compound,2767143051,100,V2,HBD,0.1032031374230672,0.4472135954999579,,,,
8g,compound,2767143051,100,V2,HBA,-0.03285760387267628,-0.3238820953163805,,,,
8g,compound,2767143051,100,V2,RotatableBonds,-0.5638486985241742,-0.13648718496021675,,,,
8g,compound,2767143051,100,V2,RingCount,-0.17361246292862856,0.26041869439294285,,,,
8g,row,536279090,100,V1,source,-0.01428725552147712,-0.1978484348750828,,,,
8g,row,536279090,100,V1,EA_fraction,-0.3365148463562209,-0.12115757332529876,-0.4195763656427837,-0.7291055643665842,3.0,-0.18140330446627706
8g,row,536279090,100,V1,solvent_DCM,-0.05618986535275623,0.05535121064599868,-0.05663942186970071,,3.0,-0.046812068976710135
8g,row,536279090,100,V1,loading_ul,,,,,0.0,
8g,row,536279090,100,V1,amount_density_ul,0.06998327562735661,0.18259321875325735,0.06852647920979901,,4.0,0.13569406250349503
8g,row,536279090,100,V1,loading_volume_ul,0.09093818650870628,0.11614863743162229,0.09102001427958639,,1.0,
8g,row,536279090,100,V1,MolWt,0.010579691140059357,0.140663131096977,,,,
8g,row,536279090,100,V1,MolLogP,0.045939390416764245,0.1594728075726988,,,,
8g,row,536279090,100,V1,TPSA,-0.12013158599904257,-0.14385505046103836,,,,
8g,row,536279090,100,V1,HBD,0.14826583767237028,0.11047258493235433,,,,
8g,row,536279090,100,V1,HBA,-0.15858176438700844,-0.18555748592786503,,,,
8g,row,536279090,100,V1,RotatableBonds,-0.2245344124950807,-0.20420706157847932,,,,
8g,row,536279090,100,V1,RingCount,0.1012531842846952,0.17753490094551747,,,,
8g,row,536279090,100,V2,source,-0.11118474793089099,-0.2059399226299647,,,,
8g,row,536279090,100,V2,EA_fraction,0.1670228011673228,0.22709206128583753,0.12593470137371446,-0.4052650945912816,3.0,-0.00013872746339228085
