epoch,train_loss,valid_score,V1_mae,V1_rmse,V1_r2,V1_mean_pinball_loss,V1_interval_80_coverage,V1_interval_80_mean_width,V2_mae,V2_rmse,V2_r2,V2_mean_pinball_loss,V2_interval_80_coverage,V2_interval_80_mean_width,quantile_crossing_rate
1,369.5397033691406,263.0311097985559,6.065481185913086,9.368499755859375,-0.5957347372529143,3.0565500259399414,0.028846153846153848,2.2756078243255615,11.214616775512695,18.72230339050293,-0.49944572343435056,6.366343975067139,0.007211538461538462,4.091217517852783,0.9158653846153846
2,209.92127227783203,267.61813045823055,7.498180866241455,10.352906227111816,-0.9487008590943704,2.9587862491607666,0.12259615384615384,3.5572824478149414,9.965428352355957,17.912870407104492,-0.37259540011907366,5.269804954528809,0.07932692307692307,7.29716157913208,0.6754807692307693
3,148.48591995239258,238.46117754200532,7.011959552764893,10.026607513427734,-0.8277999056082832,2.574345827102661,0.40865384615384615,5.413118839263916,8.673782348632812,16.608932495117188,-0.18003693356160477,4.665480136871338,0.23317307692307693,9.097014427185059,1.0
4,133.94760513305664,236.392169292998,6.414878845214844,9.710393905639648,-0.7143294188968325,2.317901134490967,0.6153846153846154,7.429104328155518,9.322245597839355,16.858257293701172,-0.21573115542020949,4.576115131378174,0.37259615384615385,10.622000694274902,1.0
5,124.82295989990234,243.68148383350308,6.236019611358643,9.664880752563477,-0.6982966554619539,2.215813159942627,0.6850961538461539,9.259622573852539,9.369608879089355,17.336179733276367,-0.2856388504370706,4.495124340057373,0.4230769230769231,11.649707794189453,0.31009615384615385
6,101.23221969604492,247.1453556221113,5.226806163787842,9.169933319091797,-0.5288081248920722,2.034564733505249,0.71875,10.524922370910645,9.908910751342773,18.058664321899414,-0.39502964268984364,4.515039920806885,0.4567307692307692,12.58651065826416,0.004807692307692308
7,78.34672164916992,246.83666522450767,4.6600341796875,8.606595993041992,-0.3467389830022354,1.960672378540039,0.6875,9.922847747802734,11.289128303527832,18.58833885192871,-0.47806420064273425,4.71549654006958,0.4326923076923077,12.543092727661133,0.007211538461538462
8,66.20233535766602,229.04362067068087,4.267813682556152,8.089341163635254,-0.18972589953180585,1.8614035844802856,0.6802884615384616,8.797043800354004,11.463557243347168,18.089012145996094,-0.39972237568583635,4.6357035636901855,0.4230769230769231,12.233647346496582,0.02403846153846154
9,61.54441261291504,214.53006832701885,4.335814476013184,7.943625450134277,-0.14725013915906704,1.7684277296066284,0.6850961538461539,8.359076499938965,11.040872573852539,17.402809143066406,-0.295540313005789,4.441277027130127,0.4182692307692308,11.329288482666016,0.016826923076923076
10,64.61693572998047,194.1126341853817,4.251791954040527,7.927887439727783,-0.14270878618893312,1.609762191772461,0.78125,9.302074432373047,9.40010929107666,16.202545166015625,-0.12299717933118393,3.77252197265625,0.5576923076923077,11.93095588684082,0.002403846153846154
11,56.679771423339844,145.1457814572193,3.7520456314086914,7.240716457366943,0.046800809662065235,1.3647741079330444,0.8798076923076923,11.818990707397461,6.883600234985352,13.617474555969238,0.20675869556258208,2.8012030124664307,0.71875,13.96225643157959,0.0
12,47.95825386047363,146.62085038767896,3.855125904083252,7.531797885894775,-0.03137811821090053,1.3913509845733643,0.8918269230769231,13.221328735351562,6.729875564575195,13.40842056274414,0.23092722648747077,2.6816370487213135,0.8028846153846154,16.04659652709961,0.0
13,45.924888610839844,153.95307026201317,3.8315799236297607,7.628012657165527,-0.057897086054806035,1.404033899307251,0.8966346153846154,13.755415916442871,7.0056843757629395,13.839544296264648,0.18067576351305703,2.710092067718506,0.8173076923076923,16.830312728881836,0.0
14,37.4871768951416,142.4464255818143,3.4468278884887695,7.1183576583862305,0.07874427091873837,1.3086812496185303,0.8990384615384616,14.567047119140625,7.014033317565918,13.54809284210205,0.21482127261963746,2.589769124984741,0.8341346153846154,16.76297378540039,0.0
15,34.617051124572754,117.78855366051039,3.1655290126800537,6.401241302490234,0.25501247928832504,1.1966770887374878,0.9326923076923077,15.628067970275879,6.644815444946289,12.39456844329834,0.3428341346959135,2.346961736679077,0.84375,16.58933448791504,0.0
16,32.68215370178223,110.76009677221623,3.111837863922119,6.365000247955322,0.2634241657989054,1.1818231344223022,0.9447115384615384,16.16349983215332,6.318033218383789,11.853005409240723,0.3990073070995843,2.2103590965270996,0.8341346153846154,16.81882667541504,0.0
17,31.161300659179688,105.4401967918991,3.1808207035064697,6.473809719085693,0.2380254700571771,1.1765509843826294,0.9495192307692307,15.767415046691895,5.695808410644531,11.272088050842285,0.45647324252875443,2.0136682987213135,0.8581730769230769,16.07013702392578,0.0
18,27.490516662597656,107.84277915330927,3.2390103340148926,6.500855922698975,0.23164545043961116,1.1798226833343506,0.9447115384615384,15.268503189086914,5.6953535079956055,11.452654838562012,0.4389203211470146,2.021430492401123,0.8269230769230769,15.40886116027832,0.0
19,28.3917875289917,105.17520356887053,3.3451197147369385,6.572558403015137,0.2146025300360367,1.1916574239730835,0.9254807692307693,14.377130508422852,5.494112491607666,11.133434295654297,0.46976246403267674,1.9584931135177612,0.8461538461538461,14.614771842956543,0.0
20,28.882238388061523,95.20622946137541,3.0185728073120117,6.002811908721924,0.34486608676679864,1.1407089233398438,0.9495192307692307,15.320754051208496,5.786067008972168,10.878646850585938,0.49375357343495696,2.0052425861358643,0.7884615384615384,16.45022964477539,0.0
21,27.58292579650879,72.98247459172194,2.6778924465179443,5.255656719207764,0.49780243484193054,1.052348256111145,0.9663461538461539,15.706202507019043,5.1609086990356445,9.524762153625488,0.6119206857910224,1.7813137769699097,0.8173076923076923,16.41164779663086,0.0
22,25.350576400756836,103.9993081671796,3.1827404499053955,6.444817543029785,0.24483502405588864,1.1500028371810913,0.9230769230769231,13.30814266204834,5.424164295196533,11.17708683013916,0.46559633193353633,1.959424376487732,0.8293269230769231,14.601266860961914,0.0
23,25.15601348876953,117.02810698925441,3.421541690826416,6.819809913635254,0.15439968430247308,1.2174663543701172,0.9110576923076923,12.731438636779785,5.584540367126465,11.875883102416992,0.3966851216648911,2.068754196166992,0.8341346153846154,13.849042892456055,0.0
24,21.406274795532227,103.20095455677892,3.026169776916504,6.387717247009277,0.258157077274618,1.1599581241607666,0.9278846153846154,13.611644744873047,5.278011798858643,11.171215057373047,0.4661576378780531,1.9469530582427979,0.8269230769230769,14.129226684570312,0.0
25,22.984834671020508,80.03929757606625,2.5343525409698486,5.235579013824463,0.5016321794320124,1.0610790252685547,0.9543269230769231,15.023523330688477,5.4112114906311035,10.259435653686523,0.549744423834752,1.91680908203125,0.7620192307692307,15.429963111877441,0.0
