conformer_policy,best_epoch,best_valid_score,epochs_run,valid_V1_mae,valid_V1_rmse,valid_V1_r2,valid_V1_mean_pinball_loss,valid_V1_interval_80_coverage,valid_V1_interval_80_mean_width,valid_V2_mae,valid_V2_rmse,valid_V2_r2,valid_V2_mean_pinball_loss,valid_V2_interval_80_coverage,valid_V2_interval_80_mean_width,valid_quantile_crossing_rate,test_V1_mae,test_V1_rmse,test_V1_r2,test_V1_mean_pinball_loss,test_V1_interval_80_coverage,test_V1_interval_80_mean_width,test_V2_mae,test_V2_rmse,test_V2_r2,test_V2_mean_pinball_loss,test_V2_interval_80_coverage,test_V2_interval_80_mean_width,test_quantile_crossing_rate
first_embedded,91,23.562098772838226,191,1.4582219123840332,2.9028220176696777,0.8467990555023807,0.6360951662063599,0.8293269230769231,8.309602737426758,2.7170629501342773,5.501949310302734,0.870507272916719,1.010598063468933,0.6129807692307693,4.472002983093262,0.04567307692307692,1.6040033102035522,2.971252918243408,0.8669438947363368,0.6735892295837402,0.8321342925659473,8.881258010864258,2.868246078491211,4.969061374664307,0.9028746170992146,1.055117130279541,0.6163069544364509,4.878390789031982,0.050359712230215826
lowest_energy,72,22.01310446524542,172,1.4665770530700684,2.996983528137207,0.8366988195743051,0.6783375144004822,0.8317307692307693,9.907918930053711,2.6964991092681885,5.105133533477783,0.8885124344088657,0.9629948139190674,0.6682692307692307,5.453610420227051,0.009615384615384616,1.68977689743042,3.1181788444519043,0.8534595238747364,0.7620909214019775,0.8273381294964028,10.815739631652832,2.9322469234466553,5.208300590515137,0.8932971230504541,1.058003544807434,0.6546762589928058,5.917193412780762,0.009592326139088728
