config,mode,pretrained,learning_rate,v2_weight,loss_scaling,reinitialize_head,best_epoch,epochs_run,trainable_parameters,total_parameters,normalized_valid_score,legacy_valid_score,normalized_test_score,valid_V1_mae,valid_V1_rmse,valid_V1_r2,valid_V1_mean_pinball_loss,valid_V1_interval_80_coverage,valid_V1_interval_80_mean_width,valid_V2_mae,valid_V2_rmse,valid_V2_r2,valid_V2_mean_pinball_loss,valid_V2_interval_80_coverage,valid_V2_interval_80_mean_width,valid_quantile_crossing_rate,test_V1_mae,test_V1_rmse,test_V1_r2,test_V1_mean_pinball_loss,test_V1_interval_80_coverage,test_V1_interval_80_mean_width,test_V2_mae,test_V2_rmse,test_V2_r2,test_V2_mean_pinball_loss,test_V2_interval_80_coverage,test_V2_interval_80_mean_width,test_quantile_crossing_rate,split_mode,seed,scaler,train_rows,valid_rows,test_rows,conformer_policy
last2_head_equal_v2_lr1e-4,last2_head,True,0.0001,1.0,legacy,False,54,154,186134,775476,0.2347563281112497,29.44480076593163,1.0646315770547274,2.0659830570220947,2.856459617614746,0.8802585851363576,0.7568832635879517,0.8545454545454545,10.10330581665039,4.335760116577148,6.524636268615723,0.8397311684310492,1.586214900016785,0.6181818181818182,7.473095893859863,0.0,2.8980953693389893,7.703503608703613,0.0664650649355637,1.0663056373596191,0.8392857142857143,10.757368087768556,4.904178619384766,11.41423511505127,0.3975151918560007,1.8223905563354492,0.6428571428571429,7.638916492462158,0.0,row,42,source_4g,441,55,56,first_embedded
last2_head_equal_v2_lr1e-4,last2_head,True,0.0001,1.0,legacy,False,71,171,186134,775476,0.3158435405479766,39.86694020483827,0.3048474198522587,2.087127685546875,3.507530450820923,0.5158238221936966,0.7785550355911255,0.8363636363636363,7.986852645874023,4.21201753616333,7.424846172332764,0.5444124520955437,1.5376665592193604,0.6363636363636364,6.698007583618164,0.0,2.286832571029663,4.362062454223633,0.7894080216444297,0.912595272064209,0.8928571428571429,9.518651008605955,3.883409976959229,5.724870204925537,0.8849015842534805,1.2452312707901,0.5714285714285714,7.274861812591553,0.0,row,525,source_4g,441,55,56,first_embedded
last2_head_equal_v2_lr1e-4,last2_head,True,0.0001,1.0,legacy,False,478,500,186134,775476,0.7295187305112805,71.8680530273839,1.0938130990285342,3.0130109786987305,6.198606014251709,0.7052545772722778,1.2944704294204712,0.2909090909090909,1.998702049255371,4.359372138977051,8.178671836853027,0.8108632262793511,2.00146484375,0.2363636363636363,1.7820096015930176,0.3454545454545454,3.63480544090271,6.638544082641602,0.6174420904368527,1.562065839767456,0.2857142857142857,2.34004545211792,6.282891273498535,11.798358917236328,0.6458065141345349,2.944434642791748,0.1964285714285714,1.4851163625717163,0.4107142857142857,row,1101,source_4g,441,55,56,first_embedded
last2_head_equal_v2_lr1e-4,last2_head,True,0.0001,1.0,legacy,False,28,128,186134,775476,1.009435623577868,116.80182640067278,0.1847577750263465,3.2232418060302734,6.090401649475098,0.6585104225954592,1.3589637279510498,0.7017543859649122,10.938313484191896,5.8734822273254395,12.626070976257324,0.5927254165630048,2.293262481689453,0.6140350877192983,6.546440601348877,0.2280701754385964,2.3466796875,3.194070339202881,0.8659253998077059,0.9774778485298156,0.7222222222222222,11.413586616516112,3.576859712600708,4.423783779144287,0.9103802026098632,1.1903563737869265,0.6111111111111112,7.230003833770752,0.4074074074074074,compound,42,source_4g,441,57,54,first_embedded
last2_head_equal_v2_lr1e-4,last2_head,True,0.0001,1.0,legacy,False,33,133,186134,775476,0.6008644985198968,68.27577302845748,0.1516832455113737,3.3956260681152344,5.905796051025391,0.6718984950688507,1.4780422449111938,0.7551020408163265,10.165997505187988,5.0871195793151855,8.172801971435547,0.7507372293652382,1.926463842391968,0.6122448979591837,7.481536388397217,0.2040816326530612,1.6637495756149292,2.41167950630188,0.8784222443230337,0.6814489960670471,0.8793103448275862,10.128606796264648,3.409058094024658,5.052390098571777,0.8758770843238022,1.1867600679397583,0.6896551724137931,6.45917272567749,0.1896551724137931,compound,525,source_4g,445,49,58,first_embedded
last2_head_equal_v2_lr1e-4,last2_head,True,0.0001,1.0,legacy,False,124,224,186134,775476,0.7336504176265716,74.01138227943034,0.1888377621470806,3.990956306457519,6.180142879486084,0.754449516756696,1.353464126586914,0.8235294117647058,9.08726406097412,6.756651401519775,8.463712692260742,0.8523769056153596,2.396290063858032,0.2941176470588235,7.85465669631958,0.0392156862745098,1.7956881523132324,2.4335269927978516,0.9346557439913676,0.6280149221420288,0.8245614035087719,7.537859916687012,4.471437454223633,5.458255290985107,0.8796766225094537,1.496857523918152,0.3157894736842105,6.028052806854248,0.0526315789473684,compound,1101,source_4g,444,51,57,first_embedded
last2_head_equal_v2_lr1e-4,last2_head,True,0.0001,1.0,legacy,False,71,171,186134,775476,0.2292842210532735,28.63017041299844,1.2959192615648991,2.1786179542541504,2.878530263900757,0.8784010581514946,0.9829659461975098,0.8727272727272727,17.37196159362793,4.106405735015869,6.378751277923584,0.84681798829972,1.524765968322754,0.6363636363636364,7.4734110832214355,0.0,3.176847219467163,8.472774505615234,-0.12928955758446614,1.2221143245697021,0.875,18.444929122924805,5.270179748535156,12.643120765686035,0.260801551950688,1.9522504806518555,0.5892857142857143,7.682340145111084,0.0,row,42,,441,55,56,lowest_energy
last2_head_equal_v2_lr1e-4,last2_head,True,0.0001,1.0,legacy,False,99,199,186134,775476,0.30269067975062686,37.720487860564106,0.3391599031572671,2.101879358291626,3.5952064990997314,0.49131583243460575,0.9846881031990051,0.8909090909090909,14.627598762512207,3.7979047298431396,7.042013645172119,0.5901823148137619,1.394453525543213,0.6545454545454545,6.730391025543213,0.0,2.415639638900757,4.528515338897705,0.7730293178532479,1.2274706363677979,0.8392857142857143,17.114673614501953,3.9685089588165283,6.193037986755371,0.865306853229697,1.372886061668396,0.5714285714285714,7.143363952636719,0.0,row,525,,441,55,56,lowest_energy
last2_head_equal_v2_lr1e-4,last2_head,True,0.0001,1.0,legacy,False,335,435,186134,775476,0.6980232785584468,68.6453382133734,1.0121468406016154,3.242462158203125,6.085926532745361,0.7158730303584208,1.5570993423461914,0.8363636363636363,18.989870071411133,4.676063060760498,7.950702667236328,0.8212601477033683,2.0180306434631348,0.2727272727272727,3.1548502445220947,0.18181818181818182,3.7056186199188232,6.413424968719482,0.6429479644052193,1.4358675479888916,0.7678571428571429,18.815494537353516,6.084037780761719,11.304703712463379,0.6748260483026898,2.7106945514678955,0.16071428571428573,3.0499367713928223,0.17857142857142858,row,1101,,441,55,56,lowest_energy
last2_head_equal_v2_lr1e-4,last2_head,True,0.0001,1.0,legacy,False,26,126,186134,775476,1.0267093839896049,118.30253086267885,0.24283991598522603,3.3770551681518555,6.240949630737305,0.641419293487326,1.649789571762085,0.5614035087719298,14.380964279174805,5.711130619049072,12.59786319732666,0.5945431826462297,2.4079675674438477,0.5964912280701754,6.439234733581543,0.43859649122807015,2.7201733589172363,3.64491868019104,0.8254044035382027,1.2597811222076416,0.7592592592592593,15.82562255859375,4.088052272796631,5.105954170227051,0.8806094408050265,1.4612196683883667,0.5555555555555556,6.845453262329102,0.46296296296296297,compound,42,,441,57,54,lowest_energy
