split_mode,seed,delta_normalized_valid_score_lowest_minus_first,delta_normalized_test_score_lowest_minus_first,delta_test_V1_r2_lowest_minus_first,delta_test_V2_r2_lowest_minus_first,delta_test_V1_mae_lowest_minus_first,delta_test_V2_mae_lowest_minus_first,delta_test_V1_rmse_lowest_minus_first,delta_test_V2_rmse_lowest_minus_first,delta_test_V1_interval_80_coverage_lowest_minus_first,delta_test_V2_interval_80_coverage_lowest_minus_first,delta_test_quantile_crossing_rate_lowest_minus_first
compound,42,0.017273760411736783,0.058082140958879536,-0.04052099626950323,-0.02977076180483673,0.37349367141723633,0.5111925601959229,0.4508483409881592,0.6821703910827637,0.03703703703703709,-0.05555555555555558,0.05555555555555558
compound,525,-0.05583981856637854,0.16366182200879498,-0.18759826690375525,-0.09587360398639855,1.3250173330307007,1.2535719871520996,1.4341979026794434,1.6739497184753418,0.017241379310344862,-0.0862068965517242,-0.03448275862068964
compound,1101,0.015857410689667728,0.0965823797734861,-0.08736093062770178,-0.004192023332168615,0.5817039012908936,-0.34319067001342773,1.2866137027740479,0.0942678451538086,-0.24561403508771928,0.26315789473684215,0.38596491228070173
row,42,-0.005472107057976183,0.23128768451017168,-0.19575462252002984,-0.1367136399053127,0.27875185012817383,0.3660011291503906,0.7692708969116211,1.2288856506347656,0.0357142857142857,-0.0535714285714286,0.0
row,525,-0.01315286079734973,0.03431248330500836,-0.01637870379118178,-0.019594731023783507,0.12880706787109375,0.08509898185729936,0.16645288467407227,0.468167781829834,-0.0535714285714286,0.0,0.0
row,1101,-0.03149545195283365,-0.08166625842691877,0.025505873968366566,0.029019534168154837,0.07081317901611328,-0.1988534927368164,-0.22511911392211914,-0.4936552047729492,0.4821428571428572,-0.03571428571428567,-0.23214285714285712
