conformer_policy,split_mode,normalized_valid_score_mean,normalized_valid_score_std,normalized_test_score_mean,normalized_test_score_std,test_V1_r2_mean,test_V1_r2_std,test_V2_r2_mean,test_V2_r2_std,test_V1_mae_mean,test_V1_mae_std,test_V2_mae_mean,test_V2_mae_std,test_V1_rmse_mean,test_V1_rmse_std,test_V2_rmse_mean,test_V2_rmse_std,test_V1_interval_80_coverage_mean,test_V1_interval_80_coverage_std,test_V2_interval_80_coverage_mean,test_V2_interval_80_coverage_std,test_quantile_crossing_rate_mean,test_quantile_crossing_rate_std
first_embedded,compound,0.7813168465747787,0.20841462855157258,0.17509292756160025,0.020375757261899843,0.8930011293740358,0.0366111044616097,0.8886446364810396,0.018919176747718158,1.9353724718093872,0.36225980492550747,3.8191184202829995,0.571121210716356,2.6797589461008706,0.44554066590205393,4.978143056233724,0.5212171281476845,0.8086979901861935,0.07973647520176501,0.538851919069705,0.19712922994192766,0.21656471958952295,0.17891217094367523
first_embedded,row,0.42670619972350227,0.26535891846094806,0.8210973653118402,0.4473235908673301,0.49110505900561535,0.37766706739783706,0.6427410967480054,0.24370765572991915,2.939911127090454,0.6749586155281607,5.02349328994751,1.2041821357540186,6.234703381856282,1.706933721888817,9.645821412404379,3.4010706479612582,0.6726190476190476,0.33613828341655955,0.4702380952380952,0.23980044141052012,0.1369047619047619,0.23712600341716772
lowest_energy,compound,0.7737472974197875,0.24175545996398817,0.28120170847532044,0.03643618579551416,0.7878410647737156,0.08472917997735818,0.8453658401065717,0.05666343226784784,2.695444107055664,0.306436706788661,4.292976379394531,0.320759713988402,3.7369789282480874,0.10153200100950802,5.794939041137695,0.8369507239691031,0.7449194506060811,0.15928701854432673,0.5793170666128924,0.02394850041556395,0.3522439559947122,0.1711032606220354
lowest_energy,row,0.4099993931207824,0.25212188715297645,0.8824086684412605,0.4913971026184204,0.428895908224667,0.48775870090561885,0.6003114844943583,0.3090646857589294,3.0993684927622476,0.6484702442564065,5.107575496037801,1.0670968354923882,6.471571604410808,1.972772380937669,10.046954154968262,3.4040185701313166,0.8273809523809524,0.05455447255899811,0.44047619047619047,0.24244537921924167,0.05952380952380953,0.10309826235529031
