dataset_id,source_row_1based,record_hash,CAS,smiles,column_specs,PE_EA,flow_ml_min,t1_raw,t2_raw,V1_ml_current_formula,V2_ml_current_formula,issue_flags,current_reader_keeps,current_qgeognn_keeps
4g,90,abc72d461aca,83-13-6,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,Silica-CS 4g,10/1,10,1522.0,2297.0,12.683333333333334,19.141666666666666,repeated_experiment_key,True,True
4g,91,a0b4da62383a,83-13-6,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,Silica-CS 4g,20/1,10,2519.0,3904.0,20.991666666666667,32.53333333333333,repeated_experiment_key,True,True
4g,92,a8dfb8cafe51,83-13-6,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,Silica-CS 4g,20/1,10,2585.0,3910.0,21.541666666666668,32.583333333333336,repeated_experiment_key,True,True
4g,105,483ebc574ef4,83-13-6,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,Silica-CS 4g,10/1,10,1468.0,2262.0,12.233333333333333,18.85,repeated_experiment_key,True,True
4g,111,0e444f97dabd,83-13-6,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,Silica-CS 4g,20/1,10,2524.0,3861.0,21.033333333333335,32.175,repeated_experiment_key,True,True
4g,114,3408ef577fb6,83-13-6,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,Silica-CS 4g,20/1,10,2036.0,4189.0,16.966666666666665,34.90833333333333,repeated_experiment_key,True,True
4g,122,78edc1973094,15206-55-0,COC(=O)C(=O)C1=CC=CC=C1,Silica-CS 4g,2/1,5,1236.0,3131.0,5.15,13.045833333333333,repeated_experiment_key,True,True
4g,124,113f40379b18,15206-55-0,COC(=O)C(=O)C1=CC=CC=C1,Silica-CS 4g,2/1,10,708.0,2113.0,5.9,17.608333333333334,repeated_experiment_key,True,True
4g,126,ca6de11f182b,15206-55-0,COC(=O)C(=O)C1=CC=CC=C1,Silica-CS 4g,2/1,10,870.0,1505.0,7.25,12.541666666666666,repeated_experiment_key,True,True
4g,127,af43a811a4ff,15206-55-0,COC(=O)C(=O)C1=CC=CC=C1,Silica-CS 4g,5/1,10,1267.0,2928.0,10.558333333333334,24.4,repeated_experiment_key,True,True
4g,128,7cab38917c40,15206-55-0,COC(=O)C(=O)C1=CC=CC=C1,Silica-CS 4g,2/1,5,2018.0,4088.0,8.408333333333333,17.033333333333335,repeated_experiment_key,True,True
4g,130,4152d87dc1a3,15206-55-0,COC(=O)C(=O)C1=CC=CC=C1,Silica-CS 4g,2/1,10,894.0,1239.0,7.45,10.325,repeated_experiment_key,True,True
4g,131,e95d8766c645,15206-55-0,COC(=O)C(=O)C1=CC=CC=C1,Silica-CS 4g,2/1,10,794.0,2700.0,6.616666666666666,22.5,repeated_experiment_key,True,True
4g,132,7925737b37d5,15206-55-0,COC(=O)C(=O)C1=CC=CC=C1,Silica-CS 4g,5/1,10,1033.0,2527.0,8.608333333333333,21.058333333333334,repeated_experiment_key,True,True
4g,232,40c1f1e23ad1,582-33-2,CCOC(=O)C1=CC(=CC=C1)N,Silica-CS 4g,1/1,5,2024.0,3561.0,8.433333333333334,14.8375,repeated_experiment_key,True,True
4g,235,0d7e2b5bf510,582-33-2,CCOC(=O)C1=CC(=CC=C1)N,Silica-CS 4g,1/1,5,1997.0,3772.0,8.320833333333333,15.716666666666667,repeated_experiment_key,True,True
4g,278,e959f493fb39,141-97-9,CCOC(=O)CC(=O)C,Silica-CS 4g,50/1,10,6939.0,16977.0,57.825,141.475,removed_by_qgeognn_threshold,True,False
4g,279,1d6f31311cbe,141-97-9,CCOC(=O)CC(=O)C,Silica-CS 4g,50/1,10,5023.0,15695.0,41.858333333333334,130.79166666666666,removed_by_qgeognn_threshold,True,False
4g,318,26d247181b8a,105-53-3,CCOC(=O)CC(=O)OCC,Silica-CS 4g,1/1,10,490.0,1879.0,4.083333333333333,15.658333333333333,repeated_experiment_key,True,True
4g,326,4e8d022d9ffd,105-53-3,CCOC(=O)CC(=O)OCC,Silica-CS 4g,1/1,10,638.0,877.0,5.316666666666666,7.308333333333334,repeated_experiment_key,True,True
4g,360,0050c6be8a95,685-87-0,CCOC(=O)C(C(=O)OCC)Br,Silica-CS 4g,1/1,10,946.0,1189.0,7.883333333333334,9.908333333333333,repeated_experiment_key,True,True
4g,368,fa15485fb250,685-87-0,CCOC(=O)C(C(=O)OCC)Br,Silica-CS 4g,1/1,10,706.0,1017.0,5.883333333333334,8.475,repeated_experiment_key,True,True
4g,415,d3594e66f815,7318-00-5,CCOC(=O)/C=C(/C)\N,Silica-CS 4g,20/1,10,5024.0,14568.0,41.86666666666667,121.4,removed_by_qgeognn_threshold,True,False
4g,416,ab4759a353cf,7318-00-5,CCOC(=O)/C=C(/C)\N,Silica-CS 4g,20/1,10,4454.0,14455.0,37.11666666666667,120.45833333333333,removed_by_qgeognn_threshold,True,False
4g,484,6e879c80b81e,626-34-6,CCOC(=O)/C=C(/C)\N,Silica-CS 4g,10/1,10,7718.0,11789.0,64.31666666666666,98.24166666666666,removed_by_qgeognn_threshold,True,False
4g,490,429b89e52dab,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g,0/1,10,2619.0,2562.0,21.825,21.35,t1_gt_t2,True,True
4g,494,ac7d0377c60d,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g,0/1,5,4323.0,4079.0,18.0125,16.995833333333334,t1_gt_t2,True,True
4g,495,40d92d96330c,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g,1/1,10,2627.0,2616.0,21.891666666666666,21.8,t1_gt_t2,True,True
4g,860,f74f28672b14,123-11-5,COC1=CC=C(C=C1)C=O,Silica-CS 4g,50/1,10,8115.0,13455.0,67.625,112.125,removed_by_qgeognn_threshold,True,False
4g,1014,21aec8a7d2a4,2495-35-4,C=CC(=O)OCC1=CC=CC=C1,Silica-CS 4g,5/1,10,2606.0,2600.0,21.716666666666665,21.666666666666668,t1_gt_t2,True,True
4g,1164,b7b9a1bcf855,91-22-5,C1=CC=C2C(=C1)C=CC=N2,Silica-CS 4g,20/1,10,11208.0,18149.0,93.4,151.24166666666667,removed_by_qgeognn_threshold,True,False
4g,1165,47dd95b4eb87,91-22-5,C1=CC=C2C(=C1)C=CC=N2,Silica-CS 4g,20/1,10,9447.0,17302.0,78.725,144.18333333333334,removed_by_qgeognn_threshold,True,False
4g,1166,f308d9b2cf8f,91-22-5,C1=CC=C2C(=C1)C=CC=N2,Silica-CS 4g,20/1,10,8637.0,17203.0,71.975,143.35833333333332,removed_by_qgeognn_threshold,True,False
4g,1221,b7883546bd78,491-35-0,CC1=CC=NC2=CC=CC=C12,Silica-CS 4g,10/1,10,7992.0,12724.0,66.6,106.03333333333333,removed_by_qgeognn_threshold,True,False
4g,1281,2e7970b70d4b,108-48-5,CC1=NC(=CC=C1)C,Silica-CS 4g,20/1,10,8032.0,15184.0,66.93333333333334,126.53333333333333,removed_by_qgeognn_threshold,True,False
4g,1282,2c5bfa31b0a5,108-48-5,CC1=NC(=CC=C1)C,Silica-CS 4g,20/1,10,5961.0,14470.0,49.675,120.58333333333333,removed_by_qgeognn_threshold,True,False
4g,1394,9bc280ffe92d,828-27-3,C1=CC(=CC=C1O)OC(F)(F)F,Silica-CS 4g,50/1,10,7708.0,13070.0,64.23333333333333,108.91666666666667,removed_by_qgeognn_threshold,True,False
4g,1674,ac9fc355c2e4,598-72-1,CC(C(=O)O)Br,Silica-CS 4g,50/1,10,16.0,-12.0,0.13333333333333333,-0.1,negative_label;t1_gt_t2,True,True
4g,1916,19cc91fb0813,555-16-8,C1=CC(=CC=C1C=O)[N+](=O)[O-],Silica-CS 4g,50/1,10,8883.0,16794.0,74.025,139.95,removed_by_qgeognn_threshold,True,False
4g,1917,e59e7a80a34b,555-16-8,C1=CC(=CC=C1C=O)[N+](=O)[O-],Silica-CS 4g,50/1,10,7668.0,16529.0,63.9,137.74166666666667,removed_by_qgeognn_threshold,True,False
4g,1918,ead73fdf91dc,555-16-8,C1=CC(=CC=C1C=O)[N+](=O)[O-],Silica-CS 4g,50/1,10,7628.0,18461.0,63.56666666666667,153.84166666666667,removed_by_qgeognn_threshold,True,False
4g,1958,e4e3e70b6dfc,100-19-6,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],Silica-CS 4g,50/1,10,12383.0,22077.0,103.19166666666666,183.975,removed_by_qgeognn_threshold,True,False
4g,1959,e6a03cf7c142,100-19-6,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],Silica-CS 4g,50/1,10,10605.0,21398.0,88.375,178.31666666666666,removed_by_qgeognn_threshold,True,False
4g,1972,9d52cc8eeced,94-09-7,CCOC(=O)C1=CC=C(C=C1)N,Silica-CS 4g,10/1,10,9543.0,16230.0,79.525,135.25,removed_by_qgeognn_threshold,True,False
4g,1973,bf38bcddbc4a,94-09-7,CCOC(=O)C1=CC=C(C=C1)N,Silica-CS 4g,10/1,10,7405.0,14585.0,61.708333333333336,121.54166666666667,removed_by_qgeognn_threshold,True,False
4g,1974,908d3118594a,94-09-7,CCOC(=O)C1=CC=C(C=C1)N,Silica-CS 4g,10/1,10,7385.0,14882.0,61.541666666666664,124.01666666666667,removed_by_qgeognn_threshold,True,False
4g,2004,0a27dda5ae6b,100-27-6,C1=CC(=CC=C1CCO)[N+](=O)[O-],Silica-CS 4g,5/1,10,12320.0,27107.0,102.66666666666667,225.89166666666668,removed_by_qgeognn_threshold,True,False
4g,2014,5e32f689aa95,99-92-3,CC(=O)C1=CC=C(C=C1)N,Silica-CS 4g,5/1,10,9908.0,16408.0,82.56666666666666,136.73333333333332,removed_by_qgeognn_threshold,True,False
4g,2015,59e1c3b18d29,99-92-3,CC(=O)C1=CC=C(C=C1)N,Silica-CS 4g,5/1,10,9954.0,17680.0,82.95,147.33333333333334,removed_by_qgeognn_threshold,True,False
4g,2034,218b72dbe3cb,540-38-5,C1=CC(=CC=C1O)I,Silica-CS 4g,50/1,10,9315.0,13098.0,77.625,109.15,removed_by_qgeognn_threshold,True,False
4g,2035,d487c202d748,540-38-5,C1=CC(=CC=C1O)I,Silica-CS 4g,50/1,10,7321.0,12280.0,61.00833333333333,102.33333333333333,removed_by_qgeognn_threshold,True,False
4g,2180,7a7a63c416bb,1503-49-7,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C#N,Silica-CS 4g,50/1,10,8754.0,13976.0,72.95,116.46666666666667,removed_by_qgeognn_threshold,True,False
4g,2195,df50e6e5ff81,873-74-5,C1=CC(=CC=C1C#N)N,Silica-CS 4g,10/1,10,14300.0,28877.0,119.16666666666667,240.64166666666668,removed_by_qgeognn_threshold,True,False
4g,2196,ac9f6218c8de,873-74-5,C1=CC(=CC=C1C#N)N,Silica-CS 4g,10/1,10,13452.0,28151.0,112.1,234.59166666666667,removed_by_qgeognn_threshold,True,False
4g,2197,9e6503641ebd,873-74-5,C1=CC(=CC=C1C#N)N,Silica-CS 4g,10/1,10,13366.0,28011.0,111.38333333333334,233.425,removed_by_qgeognn_threshold,True,False
4g,2210,5b03cdb5836f,2237-30-1,C1=CC(=CC(=C1)N)C#N,Silica-CS 4g,10/1,10,9911.0,22426.0,82.59166666666667,186.88333333333333,removed_by_qgeognn_threshold,True,False
4g,2211,03720ea6196e,2237-30-1,C1=CC(=CC(=C1)N)C#N,Silica-CS 4g,10/1,10,8304.0,21517.0,69.2,179.30833333333334,removed_by_qgeognn_threshold,True,False
4g,2212,697c8134d49d,2237-30-1,C1=CC(=CC(=C1)N)C#N,Silica-CS 4g,10/1,10,7802.0,20705.0,65.01666666666667,172.54166666666666,removed_by_qgeognn_threshold,True,False
4g,2320,ec4cc1acf502,945-51-7,C1=CC=C(C=C1)S(=O)C2=CC=CC=C2,Silica-CS 4g,10/1,10,8423.0,13872.0,70.19166666666666,115.6,removed_by_qgeognn_threshold,True,False
4g,2321,45ecc283c375,945-51-7,C1=CC=C(C=C1)S(=O)C2=CC=CC=C2,Silica-CS 4g,10/1,10,7548.0,13607.0,62.9,113.39166666666667,removed_by_qgeognn_threshold,True,False
4g,2323,8f283fe67e6d,945-51-7,C1=CC=C(C=C1)S(=O)C2=CC=CC=C2,Silica-CS 4g,20/1,10,15548.0,29680.0,129.56666666666666,247.33333333333334,removed_by_qgeognn_threshold,True,False
4g,2452,b2eb80276dc9,119-84-6,C1CC(=O)OC2=CC=CC=C21,Silica-CS 4g,50/1,10,8836.0,11995.0,73.63333333333334,99.95833333333333,removed_by_qgeognn_threshold,True,False
4g,2453,fcb77f5ba73e,119-84-6,C1CC(=O)OC2=CC=CC=C21,Silica-CS 4g,50/1,10,7839.0,11950.0,65.325,99.58333333333333,removed_by_qgeognn_threshold,True,False
4g,2490,86f823101154,614-18-6,CCOC(=O)C1=CN=CC=C1,Silica-CS 4g,20/1,10,14147.0,24680.0,117.89166666666667,205.66666666666666,removed_by_qgeognn_threshold,True,False
4g,2491,1c3f24ba5e91,614-18-6,CCOC(=O)C1=CN=CC=C1,Silica-CS 4g,20/1,10,11013.0,23661.0,91.775,197.175,removed_by_qgeognn_threshold,True,False
4g,2608,21d0cfb92498,1592-38-7,C1=CC=C2C=C(C=CC2=C1)CO,Silica-CS 4g,10/1,10,8439.0,13749.0,70.325,114.575,removed_by_qgeognn_threshold,True,False
4g,2609,75ae8f277fe2,1592-38-7,C1=CC=C2C=C(C=CC2=C1)CO,Silica-CS 4g,10/1,10,7391.0,13700.0,61.59166666666667,114.16666666666667,removed_by_qgeognn_threshold,True,False
4g,2611,199cf8cf213c,1592-38-7,C1=CC=C2C=C(C=CC2=C1)CO,Silica-CS 4g,20/1,10,19824.0,28619.0,165.2,238.49166666666667,removed_by_qgeognn_threshold,True,False
4g,2612,334f738caebb,1592-38-7,C1=CC=C2C=C(C=CC2=C1)CO,Silica-CS 4g,20/1,10,18375.0,28598.0,153.125,238.31666666666666,removed_by_qgeognn_threshold,True,False
4g,2613,c930957f7cd5,1592-38-7,C1=CC=C2C=C(C=CC2=C1)CO,Silica-CS 4g,20/1,10,18559.0,29499.0,154.65833333333333,245.825,removed_by_qgeognn_threshold,True,False
4g,2725,42cd3858a65b,22502-03-0,CC(=O)CC(=O)OCCOC,Silica-CS 4g,10/1,10,12396.0,24147.0,103.3,201.225,removed_by_qgeognn_threshold,True,False
4g,2726,a10b4c40b14e,22502-03-0,CC(=O)CC(=O)OCCOC,Silica-CS 4g,10/1,10,9074.0,24196.0,75.61666666666666,201.63333333333333,removed_by_qgeognn_threshold,True,False
4g,2727,91a6c6586865,22502-03-0,CC(=O)CC(=O)OCCOC,Silica-CS 4g,10/1,10,7442.0,21646.0,62.016666666666666,180.38333333333333,removed_by_qgeognn_threshold,True,False
4g,2743,aba78610c2d4,21282-97-3,CC(=C)C(=O)OCCOC(=O)CC(=O)C,Silica-CS 4g,20/1,10,13696.0,24190.0,114.13333333333334,201.58333333333334,removed_by_qgeognn_threshold,True,False
4g,2744,531bfa10927d,21282-97-3,CC(=C)C(=O)OCCOC(=O)CC(=O)C,Silica-CS 4g,20/1,10,11489.0,23356.0,95.74166666666666,194.63333333333333,removed_by_qgeognn_threshold,True,False
4g,2745,d84fc9d6bcbc,21282-97-3,CC(=C)C(=O)OCCOC(=O)CC(=O)C,Silica-CS 4g,20/1,10,7587.0,22376.0,63.225,186.46666666666667,removed_by_qgeognn_threshold,True,False
4g,3285,ffa106a860f3,1778-09-2,CC(=O)C1=CC=C(C=C1)SC,Silica-CS 4g,20/1,10,7715.0,11828.0,64.29166666666667,98.56666666666666,removed_by_qgeognn_threshold,True,False
4g,3298,3279c04b62c3,3392-97-0,COC1=C(C(=CC=C1)OC)C=O,Silica-CS 4g,10/1,10,11903.0,18388.0,99.19166666666666,153.23333333333332,removed_by_qgeognn_threshold,True,False
4g,3299,02271d003f0c,3392-97-0,COC1=C(C(=CC=C1)OC)C=O,Silica-CS 4g,10/1,10,11263.0,18723.0,93.85833333333333,156.025,removed_by_qgeognn_threshold,True,False
4g,3300,cd14a4952bb9,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,0/1,10,931.0,1697.0,7.758333333333334,14.141666666666667,repeated_experiment_key,True,True
4g,3301,cdcec04a4be8,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,0/1,10,916.0,1804.0,7.633333333333334,15.033333333333333,repeated_experiment_key,True,True
4g,3302,65eb4b9efbad,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,0/1,10,927.0,1875.0,7.725,15.625,repeated_experiment_key,True,True
4g,3303,5a5a98d5e684,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,1/1,10,706.0,1185.0,5.883333333333334,9.875,repeated_experiment_key,True,True
4g,3304,370718f5568e,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,1/1,10,559.0,1079.0,4.658333333333333,8.991666666666667,repeated_experiment_key,True,True
4g,3305,0f790dfd9165,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,1/1,10,563.0,1123.0,4.691666666666666,9.358333333333333,repeated_experiment_key,True,True
4g,3306,c32e3dff06df,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,2/1,10,521.0,1045.0,4.341666666666667,8.708333333333334,repeated_experiment_key,True,True
4g,3307,f49c0e3f7e0c,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,2/1,10,573.0,1171.0,4.775,9.758333333333333,repeated_experiment_key,True,True
4g,3308,56987f7cf42c,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,2/1,10,572.0,1214.0,4.766666666666667,10.116666666666667,repeated_experiment_key,True,True
4g,3309,5d24819b3ba8,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,5/1,10,732.0,1422.0,6.1,11.85,repeated_experiment_key,True,True
4g,3310,2657663c2756,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,5/1,10,590.0,1388.0,4.916666666666667,11.566666666666666,repeated_experiment_key,True,True
4g,3311,5a471d69766c,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,5/1,10,589.0,1487.0,4.908333333333333,12.391666666666667,repeated_experiment_key,True,True
4g,3312,e42a9b600b86,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,10/1,10,751.0,1665.0,6.258333333333334,13.875,repeated_experiment_key,True,True
4g,3313,de238846beb7,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,10/1,10,618.0,1836.0,5.15,15.3,repeated_experiment_key,True,True
4g,3314,f48023f3f103,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,10/1,10,715.0,1931.0,5.958333333333333,16.091666666666665,repeated_experiment_key,True,True
4g,3315,fbcbec2b5d9c,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,20/1,10,891.0,2302.0,7.425,19.183333333333334,repeated_experiment_key,True,True
4g,3316,7601ec562530,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,20/1,10,673.0,1937.0,5.608333333333333,16.141666666666666,repeated_experiment_key,True,True
4g,3317,355a29c00874,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,20/1,10,619.0,1987.0,5.158333333333333,16.558333333333334,repeated_experiment_key,True,True
4g,3318,e42aafeef419,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,50/1,10,748.0,2348.0,6.233333333333333,19.566666666666666,repeated_experiment_key,True,True
4g,3319,aba1dc7ce464,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,50/1,10,622.0,2385.0,5.183333333333334,19.875,repeated_experiment_key,True,True
4g,3320,23a93324c8fd,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,50/1,10,633.0,2533.0,5.275,21.108333333333334,repeated_experiment_key,True,True
4g,3338,055a0ee44572,3162-29-6,CC(=O)C1=CC2=C(C=C1)OCO2,Silica-CS 4g,50/1,10,9766.0,14167.0,81.38333333333334,118.05833333333334,removed_by_qgeognn_threshold,True,False
4g,3339,55d2e71b8e15,3162-29-6,CC(=O)C1=CC2=C(C=C1)OCO2,Silica-CS 4g,50/1,10,8819.0,14188.0,73.49166666666666,118.23333333333333,removed_by_qgeognn_threshold,True,False
4g,3340,3174654ff487,3162-29-6,CC(=O)C1=CC2=C(C=C1)OCO2,Silica-CS 4g,50/1,10,8981.0,14106.0,74.84166666666667,117.55,removed_by_qgeognn_threshold,True,False
4g,3488,f2fc87c8d11a,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,0/1,10,495.0,870.0,4.125,7.25,repeated_experiment_key,True,True
4g,3489,a2d0aaa09e10,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,0/1,10,671.0,1177.0,5.591666666666667,9.808333333333334,repeated_experiment_key,True,True
4g,3490,274c485d4392,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,0/1,10,542.0,998.0,4.516666666666667,8.316666666666666,repeated_experiment_key,True,True
4g,3491,570308dc8252,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,1/1,10,716.0,1147.0,5.966666666666667,9.558333333333334,repeated_experiment_key,True,True
4g,3492,d735c8791c4d,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,1/1,10,703.0,1190.0,5.858333333333333,9.916666666666666,repeated_experiment_key,True,True
4g,3493,f5b5de1259b5,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,1/1,10,564.0,1093.0,4.7,9.108333333333333,repeated_experiment_key,True,True
4g,3494,9c5364c14edf,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,2/1,10,716.0,1236.0,5.966666666666667,10.3,repeated_experiment_key,True,True
4g,3495,9c89bfd91340,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,2/1,10,713.0,1285.0,5.941666666666666,10.708333333333334,repeated_experiment_key,True,True
4g,3496,255b8dd5caf0,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,2/1,10,578.0,1219.0,4.816666666666666,10.158333333333333,repeated_experiment_key,True,True
4g,3497,28a67f76ee58,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,5/1,10,741.0,1466.0,6.175,12.216666666666667,repeated_experiment_key,True,True
4g,3498,5ea0593241a0,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,5/1,10,750.0,1522.0,6.25,12.683333333333334,repeated_experiment_key,True,True
4g,3499,18d350ff675b,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,5/1,10,591.0,1467.0,4.925,12.225,repeated_experiment_key,True,True
