dataset_id,source_row_1based,record_hash,CAS,smiles,column_specs,PE_EA,flow_ml_min,t1_raw,t2_raw,V1_ml_current_formula,V2_ml_current_formula,issue_flags,current_reader_keeps,current_qgeognn_keeps
4g,3534,78b75838cc80,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,5/1,10,549.0,1399.0,4.575,11.658333333333333,repeated_experiment_key,True,True
4g,3535,66265fe8a4f9,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,5/1,10,571.0,1423.0,4.758333333333334,11.858333333333333,repeated_experiment_key,True,True
4g,3536,65bfe267c931,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,10/1,10,725.0,1351.0,6.041666666666667,11.258333333333333,repeated_experiment_key,True,True
4g,3537,7541c0b8b4fe,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,10/1,10,561.0,1451.0,4.675,12.091666666666667,repeated_experiment_key,True,True
4g,3538,3ff960ace107,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,10/1,10,402.0,1675.0,3.35,13.958333333333334,repeated_experiment_key,True,True
4g,3539,d19e6ac75e8c,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,20/1,10,752.0,1505.0,6.266666666666667,12.541666666666666,repeated_experiment_key,True,True
4g,3540,2b356d68687e,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,20/1,10,609.0,1558.0,5.075,12.983333333333333,repeated_experiment_key,True,True
4g,3541,56f13551d822,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,20/1,10,606.0,1594.0,5.05,13.283333333333333,repeated_experiment_key,True,True
4g,3542,aecd591ccc97,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,50/1,10,1170.0,2087.0,9.75,17.391666666666666,repeated_experiment_key,True,True
4g,3543,2bd84a01e02d,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,50/1,10,1020.0,2112.0,8.5,17.6,repeated_experiment_key,True,True
4g,3544,642133108874,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,50/1,10,620.0,2378.0,5.166666666666667,19.816666666666666,repeated_experiment_key,True,True
4g,3608,d8c30c471509,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,0/1,10,442.0,820.0,3.683333333333333,6.833333333333333,repeated_experiment_key,True,True
4g,3609,0826df0b9a2a,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,0/1,10,540.0,960.0,4.5,8.0,repeated_experiment_key,True,True
4g,3610,eff992379965,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,0/1,10,488.0,959.0,4.066666666666666,7.991666666666666,repeated_experiment_key,True,True
4g,3611,2344c35cc279,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,1/1,10,661.0,1060.0,5.508333333333334,8.833333333333334,repeated_experiment_key,True,True
4g,3612,48a2af5c24db,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,1/1,10,518.0,907.0,4.316666666666666,7.558333333333334,repeated_experiment_key,True,True
4g,3613,0cd84872c14a,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,1/1,10,517.0,1006.0,4.308333333333334,8.383333333333333,repeated_experiment_key,True,True
4g,3614,289f8101debd,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,2/1,10,679.0,1099.0,5.658333333333333,9.158333333333333,repeated_experiment_key,True,True
4g,3615,e12abbe723b1,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,2/1,10,537.0,1030.0,4.475,8.583333333333334,repeated_experiment_key,True,True
4g,3616,fd0c7feb5810,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,2/1,10,537.0,1089.0,4.475,9.075,repeated_experiment_key,True,True
4g,3617,0366f96042db,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,5/1,10,722.0,1207.0,6.016666666666667,10.058333333333334,repeated_experiment_key,True,True
4g,3618,0eae8bbb6349,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,5/1,10,566.0,1112.0,4.716666666666667,9.266666666666667,repeated_experiment_key,True,True
4g,3619,2c7650a14215,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,5/1,10,567.0,1181.0,4.725,9.841666666666667,repeated_experiment_key,True,True
4g,3620,8571eb3db8c1,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,10/1,10,725.0,1313.0,6.041666666666667,10.941666666666666,repeated_experiment_key,True,True
4g,3621,679511356513,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,10/1,10,588.0,1269.0,4.9,10.575,repeated_experiment_key,True,True
4g,3622,3ab1fc5c8421,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,10/1,10,582.0,1337.0,4.85,11.141666666666667,repeated_experiment_key,True,True
4g,3623,1f4ea6c0f7b5,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,20/1,10,735.0,1509.0,6.125,12.575,repeated_experiment_key,True,True
4g,3624,cdc298902c0b,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,20/1,10,603.0,1460.0,5.025,12.166666666666666,repeated_experiment_key,True,True
4g,3625,e7f055a6e5f2,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,20/1,10,599.0,1530.0,4.991666666666666,12.75,repeated_experiment_key,True,True
4g,3626,041429402bf7,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,50/1,10,776.0,1989.0,6.466666666666667,16.575,repeated_experiment_key,True,True
4g,3627,febff5a0caac,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,50/1,10,611.0,2054.0,5.091666666666667,17.116666666666667,repeated_experiment_key,True,True
4g,3628,ad92da6ee9d3,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,50/1,10,609.0,2157.0,5.075,17.975,repeated_experiment_key,True,True
4g,3647,e54659539357,32249-35-7,COC(=O)CC(=O)C1CC1,Silica-CS 4g,50/1,10,11242.0,20899.0,93.68333333333334,174.15833333333333,removed_by_qgeognn_threshold,True,False
4g,3648,07f52de421cc,32249-35-7,COC(=O)CC(=O)C1CC1,Silica-CS 4g,50/1,10,9049.0,19834.0,75.40833333333333,165.28333333333333,removed_by_qgeognn_threshold,True,False
4g,3649,182ab4ec4a75,32249-35-7,COC(=O)CC(=O)C1CC1,Silica-CS 4g,50/1,10,7437.0,19508.0,61.975,162.56666666666666,removed_by_qgeognn_threshold,True,False
4g,3847,9f357927184b,66-99-9,C1=CC=C2C=C(C=CC2=C1)C=O,Silica-CS 4g,0/1,10,2385.0,2380.0,19.875,19.833333333333332,t1_gt_t2,True,True
4g,3863,a0c197f5a405,66-99-9,C1=CC=C2C=C(C=CC2=C1)C=O,Silica-CS 4g,20/1,10,3838.0,3829.0,31.983333333333334,31.908333333333335,t1_gt_t2,True,True
4g,4055,4ecb03d79933,673-22-3,COC1=CC(=C(C=C1)C=O)O,Silica-CS 4g,10/1,10,4030.0,4021.0,33.583333333333336,33.50833333333333,t1_gt_t2,True,True
4g,4173,b3046fd92c00,61718-80-7,COCCCCC(=O)C1=CC=C(C=C1)C(F)(F)F,Silica-CS 4g,50/1,10,11201.0,15722.0,93.34166666666667,131.01666666666668,removed_by_qgeognn_threshold,True,False
4g,4192,ad087837c5dd,1570-48-5,CCC(=O)C1=CN=CC=C1,Silica-CS 4g,10/1,10,11764.0,26473.0,98.03333333333333,220.60833333333332,removed_by_qgeognn_threshold,True,False
4g,4230,e39223a9088a,621-82-9,C1=CC=C(C=C1)/C=C/C(=O)O,Silica-CS 4g,20/1,10,3846.0,17989.0,32.05,149.90833333333333,removed_by_qgeognn_threshold,True,False
4g,4231,a8a9b373b5a0,1746-13-0,,Silica-CS 4g,0/1,10,,,,,missing_core;invalid_smiles,False,False
4g,4232,aa130906a635,1746-13-0,,Silica-CS 4g,1/1,10,,,,,missing_core;invalid_smiles,False,False
4g,4233,dce22ad2de64,1746-13-0,,Silica-CS 4g,2/1,10,,,,,missing_core;invalid_smiles,False,False
4g,4234,2e42e87d3505,1746-13-0,,Silica-CS 4g,5/1,10,,,,,missing_core;invalid_smiles,False,False
4g,4235,8d8c5cdb9305,1746-13-0,,Silica-CS 4g,10/1,10,,,,,missing_core;invalid_smiles,False,False
4g,4236,d2f21e3a9758,1746-13-0,,Silica-CS 4g,20/1,10,,,,,missing_core;invalid_smiles,False,False
4g,4237,6f137b8b8e8f,1746-13-0,,Silica-CS 4g,50/1,10,,,,,missing_core;invalid_smiles,False,False
4g,4238,24e9465f5e6a,1745-81-9,,Silica-CS 4g,0/1,10,,,,,missing_core;invalid_smiles,False,False
4g,4239,c67231154028,1745-81-9,,Silica-CS 4g,1/1,10,,,,,missing_core;invalid_smiles,False,False
4g,4240,7a9879e3be43,1745-81-9,,Silica-CS 4g,2/1,10,,,,,missing_core;invalid_smiles,False,False
4g,4241,134d334e6cf0,1745-81-9,,Silica-CS 4g,5/1,10,,,,,missing_core;invalid_smiles,False,False
4g,4242,092d34b98a53,1745-81-9,,Silica-CS 4g,10/1,10,,,,,missing_core;invalid_smiles,False,False
4g,4243,1e014b9c8b07,1745-81-9,,Silica-CS 4g,20/1,10,,,,,missing_core;invalid_smiles,False,False
4g,4244,23bacc411cd6,1745-81-9,,Silica-CS 4g,50/1,10,,,,,missing_core;invalid_smiles,False,False
8g,12,50c1ccbf4956,122-97-4,C1=CC=C(C=C1)CCCO,Silica-CS 4g+4g,5/1,10,9770.0,13297.0,81.41666666666667,110.80833333333334,removed_by_qgeognn_threshold,True,False
8g,21,92d42141fc11,104-52-9,C1=CC=C(C=C1)CCCCl,Silica-CS 4g+4g,1/1,10,2872.0,2866.0,23.933333333333334,23.883333333333333,t1_gt_t2,True,True
8g,30,6331a3350dba,105-13-5,COC1=CC=C(C=C1)CO,Silica-CS 4g+4g,5/1,10,14316.0,19260.0,119.3,160.5,removed_by_qgeognn_threshold,True,False
8g,43,3a92c9dbf7d6,123-11-5,COC1=CC=C(C=C1)C=O,Silica-CS 4g+4g,20/1,10,7242.0,11618.0,60.35,96.81666666666666,removed_by_qgeognn_threshold,True,False
8g,44,754f92f92319,123-11-5,COC1=CC=C(C=C1)C=O,Silica-CS 4g+4g,50/1,10,14737.0,24894.0,122.80833333333334,207.45,removed_by_qgeognn_threshold,True,False
8g,110,91d3ccb31685,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g+4g,0/1,10,1073.0,2586.0,8.941666666666666,21.55,repeated_experiment_key,True,True
8g,111,6c1f4810957a,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g+4g,1/1,10,1159.0,2373.0,9.658333333333333,19.775,repeated_experiment_key,True,True
8g,112,f33224a7fd79,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g+4g,2/1,10,1177.0,2421.0,9.808333333333334,20.175,repeated_experiment_key,True,True
8g,113,e6b05347382c,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g+4g,5/1,10,1246.0,2963.0,10.383333333333333,24.691666666666666,repeated_experiment_key,True,True
8g,114,0f8fbed8dd56,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g+4g,10/1,10,1398.0,4268.0,11.65,35.56666666666667,repeated_experiment_key,True,True
8g,115,8557380e066c,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g+4g,20/1,10,1962.0,4571.0,16.35,38.09166666666667,repeated_experiment_key,True,True
8g,116,d6fec1d2fb92,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g+4g,50/1,10,3207.0,6848.0,26.725,57.06666666666667,repeated_experiment_key,True,True
8g,117,365f1b55e359,26537-19-9,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,Silica-CS 4g+4g,0/1,10,3196.0,3189.0,26.633333333333333,26.575,t1_gt_t2,True,True
8g,134,f8fa85c7445a,7318-00-5,CCOC(=O)/C=C(/C)\N,Silica-CS 4g+4g,20/1,10,11036.0,25362.0,91.96666666666667,211.35,removed_by_qgeognn_threshold,True,False
8g,151,b21929d34742,702-23-8,COC1=CC=C(C=C1)CCO,Silica-CS 4g+4g,5/1,10,14997.0,20607.0,124.975,171.725,removed_by_qgeognn_threshold,True,False
8g,163,8543a0922f1a,103-05-9,CC(C)(CCC1=CC=CC=C1)O,Silica-CS 4g+4g,10/1,10,8730.0,12386.0,72.75,103.21666666666667,removed_by_qgeognn_threshold,True,False
8g,171,e5a6bc48b8d3,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g+4g,0/1,10,884.0,2271.0,7.366666666666666,18.925,repeated_experiment_key,True,True
8g,172,1276eb6b79ed,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g+4g,1/1,10,1128.0,2083.0,9.4,17.358333333333334,repeated_experiment_key,True,True
8g,173,93833b9c7336,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g+4g,2/1,10,1195.0,2348.0,9.958333333333334,19.566666666666666,repeated_experiment_key,True,True
8g,174,83e65f0877b8,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g+4g,5/1,10,1260.0,2849.0,10.5,23.741666666666667,repeated_experiment_key,True,True
8g,175,fbb83cd64ea6,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g+4g,10/1,10,1320.0,3409.0,11.0,28.408333333333335,repeated_experiment_key,True,True
8g,176,6698eb40068a,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g+4g,20/1,10,1850.0,4258.0,15.416666666666666,35.483333333333334,repeated_experiment_key,True,True
8g,177,1e352863659b,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 4g+4g,50/1,10,3203.0,7166.0,26.691666666666666,59.71666666666667,repeated_experiment_key,True,True
8g,184,36c26f497383,494-99-5,CC1=CC(=C(C=C1)OC)OC,Silica-CS 4g+4g,50/1,10,8450.0,11693.0,70.41666666666667,97.44166666666666,removed_by_qgeognn_threshold,True,False
8g,237,d785adb5a434,141-97-9,CCOC(=O)CC(=O)C,Silica-CS 4g+4g,20/1,10,7951.0,14081.0,66.25833333333334,117.34166666666667,removed_by_qgeognn_threshold,True,False
8g,244,da0cc96d154b,104-53-0,C1=CC=C(C=C1)CCC=O,Silica-CS 4g+4g,50/1,10,7798.0,9816.0,64.98333333333333,81.8,removed_by_qgeognn_threshold,True,False
8g,251,ef558a4af28a,48145-04-6,C=CC(=O)OCCOC1=CC=CC=C1,Silica-CS 4g+4g,50/1,10,8987.0,12321.0,74.89166666666667,102.675,removed_by_qgeognn_threshold,True,False
8g,380,7199051df036,22502-03-0,CC(=O)CC(=O)OCCOC,Silica-CS 4g+4g,5/1,10,13572.0,29869.0,113.1,248.90833333333333,removed_by_qgeognn_threshold,True,False
8g,386,7da7bd79da3a,3162-29-6,CC(=O)C1=CC2=C(C=C1)OCO2,Silica-CS 4g+4g,20/1,10,7287.0,10964.0,60.725,91.36666666666666,removed_by_qgeognn_threshold,True,False
8g,387,a24fe9a1f3e3,3162-29-6,CC(=O)C1=CC2=C(C=C1)OCO2,Silica-CS 4g+4g,50/1,10,16606.0,23460.0,138.38333333333333,195.5,removed_by_qgeognn_threshold,True,False
8g,441,b3d48600b72c,620-79-1,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,Silica-CS 4g+4g,50/1,10,11822.0,19091.0,98.51666666666667,159.09166666666667,removed_by_qgeognn_threshold,True,False
8g,445,eca8071701a2,614-18-6,CCOC(=O)C1=CN=CC=C1,Silica-CS 4g+4g,5/1,10,7806.0,14895.0,65.05,124.125,removed_by_qgeognn_threshold,True,False
8g,446,09f4d4c7cb45,614-18-6,CCOC(=O)C1=CN=CC=C1,Silica-CS 4g+4g,10/1,10,11127.0,21623.0,92.725,180.19166666666666,removed_by_qgeognn_threshold,True,False
8g,464,587358ac9d90,529-34-0,C1CC2=CC=CC=C2C(=O)C1,Silica-CS 4g+4g,50/1,10,7402.0,11875.0,61.68333333333333,98.95833333333333,removed_by_qgeognn_threshold,True,False
8g,489,0aca4723052b,99-90-1,CC(=O)C1=CC=C(C=C1)Br,Silica-CS 4g+4g,50/1,10,8031.0,12286.0,66.925,102.38333333333334,removed_by_qgeognn_threshold,True,False
8g,524,2b10a6a3c771,35225-79-7,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2,Silica-CS 4g+4g,50/1,10,6015.0,14961.0,50.125,124.675,removed_by_qgeognn_threshold,True,False
8g,551,56d9f4967d07,61718-80-7,COCCCCC(=O)C1=CC=C(C=C1)C(F)(F)F,Silica-CS 4g+4g,20/1,10,11571.0,16766.0,96.425,139.71666666666667,removed_by_qgeognn_threshold,True,False
8g,565,ac42b8ad4c44,3770-82-9,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,Silica-CS 4g+4g,50/1,10,16250.0,26578.0,135.41666666666666,221.48333333333332,removed_by_qgeognn_threshold,True,False
25g,2,8bed5b643c0b,93-89-0,CCOC(=O)C1=CC=CC=C1,Silica-CS 25g,0/1,15,1285.0,1912.0,16.0625,23.9,repeated_experiment_key,True,True
25g,4,55ad89a4fc89,93-89-0,CCOC(=O)C1=CC=CC=C1,Silica-CS 25g,0/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,5,dc4ee572d84b,93-89-0,CCOC(=O)C1=CC=CC=C1,Silica-CS 25g,1/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label;repeated_experiment_key,False,False
25g,8,595b31a360aa,93-89-0,CCOC(=O)C1=CC=CC=C1,Silica-CS 25g,2/1,15,1566.0,2302.0,19.575,28.775,repeated_experiment_key,True,True
25g,11,59e0abd111ce,93-89-0,CCOC(=O)C1=CC=CC=C1,Silica-CS 25g,5/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label;repeated_experiment_key,False,False
25g,12,943b60d37a9e,93-89-0,CCOC(=O)C1=CC=CC=C1,Silica-CS 25g,5/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,14,8597292facd9,93-89-0,CCOC(=O)C1=CC=CC=C1,Silica-CS 25g,10/1,15,2362.0,3336.0,29.525,41.7,repeated_experiment_key,True,True
25g,17,8f793c0e91e0,93-89-0,CCOC(=O)C1=CC=CC=C1,Silica-CS 25g,20/1,15,2940.0,4158.0,36.75,51.975,repeated_experiment_key,True,True
25g,19,a6a93fce3a48,93-89-0,CCOC(=O)C1=CC=CC=C1,Silica-CS 25g,20/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,20,7aa8cb66af26,93-89-0,CCOC(=O)C1=CC=CC=C1,Silica-CS 25g,50/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label;repeated_experiment_key,False,False
25g,21,0daf098a342a,93-89-0,CCOC(=O)C1=CC=CC=C1,Silica-CS 25g,50/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,28,b9cc637b5903,101-97-3,CCOC(=O)CC1=CC=CC=C1,Silica-CS 25g,1/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,29,c13f1d9fd2d2,101-97-3,CCOC(=O)CC1=CC=CC=C1,Silica-CS 25g,2/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,30,8901405d68c5,101-97-3,CCOC(=O)CC1=CC=CC=C1,Silica-CS 25g,2/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,32,7a25d966c0dd,101-97-3,CCOC(=O)CC1=CC=CC=C1,Silica-CS 25g,5/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,33,becf459850aa,101-97-3,CCOC(=O)CC1=CC=CC=C1,Silica-CS 25g,5/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,34,0aa9ce9cf49d,101-97-3,CCOC(=O)CC1=CC=CC=C1,Silica-CS 25g,5/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,35,111e98602ecc,101-97-3,CCOC(=O)CC1=CC=CC=C1,Silica-CS 25g,10/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,38,dceabfe0aa7a,101-97-3,CCOC(=O)CC1=CC=CC=C1,Silica-CS 25g,20/1,15,4893.0,5613.0,61.1625,70.1625,removed_by_qgeognn_threshold,True,False
25g,39,a36f05786698,101-97-3,CCOC(=O)CC1=CC=CC=C1,Silica-CS 25g,20/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,41,d533ae0780db,101-97-3,CCOC(=O)CC1=CC=CC=C1,Silica-CS 25g,50/1,15,,,,,missing_core,False,False
25g,42,b9746f300cfa,101-97-3,CCOC(=O)CC1=CC=CC=C1,Silica-CS 25g,50/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,44,4bb4ab671924,119-36-8,COC(=O)C1=CC=CC=C1O,Silica-CS 25g,0/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,49,83beaa3040b9,119-36-8,COC(=O)C1=CC=CC=C1O,Silica-CS 25g,1/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,50,2d5958d29d5e,119-36-8,COC(=O)C1=CC=CC=C1O,Silica-CS 25g,2/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,51,33c70025deee,119-36-8,COC(=O)C1=CC=CC=C1O,Silica-CS 25g,2/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,53,6188b7fe4010,119-36-8,COC(=O)C1=CC=CC=C1O,Silica-CS 25g,5/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,57,b1d06ff35a46,119-36-8,COC(=O)C1=CC=CC=C1O,Silica-CS 25g,10/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,58,75f4f377d36d,119-36-8,COC(=O)C1=CC=CC=C1O,Silica-CS 25g,10/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,62,26a812ee0f3b,119-36-8,COC(=O)C1=CC=CC=C1O,Silica-CS 25g,50/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,63,1089ae0e94e0,119-36-8,COC(=O)C1=CC=CC=C1O,Silica-CS 25g,50/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,65,26bb403f303b,26537-19-9,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,Silica-CS 25g,0/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,68,45a54ba7633d,26537-19-9,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,Silica-CS 25g,5/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,69,37c4dce80d3e,26537-19-9,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,Silica-CS 25g,10/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,71,384e9957b73f,26537-19-9,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,Silica-CS 25g,50/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,72,de502d1bfa03,535-11-5,CCOC(=O)C(C)Br,Silica-CS 25g,0/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,73,357b498462dd,535-11-5,CCOC(=O)C(C)Br,Silica-CS 25g,1/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,75,f0b5449054ba,535-11-5,CCOC(=O)C(C)Br,Silica-CS 25g,5/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,76,58b6dea6f77d,535-11-5,CCOC(=O)C(C)Br,Silica-CS 25g,10/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,77,7eec105731ad,535-11-5,CCOC(=O)C(C)Br,Silica-CS 25g,20/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,78,e186a1b3aafb,535-11-5,CCOC(=O)C(C)Br,Silica-CS 25g,50/1,15,5119.0,7604.0,63.9875,95.05,removed_by_qgeognn_threshold,True,False
25g,79,bae38704dfab,94-02-0,CCOC(=O)CC(=O)C1=CC=CC=C1,Silica-CS 25g,0/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,84,f6bde2fd37e9,94-02-0,CCOC(=O)CC(=O)C1=CC=CC=C1,Silica-CS 25g,20/1,15,6345.0,11137.0,79.3125,139.2125,removed_by_qgeognn_threshold,True,False
25g,85,c7deac98c0cb,94-02-0,CCOC(=O)CC(=O)C1=CC=CC=C1,Silica-CS 25g,50/1,15,,,,,missing_core,False,False
25g,96,2b85d8b76d75,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 25g,5/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,99,4008a91d413f,103-36-6,CCOC(=O)/C=C/C1=CC=CC=C1,Silica-CS 25g,50/1,15,6095.0,11502.0,76.1875,143.775,removed_by_qgeognn_threshold,True,False
25g,103,d1c28c7f886b,626-34-6,CCOC(=O)/C=C(/C)\N,Silica-CS 25g,5/1,15,5771.0,11318.0,72.1375,141.475,removed_by_qgeognn_threshold,True,False
25g,104,2163874ef0d3,626-34-6,CCOC(=O)/C=C(/C)\N,Silica-CS 25g,10/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,108,f9d25009a3db,1694-31-1,CC(=O)CC(=O)OC(C)(C)C,Silica-CS 25g,5/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,109,d50e9bcebce5,1694-31-1,CC(=O)CC(=O)OC(C)(C)C,Silica-CS 25g,10/1,15,5210.0,9061.0,65.125,113.2625,removed_by_qgeognn_threshold,True,False
25g,110,7124fdb85a7c,1694-31-1,CC(=O)CC(=O)OC(C)(C)C,Silica-CS 25g,20/1,15,8837.0,15812.0,110.4625,197.65,removed_by_qgeognn_threshold,True,False
25g,111,2bf4f811a8af,1694-31-1,CC(=O)CC(=O)OC(C)(C)C,Silica-CS 25g,50/1,15,,,,,missing_core,False,False
25g,115,2557f5c9f2eb,7318-00-5,CCOC(=O)/C=C(/C)\N,Silica-CS 25g,5/1,15,6053.0,11159.0,75.6625,139.4875,removed_by_qgeognn_threshold,True,False
25g,116,6bab26561d6c,7318-00-5,CCOC(=O)/C=C(/C)\N,Silica-CS 25g,10/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,117,eefea700729f,7318-00-5,CCOC(=O)/C=C(/C)\N,Silica-CS 25g,20/1,15,,,,,missing_core,False,False
25g,118,9f377038668a,7318-00-5,CCOC(=O)/C=C(/C)\N,Silica-CS 25g,50/1,15,,,,,missing_core,False,False
25g,121,aea40333426d,105-45-3,CC(=O)CC(=O)OC,Silica-CS 25g,2/1,15,-1.0,-1.0,-0.0125,-0.0125,negative_label,False,False
25g,122,1ded2c3c50ee,105-45-3,CC(=O)CC(=O)OC,Silica-CS 25g,5/1,15,6153.0,11384.0,76.9125,142.3,removed_by_qgeognn_threshold,True,False
25g,123,9f3e7bac7677,105-45-3,CC(=O)CC(=O)OC,Silica-CS 25g,10/1,15,12197.0,18862.0,152.4625,235.775,removed_by_qgeognn_threshold,True,False
