sample_id,stratum,D45_oracle_utility_V1,D45_oracle_utility_V2,D45_oracle_utility_combined,ensemble_score,quantile_width,coverage_score,random_sample,ensemble_top8,qwidth_top8,coverage_top8
c2bd8e8f13a96726e7fc,high_positive,0.0707774283759238,0.0329583142394995,0.0518678713077116,1.049688985465366,1.6250153522201782,10.093045252585162,True,False,False,False
826e9f40c328ce2478ec,high_positive,0.0562182028649276,0.0171455478410665,0.036681875352997,0.8819153611908739,1.6414202767319186,14.601453750663971,True,False,False,False
135ac7deca522d1e7929,high_positive,0.0524336255621387,0.0198024904027299,0.0361180579824342,0.2401704980238069,0.7204619741780132,100.19337069858194,True,False,False,False
474238f822b0c38795c6,high_positive,0.0210147383811372,0.0351115894011527,0.0280631638911449,0.6799186122266518,0.6718283146850935,5.657631661285606,True,False,False,False
c883df6ea04f89f45f03,high_positive,0.0231911206440255,0.024410573229453,0.0238008469367392,0.0546887924653047,0.6220543043191727,6.514688210901595,True,False,False,False
d67e364fd6830aa2bf6f,high_positive,0.0220099714182298,0.0233333502516734,0.0226716608349515,0.16044275500535,0.3492649664421609,4.037863904793636,True,False,False,False
3a02b99399bb0c3e9ff9,near_zero,-0.0028094671015554,0.0030346065978328,0.0001125697481385,0.1271697496081617,0.302129103032685,3.6949329237779143,True,False,False,False
d31d42caff135d7154c4,near_zero,-0.0417598842112731,0.0434397743034546,0.0008399450460907,0.1953234070487264,2.7237074280751976,22.25925571472263,True,False,True,False
c7bc53c45a1962a88ec3,near_zero,0.000305610276541,-0.0020050840604082,-0.0008497368919335,0.1889677014555041,0.3886056071151095,4.979530693578292,True,False,False,False
41a468134f078d2de17d,near_zero,0.0031077938447747,-0.0050882840297228,-0.0009902450924741,0.2737232571575974,0.8693275285369116,3.764270270468484,True,False,False,False
31d92ca6486b229184cf,near_zero,-0.0059767277318303,0.0039894515020773,-0.0009936381148765,0.0191522887325995,0.317012342476459,3.387528398544687,True,False,False,False
640353c89b3ce64ee98b,near_zero,-0.002758120729243,-0.0002207898407807,-0.0014894552850119,0.1114517995498754,0.4118286587102986,4.698385563898343,True,False,False,False
194278dd9ee3d2407ed5,strongly_negative,-0.031053863142294,-0.0412134446353104,-0.0361336538888023,0.9156112022445696,0.7842927219336551,7.955171323634995,True,False,False,False
88f58ab7b7cf02f8f134,strongly_negative,-0.0350331280544664,-0.0239311744716855,-0.029482151263076,0.7733564231392029,0.942164734209469,9.055806964980524,True,False,False,False
08820514e662ce6ea8f0,strongly_negative,-0.010956952879302,-0.0253414675719315,-0.0181492102256168,0.4278158410634214,1.0160089526752754,7.570251508540652,True,False,False,False
0c0f89307cc4aff87ab6,strongly_negative,-0.0221022220140028,-0.0120308963799096,-0.0170665591969563,0.1291310100164086,1.0098665375427962,8.195954171060086,True,False,False,False
10d51839b15b94f0ae56,strongly_negative,-0.0223353209618761,-0.0052984028152509,-0.0138168618885636,0.0228022536384501,1.5991787300576732,2.3862350360052176,True,False,False,False
5ac5df671efee45d3ddf,strongly_negative,-0.0169004804038739,-0.0100629732160834,-0.0134817268099787,0.0588885659683922,0.6528891581194542,200.1086818500116,True,False,False,False
