stratum,candidate_count,mean_mean_utility,mean_std_utility,mean_sign_consistency,candidate_mean_bootstrap_CI_excludes_zero_fraction,bootstrap_CI_excludes_zero_fraction
high_positive,6,0.03320057938432978,0.0,1.0,0.16666666666666666,0.16666666666666666
near_zero,6,-0.0005617600983444845,0.0,1.0,0.0,0.0
strongly_negative,6,-0.021355027212165662,0.0,1.0,0.3333333333333333,0.3333333333333333
