signal,seeds,positive_spearman_seeds,mean_spearman,mean_auroc,mean_enrichment,mean_ause
ensemble,3,3,0.5107259070628903,0.8269505591550118,4.767615402173722,0.09440491450515998
latent_distance,3,3,0.5228896152697299,0.8450080743113113,4.4723426919272615,0.08720502648585753
quantile_width,3,3,0.5907841186955366,0.8864774422517661,5.5777570979579645,0.07021849620268145
random,3,3,0.007887038669527157,0.49941963701561526,0.8587197630794984,0.25215497573748247
