strategy,outer_seed,round,labeled_total,train_labeled,validation_labeled,V1_mae,V1_rmse,V1_r2,V2_mae,V2_rmse,V2_r2,nrmse,test_rows
hybrid,42,6,525,468,57,2.9374238723511654,5.767119748004037,0.30609375848582143,5.930354327170285,11.552039952635704,0.2450722153854491,0.6949087153489502,413
hybrid,42,7,550,493,57,3.0292701112378086,5.711743401416602,0.3193556671918716,6.065291903344155,10.996470242927375,0.31593928216076117,0.6751439382907521,413
hybrid,42,8,575,518,57,3.1667929581547547,5.833520482170772,0.2900229511340321,6.23706830958381,11.182625363751331,0.2925828304643635,0.6881163289067829,413
random,42,0,375,318,57,2.85700177653746,4.978126186289605,0.4829712925257693,5.436430760984751,8.830053784131596,0.5589226639823719,0.5662266601847565,413
random,42,1,400,343,57,3.0427404881401636,5.348933547723065,0.403078446557517,5.79885529525055,9.793900519654967,0.457375470917318,0.6174167931682968,413
random,42,2,425,368,57,3.08124575522979,5.314594740297778,0.4107180178682691,6.012277506831981,9.899618042478435,0.4455978291639524,0.6184171708828452,413
random,42,3,450,393,57,2.875895747027636,5.222172645438493,0.4310353208073042,5.233466932984238,9.247248972731189,0.5162587231967961,0.5935233227606456,413
random,42,4,475,418,57,2.8828266394484703,5.227779885009208,0.42981282807751686,6.156183612724783,9.798430692706143,0.45687337238559433,0.6100973110928716,413
random,42,5,500,443,57,2.828383351930983,5.212218687355965,0.43320225530502343,5.573853022654292,9.441147118307773,0.4957596733808355,0.5986201547082317,413
random,42,6,525,468,57,2.7108319434718413,5.026073958186404,0.47296360681901006,5.327943411254148,8.9628632270802,0.5455547342707487,0.5730866631420322,413
random,42,7,550,493,57,2.760299304611169,5.069276900281358,0.46386410542649414,5.4376258799874675,9.336376472653681,0.5068889255193987,0.5867420927723284,413
random,42,8,575,518,57,2.6432228221659506,5.0208592526517215,0.47405667225184533,5.062927735477229,9.089156739116035,0.5326575504192929,0.5764844760209249,413
coverage,525,0,375,318,57,2.9589582060201045,5.563559240051518,0.3082673689067612,5.470873607611507,10.61745914823006,0.47363556438988297,0.8387376970964521,416
coverage,525,1,400,343,57,2.817200261621903,5.506371042787645,0.32241501287263197,5.494520841064991,10.544556709563075,0.4808390788508401,0.8315000856897654,416
coverage,525,2,425,368,57,2.863132376476931,5.09079662626873,0.42083231127773846,5.738566617377247,10.296052703589716,0.5050209080346291,0.7896473973001132,416
coverage,525,3,450,393,57,3.163991448236746,5.4566267573005565,0.3346022525963178,5.580554156126838,10.219624874989073,0.5123421157173375,0.8152170880802365,416
coverage,525,4,475,418,57,3.2238905272390883,5.868788680512764,0.23028531256462548,5.83778084535843,11.132138464840791,0.4213678772544114,0.8821627370647833,416
