outer_seed,member_index,member_seed,fit_seconds_current_run,reused_completed_fit,max_epoch,early_stop_epoch,hit_max_epoch,best_epoch_ge_490,checkpoint,checkpoint_sha256,best_epoch,epochs_run,normalized_valid_score,train_rows,validation_rows,trainable_parameters,total_parameters,train_config_hash,labeled_ids_hash,validation_ids_hash,initialization_policy,trainable_scope,scaler_hash,strategy,round
42,1,4201,111.68377054203302,False,500,199,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_3/checkpoints/member_1_seed_4201/best.pt,6e71746458b00d39b9d0deeec301842d6f67864157c5cc16fc2716276ea445b7,99,199,0.7139978080360669,393,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,f082f7a5a073df7921b4a1619c3944f74149ab28b887a8358e4c389e7ee7e5dc,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,3
42,2,4202,235.7885179170407,False,500,410,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_3/checkpoints/member_2_seed_4202/best.pt,5582bc6fd1bec9741d35c986c46c231f91e787bdc984313cc3b943b73dd8f45d,310,410,0.8733749399078072,393,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,f082f7a5a073df7921b4a1619c3944f74149ab28b887a8358e4c389e7ee7e5dc,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,3
42,0,4200,172.13181212509517,False,500,291,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_4/checkpoints/member_0_seed_4200/best.pt,fda75cf5fdc7a8ca63453644f743c128bba9b1a0167768903b9c3a92a56da241,191,291,0.7785822641966278,418,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,48194193d46d5e2328f05f5a87de1c1c1aa2997e6afdbf5bfe0f5dac3666c2e3,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,4
42,1,4201,178.28790762508288,False,500,298,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_4/checkpoints/member_1_seed_4201/best.pt,40c6dac16f602716975388ec9ff7cf6fe39b8718f933fbf39648fae176aea105,198,298,0.6098008252100047,418,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,48194193d46d5e2328f05f5a87de1c1c1aa2997e6afdbf5bfe0f5dac3666c2e3,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,4
42,2,4202,255.93934395792897,False,500,429,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_4/checkpoints/member_2_seed_4202/best.pt,4df6c4e77c47f5931c3f3730e2e381508a9289083c0a2179e8a30048d6667dd9,329,429,0.605770137522444,418,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,48194193d46d5e2328f05f5a87de1c1c1aa2997e6afdbf5bfe0f5dac3666c2e3,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,4
42,0,4200,206.39517024997625,False,500,330,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_5/checkpoints/member_0_seed_4200/best.pt,05869ab790c181c1b48c07203ade0b55a29ffc3faef1f82b074e44a6cb32b6ed,230,330,0.6972246695384542,443,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,7b664c362fc725644e934e6d0eedd25bc6194cb554428e7ba1355797acfc6cf9,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,5
42,1,4201,151.46181479201186,False,500,244,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_5/checkpoints/member_1_seed_4201/best.pt,0bb751d3eac66ecadaa887a93d6561b11d7c6d385178fd151a8c2c4ff1fe98ab,144,244,0.5530399663958245,443,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,7b664c362fc725644e934e6d0eedd25bc6194cb554428e7ba1355797acfc6cf9,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,5
42,2,4202,300.3712101249257,False,500,483,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_5/checkpoints/member_2_seed_4202/best.pt,b07498adc15ef8d15dbd8ad4a8d92f2cce9f022c2d40cb38575a1cc85fb399fb,383,483,0.5069588184700046,443,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,7b664c362fc725644e934e6d0eedd25bc6194cb554428e7ba1355797acfc6cf9,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,5
42,0,4200,158.34203545795754,False,500,243,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_6/checkpoints/member_0_seed_4200/best.pt,55096bc284d2d296bd59e4e9fe01ce704e4ba83c466a96d112d4ebab57b35f65,143,243,0.6599325806237912,468,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,b50b32cf06d885b7c08672fa53642130e8a796669240179399da38d3ae4ebffa,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,6
42,1,4201,150.07791370898485,False,500,249,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_6/checkpoints/member_1_seed_4201/best.pt,5a540275a1d1fdbb07f3b64d1548ec22126d82b1eaa102a38b52ac097d485b05,149,249,0.5526825997229227,468,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,b50b32cf06d885b7c08672fa53642130e8a796669240179399da38d3ae4ebffa,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,6
42,2,4202,253.9804699170636,False,500,439,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_6/checkpoints/member_2_seed_4202/best.pt,337082f821c73c46fabb2c7bb6568992c4717b6ea4709f65087d2add1282ed23,339,439,0.5721683290353887,468,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,b50b32cf06d885b7c08672fa53642130e8a796669240179399da38d3ae4ebffa,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,6
42,0,4200,128.666097874986,False,500,205,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_7/checkpoints/member_0_seed_4200/best.pt,7bad658e9291d038a95daea6970ce9c0c7899686edc96a80652094f036e5e4b3,105,205,0.5650800803249072,493,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,10907387a4cabb52cb74e636d075544ba8589ce38a5c49cf5b0b5f63bfcbae56,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,7
42,1,4201,161.5341516669141,False,500,258,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_7/checkpoints/member_1_seed_4201/best.pt,190d0889b77101900a1b5c8d0b3af56447ee9836fffa2f66a1374b68ff5641ae,158,258,0.4347048927613769,493,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,10907387a4cabb52cb74e636d075544ba8589ce38a5c49cf5b0b5f63bfcbae56,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,7
42,2,4202,321.08131791697815,False,500,500,True,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_7/checkpoints/member_2_seed_4202/best.pt,d6db73daf18e7d7706f723519d649d49c02b6d0fee822a35af11abb064a5979c,438,500,0.4827303705543154,493,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,10907387a4cabb52cb74e636d075544ba8589ce38a5c49cf5b0b5f63bfcbae56,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,7
42,0,4200,154.32141745800618,False,500,231,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_8/checkpoints/member_0_seed_4200/best.pt,a72b51503875dd3210b10b7ed74b4ed381c495773aa720324e3ddeb9dada3875,131,231,0.4489687900659291,518,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,5bee0e8817d6d9703dfd10fdef646725e0ff0abb8ec59a5649fbd400963efe97,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,8
42,1,4201,162.57223687507212,False,500,243,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_8/checkpoints/member_1_seed_4201/best.pt,c629cddfd0bd148876b96e4f2c55caecce79e01cf8de56adcc482175d5a49730,143,243,0.4554958823517658,518,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,5bee0e8817d6d9703dfd10fdef646725e0ff0abb8ec59a5649fbd400963efe97,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,8
42,2,4202,211.50006516603753,False,500,318,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/coverage/round_8/checkpoints/member_2_seed_4202/best.pt,70a9d17e031d7230b3170aaee9d0ffab21083a6fb48d3185c0bceb2db01342d0,218,318,0.5362781809598806,518,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,5bee0e8817d6d9703dfd10fdef646725e0ff0abb8ec59a5649fbd400963efe97,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,coverage,8
42,0,4200,0.0,True,500,223,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/shared_round_0/member_0_seed_4200/best.pt,f2f7518e73ff3ff87d9a032d79c7f0790fb6471986c79751811f2b6df32a3388,123,223,2.2680937595011645,318,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,de51759fba5fd73f2fab9e358f944d700c0ace327b63db9af3a4c65782866469,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,ensemble,0
42,1,4201,0.0,True,500,500,True,True,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/shared_round_0/member_1_seed_4201/best.pt,96dce890024f524f77dcb1568bda45b30a5f76fe2c022f480be07c80e95cf088,500,500,2.2997049763372592,318,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,de51759fba5fd73f2fab9e358f944d700c0ace327b63db9af3a4c65782866469,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,ensemble,0
42,2,4202,0.0,True,500,400,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/shared_round_0/member_2_seed_4202/best.pt,fe8e21e1618a140239774f99a9c312791334457b03cfefce95d06b8efcee20e9,300,400,2.151035439835413,318,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,de51759fba5fd73f2fab9e358f944d700c0ace327b63db9af3a4c65782866469,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,ensemble,0
42,0,4200,151.76628004200757,False,500,333,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/ensemble/round_1/checkpoints/member_0_seed_4200/best.pt,984c26d560583a316a98d4fce14493a95766ac450d7870e4dc4a144c96654150,233,333,1.4142845090002836,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,07d6c264c90cd4792dea5861da72f8ed7408577b33b145825e085cde29a8de5a,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,ensemble,1
42,1,4201,121.03822333400603,False,500,270,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/ensemble/round_1/checkpoints/member_1_seed_4201/best.pt,5eea1f780aad3b1fd70faef288a812d880c9baaacdbaee934dbd118783eb71f1,170,270,1.385072746024377,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,07d6c264c90cd4792dea5861da72f8ed7408577b33b145825e085cde29a8de5a,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,ensemble,1
42,2,4202,189.25667070795316,False,500,419,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/ensemble/round_1/checkpoints/member_2_seed_4202/best.pt,110320ecf020fb65ae1b541fc1ca8787eb9ab669667c9a186406da2cde2d8ac2,319,419,1.334284921050732,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,07d6c264c90cd4792dea5861da72f8ed7408577b33b145825e085cde29a8de5a,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,ensemble,1
42,0,4200,125.7762776670279,False,500,251,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/ensemble/round_2/checkpoints/member_0_seed_4200/best.pt,d6ca9f3e595074d4ab608563f0554db8047042bda06747db9cfcb9163113ce39,151,251,1.1734584706003504,368,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,90a827e70506fbca0ab3e6e06c1bc0485c5678f0e817c64ff478b4e9dcdc7db4,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,ensemble,2
42,1,4201,143.8336503340397,False,500,284,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/ensemble/round_2/checkpoints/member_1_seed_4201/best.pt,1fe54fd394fc77275fff81b91117cca36373889dd8dd6bb564de5267edde38a2,184,284,1.2222669071813097,368,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,90a827e70506fbca0ab3e6e06c1bc0485c5678f0e817c64ff478b4e9dcdc7db4,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,ensemble,2
42,2,4202,160.90576979098842,False,500,312,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/ensemble/round_2/checkpoints/member_2_seed_4202/best.pt,b7a585a23df3b0dcd83c19833657e6e2014be29d06c5f2190a051657cf2769ac,212,312,1.2104682496260724,368,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,90a827e70506fbca0ab3e6e06c1bc0485c5678f0e817c64ff478b4e9dcdc7db4,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,ensemble,2
42,0,4200,273.21698820905294,False,500,500,True,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_compound_active_learning/compound_seed_42/ensemble/round_3/checkpoints/member_0_seed_4200/best.pt,d0b298a17375096849ca5d9e0b1431de3d864eff8965c8f890190fe8bec0a5b5,410,500,1.2306137179884398,393,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,2257be050c5d72dfe4b30c16347def14579b455e3eed8c08f3d832a57096e43e,5708a8e0d0b9a41a673559f0a1066a75ce8aeff9ba7cfea26ac821079d2c6f13,seeded_random,full_source_free,f3a3722de4c742078d66f0737df62a596163c65ecb59cb01e8ba866d95e63b72,ensemble,3
