outer_seed,strategy,round,query_rank,sample_id,canonical_smiles
42,coverage,1,24,912c3bd62a46978c8a22,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1
42,coverage,1,25,a1dc71bed9d8f372c9e5,N#Cc1ccc(C(=O)c2ccccc2)cc1
42,coverage,2,1,0b247863fd6e8aaf44d8,O=C(O)/C=C/c1ccccc1
42,coverage,2,2,1e775e7d8dcbf48fd6f8,O=C(O)/C=C/c1ccccc1
42,coverage,2,3,0054790b9c9f40026ebe,C1=Cc2ccccc2C1
42,coverage,2,4,e76b02e4aa682c4153d0,O=Cc1ccc(C=O)cc1
42,coverage,2,5,8e7636d7a60a6058305a,CCOC(=O)/C=C(/C)N
42,coverage,2,6,0b9a59526d7d4ce5f872,O=C(CC(=O)C(F)(F)F)c1ccc2ccccc2c1
42,coverage,2,7,51f4126a3aadb3239225,Cc1cccc(C)n1
42,coverage,2,8,36d971e3231c54486d05,N#Cc1ccc(N)cc1
42,coverage,2,9,aef5cafc63ca445e92fa,O=C(c1ccccc1)c1ccc([N+](=O)[O-])cc1
42,coverage,2,10,9ddc2e8babb52ee8e772,O=S(c1ccccc1)c1ccccc1
42,coverage,2,11,16cee53cbe16b60fb395,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1
42,coverage,2,12,715cf6b265c19d80e943,O=S(c1ccccc1)c1ccccc1
42,coverage,2,13,a775926fce57b3bf9ec1,COc1ccc(CCO)cc1
42,coverage,2,14,5d530b2f228ed39ff952,C=C(C)C(=O)OCCOC(=O)CC(C)=O
42,coverage,2,15,017b0f98188f8ff58935,CCOC(=O)/C=C(/C)N
42,coverage,2,16,5da8c25a3982216fb112,O=[N+]([O-])c1ccc(CCO)cc1
42,coverage,2,17,486e498e45d084ced568,O=C1c2ccccc2-c2ccccc21
42,coverage,2,18,bd2e9fee67bbba1155df,c1ccc(-c2ccccn2)cc1
42,coverage,2,19,76643e968ecc935c745c,O=C(c1ccccc1)c1ccc([N+](=O)[O-])cc1
42,coverage,2,20,204c95299f49a2bcdb61,O=C1c2ccccc2-c2ccccc21
42,coverage,2,21,66454b90cefcad2e4125,Fc1cc(F)c(F)c(F)c1F
42,coverage,2,22,153cd671a94c0407cc6b,OC1(c2ccccc2)CCCCC1
42,coverage,2,23,6553b9607d6093f257c7,CC1(C)OB(c2ccc(F)cc2)OC1(C)C
42,coverage,2,24,44c8b389a6faf44f1f4c,CC(C=O)Cc1ccc2c(c1)OCO2
42,coverage,2,25,5e45395722fa0dcc1d00,CC(O)CCc1ccccc1
42,coverage,3,1,7fb4f90753d40dd25be0,Cc1cccc(C)n1
42,coverage,3,2,129036e0bccc4ff7e848,CC(Br)C(=O)O
42,coverage,3,3,f82cfd3b57735b0ead3c,O=S(c1ccccc1)c1ccccc1
42,coverage,3,4,776ee2c1e85ebde75168,COc1ccc(CCO)cc1
42,coverage,3,5,f7f0c7d2b8250e0e304f,CC(C)=CCC/C(C)=C/C=O
42,coverage,3,6,2dbfdf9c2d5defd09f7a,C=C(C)C(=O)OCCOC(=O)CC(C)=O
42,coverage,3,7,a6a0404c3ad65c6d9326,CC(=O)c1ccc2c(c1)OCO2
42,coverage,3,8,634f21e11a8442494ce3,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1
42,coverage,3,9,8ab554cd154e9749790b,O=Cc1ccccc1[N+](=O)[O-]
42,coverage,3,10,9fb05d784e7952bd4741,c1ccc(-c2ccccn2)cc1
42,coverage,3,11,3f6b817d855e67b3b406,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1
42,coverage,3,12,f9f0f4e29dbd30c000ee,Cc1ccc(CO)cc1
42,coverage,3,13,a0d6732883ffc7d063fb,COc1ccc(C=O)c(O)c1
42,coverage,3,14,741f33ecf2e66f9958fd,N#Cc1ccccc1F
42,coverage,3,15,914cbf3bfe7468210e0e,COC(=O)CS
42,coverage,3,16,3fe8b9db9fbe9d0dedc4,Oc1ccc(I)cc1
42,coverage,3,17,cb729a03dac0230812b1,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1
42,coverage,3,18,a0507e669c939a982dd3,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1
42,coverage,3,19,29b39881584c4fec1c58,Oc1ccc(OC(F)(F)F)cc1
42,coverage,3,20,87996db5ddb7565fe66f,CC(C=O)Cc1ccc2c(c1)OCO2
42,coverage,3,21,18aafc3a2522f8cc2983,COC(=O)CS
42,coverage,3,22,6998dee6f6e69401798a,CC(=O)c1ccc(F)cc1
42,coverage,3,23,5e5b7c697bc0c268b288,O=C(CC(=O)c1ccccc1)c1ccccc1
42,coverage,3,24,cdf40bcb3f4392f8d7d1,OCc1ccc2ccccc2c1
42,coverage,3,25,eb3bc3fba39e57adbc2f,CCOC(=O)C(Cc1ccccc1)C(C)=O
42,coverage,4,1,c4bb286978fe9078a303,C=C(C)C(=O)OCCOC(=O)CC(C)=O
42,coverage,4,2,425fe9dfe0c3f345460b,CCOC(=O)C(Cc1ccccc1)C(C)=O
42,coverage,4,3,3fc05dc2025715e68174,CC(=O)CC(=O)OC(C)(C)C
42,coverage,4,4,b37608f8c4a8ee4b8696,O=C(O)/C=C/c1ccccc1
42,coverage,4,5,48679ae48dd485ffb7a6,COC(=O)C#CC(=O)OC
42,coverage,4,6,d3047299bd8817ee87dd,COc1cc(OC)cc(OC)c1
42,coverage,4,7,74292a64ad6203713d6b,O=C1c2ccccc2-c2ccccc21
42,coverage,4,8,a4fc5d66da363324e2bf,OCc1ccc2ccccc2c1
42,coverage,4,9,9249ed2c527f70995033,CCOC(=O)C(C(=O)OCC)c1ccccc1
42,coverage,4,10,3c1875eb669056c6c621,CC(=O)c1ccc2c(c1)Cc1ccccc1-2
42,coverage,4,11,8f5452ff0e84ab2e2057,OCc1cccc(Br)c1
42,coverage,4,12,45a1b11ae63f2dab2e48,OCCCc1ccccc1
42,coverage,4,13,3b54dfb5158b47f3c0f5,CCOC(=O)CC(=O)OCC
42,coverage,4,14,b66aa101a244885dd587,Oc1ccc(I)cc1
42,coverage,4,15,4466eabae9624380fbc6,O=C(c1ccccc1)c1ccc([N+](=O)[O-])cc1
42,coverage,4,16,6a4e95d2a3cca31094a1,CCOC(=O)c1cccnc1
42,coverage,4,17,dee9f600ff021919b9d2,c1ccc(CNCc2ccccc2)cc1
42,coverage,4,18,13aa7f454204d054a196,O=C1c2ccccc2-c2ccccc21
42,coverage,4,19,20711ea4080ba078e890,O=Cc1ccc(C=O)cc1
42,coverage,4,20,3163a9b58f1a52a1992c,O=C1CCc2ccccc2O1
42,coverage,4,21,cd33bc1895c4acb28189,CC(Br)C(=O)O
42,coverage,4,22,5b321e1d74077a216a70,FC(F)(F)Oc1ccc(I)c(Br)c1
42,coverage,4,23,9bc73e0c27d4d6b44abb,CCOC(=O)c1ccc(N)cc1
42,coverage,4,24,37c15d90032e66347ed6,CCOC(=O)CC(=O)OCC
42,coverage,4,25,ebf38d80f4c5674cf120,c1ccc(CNCc2ccccc2)cc1
42,coverage,5,1,0007449b058916cdcad1,Brc1ccc2c(c1)OCO2
42,coverage,5,2,aa3d61e39adc96782513,COCCOC(=O)CC(C)=O
42,coverage,5,3,bc62be727bf6ded3d86e,Oc1ccc(I)cc1
42,coverage,5,4,302e458c5ed2285ca328,COC(=O)c1ccccc1N
42,coverage,5,5,619663c2b3ffb3a6c497,O=Cc1ccccc1O
42,coverage,5,6,73771d4752cdcd04a023,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1
42,coverage,5,7,8ab3606b0d15babbd1c7,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1
42,coverage,5,8,87265e4a49086b6ac4eb,O=C1CCc2ccccc2O1
42,coverage,5,9,d54c93a11164b4abac6e,CSc1ccc(C=O)cc1
42,coverage,5,10,9c74e865c47b45a09229,O=C(OCc1ccccc1)c1ccccc1
42,coverage,5,11,6b6145a0e01f7925a8fa,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1
42,coverage,5,12,52348febee6695107c49,O=C1CCCc2ccccc21
42,coverage,5,13,eaaa3bb6872fb6f5a235,CC(C)(C)OCl
42,coverage,5,14,2635b25bb3c1c37f3b74,CCOC(=O)C(C(=O)OCC)c1ccccc1
42,coverage,5,15,8f683baab6101dc15006,O=C1c2ccccc2-c2ccccc21
42,coverage,5,16,358461ff3742e78ea3b6,OCCCc1ccccc1
42,coverage,5,17,84457536bb50a7061808,CC(Br)C(=O)OC(C)(C)C
42,coverage,5,18,61da71e94577a4d66028,Brc1cc2ccccc2c2ccccc12
42,coverage,5,19,97297c71a28a2ccbdeeb,C=CC(=O)OCCN(CC)CC
42,coverage,5,20,d5b6201c7690d729361c,Ic1ccc(I)cc1
42,coverage,5,21,e9e7a737df389d5fcc13,Oc1ccc(I)cc1
42,coverage,5,22,efe14b6a1dc3741d71ba,C/C(=N\O)c1ccccc1
42,coverage,5,23,96e2b82e29c0b5205628,N#Cc1ccccc1Br
42,coverage,5,24,6c4eacf7845534254af9,COC(=O)c1ccccc1N
42,coverage,5,25,12aed585647de3f03908,Brc1ccc2occc2c1
42,coverage,6,1,f73fd2f4c55177304721,CC(=O)c1c(C)cc(C)cc1C
42,coverage,6,2,8a5443659239e3b52e14,COC(=O)CC(=O)C1CC1
42,coverage,6,3,c06e784aecc76cea9d63,Oc1ccc(OC(F)(F)F)cc1
42,coverage,6,4,af0f017d8214d08aa24f,Ic1ccc(I)cc1
42,coverage,6,5,95d1d257dfea69f178f8,Oc1ccc(I)cc1
42,coverage,6,6,4fd617ffb65c4435f9bb,c1ccc(COCc2ccccc2)cc1
42,coverage,6,7,0dccaa29989ef4956786,CC(=O)Oc1ccc(C=O)cc1
42,coverage,6,8,5dd7416efdd0bd156d61,COc1ccc(CCO)cc1
42,coverage,6,9,3f1a96aa336ea0741b5a,CCOC(=O)c1ccc(F)cc1
42,coverage,6,10,9d7b71b3f9f6ea222bc1,C=C(C)C(=O)OCCOC(=O)CC(C)=O
42,coverage,6,11,eb1224edeb2e39f898b1,C/C(=N\O)c1ccccc1
42,coverage,6,12,25b1f8000dd22874bb29,COC(=O)c1ccc(CBr)cc1
42,coverage,6,13,bef81d4dd93af26c12a9,O=C(c1ccccc1)c1ccc([N+](=O)[O-])cc1
42,coverage,6,14,ffc70e28db22d1cc1f3f,COC(=O)CC(=O)C1CC1
42,coverage,6,15,0296d31e8c2e55602a19,CC(C)c1ccccc1O
42,coverage,6,16,401d40be087039c8f592,Ic1ccc(I)cc1
42,coverage,6,17,6c022e06f98c0a9771b6,O=[N+]([O-])c1ccc(CCO)cc1
42,coverage,6,18,bef8e35136c28810eb6b,O=[N+]([O-])c1cccc(Br)c1
42,coverage,6,19,75c96505f7b6b907aadf,C=CC(=O)OCCN(CC)CC
42,coverage,6,20,cdcabd704ebeeeca9183,CSc1ccc(C(C)=O)cc1
42,coverage,6,21,55200f8e501a16ffa0cf,CSc1ccc(C(C)=O)cc1
42,coverage,6,22,183af335033005f96b97,CC(=O)c1ccc(N)cc1
42,coverage,6,23,79ff49052bce33597828,N#Cc1ccc(C(=O)c2ccccc2)cc1
42,coverage,6,24,8c8922eada2018f59953,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
42,coverage,6,25,5f81e2ff4fea8e839c4d,Ic1cccs1
42,coverage,7,1,5d450444eb031c873584,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1
42,coverage,7,2,7e834c7b870ef7024d35,COc1ccc(C=O)c(O)c1
42,coverage,7,3,91b6bda771851a5c78ac,OCCc1cccc2ccccc12
42,coverage,7,4,0af9d219be9872711215,CC(=O)CC(=O)OC(C)(C)C
42,coverage,7,5,17ff889395addf7d6295,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1
42,coverage,7,6,b3d9bb5afa82b99f2a11,CC(=O)c1ccc(C#N)cc1
42,coverage,7,7,786c15055f363ee07a8c,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1
42,coverage,7,8,b0802294da4fd71d0f9d,O=Cc1ccc(C=O)cc1
42,coverage,7,9,2012223149ba23d26ec2,CCOC(=O)Cc1ccccc1
42,coverage,7,10,d76d74e2a624a532f9f8,COCCOC(=O)CC(C)=O
42,coverage,7,11,2d178efe0181baca2bd5,COc1ccc(C=O)cc1
42,coverage,7,12,c82167c626a1495ef750,COc1ccccc1C(C)=O
42,coverage,7,13,be82391d6b3e742f1f26,CC(=O)Oc1ccc(C=O)cc1
42,coverage,7,14,3c273e7c71bbc8fb4fc9,Brc1cc2ccccc2c2ccccc12
42,coverage,7,15,488727f2d41859d1ac45,CC(=O)c1ccc([N+](=O)[O-])cc1
42,coverage,7,16,2f72c334253bbe94a8ab,CSc1ccc(C(C)=O)cc1
42,coverage,7,17,3774a4dac6dd0f01d48d,N#Cc1cccc(N)c1
42,coverage,7,18,18186b5d6cc190fc07a3,CCOC(=O)c1ccccc1N
42,coverage,7,19,eb383b92fe958c91d272,CC(=O)c1ccc(C#N)cc1
42,coverage,7,20,a185774933bd6bb12c07,c1ccc(-c2ccccn2)cc1
42,coverage,7,21,0164f18711777547e68d,O=C(c1ccccc1)c1ccc([N+](=O)[O-])cc1
42,coverage,7,22,3b2c663a28a9f32bd1d3,CC(=O)c1ccc([N+](=O)[O-])cc1
42,coverage,7,23,4d3dddb7f2bd6bdeb5ea,COC(=O)Cc1cccc2ccccc12
42,coverage,7,24,0892bc6cad36949f9030,CC(=O)c1ccc2c(c1)OCO2
42,coverage,7,25,b7d6bedb33cb5650a8cf,O=C(CC(=O)c1ccccc1)c1ccccc1
42,coverage,8,1,c3168d5c44857ef4c782,FC(F)(F)Oc1ccc(I)cc1
42,coverage,8,2,7654254c03d9de79740f,O=Cc1ccc2ccccc2c1
42,coverage,8,3,08ae0e5f727afabf1e71,CCOC(=O)CC(=O)OCC
42,coverage,8,4,d4bcc09609c820442d3d,COc1cc(OC)cc(OC)c1
42,coverage,8,5,8641d0ec9c4b21727b9a,CC(=O)c1ccc2c(c1)OCO2
42,coverage,8,6,bd9a1f4f201144d577d7,O=Cc1ccc2ccccc2c1
42,coverage,8,7,8cc5dd51f0360e578ac3,OCCCc1ccccc1
42,coverage,8,8,c9bef93a79964dc6ede1,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1
42,coverage,8,9,24a9086a8e2c8015c232,COc1ccc(C=O)cc1
42,coverage,8,10,a202794731bbb6368378,CC1(C)OB(c2ccc(F)cc2)OC1(C)C
42,coverage,8,11,122fbec0df9ecf1c5d89,COc1ccc(C(C)=O)cc1
42,coverage,8,12,8cdde884333140be60cb,O=CCCc1ccccc1
42,coverage,8,13,b31fd6bd7ae30c540bd7,Ic1cccs1
42,coverage,8,14,476647879af7df57d509,CCOC(=O)C(C(=O)OCC)c1ccccc1
42,coverage,8,15,2a5ddd329fd392187ad2,Brc1ccccc1-c1ccccc1
42,coverage,8,16,61e2b18d9ec61505948c,CC(=O)CC(=O)OC(C)(C)C
42,coverage,8,17,90ae8e9fe447f6a79598,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
42,coverage,8,18,ce58f28250c053410654,OC1(c2ccccc2)CCCCC1
42,coverage,8,19,8b6fc534edc07d5b79be,COC(=O)CC(C)=O
42,coverage,8,20,4b2c37e7fb416a420eab,COC(=O)c1ccccc1O
42,coverage,8,21,aa3ac48b626bc54d5dc6,COc1ccc2ccccc2c1
42,coverage,8,22,5bdb13b5edfa04fab719,C(=C/c1ccccc1)\c1ccccc1
42,coverage,8,23,cac9ff0c40665baf313f,COc1ccc(C=O)c(O)c1
42,coverage,8,24,e4202a81051e7245d311,CC(C)=CCC/C(C)=C/C=O
42,coverage,8,25,3e75262e7afda8b7f54b,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1
42,ensemble,1,1,70cba7a21b5a01fb8e73,c1ccc(CNCc2ccccc2)cc1
42,ensemble,1,2,942b8fc9cf013acda52b,c1ccc(CNCc2ccccc2)cc1
42,ensemble,1,3,252c027cf5a42b92c953,c1ccc(CNCc2ccccc2)cc1
42,ensemble,1,4,89d752b5a7f7c8d0b91e,c1ccc(CNCc2ccccc2)cc1
42,ensemble,1,5,d5234e966aa231be05e5,c1ccc(CNCc2ccccc2)cc1
42,ensemble,1,6,9ffee2813aef5c26f96f,C/C(=N\O)c1ccccc1
42,ensemble,1,7,efd84dffe823b6298db6,C/C(=N\O)c1ccccc1
42,ensemble,1,8,2f48e798c7917fb7d2ae,C/C(=N\O)c1ccccc1
42,ensemble,1,9,79cb1738d945317e5bfa,C/C(=N\O)c1ccccc1
42,ensemble,1,10,a38fee52661fd3e3b7ea,C/C(=N\O)c1ccccc1
42,ensemble,1,11,9e3f598e00375ec93d9b,C=C(C)C(=O)OCCOC(=O)CC(C)=O
42,ensemble,1,12,c4bb286978fe9078a303,C=C(C)C(=O)OCCOC(=O)CC(C)=O
42,ensemble,1,13,ca467c94f14b2219503e,C=C(C)C(=O)OCCOC(=O)CC(C)=O
42,ensemble,1,14,6b5982c6e1bbaadd6a95,C/C(=N\O)c1ccccc1
42,ensemble,1,15,7d406784048b9e313d67,C/C(=N\O)c1ccccc1
42,ensemble,1,16,efe14b6a1dc3741d71ba,C/C(=N\O)c1ccccc1
42,ensemble,1,17,b7cf293311f83700cd9a,OCc1ccc2ccccc2c1
42,ensemble,1,18,48679ae48dd485ffb7a6,COC(=O)C#CC(=O)OC
42,ensemble,1,19,1395836aef00d6a880b0,N#Cc1ccc(C(=O)c2ccccc2)cc1
42,ensemble,1,20,a17bcdddcf0799baeee2,N#Cc1ccc(C(=O)c2ccccc2)cc1
42,ensemble,1,21,58057b7c6f59599617ed,COC(=O)C#CC(=O)OC
42,ensemble,1,22,93f10a8edf06f7acae26,COC(=O)C#CC(=O)OC
42,ensemble,1,23,bc98537714d620facf79,COC(=O)C#CC(=O)OC
42,ensemble,1,24,4862e2fb71344ce16021,O=C(c1ccccc1)c1ccc([N+](=O)[O-])cc1
42,ensemble,1,25,5b706e17e8412d02342f,O=C(c1ccccc1)c1ccc([N+](=O)[O-])cc1
42,ensemble,2,1,0f06772820e6693753e3,c1ccc(-c2ccccn2)cc1
42,ensemble,2,2,35f2be5f5aa14265e8a4,c1ccc(-c2ccccn2)cc1
42,ensemble,2,3,449b809e4efaaf2af86a,c1ccc(-c2ccccn2)cc1
42,ensemble,2,4,434e465cfa7e0034f233,c1ccc(-c2ccccn2)cc1
42,ensemble,2,5,bd2e9fee67bbba1155df,c1ccc(-c2ccccn2)cc1
42,ensemble,2,6,44c8b389a6faf44f1f4c,CC(C=O)Cc1ccc2c(c1)OCO2
42,ensemble,2,7,4d1e1e0eca90a46d77b2,CC(C=O)Cc1ccc2c(c1)OCO2
42,ensemble,2,8,85591a54c419ed02c5f5,CC(C=O)Cc1ccc2c(c1)OCO2
42,ensemble,2,9,b070c3657459c06a4df1,COc1cc(OC)cc(OC)c1
42,ensemble,2,10,ce39d1762993bbbafaca,COc1cc(OC)cc(OC)c1
42,ensemble,2,11,d3047299bd8817ee87dd,COc1cc(OC)cc(OC)c1
42,ensemble,2,12,60f6bc343299a27882d2,Oc1ccc(I)cc1
42,ensemble,2,13,e9e7a737df389d5fcc13,Oc1ccc(I)cc1
42,ensemble,2,14,3f1a96aa336ea0741b5a,CCOC(=O)c1ccc(F)cc1
42,ensemble,2,15,cd7c523e3df961c83524,CCOC(=O)c1ccc(F)cc1
42,ensemble,2,16,df93501912d2cfcfbc41,CCOC(=O)c1ccc(F)cc1
42,ensemble,2,17,7654254c03d9de79740f,O=Cc1ccc2ccccc2c1
42,ensemble,2,18,79362765eb92377a5970,O=Cc1ccc2ccccc2c1
42,ensemble,2,19,8bef7f788af60df5e18a,O=Cc1ccc2ccccc2c1
42,ensemble,2,20,3032c273eee09a2644c3,COc1ccc2ccccc2c1
42,ensemble,2,21,9fde4f980246629c5b0d,COc1ccc2ccccc2c1
42,ensemble,2,22,aa3ac48b626bc54d5dc6,COc1ccc2ccccc2c1
42,ensemble,2,23,4e93e36ab850bab3d594,CC(=O)c1ccc2ccccc2c1
42,ensemble,2,24,8b9ff1a26d840aaa6a49,CC(=O)c1ccc2ccccc2c1
42,ensemble,2,25,c2334ccf8e6788ac6ca2,CC(=O)c1ccc2ccccc2c1
42,ensemble,3,1,0b9a59526d7d4ce5f872,O=C(CC(=O)C(F)(F)F)c1ccc2ccccc2c1
42,ensemble,3,2,483022b02f8329c323ac,O=C(CC(=O)C(F)(F)F)c1ccc2ccccc2c1
42,ensemble,3,3,e9a7d193dc3d83532c1f,O=C(CC(=O)C(F)(F)F)c1ccc2ccccc2c1
42,ensemble,3,4,59b54ad3a60a52cc2b2c,N#Cc1ccc(C(=O)c2ccccc2)cc1
42,ensemble,3,5,a1dc71bed9d8f372c9e5,N#Cc1ccc(C(=O)c2ccccc2)cc1
42,ensemble,3,6,a738b1f204da6fcfd385,N#Cc1ccc(C(=O)c2ccccc2)cc1
42,ensemble,3,7,302e458c5ed2285ca328,COC(=O)c1ccccc1N
42,ensemble,3,8,4e417c41d918e49abba1,N#Cc1ccccc1F
42,ensemble,3,9,741f33ecf2e66f9958fd,N#Cc1ccccc1F
42,ensemble,3,10,fe212637596386c24049,N#Cc1ccccc1F
42,ensemble,3,11,54d9921472c8d46b7b9a,O=C(OCc1ccccc1)c1ccccc1
42,ensemble,3,12,6d07662cb17b795ea5e2,O=C(OCc1ccccc1)c1ccccc1
42,ensemble,3,13,9c74e865c47b45a09229,O=C(OCc1ccccc1)c1ccccc1
42,ensemble,3,14,b0764b94416833704b53,O=C(OCc1ccccc1)c1ccccc1
42,ensemble,3,15,cbedf4ab0af735b39b3a,O=C(OCc1ccccc1)c1ccccc1
42,ensemble,3,16,8f5452ff0e84ab2e2057,OCc1cccc(Br)c1
42,ensemble,3,17,a19f98569910dc7fd6c4,OCc1cccc(Br)c1
42,ensemble,3,18,ff3b6b1069b7d66ad021,OCc1cccc(Br)c1
42,ensemble,3,19,08155ffdcb0d27576050,CCOC(=O)CC(=O)OCC
42,ensemble,3,20,2aa2754666d0f055cb00,CCOC(=O)CC(=O)OCC
42,ensemble,3,21,37c15d90032e66347ed6,CCOC(=O)CC(=O)OCC
42,ensemble,3,22,68ca46900cfea89e5164,CCOC(=O)CC(=O)OCC
42,ensemble,3,23,9c10e0827e86bb3c7681,CCOC(=O)CC(=O)OCC
42,ensemble,3,24,f7d57d8bb988f7016502,CCOC(=O)CC(=O)OCC
42,ensemble,3,25,5524670e4337370c2ef6,CC(=O)c1ccc2c(c1)OCO2
42,ensemble,4,1,95d1d257dfea69f178f8,Oc1ccc(I)cc1
42,ensemble,4,2,486e498e45d084ced568,O=C1c2ccccc2-c2ccccc21
42,ensemble,4,3,76b4150b436d217e5b3e,O=C1c2ccccc2-c2ccccc21
42,ensemble,4,4,e009f41aa23d4c7b3fff,O=C1c2ccccc2-c2ccccc21
42,ensemble,4,5,d54c93a11164b4abac6e,CSc1ccc(C=O)cc1
42,ensemble,4,6,13bfaf03c35b4cff3bd5,OCc1ccc2ccccc2c1
42,ensemble,4,7,7c0c324643799c918828,OCc1ccc2ccccc2c1
42,ensemble,4,8,0007449b058916cdcad1,Brc1ccc2c(c1)OCO2
42,ensemble,4,9,6e800c2cd97dce7ae296,Brc1ccc2c(c1)OCO2
42,ensemble,4,10,b94677e12c4d6aa11d9b,Brc1ccc2c(c1)OCO2
42,ensemble,4,11,55200f8e501a16ffa0cf,CSc1ccc(C(C)=O)cc1
42,ensemble,4,12,105457e008d11073c7b7,COC(=O)Cc1ccc(Br)cc1
42,ensemble,4,13,13f4ada439a309a538b8,COC(=O)Cc1ccc(Br)cc1
42,ensemble,4,14,c7e762106a9ec0d9ea75,COC(=O)Cc1ccc(Br)cc1
42,ensemble,4,15,08ae0e5f727afabf1e71,CCOC(=O)CC(=O)OCC
42,ensemble,4,16,271f829efaeb0b6c03b9,CCOC(=O)CC(=O)OCC
42,ensemble,4,17,4e69d770ec2e35212ede,CCOC(=O)CC(=O)OCC
42,ensemble,4,18,aa65e86ee8638bded5d9,CCOC(=O)CC(=O)OCC
42,ensemble,4,19,ab66de7edad40236ffd5,CCOC(=O)CC(=O)OCC
42,ensemble,4,20,bb9d055d55ded1101079,CCOC(=O)CC(=O)OCC
42,ensemble,4,21,91b6bda771851a5c78ac,OCCc1cccc2ccccc12
42,ensemble,4,22,c973d4c257be9ef08216,OCCc1cccc2ccccc12
42,ensemble,4,23,5f81e2ff4fea8e839c4d,Ic1cccs1
42,ensemble,4,24,6bebc41cc4f55da05d47,Ic1cccs1
42,ensemble,4,25,9e971ba2075fa0b7d8fb,Ic1cccs1
42,ensemble,5,1,0fb4ba3b33f8740a6a8a,CCOC(=O)c1ccc(Cl)cc1
42,ensemble,5,2,19ac0f010c25e2c5360d,CCOC(=O)c1ccc(Cl)cc1
42,ensemble,5,3,6c387793968257d2f169,CCOC(=O)c1ccc(Cl)cc1
42,ensemble,5,4,812adebe27af25dc2242,CCOC(=O)c1ccc(Cl)cc1
42,ensemble,5,5,f159b69487cebc7dcf97,CCOC(=O)c1ccc(Cl)cc1
42,ensemble,5,6,ab49ee9538cdb7f47f70,CCOC(=O)c1ccc(Cl)cc1
42,ensemble,5,7,d15ae6c5a25f630d3055,CCOC(=O)c1ccc(Cl)cc1
42,ensemble,5,8,d9481b0f826e3bfbbb60,CCOC(=O)c1ccc(Cl)cc1
42,ensemble,5,9,e1b9d0166a4779c27067,CCOC(=O)c1ccc(Cl)cc1
42,ensemble,5,10,12aed585647de3f03908,Brc1ccc2occc2c1
