record_type,strategy,comparison,outer_seed_count,mean_fixed_mean_pairwise_distance,mean_fixed_min_pairwise_distance,mean_selected_unique_compounds,mean_max_samples_per_compound,mean_compound_hhi,mean_selected_unique_condition_keys,positive_seed_count,differences_by_seed
strategy_summary,random,,3,14.0999858737702,3.7208804678038927,23.458333333333332,1.7916666666666667,0.044933333333333325,24.791666666666668,,
strategy_summary,coverage,,3,19.04694369963188,6.344212014578492,21.75,2.125,0.051066666666666656,24.666666666666668,,
strategy_summary,ensemble,,3,16.425805264405778,0.5355387647901635,8.5,6.0,0.15839999999999999,24.541666666666668,,
strategy_summary,hybrid,,3,18.869336384090378,5.95316909006625,21.958333333333332,2.1666666666666665,0.05119999999999999,24.791666666666668,,
paired_effect,coverage,coverage-ensemble,3,2.6211384352261007,,,,,,3.0,"{""42"": 3.1337590737007055, ""525"": 2.059639826247615, ""1101"": 2.6700164057299816}"
paired_effect,hybrid,hybrid-ensemble,3,2.4435311196846015,,,,,,3.0,"{""42"": 3.0820256816323983, ""525"": 1.6655580241055112, ""1101"": 2.5830096533158944}"
