column,protocol,method,reference,mean_delta,median_delta,std_delta,min_delta,max_delta,wins,seeds,relative_mean_gain,mean_paired_relative_gain,stable_material
25g,row,linear_policy,affine,-0.0792049604500844,-4.108785311984775e-09,0.22785351827695408,-0.4802629782972492,0.09128954901228825,3,5,0.037928272191582235,0.024134532794406853,False
25g,row,linear_policy,target_head_only,-1.3670482153277899,-1.358680293900851,0.12557113398286923,-1.4866985964147577,-1.17681445250295,5,5,0.4049162181059811,0.40712880590377354,True
25g,row,linear_policy,local_identity_shrinkage,-0.011824765819620308,0.008988648118032794,0.07465350445550156,-0.14058652225503065,0.05236306832259907,1,5,0.005851229782109709,0.0009140328435317717,False
25g,row,shared_column_affine,scale_only,-0.016856413637477186,-0.07304087765073763,0.19211095643885384,-0.17541262365442,0.31766776255693374,4,5,0.008182248098660796,0.016735947171046758,False
25g,row,shared_column_affine,affine,-0.04501918268158822,-0.006255638734725455,0.07171238103514668,-0.1657135228480544,0.0033779528438766526,4,5,0.021557990874396346,0.018995972664561288,False
25g,row,shared_column_affine,target_head_only,-1.3328624375592935,-1.415185000110941,0.14669424556624192,-1.4750098665798443,-1.1721491409655629,5,5,0.39479047733705586,0.4001735950102788,True
25g,row,shared_column_affine,linear_policy,0.034185777768496184,0.0,0.16126057071970884,-0.0879115961684116,0.31454945544919477,2,5,-0.017015655739595528,-0.009871337213839955,False
25g,row,shared_column_affine,local_identity_shrinkage,0.022361011948875874,0.0,0.09279830732432798,-0.0789229480503788,0.17396293319416412,2,5,-0.011064863445860175,-0.007238698788179926,False
25g,row,local_identity_shrinkage,scale_only,-0.039217425586353064,-0.07304087765073763,0.11746417733724833,-0.17127098576692923,0.14370482936276963,4,5,0.019036475542156553,0.024773805450750745,False
25g,row,local_identity_shrinkage,affine,-0.0673801946304641,-0.0271623512228103,0.16041568158353012,-0.3396764560422185,0.08230090089425546,4,5,0.03226583723725989,0.02427887501070302,False
25g,row,local_identity_shrinkage,target_head_only,-1.3552234495081694,-1.3470265153585783,0.10328736429011508,-1.4750098665798443,-1.1969254292192473,5,5,0.40141375242702076,0.4053920844428577,True
25g,row,local_identity_shrinkage,linear_policy,0.011824765819620308,-0.008988648118032794,0.07465350445550156,-0.05236306832259907,0.14058652225503065,3,5,-0.00588566817904656,-0.0018133610250956381,False
40g,compound,monotone_spline,scale_only,0.34481523955245796,-0.03545596878036106,0.8479254520469675,-0.15330725167955173,1.8470022249835454,3,5,-0.09575014429750008,-0.09017384586592958,False
40g,compound,monotone_spline,affine,0.03016415938690633,-0.004076412392617357,0.08228491005690071,-0.01170072903278463,0.177178860308155,4,5,-0.0077030952550935705,-0.0049961337312606595,False
40g,compound,monotone_spline,target_head_only,-3.7729940874926187,-4.096886003745069,1.1574242841554159,-4.784445829557715,-1.771165105349847,5,5,0.4887926477325324,0.48732360810614017,True
40g,compound,monotone_spline,linear_policy,0.030164179452886054,-0.004076451041964635,0.08228496703800622,-0.011700710175777118,0.17717898356604866,4,5,-0.00770310041886494,-0.004996136681700967,False
40g,compound,monotone_spline,local_identity_shrinkage,0.24153848496249966,-0.0013688853666091738,0.4750638154839507,-0.005520372833302645,1.084636296118891,3,5,-0.06520181488467625,-0.05342499884623823,False
40g,compound,nonlinear_policy,scale_only,0.3460187421851867,-0.03545596878036106,0.8475524935913966,-0.15279166612649453,1.8470022249835454,3,5,-0.09608433936061783,-0.09056764477415005,False
40g,compound,nonlinear_policy,affine,0.031367662019635034,-0.0008532968323224921,0.08169642951061747,-0.01170072903278463,0.177178860308155,3,5,-0.008010436669808722,-0.005373083229281232,False
40g,compound,nonlinear_policy,target_head_only,-3.7717905848598905,-4.096370418192011,1.1561880613286097,-4.7789439019471285,-1.771165105349847,5,5,0.4886367335633705,0.48717140886036125,True
40g,compound,nonlinear_policy,linear_policy,0.03136768208561476,-0.0008532998135519776,0.0816964858772498,-0.011700710175777118,0.17717898356604866,3,5,-0.008010441835155,-0.005373086175552015,False
40g,compound,nonlinear_policy,local_identity_shrinkage,0.24274198759522836,0.001425476568620354,0.4742922674401144,-0.005520372833302645,1.084636296118891,2,5,-0.06552669295073094,-0.053801948340089265,False
40g,compound,linear_policy,scale_only,0.3146510600995719,-0.02375525860458394,0.7666207387758728,-0.15193836631294255,1.6698232414174967,3,5,-0.08737399323475062,-0.08239663505729264,False
40g,compound,linear_policy,affine,-2.0065979722261317e-08,1.5442580547642137e-10,6.131386669143446e-08,-1.2325789366940398e-07,3.864934727815239e-08,2,5,5.12429838354623e-09,2.8070997330530854e-09,False
40g,compound,linear_policy,target_head_only,-3.8031582669455046,-4.09551711837846,1.0785745300544094,-4.780369378515751,-1.9483440889158956,5,5,0.492700427283614,0.49140091230156946,True
40g,compound,linear_policy,local_identity_shrinkage,0.2113743055096136,0.003691666883964828,0.394123070369425,-1.3322676295501878e-15,0.9074573125528422,1,5,-0.05705918185813979,-0.047192356660042074,False
40g,compound,shared_column_affine,scale_only,-0.06625392282433618,-0.10910702063670641,0.14718379234164555,-0.16173241297970087,0.19151999046763857,4,5,0.018397744481767647,0.015915466086836066,False
40g,compound,shared_column_affine,affine,-0.38090500298988783,-0.00979404368552883,0.7839434831704811,-1.7789303853120968,0.02792855612369438,4,5,0.09727264345534731,0.07060823178082697,True
40g,compound,shared_column_affine,target_head_only,-4.184063249869413,-4.130094086648521,0.36785539025217473,-4.7524408610414035,-3.7272743509700987,5,5,0.5420467953988163,0.542170345865264,True
40g,compound,shared_column_affine,linear_policy,-0.38090498292390806,-0.009794046666758316,0.7839434242882827,-1.7789302620542031,0.027928517474347103,4,5,0.09727263882950295,0.0706082304630775,True
40g,compound,shared_column_affine,local_identity_shrinkage,-0.16953067741429448,-0.005266746942246936,0.39267844848539135,-0.8714729495013609,0.02792851747434577,3,5,0.04576375416015692,0.0363306062583128,False
40g,compound,local_identity_shrinkage,scale_only,0.1032767545899583,-0.08815745587936696,0.3918587980672351,-0.16947780671584622,0.7623659288646545,3,5,-0.028678442888431556,-0.02777038611242847,False
40g,compound,local_identity_shrinkage,affine,-0.21137432557559332,-0.0036916667295390226,0.39412312960944595,-0.9074574358107359,3.864934861042002e-08,3,5,0.053979179180996574,0.04045341882507587,False
40g,compound,local_identity_shrinkage,target_head_only,-4.014532572455119,-4.124827339706274,0.7050773010079593,-4.780369378515749,-2.855801401468738,5,5,0.5200840393584824,0.5194188307766117,True
40g,compound,local_identity_shrinkage,linear_policy,-0.2113743055096136,-0.003691666883964828,0.394123070369425,-0.9074573125528422,1.3322676295501878e-15,3,5,0.05397917433330359,0.04045341678613936,False
40g,row,monotone_spline,scale_only,-0.3185347699541703,-0.45908097641154866,0.22930205978365895,-0.5279461958980791,-0.037746024461045025,5,5,0.08763309783908962,0.0983451388432572,True
40g,row,monotone_spline,affine,-0.0037987978455380047,-0.010273804645170692,0.023416440155249692,-0.024194402144457783,0.033071062727388245,3,5,0.0011441706121010677,0.0024752909042749485,False
40g,row,monotone_spline,target_head_only,-4.648058125914341,-4.234300726892485,0.7112383838651362,-5.783574312523628,-4.097823863483153,5,5,0.5836049158280225,0.5865275757086048,True
40g,row,monotone_spline,linear_policy,-0.0019410511501253501,-0.010273816604646768,0.027144487468492618,-0.024194410868199068,0.04235979241269838,3,5,0.0005849579649615332,0.002060187461602355,False
40g,row,monotone_spline,local_identity_shrinkage,0.030114384017762674,-0.010273816604646768,0.1537302041619133,-0.087595072799445,0.29743408270950766,3,5,-0.009163839238374159,-0.0032784202318783136,False
40g,row,nonlinear_policy,scale_only,-0.29804708759249954,-0.4585338454003707,0.2625200948230081,-0.5279461958980791,0.06414525633613088,4,5,0.08199666740119803,0.09386863829587039,True
40g,row,nonlinear_policy,affine,0.016688884516132773,-0.00972667363399271,0.06705049360256136,-0.024194402144457783,0.13496234352456415,3,5,-0.00502657208636048,-0.0020767357201276777,False
40g,row,nonlinear_policy,target_head_only,-4.6275704435526706,-4.234300726892485,0.7029542467547155,-5.78302718151245,-4.097823863483153,5,5,0.5810325056265382,0.5843611624968965,True
40g,row,nonlinear_policy,linear_policy,0.018546631211545428,-0.009726685593468787,0.07115005404956162,-0.024194410868199068,0.1442510732098743,3,5,-0.005589239443637051,-0.0025011338539097277,False
40g,row,nonlinear_policy,local_identity_shrinkage,0.05060206637943345,-0.009726685593468787,0.19827140942951446,-0.087595072799445,0.3993253635066836,3,5,-0.01539826287521444,-0.008110844694884151,False
40g,row,linear_policy,scale_only,-0.31659371880404497,-0.44332175395227136,0.20520239898564652,-0.50375178502988,-0.08010581687374341,5,5,0.08709908918008488,0.09685943775321734,True
40g,row,linear_policy,affine,-0.0018577466954126543,8.723741284910602e-09,0.004154045776308995,-0.009288729685310138,1.1959476076128794e-08,2,5,0.000559539954492629,0.00041123929558348324,False
40g,row,linear_policy,target_head_only,-4.6461170747642155,-4.238270133710079,0.7189596665485046,-5.773300495918981,-4.073629452614954,5,5,0.5833611996432417,0.5859389025803055,True
40g,row,linear_policy,local_identity_shrinkage,0.03205543516788802,0.0,0.12758581491757487,-0.06602884529137087,0.2550742902968093,2,5,-0.00975450317766371,-0.005169802622395815,False
40g,row,shared_column_affine,scale_only,-0.4133832250066224,-0.4448459210817721,0.18486827950876306,-0.6069752525017003,-0.10698207835742801,5,5,0.11372715326259618,0.11713362795879483,True
40g,row,shared_column_affine,affine,-0.09864725289799008,0.003961250684605844,0.2447914494524198,-0.536158165313267,0.026814516113533582,2,5,0.029711843672586113,0.02056674802140794,False
40g,row,shared_column_affine,target_head_only,-4.742906580966793,-4.238270133710079,0.8150905450874903,-5.769339257193851,-4.046814945225162,5,5,0.5955139804584084,0.5958379543817572,True
40g,row,shared_column_affine,linear_policy,-0.09678950620257742,0.003961238725129768,0.24064112181282177,-0.5268694356279569,0.026814507389792297,1,5,0.02916862472904699,0.020203570638837064,False
40g,row,shared_column_affine,local_identity_shrinkage,-0.0647340710346894,-0.0019537617762059867,0.11815556884370206,-0.27179514533114757,0.003961238725129768,3,5,0.019698646993990848,0.01647749465237579,False
40g,row,local_identity_shrinkage,scale_only,-0.34864915397193297,-0.3772929086609005,0.14611369927899465,-0.47498351586388177,-0.10698207835742801,5,5,0.09591796030911827,0.10202561907668399,True
40g,row,local_identity_shrinkage,affine,-0.03391318186330068,1.1959476076128794e-08,0.13164793043544412,-0.2643630199821194,0.06602885524828972,2,5,0.010214406669837459,0.004742675843574303,False
40g,row,local_identity_shrinkage,target_head_only,-4.678172509932104,-4.238270133710079,0.771909264502057,-5.773300495918981,-4.044861183448956,5,5,0.5873860437902383,0.5885732684985928,True
40g,row,local_identity_shrinkage,linear_policy,-0.03205543516788802,0.0,0.12758581491757487,-0.2550742902968093,0.06602884529137087,1,5,0.009660272023513253,0.004354704871451112,False
8g,compound,monotone_spline,scale_only,0.12747208684567807,0.11020121710532504,0.12930005474539805,-0.010725503691477734,0.3368342417549415,1,5,-0.17345744654517495,-0.1521480907696666,False
8g,compound,monotone_spline,affine,0.012271105520113146,0.001980913327457312,0.028171721521427523,-0.005887853258488396,0.0622727378107617,2,5,-0.014435055133857592,-0.008791597240286692,False
8g,compound,monotone_spline,target_head_only,0.13735401363524352,0.040980175719422696,0.28911300838587556,-0.06571870390676815,0.6315713596647978,2,5,-0.1894517867102696,-0.17504503828357054,False
8g,compound,monotone_spline,linear_policy,0.09500781124743345,0.06741645032688459,0.10743660859398994,-0.01828719051850447,0.2598324444747131,1,5,-0.1238122393706428,-0.10430802029257405,False
8g,compound,monotone_spline,local_identity_shrinkage,0.13420044834040964,0.095658119332931,0.15478447862429454,-0.025156591111092474,0.3800855261947167,1,5,-0.1843004365971239,-0.15792928091939853,False
8g,compound,nonlinear_policy,scale_only,0.07485355797087037,0.009797944653756607,0.12439267293693171,-5.955370419030714e-09,0.29038826466661605,1,5,-0.10185686413188755,-0.08306841069136363,False
8g,compound,nonlinear_policy,affine,-0.040347423354694566,-0.04200749336559306,0.062354534151253506,-0.13033226003517862,0.02021141290428985,3,5,0.04746249469369238,0.048807438358662726,False
8g,compound,nonlinear_policy,target_head_only,0.08473548476043583,-0.040997503411724145,0.28835306477171374,-0.10183834401387282,0.5851253825764724,3,5,-0.11687528133146807,-0.1076990887756331,False
8g,compound,nonlinear_policy,linear_policy,0.042389282372625736,0.0,0.09561386443950717,-0.003676313349988858,0.21338646738638767,1,5,-0.0552408471152006,-0.03710357323329812,False
8g,compound,nonlinear_policy,local_identity_shrinkage,0.08158191946560193,0.02824166900604641,0.14179176794021747,-0.004633142765858134,0.33363954910639126,1,5,-0.11203824996026046,-0.08651593909991495,False
8g,compound,linear_policy,scale_only,0.03246427559824463,0.007561686827026737,0.041119032858476144,-5.955370419030714e-09,0.07775789034820924,1,5,-0.04417571319772639,-0.04339476785410103,False
8g,compound,linear_policy,affine,-0.08273670572732031,-0.06543553699942728,0.08346214470320117,-0.1975597066639514,0.01797515507755998,4,5,0.09732692028522363,0.08049022065194378,True
8g,compound,linear_policy,target_head_only,0.04234620238781008,-0.043233761238454016,0.19672040690176282,-0.09816203066388396,0.37173891519008473,3,5,-0.05840793064897234,-0.05249686769425208,False
8g,compound,linear_policy,local_identity_shrinkage,0.0391926370929762,0.02824166900604641,0.04822163339812584,-0.006869400592588004,0.1202530817200036,1,5,-0.05382411323474791,-0.04505591744126599,False
8g,compound,shared_column_affine,scale_only,0.044904010331758816,0.05826483676255467,0.05625253332233388,-0.017235230372374177,0.10530636518665959,2,5,-0.061103063145224734,-0.057455364840735657,False
8g,compound,shared_column_affine,affine,-0.07029697099380612,-0.01078270517715385,0.08918817261655644,-0.18596395596124804,3.4955549566006994e-10,4,5,0.08269349899856641,0.06879852167540666,True
8g,compound,shared_column_affine,target_head_only,0.05478593712132427,-0.0612089159664585,0.2063076664919057,-0.10988907389453928,0.3833346658927881,3,5,-0.07556600203758557,-0.06796184522250256,False
8g,compound,shared_column_affine,linear_policy,0.012439734733514184,0.011595750702703356,0.03215040491289421,-0.017975154728004483,0.05826482727142546,2,5,-0.016211208260781446,-0.012944301542559832,False
8g,compound,shared_column_affine,local_identity_shrinkage,0.051632371826490386,0.04472406093548231,0.06031699445637574,-0.024844555320592487,0.13184883242270695,1,5,-0.07090787540462974,-0.05877460514621374,False
8g,compound,local_identity_shrinkage,scale_only,-0.006728361494731572,-0.028241659514917195,0.04387885532665863,-0.04325128443977522,0.06058230425117728,3,5,0.009155607578009812,0.0002821241098997507,False
8g,compound,local_identity_shrinkage,affine,-0.12192934282029651,-0.09367720600547369,0.1296140693063567,-0.317812788383955,0.024844555670147983,4,5,0.14343098779169935,0.11626870397091335,True
8g,compound,local_identity_shrinkage,target_head_only,0.0031535652948338822,-0.03636436064586601,0.155539703892209,-0.12981609871192257,0.25148583347008113,3,5,-0.004349698736873885,-0.001860918407424733,False
8g,compound,local_identity_shrinkage,linear_policy,-0.0391926370929762,-0.02824166900604641,0.04822163339812584,-0.1202530817200036,0.006869400592588004,4,5,0.051075044268566815,0.041527476513346186,True
8g,row,monotone_spline,scale_only,0.06058389061581755,0.04760029326475401,0.06953336210991096,-0.0024620299013485836,0.17833644983643593,1,5,-0.08303090530971698,-0.09381617225580388,False
8g,row,monotone_spline,affine,0.0011069087383173137,-0.00028517600605548754,0.0035108678680284906,-0.0013103967949475992,0.007298299905543204,3,5,-0.0014026920455459486,-0.0013454217961446778,False
8g,row,monotone_spline,target_head_only,0.11125859717384423,0.12071846976940159,0.13166081607717112,-0.07018604736092371,0.26690802968417426,1,5,-0.16386137682118315,-0.18473859165037795,False
8g,row,monotone_spline,linear_policy,0.030050012405518835,0.023997242030345478,0.04112241496393602,-0.0024620414059822737,0.1003584308724903,1,5,-0.03952968134307817,-0.043167735694278384,False
8g,row,monotone_spline,local_identity_shrinkage,0.03601836540102932,0.02913646795535929,0.031180930353161312,0.0048726905730689385,0.07470706285125428,0,5,-0.04775576684079222,-0.04732990482607373,False
8g,row,nonlinear_policy,scale_only,0.03189266821127825,0.023495354671001722,0.0364182542525365,-0.0002194050142264592,0.08490569976750206,1,5,-0.043709261445706686,-0.048922329082159786,False
8g,row,nonlinear_policy,affine,-0.027584313666221983,-0.024437879122614192,0.03491586003323016,-0.08613245016339066,0.001957700924522854,4,5,0.03495527320551533,0.03629379907519516,False
8g,row,nonlinear_policy,target_head_only,0.08256737476930494,0.11711004119452906,0.12120133517582075,-0.09496008355204377,0.1992396697646316,1,5,-0.12160501798408078,-0.1358213943986273,False
8g,row,nonlinear_policy,linear_policy,0.0013587900009795373,0.0,0.0031134179896590048,-0.00010769656340681166,0.006927680803556435,2,5,-0.0017874380557998508,-0.0019250943127380109,False
8g,row,nonlinear_policy,local_identity_shrinkage,0.007327142996490022,0.0012642619981964032,0.03348944450721745,-0.018723687217679585,0.06436581496336169,2,5,-0.00971485875756931,-0.007132062925554144,False
8g,row,linear_policy,scale_only,0.030533878210298716,0.023603051234408534,0.03393351950971304,-0.00019337077897452204,0.07797801896394563,1,5,-0.04184702442592596,-0.04675396551473076,False
8g,row,linear_policy,affine,-0.02894310366720152,-0.024411844887362255,0.03783873421968583,-0.0930601309669471,0.001957700924522854,4,5,0.03667715312204644,0.037991112459026484,False
8g,row,linear_policy,target_head_only,0.0812085847683254,0.11711004119452906,0.11991151013737451,-0.09493404931679184,0.1992396697646316,1,5,-0.1196037955524923,-0.1332881750805167,False
8g,row,linear_policy,local_identity_shrinkage,0.0059683529955104845,0.0012642619981964032,0.03494358309408306,-0.02565136802123602,0.06436581496336169,2,5,-0.007913276210724355,-0.0052761289574100095,False
8g,row,shared_column_affine,scale_only,0.027064612646392195,0.037807491623558676,0.0480303285060445,-0.024205837521369844,0.0904045761170007,2,5,-0.037092356846756366,-0.045340788203508876,False
8g,row,shared_column_affine,affine,-0.03241236923110804,-0.02224814810148068,0.030797144368558887,-0.08063357381389202,2.4834050371680405e-09,4,5,0.041073460642191015,0.04044685969426197,False
8g,row,shared_column_affine,target_head_only,0.07773931920441887,0.10363585269060749,0.120097894573476,-0.11233453806815252,0.17897615596473904,1,5,-0.11449427011984838,-0.13128731659831974,False
8g,row,shared_column_affine,linear_policy,-0.0034692655639065205,-0.01347418850392157,0.0212424745805335,-0.024205849026003534,0.025307641308698114,3,5,0.004563690702854848,0.001905445132931434,False
8g,row,shared_column_affine,local_identity_shrinkage,0.0024990874316039636,-0.012209926505725166,0.031226388464232317,-0.03267665863914415,0.040159965937358155,3,5,-0.0033134717627975015,-0.0030364226537950177,False
8g,row,local_identity_shrinkage,scale_only,0.02456552521478823,0.01846382530939472,0.06110406522227531,-0.064365803458728,0.10362938698518165,1,5,-0.03366732933886573,-0.043625825948251915,False
8g,row,local_identity_shrinkage,affine,-0.034911456662712004,-0.03044686475030689,0.029076368010220732,-0.06740876294571108,-0.005157866579124426,5,5,0.044240343276764495,0.04288811489707227,False
8g,row,local_identity_shrinkage,target_head_only,0.07524023177281491,0.11584577919633265,0.10811999289103887,-0.07965787942900837,0.19220096683291998,1,5,-0.11081362055441049,-0.12745485713463048,False
8g,row,local_identity_shrinkage,linear_policy,-0.0059683529955104845,-0.0012642619981964032,0.03494358309408306,-0.06436581496336169,0.02565136802123602,3,5,0.007851147908751157,0.003947725136041248,False
