column,protocol,seed,planned_budget,actual_budget,portfolio_planned_budget,portfolio_actual_budget,method,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,all_outputs_finite,normalized_rmse
25g,compound,1425370602,70,72,210,207,monotone_spline,0.8248269733082019,14.37801754980235,8.916460976226622,0.8808882794529489,18.30701663586929,11.264648081595778,1.5208990733994074,True,1.4817218572060296
25g,compound,1425370602,70,72,210,207,nonlinear_policy,0.8248269733082019,14.37801754980235,8.916460976226622,0.8808882794529489,18.30701663586929,11.264648081595778,1.5208990733994074,True,1.4817218572060296
25g,compound,1425370602,70,72,210,207,linear_policy,0.8248517293675481,14.377001538264697,8.927296116480465,0.8807906478003167,18.314517905161114,11.577134036491385,1.520996438294216,True,1.4818906857441605
25g,compound,1425370602,70,72,210,207,shared_column_affine,0.8248517293675482,14.377001538264693,8.927296116480465,0.8807906478003167,18.314517905161114,11.577134036491389,1.5209964382942158,True,1.4818906857441605
25g,compound,1425370602,70,72,210,207,local_identity_shrinkage,0.8248517293675482,14.377001538264693,8.927296116480465,0.8807906478003167,18.314517905161114,11.577134036491389,1.5209964382942158,True,1.4818906857441605
25g,compound,2767143051,100,102,300,299,scale_only,0.8464350393170796,15.914373447360111,9.521239593925237,0.8800381145610146,21.821999522027188,13.365169208389544,1.7206961841389499,True,1.6885310482431828
25g,compound,2767143051,100,102,300,299,affine,0.8561972692583018,15.40022426055991,9.027621099954816,0.890777784114098,20.822285267144817,12.119791384181958,1.657909717861117,True,1.624813565795757
25g,compound,2767143051,100,102,300,299,target_head_only,0.464061798858698,29.73040570481694,17.738292022988503,0.31704366544743523,52.067816933112276,34.252102620689655,3.516068279761015,True,3.505904364351702
25g,compound,2767143051,100,102,300,299,monotone_spline,0.8559898373783856,15.411327479140171,9.014606830104658,0.8893108531323849,20.96164784283309,12.053505912054055,1.662132632039082,True,1.6298524694977274
25g,compound,2767143051,100,102,300,299,nonlinear_policy,0.8559898373783856,15.411327479140171,9.014606830104658,0.8893108531323849,20.96164784283309,12.053505912054055,1.662132632039082,True,1.6298524694977274
25g,compound,2767143051,100,102,300,299,linear_policy,0.8561972710128516,15.400224166610158,9.027621061342478,0.8907777838679282,20.82228529060992,12.119791399623553,1.65790971140349,True,1.624813560564015
25g,compound,2767143051,100,102,300,299,shared_column_affine,0.8561972710128516,15.400224166610155,9.027621061342474,0.8907777838679282,20.822285290609912,12.11979139962355,1.6579097114034895,True,1.6248135605640146
25g,compound,2767143051,100,102,300,299,local_identity_shrinkage,0.8561972710128516,15.400224166610155,9.027621061342474,0.8907777838679282,20.822285290609912,12.11979139962355,1.6579097114034895,True,1.6248135605640146
25g,compound,2767143051,30,30,90,88,scale_only,0.8551959926982872,15.453745966849553,11.427606341612032,0.8626813099801175,23.347357120689534,17.744788074876677,1.7256098852804274,True,1.7067427229045466
25g,compound,2767143051,30,30,90,88,affine,0.8618084539227493,15.096776181431256,8.97513690944137,0.8746152843000924,22.30977550878546,13.244560212334196,1.6728001289196754,True,1.6518212610740246
