outer_seed,strategy,round,canonical_smiles,compound_rows,V1_MAE,V2_MAE,normalized_MAE,normalized_RMSE
42,random,5,CCCCCCCCCCCCc1cc(Br)sc1Br,21,3.7888932729524276,4.29280250034635,0.35947468347821127,0.41895734726520517
42,random,5,CCOC(=O)C(Br)C(=O)OCC,35,2.6813228416442874,4.771639214470273,0.30544048133331714,0.5757472796270053
42,random,5,CCOC(=O)c1ccc(OC)cc1,21,2.5913498753593083,3.5913736661437836,0.26515385228060395,0.3268886389628053
42,random,5,COC(=O)C(=O)c1ccccc1,34,4.0586261104134955,11.44583500693826,0.5866821890918184,0.8007925276489454
42,random,5,COC(=O)[C@H](O)c1ccccc1,15,9.899613805876838,10.815712665981717,0.9274420462758418,1.4468504839096556
42,random,5,COC(=O)c1ccc(Cl)cc1,21,0.9659213830554297,3.9181668033845534,0.1747863904503662,0.19499019221680677
42,random,5,COC(=O)c1ccc(I)cc1,20,2.134293019771577,2.5355360521042414,0.2059494200668539,0.26265434624829265
42,random,5,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,6,9.03211537996928,17.201373352821815,1.0620972397040573,1.7278539826287207
42,random,5,COc1ccc(C)cc1OC,21,4.437852685413663,5.344521085470768,0.4303628809892522,0.7076374218217711
42,random,5,COc1ccc(Cl)cc1,21,1.3166254906427288,3.8850366948643646,0.19538476070346372,0.2675207798540976
42,random,5,Cc1cc(C)cc(C#N)c1,21,5.166470259711856,12.332022277577705,0.6809251433670235,0.7537067105910564
42,random,5,Clc1ccc(I)c(Br)c1,21,0.8360204007890488,1.5149688115279705,0.09603540067005628,0.11715061734276827
42,random,5,Clc1ccccc1I,21,0.8231979763697064,2.0518100841274842,0.11105343110750142,0.13605937949656777
42,random,5,O=C1CCCCc2ccccc21,7,3.6990582011994855,3.9375127630058797,0.34348721430678064,0.4559506333519673
42,random,5,O=Cc1cc(Cl)ccc1Br,21,0.5890403565906343,2.0495231504739158,0.09658169238701711,0.11582661577195667
42,random,5,O=[P+](Oc1ccccc1)Oc1ccccc1,14,4.213420028913589,7.517383214160162,0.4805347062446949,0.9271911656045005
42,random,5,c1ccc2ncccc2c1,15,3.2740598636203355,10.275698667263551,0.5039653184497406,0.6938749352185889
42,random,6,BrCCCc1ccccc1,21,0.7411887933337498,1.0772638423797039,0.0773139224052796,0.1020344263982533
42,random,6,C=C(c1ccccc1)c1ccccc1,21,0.6168017659868512,3.633889095666722,0.14493970131820821,0.19088363962353389
42,random,6,C=CC(=O)OCCOC,15,2.983119207488166,6.477460584905414,0.3742321267131536,0.4721127610974307
42,random,6,CC(C)=CCBr,21,1.990923363821847,4.79733474405985,0.26372656146753154,0.3289632188351532
42,random,6,CCCCCCCCCCCCc1cc(Br)sc1Br,21,3.3067348332159106,4.074510544065445,0.3233868914168881,0.38173256994848487
42,random,6,CCOC(=O)C(Br)C(=O)OCC,35,2.1042921311514715,4.471268903187344,0.26109981813743305,0.4832165715228072
42,random,6,CCOC(=O)c1ccc(OC)cc1,21,2.9813662922571575,4.018427776013655,0.30172026614774605,0.37878147054874994
42,random,6,COC(=O)C(=O)c1ccccc1,34,4.186356747384165,11.11870111951641,0.5849074805169148,0.7759090589857602
42,random,6,COC(=O)[C@H](O)c1ccccc1,15,10.188071882989671,10.186694099451932,0.9266658955212552,1.4516102414123575
42,random,6,COC(=O)c1ccc(Cl)cc1,21,1.0773429242391432,4.282597543910102,0.1923709180476604,0.22632740656813843
42,random,6,COC(=O)c1ccc(I)cc1,20,1.8469475936889643,2.751740628504971,0.19463907661776658,0.25312544446624385
42,random,6,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,6,8.38208775719007,15.841694452669536,0.9820757134508495,1.6345062888223028
42,random,6,COc1ccc(C)cc1OC,21,4.272964485107907,5.2005269183354565,0.4159798654544478,0.6797665936050161
42,random,6,COc1ccc(Cl)cc1,21,1.4602899521116224,3.631064007636936,0.1967444009882689,0.2933899320696865
42,random,6,Cc1cc(C)cc(C#N)c1,21,4.589573932829357,11.70994847720426,0.6271204744946952,0.7222359684663893
42,random,6,Clc1ccc(I)c(Br)c1,21,1.0449402302030533,1.5692496392181114,0.11048552943998088,0.1350471011811907
42,random,6,Clc1ccccc1I,21,1.088682124728248,2.058472500706002,0.1275810796509626,0.1513385286015079
42,random,6,O=C1CCCCc2ccccc21,7,3.1233265672411243,3.101404097425153,0.28345212672791875,0.37322028713048494
42,random,6,O=Cc1cc(Cl)ccc1Br,21,0.6419510266137503,1.7199394762839397,0.09013223912514104,0.10984857855783961
42,random,6,O=[P+](Oc1ccccc1)Oc1ccccc1,14,3.8602957524004435,7.485923608302352,0.4578856707242364,0.8459076595403308
42,random,6,c1ccc2ncccc2c1,15,2.854167544047038,9.074173636538553,0.44275745769454394,0.6101914839029096
42,random,7,BrCCCc1ccccc1,21,0.7288281796470522,1.0351499112781195,0.07531354175569183,0.09944433084732218
42,random,7,C=C(c1ccccc1)c1ccccc1,21,0.5607347518678695,3.4846594431603393,0.13709675794915008,0.1751343333440951
42,random,7,C=CC(=O)OCCOC,15,2.7381143665313714,6.722094539668826,0.3663634774996106,0.4457322971719856
42,random,7,CC(C)=CCBr,21,2.047833902116806,4.731041177113851,0.265275505901967,0.30529314579896805
42,random,7,CCCCCCCCCCCCc1cc(Br)sc1Br,21,3.495048781046792,4.33972502814399,0.34278018556987966,0.4037156698638795
42,random,7,CCOC(=O)C(Br)C(=O)OCC,35,2.247565651848203,4.766493189675468,0.27860602458553596,0.526365301648476
42,random,7,CCOC(=O)c1ccc(OC)cc1,21,3.5123930287739595,3.388881455771352,0.31585039029735457,0.3757714668944979
42,random,7,COC(=O)C(=O)c1ccccc1,34,3.9748079271877508,11.665931690440459,0.5880065939865793,0.8361176899565169
42,random,7,COC(=O)[C@H](O)c1ccccc1,15,10.281354770660402,11.275158136263489,0.9644531235049623,1.5035103095062252
42,random,7,COC(=O)c1ccc(Cl)cc1,21,1.430154464358375,4.464829061196984,0.21944005982676015,0.2438174340118845
42,random,7,COC(=O)c1ccc(I)cc1,20,2.4596475593249005,2.7047641106912246,0.23094664622422395,0.28622616833242187
42,random,7,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,6,8.713053186734518,15.572491061659335,0.9945088750869617,1.6448694650804137
42,random,7,COc1ccc(C)cc1OC,21,3.443939723665752,4.376864601646888,0.3407297107479429,0.5647150638250756
42,random,7,COc1ccc(Cl)cc1,21,1.5766150406428745,3.2096576535444155,0.19149230182809668,0.27314916010974255
42,random,7,Cc1cc(C)cc(C#N)c1,21,5.649313953944615,13.784655462392601,0.7533991663344402,0.8519162462783653
42,random,7,Clc1ccc(I)c(Br)c1,21,0.873913624173119,1.5723870028165123,0.10005706147448405,0.12964105342852708
42,random,7,Clc1ccccc1I,21,0.9193259526812841,1.983275695029823,0.11494889006085426,0.13922393093249458
42,random,7,O=C1CCCCc2ccccc21,7,3.0209870156787693,2.5957506395954018,0.26226810833185144,0.3633193630839257
42,random,7,O=Cc1cc(Cl)ccc1Br,21,0.5776217142740885,1.58982765694474,0.08234394111615345,0.1059561387660288
42,random,7,O=[P+](Oc1ccccc1)Oc1ccccc1,14,3.833527431033907,7.40464921873612,0.453845943092813,0.8345064101107431
42,random,7,c1ccc2ncccc2c1,15,2.232370633019342,9.051076661942451,0.40382703037251577,0.5274860297775716
42,random,8,BrCCCc1ccccc1,21,0.6462062491310967,0.8679975963774185,0.06530933366101951,0.0793129219277239
42,random,8,C=C(c1ccccc1)c1ccccc1,21,0.6807987629421172,3.2834548632303866,0.13855830664147972,0.17505860232094966
42,random,8,C=CC(=O)OCCOC,15,2.8844069634543525,6.217215186225045,0.36049706666536957,0.454037676454346
42,random,8,CC(C)=CCBr,21,1.58125245836046,3.350675573803129,0.19592972338767883,0.2466872315153697
42,random,8,CCCCCCCCCCCCc1cc(Br)sc1Br,21,2.9836174176325874,4.6699019522894005,0.32104082225809416,0.39173160626639847
42,random,8,CCOC(=O)C(Br)C(=O)OCC,35,2.2060006078084315,4.171079680124919,0.25851769620469706,0.4887054080265793
42,random,8,CCOC(=O)c1ccc(OC)cc1,21,2.1914714737543983,2.5874747079516203,0.2109960879402047,0.27181689692276745
42,random,8,COC(=O)C(=O)c1ccccc1,34,4.381671905517578,12.089370514364802,0.6255029508274185,0.8419178833103461
42,random,8,COC(=O)[C@H](O)c1ccccc1,15,10.458090987735325,12.230754413604735,1.0034618801980986,1.53412378958072
42,random,8,COC(=O)c1ccc(Cl)cc1,21,0.9423168189941892,3.353839946928478,0.1567182348131035,0.1718463787961974
42,random,8,COC(=O)c1ccc(I)cc1,20,2.8244428825378414,1.9439789168039951,0.23098669421088192,0.3031074173065151
42,random,8,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,6,8.859066036012438,15.519792148802017,1.0019393052388958,1.6494657539077702
42,random,8,COc1ccc(C)cc1OC,21,3.792273778764028,5.154910325247145,0.3850666343486142,0.6612664790559619
42,random,8,COc1ccc(Cl)cc1,21,0.8493793608650326,1.901323345729282,0.1082330530575421,0.15076487137052164
42,random,8,Cc1cc(C)cc(C#N)c1,21,4.825029059818813,11.9361358793955,0.6482645801177631,0.7205267548867695
42,random,8,Clc1ccc(I)c(Br)c1,21,0.8631703982277523,1.7603752953665597,0.10493133059579643,0.13355496426704075
42,random,8,Clc1ccccc1I,21,0.8480809181455582,1.6954420710366869,0.10209118770270073,0.12736455362073584
42,random,8,O=C1CCCCc2ccccc21,7,3.2894409361339743,3.498187464759463,0.3053537236559686,0.4171742239757096
42,random,8,O=Cc1cc(Cl)ccc1Br,21,0.8193089674389552,1.9769164100525873,0.10860901801166144,0.1301355684553536
42,random,8,O=[P+](Oc1ccccc1)Oc1ccccc1,14,3.8538572657675974,6.9982526574816015,0.4431305655029558,0.8509230534546561
42,random,8,c1ccc2ncccc2c1,15,2.4814886093139656,7.29830909729004,0.3675430530991274,0.5244289780005735
42,coverage,0,BrCCCc1ccccc1,21,0.6144407030135866,0.8547954665289985,0.06296652455809662,0.06909217536960903
42,coverage,0,C=C(c1ccccc1)c1ccccc1,21,0.640236795516241,2.39694641658238,0.10996065248353154,0.14366266144046755
42,coverage,0,C=CC(=O)OCCOC,15,3.29247111691369,6.1678969510396335,0.3841473432014974,0.5210593604858997
42,coverage,0,CC(C)=CCBr,21,2.7003607348790246,5.581105749190801,0.3304456336451689,0.40476355540605813
42,coverage,0,CCCCCCCCCCCCc1cc(Br)sc1Br,21,4.362670957096039,5.232040337153843,0.42242611869254365,0.4621362218128171
42,coverage,0,CCOC(=O)C(Br)C(=O)OCC,35,2.7207987907954623,6.173943066369919,0.34915846397845585,0.46706795182292293
42,coverage,0,CCOC(=O)c1ccc(OC)cc1,21,2.2684271872989714,4.421516227722167,0.26973180034843214,0.3470834871777285
42,coverage,0,COC(=O)C(=O)c1ccccc1,34,3.7627386111839134,9.395671810823329,0.5081151945555309,0.6371305181193625
42,coverage,0,COC(=O)[C@H](O)c1ccccc1,15,9.891347211201985,9.794728974236381,0.8968715653175732,1.3665195200437847
42,coverage,0,COC(=O)c1ccc(Cl)cc1,21,1.3516023862929567,6.290779958452497,0.2683713590896708,0.3778366242218558
42,coverage,0,COC(=O)c1ccc(I)cc1,20,2.8008262030283615,1.8431681887308753,0.226565612398383,0.2745661798346247
42,coverage,0,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,6,8.8295070860121,16.41579621632894,1.0265030025521515,1.6280190222905562
42,coverage,0,COc1ccc(C)cc1OC,21,4.047313086191814,4.033409088376969,0.3677339868841277,0.5692405163444108
42,coverage,0,COc1ccc(Cl)cc1,21,2.0813844400738915,4.5590241840907515,0.262274508345583,0.42775964743711575
42,coverage,0,Cc1cc(C)cc(C#N)c1,21,4.635387743087043,12.259925385126992,0.6461323290637189,0.7580349341403234
42,coverage,0,Clc1ccc(I)c(Br)c1,21,0.9605224359603155,1.463631271180652,0.10218265948486145,0.13137591955418038
42,coverage,0,Clc1ccccc1I,21,1.052385928138854,2.359601876092335,0.13421477469673038,0.16818378175274123
42,coverage,0,O=C1CCCCc2ccccc21,7,2.5667000611623125,3.6314593678429015,0.2648177860705187,0.3729029988840754
42,coverage,0,O=Cc1cc(Cl)ccc1Br,21,0.6794711324903698,2.172441122266981,0.10576382735012747,0.1349687055886029
42,coverage,0,O=[P+](Oc1ccccc1)Oc1ccccc1,14,4.033929685183934,6.471109697932289,0.4386866166961303,0.9228740064547736
42,coverage,0,c1ccc2ncccc2c1,15,2.820642106797961,8.984147690667049,0.4380443786508221,0.6088361477697137
42,coverage,1,BrCCCc1ccccc1,21,0.568559223508078,0.7747998358711365,0.057788686919676396,0.07214890671671573
42,coverage,1,C=C(c1ccccc1)c1ccccc1,21,0.7255461193266368,2.6886853566245428,0.12379851991885688,0.1669382760619865
42,coverage,1,C=CC(=O)OCCOC,15,2.9593021466996934,7.407830479939779,0.4001609122973673,0.526721718099668
42,coverage,1,CC(C)=CCBr,21,1.0473928515873259,2.3661652489314,0.13410087407403676,0.17570595039836268
42,coverage,1,CCCCCCCCCCCCc1cc(Br)sc1Br,21,2.5512355698479547,5.483547655741373,0.31839956320681934,0.3516114986443117
42,coverage,1,CCOC(=O)C(Br)C(=O)OCC,35,2.0391535777137393,4.687537109738304,0.2634605900053927,0.3695868717987867
42,coverage,1,CCOC(=O)c1ccc(OC)cc1,21,1.9115626335144051,2.679751123700823,0.19649425810184185,0.25328207701576066
42,coverage,1,COC(=O)C(=O)c1ccccc1,34,4.431314727839302,9.947470797744453,0.5654904432193165,0.7394348932463439
42,coverage,1,COC(=O)[C@H](O)c1ccccc1,15,9.927487033208212,11.410909351772732,0.9466817269079311,1.3926944071371252
42,coverage,1,COC(=O)c1ccc(Cl)cc1,21,0.9338173033699158,4.712317085266112,0.1961945280777314,0.2343501725908097
42,coverage,1,COC(=O)c1ccc(I)cc1,20,2.5741973193486536,2.294909006754557,0.22592545250618612,0.2889068319843433
42,coverage,1,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,6,9.27722567982144,15.779590755038791,1.0353122840937246,1.65446995347324
42,coverage,1,COc1ccc(C)cc1OC,21,3.6298974960569343,5.945260176582942,0.39834906806511505,0.6647001464748491
42,coverage,1,COc1ccc(Cl)cc1,21,0.6853602099040198,1.2396007023160427,0.0786594444574017,0.09627780484270723
42,coverage,1,Cc1cc(C)cc(C#N)c1,21,8.152684715815951,20.654859948536707,1.1096831598005388,1.3879753803232486
