outer_seed,strategy,round,canonical_smiles,compound_rows,V1_MAE,V2_MAE,normalized_MAE,normalized_RMSE
42,random,0,BrCCCc1ccccc1,21,0.6144407030135866,0.8547954665289985,0.06296652455809662,0.06909217536960903
42,random,0,C=C(c1ccccc1)c1ccccc1,21,0.640236795516241,2.39694641658238,0.10996065248353154,0.14366266144046755
42,random,0,C=CC(=O)OCCOC,15,3.29247111691369,6.1678969510396335,0.3841473432014974,0.5210593604858997
42,random,0,CC(C)=CCBr,21,2.7003607348790246,5.581105749190801,0.3304456336451689,0.40476355540605813
42,random,0,CCCCCCCCCCCCc1cc(Br)sc1Br,21,4.362670957096039,5.232040337153843,0.42242611869254365,0.4621362218128171
42,random,0,CCOC(=O)C(Br)C(=O)OCC,35,2.7207987907954623,6.173943066369919,0.34915846397845585,0.46706795182292293
42,random,0,CCOC(=O)c1ccc(OC)cc1,21,2.2684271872989714,4.421516227722167,0.26973180034843214,0.3470834871777285
42,random,0,COC(=O)C(=O)c1ccccc1,34,3.7627386111839134,9.395671810823329,0.5081151945555309,0.6371305181193625
42,random,0,COC(=O)[C@H](O)c1ccccc1,15,9.891347211201985,9.794728974236381,0.8968715653175732,1.3665195200437847
42,random,0,COC(=O)c1ccc(Cl)cc1,21,1.3516023862929567,6.290779958452497,0.2683713590896708,0.3778366242218558
42,random,0,COC(=O)c1ccc(I)cc1,20,2.8008262030283615,1.8431681887308753,0.226565612398383,0.2745661798346247
42,random,0,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,6,8.8295070860121,16.41579621632894,1.0265030025521515,1.6280190222905562
42,random,0,COc1ccc(C)cc1OC,21,4.047313086191814,4.033409088376969,0.3677339868841277,0.5692405163444108
42,random,0,COc1ccc(Cl)cc1,21,2.0813844400738915,4.5590241840907515,0.262274508345583,0.42775964743711575
42,random,0,Cc1cc(C)cc(C#N)c1,21,4.635387743087043,12.259925385126992,0.6461323290637189,0.7580349341403234
42,random,0,Clc1ccc(I)c(Br)c1,21,0.9605224359603155,1.463631271180652,0.10218265948486145,0.13137591955418038
42,random,0,Clc1ccccc1I,21,1.052385928138854,2.359601876092335,0.13421477469673038,0.16818378175274123
42,random,0,O=C1CCCCc2ccccc21,7,2.5667000611623125,3.6314593678429015,0.2648177860705187,0.3729029988840754
42,random,0,O=Cc1cc(Cl)ccc1Br,21,0.6794711324903698,2.172441122266981,0.10576382735012747,0.1349687055886029
42,random,0,O=[P+](Oc1ccccc1)Oc1ccccc1,14,4.033929685183934,6.471109697932289,0.4386866166961303,0.9228740064547736
42,random,0,c1ccc2ncccc2c1,15,2.820642106797961,8.984147690667049,0.4380443786508221,0.6088361477697137
42,random,1,BrCCCc1ccccc1,21,0.7014752327449737,0.6365733192080543,0.06189516995756006,0.08019872802845966
42,random,1,C=C(c1ccccc1)c1ccccc1,21,0.7797786932142953,2.456627810947478,0.1203019545769225,0.15859150312859693
42,random,1,C=CC(=O)OCCOC,15,4.160443300671048,7.389758396148683,0.4735179994865053,0.6495124670713481
42,random,1,CC(C)=CCBr,21,2.5125386268373524,5.400213164374941,0.3135653785686392,0.40090660884195917
42,random,1,CCCCCCCCCCCCc1cc(Br)sc1Br,21,4.46538788801621,6.554731847369482,0.46769030885496776,0.5229022348355206
42,random,1,CCOC(=O)C(Br)C(=O)OCC,35,2.88917234874907,5.8504124305361795,0.34999003324097266,0.6418784396800115
42,random,1,CCOC(=O)c1ccc(OC)cc1,21,3.357926592751155,4.304156942216177,0.3332977287928165,0.43774913636404605
42,random,1,COC(=O)C(=O)c1ccccc1,34,4.025044957796732,10.518714139975755,0.5573181690955882,0.7239404010581674
42,random,1,COC(=O)[C@H](O)c1ccccc1,15,10.236702086130778,11.014009132385253,0.9540169766649087,1.4477390387247944
42,random,1,COC(=O)c1ccc(Cl)cc1,21,2.3727733248756047,7.877593340192522,0.37791184939618216,0.543724468382788
42,random,1,COC(=O)c1ccc(I)cc1,20,2.3210559002558386,2.411415713628133,0.2137836823049416,0.26603076041579937
42,random,1,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,6,9.309183610810175,17.010694466696844,1.0735269540754038,1.7088496524067893
42,random,1,COc1ccc(C)cc1OC,21,3.23305550832597,2.9012198932587165,0.28430794899274464,0.4592106990259881
42,random,1,COc1ccc(Cl)cc1,21,1.9587913104466035,4.893536818973602,0.2645825156253101,0.43756897704631226
42,random,1,Cc1cc(C)cc(C#N)c1,21,5.813558038075765,14.652228806510808,0.7890477022270358,0.8947123929748307
42,random,1,Clc1ccc(I)c(Br)c1,21,0.8139733526441786,1.567612672230554,0.09622920958715092,0.11868984249583367
42,random,1,Clc1ccccc1I,21,0.9756186757768904,2.5097452860029916,0.13391321173736428,0.16080954650449744
42,random,1,O=C1CCCCc2ccccc21,7,1.993889018467494,2.559363451458158,0.1980139269208106,0.25213138982302186
42,random,1,O=Cc1cc(Cl)ccc1Br,21,0.8517185816689141,2.3085778251526854,0.12036819721099552,0.15102397871184553
42,random,1,O=[P+](Oc1ccccc1)Oc1ccccc1,14,3.853591904186067,6.256652218954904,0.42127847788174366,0.9172679931917592
42,random,1,c1ccc2ncccc2c1,15,3.1979892158508307,8.2233119752672,0.4388550726898499,0.5902378717562966
42,random,2,BrCCCc1ccccc1,21,0.8785369125623552,1.4638819155505016,0.09714663138150983,0.13342534982882256
42,random,2,C=C(c1ccccc1)c1ccccc1,21,1.0252420711375416,3.172914984698095,0.15649227692160225,0.21268011697442296
42,random,2,C=CC(=O)OCCOC,15,3.1555132198064695,5.460377936429448,0.35488999696901236,0.47635968354665953
42,random,2,CC(C)=CCBr,21,2.2345840333000058,4.859225020900604,0.28053785554161603,0.3319707701622795
42,random,2,CCCCCCCCCCCCc1cc(Br)sc1Br,21,4.544923937681781,5.287628156135954,0.4352742971267555,0.516023322266597
42,random,2,CCOC(=O)C(Br)C(=O)OCC,35,3.178800118368208,5.837377413057147,0.3674229234742679,0.6460553500757538
42,random,2,CCOC(=O)c1ccc(OC)cc1,21,3.6992473326978237,5.512677542747014,0.3898781713691316,0.48921478167976984
42,random,2,COC(=O)C(=O)c1ccccc1,34,3.4701921706106145,9.703439682605222,0.4991809059383735,0.6551336144008545
42,random,2,COC(=O)[C@H](O)c1ccccc1,15,9.513646844625473,9.356035758124458,0.8607200804903743,1.3140169634560792
42,random,2,COC(=O)c1ccc(Cl)cc1,21,2.698876901195636,8.306339441310792,0.41059643054630746,0.5528870344751089
42,random,2,COC(=O)c1ccc(I)cc1,20,1.985585760076841,3.419625510722399,0.22283279433219494,0.27848395953572125
42,random,2,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,6,9.057428467462564,16.775515413284303,1.0511153881480237,1.721488934579765
42,random,2,COc1ccc(C)cc1OC,21,2.878031766958652,2.76564033210928,0.2584763470543162,0.43119690964958834
42,random,2,COc1ccc(Cl)cc1,21,2.163511300406286,6.034971030832579,0.3107845498168975,0.4656878675611274
42,random,2,Cc1cc(C)cc(C#N)c1,21,6.706547650836761,15.883506239028206,0.8802345719534191,1.045134101958432
42,random,2,Clc1ccc(I)c(Br)c1,21,1.0406581014631286,2.2493541438383824,0.13024718144485026,0.16346440852814492
42,random,2,Clc1ccccc1I,21,1.2406947169038982,2.990285112609762,0.16436865303919473,0.201270207385975
42,random,2,O=C1CCCCc2ccccc21,7,3.5715905348459875,3.5164636254310606,0.32324851766855545,0.4190036167305292
42,random,2,O=Cc1cc(Cl)ccc1Br,21,0.8027924767030135,2.5451981690254,0.12432554195534622,0.16069819656788206
42,random,2,O=[P+](Oc1ccccc1)Oc1ccccc1,14,3.8843631842262334,6.6847093416876815,0.43577515924413546,0.887772146732823
42,random,2,c1ccc2ncccc2c1,15,3.4431641621059854,10.456560234493681,0.5196932185172702,0.7832156378773096
42,random,3,BrCCCc1ccccc1,21,0.737563896179199,0.9877034489124542,0.07445390789118153,0.09846793362464626
42,random,3,C=C(c1ccccc1)c1ccccc1,21,0.6883601309761167,3.7067225632449925,0.15148619055583146,0.19355137146712725
42,random,3,C=CC(=O)OCCOC,15,3.7860057573848303,5.944773813883464,0.4079378779256234,0.5636799055749678
42,random,3,CC(C)=CCBr,21,1.585720302945092,3.3823829613034695,0.1971381623411955,0.24687377368246907
42,random,3,CCCCCCCCCCCCc1cc(Br)sc1Br,21,3.578664545975034,4.229454010251969,0.3446770475444543,0.4065663244590486
42,random,3,CCOC(=O)C(Br)C(=O)OCC,35,3.0635365050179617,5.445470953441801,0.34879304954087975,0.6127476824440283
42,random,3,CCOC(=O)c1ccc(OC)cc1,21,1.7306533987559969,2.5810048602876203,0.18245797940203579,0.2347739369279594
42,random,3,COC(=O)C(=O)c1ccccc1,34,4.090523301386365,10.17201270122154,0.551137809478844,0.7341094154743484
42,random,3,COC(=O)[C@H](O)c1ccccc1,15,10.289606472518708,10.014251153733994,0.9278344520106492,1.4170679888953315
42,random,3,COC(=O)c1ccc(Cl)cc1,21,2.0501098405747187,6.479988381976172,0.316911703199916,0.43453382705682486
42,random,3,COC(=O)c1ccc(I)cc1,20,2.184634941418966,2.6179612088203426,0.2114731807660996,0.2739742069507904
42,random,3,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,6,9.227154451111954,16.563098592228357,1.0553018002134016,1.7511591014104564
42,random,3,COc1ccc(C)cc1OC,21,3.281402669634137,3.2800360707418315,0.2984359696760988,0.5404589640460608
42,random,3,COc1ccc(Cl)cc1,21,2.8114002545674643,5.374196033250717,0.33118405055237654,0.5457197000222136
42,random,3,Cc1cc(C)cc(C#N)c1,21,4.92229707354591,12.498691056266667,0.6708120390004824,0.7990723425708524
42,random,3,Clc1ccc(I)c(Br)c1,21,0.8569018924047077,1.326080933071318,0.09175830794344651,0.11365821404247392
42,random,3,Clc1ccccc1I,21,1.0329885384393116,1.8710525499449844,0.11863662872686907,0.1445634157956184
42,random,3,O=C1CCCCc2ccccc21,7,3.6516239279792413,3.0539671773002257,0.31455404330364506,0.4082882574400758
42,random,3,O=Cc1cc(Cl)ccc1Br,21,0.9605017117091589,1.9958381211946878,0.11785174078382685,0.1453046146260283
42,random,3,O=[P+](Oc1ccccc1)Oc1ccccc1,14,3.9582254568735755,6.154855403667759,0.4247177820045592,0.8888738496486466
42,random,3,c1ccc2ncccc2c1,15,2.7539460902743875,8.28912141164144,0.41347708828031526,0.5759773565476196
42,random,4,BrCCCc1ccccc1,21,0.7413644268399194,1.492450945919642,0.08954954071910642,0.12090821640819358
42,random,4,C=C(c1ccccc1)c1ccccc1,21,0.4929910576532757,3.9097561142337582,0.14544604034216205,0.20612059417515582
42,random,4,C=CC(=O)OCCOC,15,3.2387259663475882,7.1691314268774455,0.4103216216866913,0.5210387357669326
42,random,4,CC(C)=CCBr,21,1.941370077738686,4.934352060253658,0.2647126022991809,0.3313419136918058
42,random,4,CCCCCCCCCCCCc1cc(Br)sc1Br,21,3.692216066235588,4.5444319755312,0.36093650971400876,0.4454252949446629
42,random,4,CCOC(=O)C(Br)C(=O)OCC,35,2.811156736782619,5.698961993643926,0.340731514485642,0.5684893804881888
42,random,4,CCOC(=O)c1ccc(OC)cc1,21,3.1247997344486302,4.482014997306045,0.3241936067988308,0.3957776733422186
42,random,4,COC(=O)C(=O)c1ccccc1,34,3.8357933184679815,10.605342077741438,0.5482268784641195,0.7340817174485217
42,random,4,COC(=O)[C@H](O)c1ccccc1,15,9.695706791347929,10.860111802490945,0.916205828570011,1.410111139025517
42,random,4,COC(=O)c1ccc(Cl)cc1,21,1.6058471725100565,5.850357664508054,0.27104359819382084,0.3214405150712649
42,random,4,COC(=O)c1ccc(I)cc1,20,1.9936247897148132,3.423070201315859,0.22342874781313204,0.2879315840110277
42,random,4,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,6,8.638189209832086,16.947438715722093,1.0303876626111814,1.661470996883648
42,random,4,COc1ccc(C)cc1OC,21,3.806520219833131,4.507102520999477,0.36686889290383295,0.5919598289535697
42,random,4,COc1ccc(Cl)cc1,21,2.507698336858598,6.775581946678202,0.3537641315575737,0.5523273984692343
42,random,4,Cc1cc(C)cc(C#N)c1,21,5.356367683410646,14.02518578811095,0.7424605322495232,0.8591457671934617
42,random,4,Clc1ccc(I)c(Br)c1,21,0.630683770255437,2.0892635610900703,0.1003135427960035,0.1284709896500924
42,random,4,Clc1ccccc1I,21,0.9251182147434779,2.7824406912969795,0.13883590666834872,0.16991466649507275
42,random,4,O=C1CCCCc2ccccc21,7,3.3719405878157835,3.998635108616768,0.3251639934517831,0.45942744451357964
42,random,4,O=Cc1cc(Cl)ccc1Br,21,0.6998386632828486,2.2577630181641566,0.1095289802062224,0.1493939962029403
42,random,4,O=[P+](Oc1ccccc1)Oc1ccccc1,14,3.6143375101543604,7.431123769925896,0.441141811176549,0.8586392628222845
42,random,4,c1ccc2ncccc2c1,15,4.390425860087077,13.278862757879846,0.6610649961976549,0.8881062706523939
42,random,5,BrCCCc1ccccc1,21,0.7375500096215143,1.1812797512805517,0.08015273527331637,0.09962771527225217
42,random,5,C=C(c1ccccc1)c1ccccc1,21,0.7145106580522326,3.880750662506243,0.15821896433456378,0.2072123193909329
42,random,5,C=CC(=O)OCCOC,15,2.872882089614868,6.93661999490526,0.3809703375542407,0.4674684565563314
42,random,5,CC(C)=CCBr,21,2.500403834335388,5.419180235787043,0.3133773651558087,0.379474200666209
