outer_seed,round0_nrmse,test_unique_compounds,random_aulc,coverage_aulc,ensemble_aulc,hybrid_aulc,coverage_gain_vs_random,ensemble_gain_vs_random,hybrid_gain_vs_random
42,0.5662266601847565,21,0.5961573845787614,0.6759642262682077,0.688669767242972,0.683956472941334,-0.0798068416894463,-0.09251238266421058,-0.08779908836257255
525,0.8387376970964521,23,0.887105238768274,0.8375070544164452,0.8082592032674539,0.83421002330478,0.04959818435182872,0.07884603550082003,0.05289521546349396
1101,0.935932225461468,25,0.8829323890581438,0.8178508763237522,0.9095167650155423,0.7654424979613073,0.06508151273439156,-0.0265843759573986,0.1174898910968365
