outer_seed,strategy,round,labeled_total,unique_compounds,compound_hhi,max_samples_per_compound,delta_test_centroid,delta_u0_centroid,condition_mean_norm,condition_std_mean,condition_min,condition_max
42,random,0,318,156,0.008504410426802738,5,1.9623462169231933,0.8216804549312716,374.2203063964844,24.441448211669922,0.0,1500.0
42,random,1,343,160,0.008202364660983093,6,1.947191759489893,0.7657609379567698,373.9405822753906,24.020538330078125,0.0,1500.0
42,random,2,368,162,0.008019258034026464,6,1.9116556564639537,0.733251641169981,376.508544921875,24.318153381347656,0.0,1500.0
42,random,3,393,165,0.00781487740289675,6,1.911839204428033,0.7272798768883945,374.66229248046875,24.03586769104004,0.0,1500.0
42,random,4,418,169,0.007829491083079601,8,1.791899785058638,0.6203038769337965,371.51727294921875,23.649492263793945,0.0,1500.0
42,random,5,443,171,0.0077401668288755625,8,1.7444723955826658,0.5666675478561761,374.07720947265625,23.700674057006836,0.0,1500.0
42,random,6,468,175,0.007652129447001242,8,1.6994249119596783,0.5081580690872203,375.45684814453125,23.92377471923828,0.0,1500.0
42,random,7,493,176,0.007623977058124082,9,1.7018367324211285,0.4889185249557773,373.1949157714844,23.546018600463867,0.0,1500.0
42,random,8,518,181,0.007423860705713987,10,1.7147221480971453,0.5001247093850385,373.522705078125,23.476051330566406,0.0,1500.0
42,coverage,0,318,156,0.008504410426802738,5,1.9623462169231933,0.8216804549312716,374.2203063964844,24.441448211669922,0.0,1500.0
42,coverage,1,343,159,0.008219364380487721,6,3.4001139061306556,2.2551871637793597,383.3811950683594,27.79721450805664,0.0,2000.0
42,coverage,2,368,162,0.008166942344045369,7,3.765956173242333,2.6139009522170706,394.1965637207031,31.887094497680664,0.0,2000.0
42,coverage,3,393,165,0.008022065536196415,7,4.099838258382099,2.950054352381085,393.51287841796875,31.332244873046875,0.0,2000.0
42,coverage,4,418,168,0.007875277580641469,7,4.249213353869949,3.1024519312773737,396.8294372558594,32.3333625793457,0.0,2000.0
42,coverage,5,443,170,0.0077299756941436645,7,4.368463580622748,3.2264860003633378,396.7729187011719,32.07579040527344,0.0,2000.0
42,coverage,6,468,172,0.007624735188837753,7,4.350282522868983,3.2147091355387807,399.8052673339844,32.41365051269531,0.0,2000.0
42,coverage,7,493,174,0.007451172397335516,7,4.491074693594636,3.3509189553736016,400.25042724609375,32.03532028198242,0.0,2000.0
42,coverage,8,518,175,0.007304601899196494,7,4.450851711387756,3.312931599182468,398.4835205078125,31.633501052856445,0.0,2000.0
42,ensemble,0,318,156,0.008504410426802738,5,1.9623462169231933,0.8216804549312716,374.2203063964844,24.441448211669922,0.0,1500.0
42,ensemble,1,343,159,0.008661357087608054,9,4.0618243265195355,2.9634569318855872,375.44744873046875,24.658437728881836,0.0,1500.0
42,ensemble,2,368,160,0.008698605860113421,9,5.078854586659033,3.9833578665943956,374.4854431152344,24.416067123413086,0.0,1500.0
42,ensemble,3,393,161,0.008980310652707367,9,5.836147946387937,4.745892672483189,370.2398681640625,24.086692810058594,0.0,1500.0
42,ensemble,4,418,163,0.0091229596392024,13,5.916852892954803,4.830023975783644,368.2384033203125,23.957500457763672,0.0,1500.0
42,ensemble,5,443,166,0.009177116826073,13,5.990701916718654,4.913569263374928,363.67901611328125,23.685081481933594,0.0,1500.0
42,ensemble,6,468,168,0.00898531667762437,13,6.321395264411269,5.254751323735847,371.97802734375,27.358842849731445,0.0,2000.0
42,ensemble,7,493,169,0.009064015898028792,13,6.449342978571692,5.389984738119348,372.11480712890625,26.938526153564453,0.0,2000.0
42,ensemble,8,518,171,0.00922765015429108,15,6.930361941796956,5.8726347943395565,372.1362609863281,26.465654373168945,0.0,2000.0
42,hybrid,0,318,156,0.008504410426802738,5,1.9623462169231933,0.8216804549312716,374.2203063964844,24.441448211669922,0.0,1500.0
42,hybrid,1,343,159,0.008202364660983093,6,3.473591602364538,2.3329204965957677,382.72271728515625,27.836639404296875,0.0,2000.0
42,hybrid,2,368,163,0.008034026465028354,6,4.004946367765077,2.866173617917494,386.8643798828125,29.616201400756836,0.0,2000.0
42,hybrid,3,393,166,0.007996167019533956,7,4.074978823923343,2.934625253443159,397.0273742675781,31.11194610595703,0.0,2000.0
42,hybrid,4,418,168,0.007978297200155676,7,4.296035699601532,3.1618600552365743,397.2993469238281,31.477169036865234,0.0,2000.0
42,hybrid,5,443,170,0.007780931367803149,7,4.504451869058468,3.3795002179483227,398.28814697265625,31.36922836303711,0.0,2000.0
42,hybrid,6,468,173,0.007533420994959457,7,4.560381758916861,3.433418796302307,396.3735046386719,31.023359298706055,0.0,2000.0
42,hybrid,7,493,174,0.0073277404967722545,7,4.621301062655573,3.494137251673076,395.84381103515625,30.62087631225586,0.0,2000.0
42,hybrid,8,518,177,0.007155528391049626,7,4.549357968053846,3.412390372155745,396.3718566894531,30.61381721496582,0.0,2000.0
525,random,0,318,148,0.00915707448281318,9,1.4202784069168395,0.5603829629157173,369.7875671386719,24.25799560546875,0.0,1500.0
525,random,1,343,151,0.009001351477700616,9,1.4525862881792413,0.6201232313775922,368.13385009765625,23.926151275634766,0.0,1500.0
525,random,2,368,154,0.008846290170132323,10,1.4873850049877742,0.5963388292993627,367.0625915527344,23.573684692382812,0.0,1500.0
525,random,3,393,158,0.00852708661111435,10,1.535977597492377,0.5212178334354389,364.31072998046875,23.09541893005371,0.0,1500.0
525,random,4,418,162,0.008390375678212497,10,1.5140240381898864,0.5286490478899444,366.82196044921875,23.354843139648438,0.0,1500.0
525,random,5,443,166,0.00808666540976005,10,1.5311851287489049,0.4432486368177398,365.41510009765625,23.086084365844727,0.0,1500.0
525,random,6,468,168,0.007916940609248302,11,1.5070397232769466,0.4473170297860394,368.3830261230469,23.2923526763916,0.0,1500.0
525,random,7,493,172,0.0077391801653164585,11,1.4645943940327073,0.5100149944745084,367.706787109375,22.973180770874023,0.0,1500.0
525,random,8,518,175,0.007647470967934289,11,1.44523290132874,0.49867624168968994,369.8952941894531,23.19577407836914,0.0,1500.0
525,coverage,0,318,148,0.00915707448281318,9,1.4202784069168395,0.5603829629157173,369.7875671386719,24.25799560546875,0.0,1500.0
525,coverage,1,343,153,0.008746355685131194,9,2.0368156113036724,0.9278810021406287,377.0154113769531,25.820472717285156,0.0,1500.0
525,coverage,2,368,157,0.008432774102079394,9,2.526003747402739,1.4467201011918278,385.81536865234375,30.152015686035156,0.0,2000.0
525,coverage,3,393,159,0.008203355152833623,9,2.654739742656247,1.5755717843334627,392.2035217285156,31.41609764099121,0.0,2000.0
525,coverage,4,418,163,0.008035530322108011,9,2.748608147303845,1.6894195984995017,392.5420227050781,31.26726531982422,0.0,2000.0
525,coverage,5,443,165,0.0078115047719988385,9,2.8806540388616715,1.8246570649710285,393.1761169433594,31.09115219116211,0.0,2000.0
525,coverage,6,468,171,0.007496895317408138,9,3.1627416339716694,2.1195112989620295,392.40216064453125,30.65102195739746,0.0,2000.0
525,coverage,7,493,171,0.007426486017222864,9,3.241462340133852,2.1996176786183295,391.5916442871094,30.332183837890625,0.0,2000.0
525,coverage,8,518,172,0.00738659232867727,9,3.300759134745153,2.26522399147377,392.7774353027344,30.25278663635254,0.0,2000.0
525,ensemble,0,318,148,0.00915707448281318,9,1.4202784069168395,0.5603829629157173,369.7875671386719,24.25799560546875,0.0,1500.0
525,ensemble,1,343,151,0.009239347550765411,9,1.8872771540998419,0.9148245682225583,366.99932861328125,23.626840591430664,0.0,1500.0
525,ensemble,2,368,155,0.009097353497164461,9,2.7660972238168275,1.7005695720840335,369.1801452636719,25.76154899597168,0.0,2000.0
525,ensemble,3,393,155,0.009109803236019657,9,3.257330000196954,2.258483746619993,370.50946044921875,26.46173667907715,0.0,2000.0
525,ensemble,4,418,157,0.008756667658707447,9,3.764232567180024,2.8014459589956413,370.6457214355469,26.268394470214844,0.0,2000.0
525,ensemble,5,443,160,0.008575839876891093,9,4.098952943122539,3.1688031000669037,379.1348571777344,28.734249114990234,0.0,2000.0
525,ensemble,6,468,161,0.00851048286945723,9,4.239936480138491,3.311220075435916,376.375732421875,28.18682861328125,0.0,2000.0
525,ensemble,7,493,162,0.008570288295775748,9,4.384158661809962,3.4674287326259203,377.51007080078125,28.05233383178711,0.0,2000.0
525,ensemble,8,518,165,0.008616448770888924,12,4.543952938029947,3.62285221144915,378.1787414550781,28.03727149963379,0.0,2000.0
525,hybrid,0,318,148,0.00915707448281318,9,1.4202784069168395,0.5603829629157173,369.7875671386719,24.25799560546875,0.0,1500.0
525,hybrid,1,343,153,0.008780355124140451,9,1.9873616166467387,0.9113790784693752,375.31121826171875,25.79531478881836,0.0,1500.0
525,hybrid,2,368,154,0.008624763705103969,9,2.3305250513027875,1.2202656385194433,383.0000305175781,30.000335693359375,0.0,2000.0
525,hybrid,3,393,162,0.008319898477814685,9,2.624230264918834,1.530132390049664,388.3026428222656,30.88196563720703,0.0,2000.0
525,hybrid,4,418,165,0.008024083697717545,9,2.8960115972566696,1.829589904509159,387.83636474609375,30.51424217224121,0.0,2000.0
525,hybrid,5,443,167,0.007729975694143665,9,3.15822550907803,2.1206823923887734,387.9643859863281,30.24169921875,0.0,2000.0
525,hybrid,6,468,169,0.007579078091898606,9,3.4040992390482754,2.3721583522718563,389.0126647949219,30.18645477294922,0.0,2000.0
525,hybrid,7,493,174,0.007385342050368443,9,3.37437833304675,2.339079406013411,388.8006896972656,29.90738296508789,0.0,2000.0
525,hybrid,8,518,177,0.007200250443493687,9,3.426645046219532,2.4111403305942085,389.6796875,29.77182960510254,0.0,2000.0
1101,random,0,318,156,0.008820853605474467,10,2.1584328683094274,0.7042294479625522,363.5912780761719,22.974960327148438,0.0,1000.0
1101,random,1,343,161,0.008661357087608054,10,2.1441195483975903,0.6552501861690543,365.31048583984375,23.140766143798828,0.0,1000.0
1101,random,2,368,165,0.008477079395085066,10,2.114991272066972,0.6314241225054854,366.6050109863281,23.27275848388672,0.0,1000.0
