seed,round,representation,group,a,b,score_spearman,top32_overlap,batch_overlap,transferred_batch_relative_regret
157,5,scalar,other,scalar_d256_s2,scalar_d512_s2,0.9946586409203776,0.9375,0.6875,0.0056117146230956
157,5,scalar,other,scalar_d256_s2,scalar_d1024_s2,0.9913497489622785,0.90625,0.53125,0.0105458386240554
157,5,scalar,other,scalar_d256_s2,scalar_d2048_s2,0.9897335360641084,0.875,0.46875,0.007898048196924
157,5,scalar,cross_seed_512,scalar_d512_s0,scalar_d512_s1,0.9903642051867984,0.9375,0.5625,0.002621755262532
157,5,scalar,cross_seed_512,scalar_d512_s0,scalar_d512_s2,0.9920023524235184,0.90625,0.625,0.0072506611869886
157,5,scalar,other,scalar_d512_s0,scalar_d1024_s0,0.9971781016501202,0.9375,0.78125,0.0051797786120517
157,5,scalar,512_vs_2048_same_seed,scalar_d512_s0,scalar_d2048_s0,0.9959284481948142,0.96875,0.75,0.0039189307130203
157,5,scalar,cross_seed_512,scalar_d512_s1,scalar_d512_s2,0.9913041607280536,0.90625,0.46875,0.0065676491990296
157,5,scalar,other,scalar_d512_s1,scalar_d1024_s1,0.9970516164515316,0.96875,0.75,-0.0001863742273638
157,5,scalar,512_vs_2048_same_seed,scalar_d512_s1,scalar_d2048_s1,0.9954020655870428,0.96875,0.6875,0.0003761993804166
157,5,scalar,other,scalar_d512_s2,scalar_d1024_s2,0.99748265245461,0.9375,0.65625,0.0022707989708308
157,5,scalar,512_vs_2048_same_seed,scalar_d512_s2,scalar_d2048_s2,0.9963111221792827,0.90625,0.625,0.0011749868792692
157,5,scalar,other,scalar_d1024_s0,scalar_d1024_s1,0.9949053831783464,0.96875,0.375,0.0042953183158272
157,5,scalar,other,scalar_d1024_s0,scalar_d1024_s2,0.9952550108695416,0.96875,0.65625,0.0044317546784598
157,5,scalar,other,scalar_d1024_s0,scalar_d2048_s0,0.9987952515807946,0.96875,0.6875,0.0013758198754941
157,5,scalar,other,scalar_d1024_s1,scalar_d1024_s2,0.9952365377177972,0.96875,0.40625,0.0006090825129221
157,5,scalar,other,scalar_d1024_s1,scalar_d2048_s1,0.9984822858775616,1.0,0.78125,0.0003189260334413
157,5,scalar,other,scalar_d1024_s2,scalar_d2048_s2,0.9986488159459016,0.96875,0.65625,0.0011596395622665
157,5,scalar,other,scalar_d2048_s0,scalar_d2048_s1,0.9973325086305128,1.0,0.46875,0.0032910336425257
157,5,scalar,other,scalar_d2048_s0,scalar_d2048_s2,0.997393975440221,1.0,0.53125,0.0036787368440183
157,5,scalar,other,scalar_d2048_s1,scalar_d2048_s2,0.997634375517448,1.0,0.46875,0.002554032216666
157,5,block,cross_seed_512,block_d512_s0,block_d512_s1,0.9947096978928192,0.84375,0.4375,0.0071423308118003
157,5,block,cross_seed_512,block_d512_s0,block_d512_s2,0.9956983460154688,0.9375,0.5,0.0046522109186412
157,5,block,cross_seed_512,block_d512_s1,block_d512_s2,0.9945745276694594,0.90625,0.53125,0.0079271079777592
157,10,scalar,other,scalar_d256_s0,scalar_d256_s1,0.966932065147288,0.625,0.5625,0.0327066195384672
157,10,scalar,other,scalar_d256_s0,scalar_d256_s2,0.9715530411168912,0.78125,0.5625,0.0320011607799279
157,10,scalar,other,scalar_d256_s0,scalar_d512_s0,0.9894008778958606,0.84375,0.75,0.0175393054910053
157,10,scalar,other,scalar_d256_s0,scalar_d1024_s0,0.9820557566829132,0.875,0.65625,0.0261451308198952
157,10,scalar,other,scalar_d256_s0,scalar_d2048_s0,0.9796114977771092,0.8125,0.53125,0.0304860717715469
157,10,scalar,other,scalar_d256_s1,scalar_d256_s2,0.972060547191623,0.71875,0.53125,0.0175636577549059
157,10,scalar,other,scalar_d256_s1,scalar_d512_s1,0.9858445835468336,0.84375,0.6875,0.014815376335433
157,10,scalar,other,scalar_d256_s1,scalar_d1024_s1,0.9789153833233302,0.65625,0.53125,0.0231513932391554
157,10,scalar,other,scalar_d256_s1,scalar_d2048_s1,0.9735215468553268,0.65625,0.4375,0.0305045597728863
157,10,scalar,other,scalar_d256_s2,scalar_d512_s2,0.9890892630459578,0.84375,0.75,0.0087509620017387
157,10,scalar,other,scalar_d256_s2,scalar_d1024_s2,0.9829272599277676,0.84375,0.65625,0.0189118387886614
157,10,scalar,other,scalar_d256_s2,scalar_d2048_s2,0.9798761647621864,0.78125,0.53125,0.01834739645901
157,10,scalar,cross_seed_512,scalar_d512_s0,scalar_d512_s1,0.982317872826704,0.8125,0.46875,0.0236509068796488
157,10,scalar,cross_seed_512,scalar_d512_s0,scalar_d512_s2,0.9849229467003532,0.8125,0.65625,0.0160901162639003
157,10,scalar,other,scalar_d512_s0,scalar_d1024_s0,0.994917947895874,0.96875,0.78125,0.0035230791728235
157,10,scalar,512_vs_2048_same_seed,scalar_d512_s0,scalar_d2048_s0,0.9925598465006046,0.875,0.65625,0.0099988908383588
157,10,scalar,cross_seed_512,scalar_d512_s1,scalar_d512_s2,0.985686127387839,0.84375,0.53125,0.0105166083030159
157,10,scalar,other,scalar_d512_s1,scalar_d1024_s1,0.9953195759173442,0.8125,0.625,0.0032685330713889
157,10,scalar,512_vs_2048_same_seed,scalar_d512_s1,scalar_d2048_s1,0.9919508509705676,0.8125,0.5625,0.0046965861292475
157,10,scalar,other,scalar_d512_s2,scalar_d1024_s2,0.9949481726754138,0.875,0.6875,0.005465796311537
157,10,scalar,512_vs_2048_same_seed,scalar_d512_s2,scalar_d2048_s2,0.9920861099865728,0.78125,0.625,0.006786813505891
157,10,scalar,other,scalar_d1024_s0,scalar_d1024_s1,0.9914718057292184,0.90625,0.625,0.0092479971623481
157,10,scalar,other,scalar_d1024_s0,scalar_d1024_s2,0.992024552018773,0.90625,0.4375,0.0068937168806524
157,10,scalar,other,scalar_d1024_s0,scalar_d2048_s0,0.9975700052885792,0.90625,0.625,0.0029481159420739
157,10,scalar,other,scalar_d1024_s1,scalar_d1024_s2,0.992015838625168,0.90625,0.4375,0.0049367038158352
157,10,scalar,other,scalar_d1024_s1,scalar_d2048_s1,0.9974158570363876,1.0,0.75,0.0009465128052919
157,10,scalar,other,scalar_d1024_s2,scalar_d2048_s2,0.9977104860856196,0.90625,0.53125,0.0010851079155516
157,10,scalar,other,scalar_d2048_s0,scalar_d2048_s1,0.9957009861133944,1.0,0.53125,0.0028022413029057
157,10,scalar,other,scalar_d2048_s0,scalar_d2048_s2,0.9956861376900352,0.84375,0.59375,0.0018473133921667
157,10,scalar,other,scalar_d2048_s1,scalar_d2048_s2,0.9963023216134184,0.84375,0.4375,0.0027320281962695
157,10,block,cross_seed_512,block_d512_s0,block_d512_s1,0.9909447767738117,0.84375,0.6875,0.0077783511720704
157,10,block,cross_seed_512,block_d512_s0,block_d512_s2,0.9899561312408042,0.84375,0.78125,0.0068910004364525
157,10,block,cross_seed_512,block_d512_s1,block_d512_s2,0.9909311224544288,0.96875,0.6875,0.0072322228013463
157,15,scalar,other,scalar_d256_s0,scalar_d256_s1,0.965590692688551,0.625,0.5625,0.0304891140530304
157,15,scalar,other,scalar_d256_s0,scalar_d256_s2,0.9680893422950662,0.84375,0.46875,0.0258645304804416
157,15,scalar,other,scalar_d256_s0,scalar_d512_s0,0.986389562540774,0.875,0.71875,0.0181953030844319
157,15,scalar,other,scalar_d256_s0,scalar_d1024_s0,0.9777481158601348,0.8125,0.53125,0.0183657023291892
157,15,scalar,other,scalar_d256_s0,scalar_d2048_s0,0.9738698919481386,0.875,0.5625,0.0251609328709042
157,15,scalar,other,scalar_d256_s1,scalar_d256_s2,0.9678583753610368,0.59375,0.5,0.0314760055333262
157,15,scalar,other,scalar_d256_s1,scalar_d512_s1,0.9863348383191634,0.65625,0.65625,0.0237584371150614
157,15,scalar,other,scalar_d256_s1,scalar_d1024_s1,0.9774221192191984,0.5625,0.65625,0.0295414916367215
157,15,scalar,other,scalar_d256_s1,scalar_d2048_s1,0.9703506614584562,0.65625,0.65625,0.0298679601107198
157,15,scalar,other,scalar_d256_s2,scalar_d512_s2,0.9877269266729836,0.8125,0.6875,0.0054453545271768
157,15,scalar,other,scalar_d256_s2,scalar_d1024_s2,0.9771442274259364,0.8125,0.53125,0.0189278284044498
157,15,scalar,other,scalar_d256_s2,scalar_d2048_s2,0.9708255225213172,0.8125,0.59375,0.0179452437709977
157,15,scalar,cross_seed_512,scalar_d512_s0,scalar_d512_s1,0.9791414188194042,0.875,0.5,0.0167729811543978
157,15,scalar,cross_seed_512,scalar_d512_s0,scalar_d512_s2,0.9822869105465148,0.84375,0.46875,0.0205301125700625
157,15,scalar,other,scalar_d512_s0,scalar_d1024_s0,0.9938394316076048,0.9375,0.6875,0.0025851934618155
157,15,scalar,512_vs_2048_same_seed,scalar_d512_s0,scalar_d2048_s0,0.990356483504871,0.9375,0.65625,0.011595023379323
157,15,scalar,cross_seed_512,scalar_d512_s1,scalar_d512_s2,0.9809275984787827,0.90625,0.5,0.0139563906154581
157,15,scalar,other,scalar_d512_s1,scalar_d1024_s1,0.993512366354687,0.90625,0.71875,0.0031430154944447
157,15,scalar,512_vs_2048_same_seed,scalar_d512_s1,scalar_d2048_s1,0.989175544600628,0.9375,0.53125,0.0035857011923622
157,15,scalar,other,scalar_d512_s2,scalar_d1024_s2,0.9937828470980936,1.0,0.6875,0.0038224039941065
157,15,scalar,512_vs_2048_same_seed,scalar_d512_s2,scalar_d2048_s2,0.9889330246164992,0.96875,0.625,0.0054413872652865
157,15,scalar,other,scalar_d1024_s0,scalar_d1024_s1,0.9892923295918836,0.875,0.46875,0.0066263021340488
157,15,scalar,other,scalar_d1024_s0,scalar_d1024_s2,0.9904772607401848,0.8125,0.5625,0.0071463025010974
157,15,scalar,other,scalar_d1024_s0,scalar_d2048_s0,0.9975650471930226,0.875,0.6875,0.00532628501846
157,15,scalar,other,scalar_d1024_s1,scalar_d1024_s2,0.9915876230908508,0.90625,0.5625,0.00189806855414
157,15,scalar,other,scalar_d1024_s1,scalar_d2048_s1,0.9969597936446448,0.84375,0.75,0.0008212425196336
157,15,scalar,other,scalar_d1024_s2,scalar_d2048_s2,0.996743168687478,0.96875,0.71875,0.0005924269321926
157,15,scalar,other,scalar_d2048_s0,scalar_d2048_s1,0.9942196174116176,0.9375,0.59375,2.0480884401179573e-05
157,15,scalar,other,scalar_d2048_s0,scalar_d2048_s2,0.994533063129576,0.875,0.71875,0.0023065961842398
157,15,scalar,other,scalar_d2048_s1,scalar_d2048_s2,0.9949813007032235,0.8125,0.75,0.0027233267814932
157,15,block,cross_seed_512,block_d512_s0,block_d512_s1,0.9866521566267396,0.8125,0.5625,0.018375870454108
157,15,block,cross_seed_512,block_d512_s0,block_d512_s2,0.9892743099342084,0.9375,0.75,0.0045104195535299
157,15,block,cross_seed_512,block_d512_s1,block_d512_s2,0.9877176071724344,0.78125,0.5625,0.0113263117204067
157,20,scalar,other,scalar_d256_s0,scalar_d256_s1,0.9632338376870188,0.84375,0.5625,0.0264420384223545
157,20,scalar,other,scalar_d256_s0,scalar_d256_s2,0.9564939523029056,0.84375,0.53125,0.018463477147367
157,20,scalar,other,scalar_d256_s0,scalar_d512_s0,0.9846796122906122,1.0,0.71875,0.0057210435049089
157,20,scalar,other,scalar_d256_s0,scalar_d1024_s0,0.9781964355683024,0.8125,0.65625,0.0069660150066694
157,20,scalar,other,scalar_d256_s0,scalar_d2048_s0,0.9747772055206686,0.8125,0.71875,0.0060520507346648
157,20,scalar,other,scalar_d256_s1,scalar_d256_s2,0.9668346478090636,0.8125,0.65625,0.0080292268344639
157,20,scalar,other,scalar_d256_s1,scalar_d512_s1,0.98683015630559,0.875,0.6875,0.008624175105481
157,20,scalar,other,scalar_d256_s1,scalar_d1024_s1,0.97422655977752,0.875,0.65625,0.0149174662390195
157,20,scalar,other,scalar_d256_s1,scalar_d2048_s1,0.9682977678612472,0.875,0.53125,0.017257284099304
157,20,scalar,other,scalar_d256_s2,scalar_d512_s2,0.9832271898073256,0.875,0.75,0.0142106711402949
157,20,scalar,other,scalar_d256_s2,scalar_d1024_s2,0.97209654120164,0.84375,0.71875,0.0188694583230037
157,20,scalar,other,scalar_d256_s2,scalar_d2048_s2,0.9667185828980976,0.78125,0.5625,0.0245262462626432
157,20,scalar,cross_seed_512,scalar_d512_s0,scalar_d512_s1,0.9796672463596438,0.8125,0.59375,0.0050108102819925
157,20,scalar,cross_seed_512,scalar_d512_s0,scalar_d512_s2,0.9772173894439806,0.84375,0.59375,0.0073173478504726
157,20,scalar,other,scalar_d512_s0,scalar_d1024_s0,0.9924429506694734,0.8125,0.78125,0.0035817440503199
157,20,scalar,512_vs_2048_same_seed,scalar_d512_s0,scalar_d2048_s0,0.9888251800481928,0.8125,0.71875,0.0023188490204179
157,20,scalar,cross_seed_512,scalar_d512_s1,scalar_d512_s2,0.9796306007940224,0.90625,0.5625,0.0089511454888466
157,20,scalar,other,scalar_d512_s1,scalar_d1024_s1,0.9915874934037444,1.0,0.84375,0.0039507932692415
157,20,scalar,512_vs_2048_same_seed,scalar_d512_s1,scalar_d2048_s1,0.9869636197726694,1.0,0.65625,0.0065847733299773
157,20,scalar,other,scalar_d512_s2,scalar_d1024_s2,0.9919517212016512,0.96875,0.78125,0.001832844496662
157,20,scalar,512_vs_2048_same_seed,scalar_d512_s2,scalar_d2048_s2,0.988149134566974,0.90625,0.6875,0.0043063223648352
157,20,scalar,other,scalar_d1024_s0,scalar_d1024_s1,0.9897435424648408,1.0,0.5625,0.0057333512098327
157,20,scalar,other,scalar_d1024_s0,scalar_d1024_s2,0.987481142733958,0.9375,0.65625,0.0045323009366934
157,20,scalar,other,scalar_d1024_s0,scalar_d2048_s0,0.9967431726664808,1.0,0.875,0.0008390205046098
157,20,scalar,other,scalar_d1024_s1,scalar_d1024_s2,0.9863294756231668,0.9375,0.53125,0.0042600800720323
157,20,scalar,other,scalar_d1024_s1,scalar_d2048_s1,0.9962705496187152,1.0,0.71875,0.0014187376921912
157,20,scalar,other,scalar_d1024_s2,scalar_d2048_s2,0.9964045198754458,0.9375,0.78125,0.0007018005104281
157,20,scalar,other,scalar_d2048_s0,scalar_d2048_s1,0.9946002644044414,1.0,0.71875,0.0022574059874255
157,20,scalar,other,scalar_d2048_s0,scalar_d2048_s2,0.9941129077993074,1.0,0.78125,0.0035391186388594
157,20,scalar,other,scalar_d2048_s1,scalar_d2048_s2,0.9937810274775736,1.0,0.71875,0.0016699278368731
157,20,block,cross_seed_512,block_d512_s0,block_d512_s1,0.9904567192232812,0.90625,0.6875,0.0099378914457208
157,20,block,cross_seed_512,block_d512_s0,block_d512_s2,0.9891473067311212,0.9375,0.625,0.0125567923486339
157,20,block,cross_seed_512,block_d512_s1,block_d512_s2,0.9879434650300396,0.96875,0.65625,0.0108218686089817
887,1,scalar,other,scalar_d256_s0,scalar_d256_s1,0.9914516634226204,0.9375,0.5,0.0212377844534241
887,1,scalar,other,scalar_d256_s0,scalar_d256_s2,0.990230997305047,0.78125,0.25,0.026677074366599
887,1,scalar,other,scalar_d256_s0,scalar_d512_s0,0.9977037474553117,0.90625,0.65625,0.0045328376232893
887,1,scalar,other,scalar_d256_s0,scalar_d1024_s0,0.9963176339479454,0.84375,0.59375,0.0030304525089934
887,1,scalar,other,scalar_d256_s0,scalar_d2048_s0,0.9957793363988102,0.84375,0.625,0.0048382666999139
887,1,scalar,other,scalar_d256_s1,scalar_d256_s2,0.9908208830204506,0.8125,0.4375,0.014747444946735
887,1,scalar,other,scalar_d256_s1,scalar_d512_s1,0.9974024019987556,0.96875,0.65625,0.0011207284310553
887,1,scalar,other,scalar_d256_s1,scalar_d1024_s1,0.9961797908169971,0.90625,0.59375,0.0048496608390466
887,1,scalar,other,scalar_d256_s1,scalar_d2048_s1,0.9954421262605272,0.90625,0.5625,0.0073752268096726
887,1,scalar,other,scalar_d256_s2,scalar_d512_s2,0.997110771734982,0.84375,0.65625,9.735741861375883e-05
887,1,scalar,other,scalar_d256_s2,scalar_d1024_s2,0.9959833568283428,0.90625,0.4375,0.003544394527841
887,1,scalar,other,scalar_d256_s2,scalar_d2048_s2,0.9950132320115438,0.84375,0.46875,0.0023844156882147
887,1,scalar,cross_seed_512,scalar_d512_s0,scalar_d512_s1,0.9963088505444916,0.875,0.5625,0.0100571754570625
887,1,scalar,cross_seed_512,scalar_d512_s0,scalar_d512_s2,0.9954430147750544,0.875,0.5,0.0079323757779653
887,1,scalar,other,scalar_d512_s0,scalar_d1024_s0,0.9988834327968874,0.9375,0.8125,0.0016753370670379
887,1,scalar,512_vs_2048_same_seed,scalar_d512_s0,scalar_d2048_s0,0.998304974391119,0.9375,0.6875,0.0024441436846502
887,1,scalar,cross_seed_512,scalar_d512_s1,scalar_d512_s2,0.9957931617769288,0.9375,0.53125,0.0103994923427915
887,1,scalar,other,scalar_d512_s1,scalar_d1024_s1,0.9988101174580204,0.90625,0.6875,0.0011215588579245
887,1,scalar,512_vs_2048_same_seed,scalar_d512_s1,scalar_d2048_s1,0.9984410331270892,0.9375,0.5625,0.0040018667976837
887,1,scalar,other,scalar_d512_s2,scalar_d1024_s2,0.9987495313557748,0.875,0.71875,0.0015721063208031
887,1,scalar,512_vs_2048_same_seed,scalar_d512_s2,scalar_d2048_s2,0.9981089317171532,0.9375,0.625,0.0022536472478033
887,1,scalar,other,scalar_d1024_s0,scalar_d1024_s1,0.9975118195703844,0.9375,0.375,0.0054294204749593
887,1,scalar,other,scalar_d1024_s0,scalar_d1024_s2,0.9977256458856324,0.9375,0.53125,0.004538316745313
887,1,scalar,other,scalar_d1024_s0,scalar_d2048_s0,0.9991488749006172,1.0,0.75,0.0010535566794265
887,1,scalar,other,scalar_d1024_s1,scalar_d1024_s2,0.9980264471845866,0.875,0.40625,0.0028325922047715
887,1,scalar,other,scalar_d1024_s1,scalar_d2048_s1,0.999379628568536,0.9375,0.65625,0.0014199874359545
887,1,scalar,other,scalar_d1024_s2,scalar_d2048_s2,0.9994121725998564,0.9375,0.78125,0.0012277868714662
887,1,scalar,other,scalar_d2048_s0,scalar_d2048_s1,0.998830919286474,1.0,0.46875,0.0048177497283041
887,1,scalar,other,scalar_d2048_s0,scalar_d2048_s2,0.9989670166935426,0.9375,0.53125,0.003525432550911
887,1,scalar,other,scalar_d2048_s1,scalar_d2048_s2,0.9988037730959992,0.9375,0.5625,8.132554577524092e-05
887,1,block,cross_seed_512,block_d512_s0,block_d512_s1,0.9964248983680484,0.96875,0.59375,0.0014776383508249
887,1,block,cross_seed_512,block_d512_s0,block_d512_s2,0.9969704854192688,0.90625,0.5625,0.0070954325983709
887,1,block,cross_seed_512,block_d512_s1,block_d512_s2,0.9973152460895528,0.9375,0.53125,0.0047461497143985
887,5,scalar,other,scalar_d256_s0,scalar_d256_s1,0.983024734769978,0.9375,0.6875,0.0082691266283447
887,5,scalar,other,scalar_d256_s0,scalar_d256_s2,0.9822839792994078,0.78125,0.5625,0.0063508694034315
887,5,scalar,other,scalar_d256_s0,scalar_d512_s0,0.9944374917414484,0.78125,0.75,0.0083968583122182
887,5,scalar,other,scalar_d256_s0,scalar_d1024_s0,0.9911448356954532,0.78125,0.71875,0.0053926323064297
887,5,scalar,other,scalar_d256_s0,scalar_d2048_s0,0.9905197272745376,0.78125,0.71875,0.0097261108432574
887,5,scalar,other,scalar_d256_s1,scalar_d256_s2,0.9798570635154672,0.8125,0.65625,0.0029485229406728
887,5,scalar,other,scalar_d256_s1,scalar_d512_s1,0.9939612117267624,1.0,0.71875,0.0028845903418926
887,5,scalar,other,scalar_d256_s1,scalar_d1024_s1,0.991387587552944,0.8125,0.6875,0.0078340479823942
887,5,scalar,other,scalar_d256_s1,scalar_d2048_s1,0.9899861926288522,0.8125,0.75,0.0052114624695832
887,5,scalar,other,scalar_d256_s2,scalar_d512_s2,0.9939620657244252,0.9375,0.78125,1.9090375393527438e-07
887,5,scalar,other,scalar_d256_s2,scalar_d1024_s2,0.9903113345020912,0.9375,0.8125,0.0046601236322906
887,5,scalar,other,scalar_d256_s2,scalar_d2048_s2,0.988797143041159,0.96875,0.78125,0.0083267049460727
887,5,scalar,cross_seed_512,scalar_d512_s0,scalar_d512_s1,0.992033421577446,0.75,0.625,9.807595437246728e-05
887,5,scalar,cross_seed_512,scalar_d512_s0,scalar_d512_s2,0.9908195471973849,0.9375,0.65625,0.0020451963051926
887,5,scalar,other,scalar_d512_s0,scalar_d1024_s0,0.997143280068026,0.9375,0.78125,0.0016074487392598
887,5,scalar,512_vs_2048_same_seed,scalar_d512_s0,scalar_d2048_s0,0.99610163100247,0.9375,0.8125,0.0031907223422088
887,5,scalar,cross_seed_512,scalar_d512_s1,scalar_d512_s2,0.9909489633170492,0.8125,0.65625,0.0025862730862869
887,5,scalar,other,scalar_d512_s1,scalar_d1024_s1,0.997840185780449,0.8125,0.8125,0.0020472511191263
887,5,scalar,512_vs_2048_same_seed,scalar_d512_s1,scalar_d2048_s1,0.9968148719821872,0.8125,0.78125,0.000408651101379
887,5,scalar,other,scalar_d512_s2,scalar_d1024_s2,0.997264763206324,1.0,0.84375,0.001468299423782
887,5,scalar,512_vs_2048_same_seed,scalar_d512_s2,scalar_d2048_s2,0.9958960640425976,0.96875,0.6875,0.0020631409063164
887,5,scalar,other,scalar_d1024_s0,scalar_d1024_s1,0.9952729768370734,1.0,0.59375,0.0011471962887123
887,5,scalar,other,scalar_d1024_s0,scalar_d1024_s2,0.9951067825854472,0.9375,0.5625,0.0004425648007229
887,5,scalar,other,scalar_d1024_s0,scalar_d2048_s0,0.998670435476248,1.0,0.84375,0.0008486800110284
887,5,scalar,other,scalar_d1024_s1,scalar_d1024_s2,0.9949894059934488,0.9375,0.5625,0.0025594714174823
887,5,scalar,other,scalar_d1024_s1,scalar_d2048_s1,0.9988038246558084,1.0,0.84375,2.1774491844876352e-05
887,5,scalar,other,scalar_d1024_s2,scalar_d2048_s2,0.9986009374092176,0.96875,0.8125,0.0001183953177088
887,5,scalar,other,scalar_d2048_s0,scalar_d2048_s1,0.9978927347529424,1.0,0.71875,0.0003349141594962
887,5,scalar,other,scalar_d2048_s0,scalar_d2048_s2,0.9978654835561378,0.96875,0.65625,3.9112776376171686e-05
887,5,scalar,other,scalar_d2048_s1,scalar_d2048_s2,0.9978025888618044,0.96875,0.75,0.00027504948444
887,5,block,cross_seed_512,block_d512_s0,block_d512_s1,0.9948255897968524,0.90625,0.71875,0.004059690616261
887,5,block,cross_seed_512,block_d512_s0,block_d512_s2,0.9938452346398572,0.90625,0.71875,0.0030512112724799
887,5,block,cross_seed_512,block_d512_s1,block_d512_s2,0.9937645147807688,0.96875,0.65625,0.0066066740134622
887,10,scalar,other,scalar_d256_s0,scalar_d256_s1,0.9818878776005104,0.78125,0.53125,0.0156337783047749
