seed,round,representation,dimension,map_index,effective_rank,participation_rank,numerical_rank,top_eigenvalue_fraction,positive_spectrum_condition,raw_rank_deficient,precision_condition,reference_rows,outputs,feature_dimension,raw_mean_squared_norm,initial_risk,final_risk,endpoint_final_risk,direct_factor_max_error,elapsed_seconds,lcmd_overlap,lcmd_risk_same_surrogate
887,1,scalar,512,2,11.13358582124202,3.8280066278945695,512,0.4895589672173308,372317.5215787148,False,339.25993210402544,3330,1,512,24869.723240160583,0.1078010599741696,0.0909533295648824,[0.09095332956488249],2.7408630920433552e-15,0.8867200829554349,0.25,0.0938172062014632
887,1,scalar,1024,0,11.010384039967606,3.620165585633299,1024,0.5071253255360781,16667977.956336891,False,351.3343702323207,3330,1,1024,24718.588221572405,0.1112561363754211,0.0942576791050757,[0.0942576791050757],2.706168622523819e-15,2.3005797090008855,0.3125,0.0971190514431942
887,1,scalar,1024,1,10.38647426370517,3.4356216109785818,1024,0.5226922058574495,17683432.290334214,False,361.9393931718544,3330,1,1024,25532.324155264378,0.108847043467173,0.0923375922429947,[0.09233759224299472],2.9455604622086184e-15,2.3923307090299204,0.21875,0.0953377001177329
887,1,scalar,1024,2,10.5379805826179,3.5432551685683182,1024,0.5124702652081555,18192325.964319132,False,354.7703010596347,3330,1,1024,25920.09361392866,0.1082597555980081,0.0916938313006535,[0.09169383130065357],3.608224830031759e-15,2.6112679590005428,0.21875,0.0940465225465691
887,1,scalar,2048,0,11.256283941440737,3.674729016414498,1373,0.5027152983680413,891199174791.0306,True,349.5313577818605,3330,1,2048,24653.16400804504,0.1126603729734799,0.095720989795868,[0.09572098979586802],1.7867651802561113e-15,10.849309333018027,0.3125,0.0982840774823841
887,1,scalar,2048,1,10.873574189743518,3.5608611202210496,1373,0.5120209183525043,949004631615.608,True,357.5180043732899,3330,1,2048,25197.472908637057,0.1110847034871192,0.0943974313777738,[0.09439743137777389],3.193625919273302e-15,10.866795249981806,0.28125,0.0971972169401643
887,1,scalar,2048,2,11.243889071271576,3.709732577119519,1374,0.4993068974312159,990694180548.0356,True,345.799246501596,3330,1,2048,24790.59360399577,0.1123377314162001,0.0952604894271065,[0.09526048942710653],2.1788126858268697e-15,10.837434833985752,0.28125,0.0981291967128471
887,1,block,512,0,11.346779060897838,3.8477716589282305,512,0.4889285187256728,249008.4652137079,False,343.4162192688127,3330,2,512,24898.91078270132,0.1065421625672874,0.0901502548677624,"[0.04672705020377437, 0.043423204663988024]",2.2915697117653618e-15,2.7025337090017274,0.28125,0.0933738294964577
887,1,block,512,1,11.278563795563338,3.797029227433081,512,0.4925339704150169,241243.43842881976,False,343.6142704000834,3330,2,512,24633.488284572013,0.1074793557340738,0.0909063699343805,"[0.04716346720731674, 0.04374290272706384]",2.725250580759564e-15,2.266332042054273,0.21875,0.0937840332816574
887,1,block,512,2,11.271254098847734,3.7905928938025384,512,0.4940353536343886,258404.73795741712,False,341.4385369277124,3330,2,512,25098.440186455748,0.1070253578359218,0.0902598671594425,"[0.0466947644491744, 0.04356510271026814]",2.5587171270657905e-15,2.4221876669907942,0.1875,0.0935555369154617
887,5,scalar,256,0,13.776538580407983,4.361373019054711,256,0.4602400852919051,28557.19645425089,False,774.2778324273088,3330,1,256,29796.72773528224,0.0745406616135706,0.0690502669067633,[0.06905026690676334],4.642120021713936e-15,0.3527964589884504,0.09375,0.0715145958165203
887,5,scalar,256,1,14.889591442113664,4.8369843693050525,256,0.4323724206879178,26679.922903881004,False,721.0813851276059,3330,1,256,29339.981340266375,0.0754079576273082,0.0697507251233192,[0.06975072512331926],4.595282487862562e-15,0.3536380419973284,0.09375,0.0723439768370583
887,5,scalar,256,2,13.609439159848746,4.253598295126161,256,0.4675768798691262,28192.510391398515,False,786.3427001737505,3330,1,256,29836.222766509527,0.0748951334787164,0.0691090850095663,[0.0691090850095663],5.016820292524926e-15,0.3488529160385951,0.1875,0.0714749180794487
887,5,scalar,512,0,15.889372996471431,4.9155375166483015,512,0.4287915757545091,253046.24578502227,False,731.5897668540294,3330,1,512,28725.09544389239,0.0831115238792398,0.07738962972162,[0.07738962972162004],5.582340145693365e-15,0.8581118750153109,0.1875,0.0797293638421882
887,5,scalar,512,1,15.749048096566302,4.876067269544699,512,0.4305956124305869,249708.21641385503,False,725.964513833816,3330,1,512,29115.11013444069,0.0826662284212615,0.0769275911064128,[0.07692759110641281],5.277028813921447e-15,0.8540889590512961,0.0625,0.079554694674764
887,5,scalar,512,2,14.365074415615254,4.337435849311802,512,0.4622358630466947,286008.285413377,False,784.561796284403,3330,1,512,30069.348650542357,0.0813387196898779,0.0756549858147785,[0.0756549858147785],3.769554113297602e-15,0.8417472909204662,0.1875,0.0780449005286998
