,lcmd_overlap,lcmd_overlap,lcmd_overlap,ivr_overlap,ivr_overlap,ivr_overlap
,mean,median,min,mean,median,min
group,,,,,,
512_vs_2048_same_seed,0.47791666666666666,0.46875,0.1875,0.6870833333333334,0.6875,0.5
cross_seed_512,0.33666666666666667,0.3125,0.15625,0.5766666666666667,0.59375,0.3125
