canonical_smiles,loading solvent,V/ul,Volume of loading solvent/ul,Flow mL/min,column_specs,left_ea_fraction,right_ea_fraction,delta_ea_fraction,group_unique_ea,left_n,right_n,V1_abs_gradient,V2_abs_gradient,V1_signed_gradient,V2_signed_gradient
BrCCCc1ccccc1,PE,50.0,300,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,4.234999999999984,4.0425000000000155,-4.234999999999984,-4.0425000000000155
BrCCCc1ccccc1,PE,50.0,300,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,3.3000000000000007,3.7399999999999873,-3.3000000000000007,-3.7399999999999873
BrCCCc1ccccc1,PE,50.0,300,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,0.8000000000000025,3.450000000000001,-0.8000000000000025,-3.450000000000001
BrCCCc1ccccc1,PE,50.0,300,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,0.9499999999999992,3.8999999999999964,-0.9499999999999992,3.8999999999999964
BrCCCc1ccccc1,PE,50.0,300,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,0.38333333333333286,0.8166666666666664,0.38333333333333286,-0.8166666666666664
BrCCCc1ccccc1,PE,100.0,300,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,8.330000000000004,15.172499999999964,-8.330000000000004,-15.172499999999964
BrCCCc1ccccc1,PE,100.0,300,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,5.967499999999989,7.122500000000005,-5.967499999999989,-7.122500000000005
BrCCCc1ccccc1,PE,100.0,300,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,3.96000000000001,10.120000000000012,-3.96000000000001,-10.120000000000012
BrCCCc1ccccc1,PE,100.0,300,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,1.049999999999999,1.3000000000000007,-1.049999999999999,-1.3000000000000007
BrCCCc1ccccc1,PE,100.0,300,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,0.799999999999997,4.149999999999992,-0.799999999999997,-4.149999999999992
BrCCCc1ccccc1,PE,100.0,300,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,3.366666666666667,1.450000000000001,-3.366666666666667,-1.450000000000001
BrCCCc1ccccc1,PE,150.0,300,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,11.007499999999977,33.61749999999999,-11.007499999999977,-33.61749999999999
BrCCCc1ccccc1,PE,150.0,300,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,7.315000000000015,1.1550000000000162,-7.315000000000015,-1.1550000000000162
BrCCCc1ccccc1,PE,150.0,300,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,2.419999999999992,10.33999999999999,-2.419999999999992,-10.33999999999999
BrCCCc1ccccc1,PE,150.0,300,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,1.3500000000000032,0.2500000000000018,-1.3500000000000032,-0.2500000000000018
BrCCCc1ccccc1,PE,150.0,300,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,1.7999999999999987,2.649999999999998,-1.7999999999999987,-2.649999999999998
BrCCCc1ccccc1,PE,150.0,300,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,0.08333333333333393,0.6833333333333336,-0.08333333333333393,0.6833333333333336
BrCc1ccccc1CBr,DCM,50.0,300,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,7.734999999999973,51.76499999999998,-7.734999999999973,-51.76499999999998
BrCc1ccccc1CBr,DCM,50.0,300,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,3.6575000000000175,13.6675,-3.6575000000000175,-13.6675
BrCc1ccccc1CBr,DCM,50.0,300,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,2.1999999999999926,16.390000000000033,-2.1999999999999926,-16.390000000000033
BrCc1ccccc1CBr,DCM,50.0,300,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,2.5000000000000018,3.3999999999999773,-2.5000000000000018,-3.3999999999999773
BrCc1ccccc1CBr,DCM,50.0,300,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,1.650000000000002,3.9500000000000095,-1.650000000000002,-3.9500000000000095
BrCc1ccccc1CBr,DCM,50.0,300,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,3.166666666666666,0.18333333333333002,-3.166666666666666,-0.18333333333333002
BrCc1ccccc1CBr,DCM,100.0,300,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,6.545000000000009,59.50000000000005,-6.545000000000009,-59.50000000000005
BrCc1ccccc1CBr,DCM,100.0,300,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,2.1175000000000024,24.062499999999943,-2.1175000000000024,-24.062499999999943
BrCc1ccccc1CBr,DCM,100.0,300,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,4.839999999999995,17.819999999999997,-4.839999999999995,-17.819999999999997
BrCc1ccccc1CBr,DCM,100.0,300,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,2.4499999999999993,6.550000000000001,-2.4499999999999993,-6.550000000000001
BrCc1ccccc1CBr,DCM,100.0,300,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,0.5000000000000034,1.800000000000004,-0.5000000000000034,-1.800000000000004
BrCc1ccccc1CBr,DCM,100.0,300,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,0.5333333333333323,1.5166666666666657,-0.5333333333333323,-1.5166666666666657
BrCc1ccccc1CBr,DCM,150.0,300,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,7.735000000000005,36.294999999999966,7.735000000000005,-36.294999999999966
BrCc1ccccc1CBr,DCM,150.0,300,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,15.207499999999996,64.48750000000003,-15.207499999999996,-64.48750000000003
BrCc1ccccc1CBr,DCM,150.0,300,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,2.7499999999999964,9.349999999999985,2.7499999999999964,-9.349999999999985
BrCc1ccccc1CBr,DCM,150.0,300,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,1.8999999999999986,6.550000000000001,-1.8999999999999986,-6.550000000000001
BrCc1ccccc1CBr,DCM,150.0,300,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,1.4500000000000026,2.9000000000000052,-1.4500000000000026,-2.9000000000000052
BrCc1ccccc1CBr,DCM,150.0,300,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,0.4666666666666668,1.0499999999999972,-0.4666666666666668,-1.0499999999999972
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,50.0,600,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,58.30999999999999,56.22750000000004,-58.30999999999999,-56.22750000000004
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,50.0,600,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,69.10749999999999,116.8475,69.10749999999999,116.8475
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,50.0,600,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,22.660000000000004,78.54,-22.660000000000004,-78.54
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,50.0,600,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,1.4499999999999975,1.6999999999999993,-1.4499999999999975,-1.6999999999999993
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,50.0,600,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,2.2000000000000024,7.600000000000004,-2.2000000000000024,-7.600000000000004
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,50.0,600,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,3.083333333333333,6.199999999999999,-3.083333333333333,6.199999999999999
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,100.0,600,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,5.94999999999998,154.70000000000005,-5.94999999999998,-154.70000000000005
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,100.0,600,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,10.587500000000013,5.96750000000003,-10.587500000000013,-5.96750000000003
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,100.0,600,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,1.8700000000000112,17.70999999999998,1.8700000000000112,-17.70999999999998
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,100.0,600,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,0.850000000000005,6.20000000000001,-0.850000000000005,-6.20000000000001
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,100.0,600,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,1.3999999999999948,1.8499999999999905,-1.3999999999999948,-1.8499999999999905
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,100.0,600,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,0.533333333333335,0.43333333333333357,-0.533333333333335,0.43333333333333357
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,150.0,600,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,0.8924999999999811,96.6875000000001,-0.8924999999999811,-96.6875000000001
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,150.0,600,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,14.630000000000008,56.01749999999997,-14.630000000000008,-56.01749999999997
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,150.0,600,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,2.860000000000002,58.74000000000002,2.860000000000002,58.74000000000002
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,150.0,600,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,1.1499999999999986,32.80000000000001,-1.1499999999999986,-32.80000000000001
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,150.0,600,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,0.09999999999999963,1.699999999999999,-0.09999999999999963,-1.699999999999999
Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,DCM,150.0,600,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,0.916666666666667,1.6166666666666671,-0.916666666666667,-1.6166666666666671
Brc1cc2ccccc2c2ccccc12,DCM,50.0,400,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,7.140000000000007,34.50999999999994,-7.140000000000007,-34.50999999999994
Brc1cc2ccccc2c2ccccc12,DCM,50.0,400,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,3.272499999999998,23.484999999999975,-3.272499999999998,-23.484999999999975
Brc1cc2ccccc2c2ccccc12,DCM,50.0,400,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,2.089999999999999,22.44000000000002,-2.089999999999999,-22.44000000000002
Brc1cc2ccccc2c2ccccc12,DCM,50.0,400,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,1.799999999999999,4.200000000000006,-1.799999999999999,-4.200000000000006
Brc1cc2ccccc2c2ccccc12,DCM,50.0,400,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,1.4999999999999998,11.149999999999993,-1.4999999999999998,-11.149999999999993
Brc1cc2ccccc2c2ccccc12,DCM,50.0,400,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,3.333333333333334,0.38333333333333286,-3.333333333333334,-0.38333333333333286
Brc1cc2ccccc2c2ccccc12,DCM,100.0,400,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,5.652499999999996,48.19499999999993,-5.652499999999996,-48.19499999999993
Brc1cc2ccccc2c2ccccc12,DCM,100.0,400,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,3.849999999999986,17.710000000000058,-3.849999999999986,-17.710000000000058
Brc1cc2ccccc2c2ccccc12,DCM,100.0,400,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,2.9700000000000073,23.649999999999974,-2.9700000000000073,-23.649999999999974
Brc1cc2ccccc2c2ccccc12,DCM,100.0,400,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,1.8500000000000014,6.100000000000016,-1.8500000000000014,-6.100000000000016
Brc1cc2ccccc2c2ccccc12,DCM,100.0,400,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,0.9999999999999963,14.350000000000014,-0.9999999999999963,14.350000000000014
Brc1cc2ccccc2c2ccccc12,DCM,100.0,400,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,1.1500000000000004,16.916666666666668,-1.1500000000000004,-16.916666666666668
Brc1cc2ccccc2c2ccccc12,DCM,150.0,400,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,4.759999999999984,17.55250000000002,-4.759999999999984,-17.55250000000002
Brc1cc2ccccc2c2ccccc12,DCM,150.0,400,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,2.6950000000000105,22.137500000000053,-2.6950000000000105,-22.137500000000053
Brc1cc2ccccc2c2ccccc12,DCM,150.0,400,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,2.860000000000002,22.549999999999986,-2.860000000000002,-22.549999999999986
Brc1cc2ccccc2c2ccccc12,DCM,150.0,400,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,1.5,6.949999999999989,-1.5,-6.949999999999989
Brc1cc2ccccc2c2ccccc12,DCM,150.0,400,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,1.5499999999999996,7.3000000000000105,-1.5499999999999996,-7.3000000000000105
Brc1cc2ccccc2c2ccccc12,DCM,150.0,400,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,1.1499999999999995,10.583333333333329,-1.1499999999999995,-10.583333333333329
Brc1ccc(Br)c2ccccc12,DCM,50.0,500,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,3.2725000000000044,13.387500000000001,-3.2725000000000044,-13.387500000000001
Brc1ccc(Br)c2ccccc12,DCM,50.0,500,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,38.115,43.69749999999999,-38.115,-43.69749999999999
Brc1ccc(Br)c2ccccc12,DCM,50.0,500,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,20.9,16.720000000000002,20.9,16.720000000000002
Brc1ccc(Br)c2ccccc12,DCM,50.0,500,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,1.5499999999999972,1.5499999999999972,-1.5499999999999972,-1.5499999999999972
Brc1ccc(Br)c2ccccc12,DCM,50.0,500,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,10.05,11.350000000000003,-10.05,-11.350000000000003
Brc1ccc(Br)c2ccccc12,DCM,50.0,500,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,0.18333333333333268,0.01666666666666572,-0.18333333333333268,-0.01666666666666572
Brc1ccc(Br)c2ccccc12,DCM,100.0,500,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,0.0,19.635000000000026,0.0,-19.635000000000026
Brc1ccc(Br)c2ccccc12,DCM,100.0,500,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,2.8874999999999997,4.427499999999994,-2.8874999999999997,-4.427499999999994
Brc1ccc(Br)c2ccccc12,DCM,100.0,500,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,8.250000000000002,9.350000000000009,-8.250000000000002,-9.350000000000009
Brc1ccc(Br)c2ccccc12,DCM,100.0,500,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,2.400000000000002,1.1000000000000014,2.400000000000002,1.1000000000000014
Brc1ccc(Br)c2ccccc12,DCM,100.0,500,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,1.1000000000000012,2.749999999999998,-1.1000000000000012,-2.749999999999998
Brc1ccc(Br)c2ccccc12,DCM,100.0,500,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,0.18333333333333357,0.16666666666666607,-0.18333333333333357,0.16666666666666607
Brc1ccc(Br)c2ccccc12,DCM,150.0,500,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,0.2975000000000148,7.735000000000005,0.2975000000000148,-7.735000000000005
Brc1ccc(Br)c2ccccc12,DCM,150.0,500,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,2.8874999999999997,7.892499999999961,-2.8874999999999997,-7.892499999999961
Brc1ccc(Br)c2ccccc12,DCM,150.0,500,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,2.089999999999999,7.92000000000002,-2.089999999999999,-7.92000000000002
Brc1ccc(Br)c2ccccc12,DCM,150.0,500,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,0.6500000000000004,0.4500000000000064,-0.6500000000000004,-0.4500000000000064
Brc1ccc(Br)c2ccccc12,DCM,150.0,500,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,1.0000000000000016,2.6999999999999953,-1.0000000000000016,-2.6999999999999953
Brc1ccc(Br)c2ccccc12,DCM,150.0,500,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,1.0499999999999998,1.0166666666666675,-1.0499999999999998,-1.0166666666666675
Brc1ccc2c(c1)OCO2,DCM,50.0,300,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,4.759999999999984,62.47500000000001,-4.759999999999984,-62.47500000000001
Brc1ccc2c(c1)OCO2,DCM,50.0,300,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,0.5775000000000081,24.83250000000002,-0.5775000000000081,-24.83250000000002
Brc1ccc2c(c1)OCO2,DCM,50.0,300,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,1.980000000000005,15.729999999999952,-1.980000000000005,-15.729999999999952
Brc1ccc2c(c1)OCO2,DCM,50.0,300,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,1.9499999999999957,5.25,-1.9499999999999957,-5.25
Brc1ccc2c(c1)OCO2,DCM,50.0,300,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,1.4000000000000001,6.100000000000015,-1.4000000000000001,-6.100000000000015
Brc1ccc2c(c1)OCO2,DCM,50.0,300,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,3.666666666666667,2.333333333333332,-3.666666666666667,-2.333333333333332
Brc1ccc2c(c1)OCO2,DCM,100.0,300,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,6,1,1,5.652500000000028,65.15250000000005,-5.652500000000028,-65.15250000000005
Brc1ccc2c(c1)OCO2,DCM,100.0,300,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,6,1,1,1.7324999999999833,20.2125,-1.7324999999999833,-20.2125
Brc1ccc2c(c1)OCO2,DCM,100.0,300,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,6,1,1,2.089999999999999,18.36999999999999,-2.089999999999999,-18.36999999999999
Brc1ccc2c(c1)OCO2,DCM,100.0,300,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,6,1,1,2.1500000000000004,3.3500000000000014,-2.1500000000000004,-3.3500000000000014
Brc1ccc2c(c1)OCO2,DCM,100.0,300,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,6,1,1,0.7499999999999999,9.15,-0.7499999999999999,-9.15
Brc1ccc2c(c1)OCO2,DCM,150.0,300,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,2.379999999999992,53.84750000000005,-2.379999999999992,-53.84750000000005
Brc1ccc2c(c1)OCO2,DCM,150.0,300,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,4.619999999999983,12.512500000000026,4.619999999999983,-12.512500000000026
Brc1ccc2c(c1)OCO2,DCM,150.0,300,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,6.15999999999999,25.73999999999997,-6.15999999999999,-25.73999999999997
Brc1ccc2c(c1)OCO2,DCM,150.0,300,10,Silica-CS 4g,0.16666666666666666,0.3333333333333333,0.16666666666666666,7,1,1,1.900000000000004,8.400000000000002,-1.900000000000004,-8.400000000000002
Brc1ccc2c(c1)OCO2,DCM,150.0,300,10,Silica-CS 4g,0.3333333333333333,0.5,0.16666666666666669,7,1,1,0.3999999999999985,3.1000000000000045,-0.3999999999999985,-3.1000000000000045
Brc1ccc2c(c1)OCO2,DCM,150.0,300,10,Silica-CS 4g,0.5,1.0,0.5,7,1,1,1.5999999999999996,2.3666666666666654,-1.5999999999999996,-2.3666666666666654
Brc1ccc2ccccc2c1,DCM,50.0,300,10,Silica-CS 4g,0.0196078431372549,0.047619047619047616,0.028011204481792715,7,1,1,3.2725000000000044,27.965,-3.2725000000000044,-27.965
Brc1ccc2ccccc2c1,DCM,50.0,300,10,Silica-CS 4g,0.047619047619047616,0.09090909090909091,0.043290043290043295,7,1,1,38.115,30.9925,-38.115,-30.9925
Brc1ccc2ccccc2c1,DCM,50.0,300,10,Silica-CS 4g,0.09090909090909091,0.16666666666666666,0.07575757575757575,7,1,1,0.9900000000000025,2.9699999999999958,-0.9900000000000025,-2.9699999999999958
