mode,seed,split,left,right,left_bin,right_bin,n,mean_combined_error,mean_V1_abs_error,mean_V2_abs_error,mean_V1_width,mean_V2_width
compound,525,test,ea_fraction,V1_q50,"(0.0476, 0.167]","(4.724, 5.346]",10,0.1188114360015529,0.6108945700000001,1.9275807500000002,2.49913563,4.1172835999999995
compound,525,test,ea_fraction,V1_q50,"(0.0476, 0.167]","(5.346, 6.172]",17,0.178237420431142,1.406965311764706,2.1781078,3.574744282352941,4.6775859588235305
compound,525,test,ea_fraction,V1_q50,"(0.0476, 0.167]","(6.172, 9.189]",28,0.17191765535442496,1.4275919035714282,2.087578339285715,2.5205996,5.300900089285713
compound,525,test,ea_fraction,V1_q50,"(0.0476, 0.167]","(9.189, 63.756]",18,1.682523357463412,10.787716499999998,28.48522788888889,15.56146466666667,20.10908922222222
compound,525,test,ea_fraction,V1_q50,"(0.167, 0.333]","(0.598, 4.724]",22,0.22187137522357112,2.1177888909090914,1.9896835909090915,4.09799219090909,3.772266622727273
compound,525,test,ea_fraction,V1_q50,"(0.167, 0.333]","(4.724, 5.346]",5,0.05820943896967501,0.5286791000000001,0.3704307999999997,2.6944148599999997,2.5608028
compound,525,test,ea_fraction,V1_q50,"(0.167, 0.333]","(5.346, 6.172]",10,0.2029216838494218,0.9869045500000002,3.9372943400000002,3.1567643499999996,3.9754704
compound,525,test,ea_fraction,V1_q50,"(0.167, 0.333]","(6.172, 9.189]",24,0.3846307250722177,2.589481495833333,6.301264954166668,4.9271445875,6.388023479166667
compound,525,test,ea_fraction,V1_q50,"(0.167, 0.333]","(9.189, 63.756]",2,0.7175075120506823,0.43453300000000006,16.1111445,10.71809345,10.150798500000002
compound,525,test,ea_fraction,V1_q50,"(0.333, 0.5]","(0.598, 4.724]",25,0.29219152507465995,1.213794948,5.480463371999999,5.510485656000001,5.241726372
