mode,seed,split,signal,bin,n,mean_signal,median_signal,mean_combined_error,median_combined_error,mean_V1_abs_error,mean_V2_abs_error,mean_V1_width,mean_V2_width,V1_coverage_80,V2_coverage_80
compound,42,test,V1_true,"(0.132, 4.642]",55,4.256666699999999,4.25,0.1670022539011847,0.10054356055619192,0.7203758981818181,3.285400812727273,2.295049061818182,3.7157638545454548,0.8909090909090909,0.4
compound,42,test,V1_true,"(4.642, 5.267]",62,4.991397858064515,5.0125,0.11702396525526068,0.1106801325815851,0.787033093548387,1.8492143467741937,2.292224737096774,3.7096290322580647,0.6935483870967742,0.5645161290322581
compound,42,test,V1_true,"(5.267, 6.208]",72,5.759606470833333,5.8125,0.1184066496507876,0.09321540006516843,0.861842373611111,1.6161720972222222,2.5549579180555555,3.939242533333333,0.8055555555555556,0.7222222222222222
compound,42,test,V1_true,"(6.208, 9.692]",85,7.39598031764706,6.983333,0.2066818577768757,0.18037736675312008,1.6581573705882353,2.699598203529412,3.0713938882352942,4.206537323529412,0.5882352941176471,0.5058823529411764
compound,42,test,V1_true,"(9.692, 59.583]",99,20.453787858585855,16.433332,1.1805804939097406,0.8444106712837669,9.709200296969698,16.929437166666663,7.4925044636363625,8.699399727272727,0.26262626262626265,0.18181818181818182
compound,42,train,V1_true,"(0.132, 4.642]",699,4.2014246624320455,4.3,0.11369001645820714,0.08247768588377256,0.8492445638912733,1.5815593266094423,2.4075920668097286,4.290311877825465,0.8054363376251789,0.753934191702432
compound,42,train,V1_true,"(4.642, 5.267]",686,4.949614916180758,4.95,0.11295584817250195,0.08200682630872716,0.9111999607871721,1.3745323865889212,2.8108469045189506,4.458724837900875,0.8177842565597667,0.7594752186588921
compound,42,train,V1_true,"(5.267, 6.208]",684,5.7532431827485375,5.766667,0.10277888044972142,0.08049395074645967,0.7785699804093568,1.3195744081871346,2.78390536622807,4.360013949269005,0.8508771929824561,0.7967836257309941
compound,42,train,V1_true,"(6.208, 9.692]",676,7.3545660837278115,7.079166750000001,0.13343430237281886,0.10054863040814539,0.996495124852071,1.7571083081360948,3.6103092025147934,4.895480392159763,0.841715976331361,0.7795857988165681
compound,42,train,V1_true,"(9.692, 59.583]",656,20.590504321646343,16.516666,0.3529869815284396,0.24714747562100017,3.0686567458841463,3.9542016631097567,9.522935131554878,11.104113835670733,0.7484756097560976,0.7439024390243902
compound,42,validation,V1_true,"(0.132, 4.642]",83,4.201154626506024,4.241667,0.13072087781589126,0.10394748395645523,0.8684324397590362,1.9358835662650602,2.1657615686746987,3.8496237963855418,0.7469879518072289,0.6024096385542169
compound,42,validation,V1_true,"(4.642, 5.267]",87,4.94789274137931,4.9083333,0.17005298535326524,0.13179879472994896,1.268920532183908,2.3523602034482756,2.7389502862068964,4.635502186206898,0.6436781609195402,0.5517241379310345
compound,42,validation,V1_true,"(5.267, 6.208]",71,5.739319243661972,5.733333,0.19111123060966562,0.10282276447546117,1.4908206070422534,2.67095158028169,3.087530923943662,4.746080108450705,0.704225352112676,0.6901408450704225
compound,42,validation,V1_true,"(6.208, 9.692]",72,7.446932894444444,7.29166685,0.24096726254507395,0.15832376588110053,1.7757055500000003,3.674178605555556,4.112643391666667,5.1624716625,0.7083333333333334,0.4722222222222222
compound,42,validation,V1_true,"(9.692, 59.583]",76,19.471655763157898,16.708333,0.7171517090187753,0.48655198955331164,5.710171253947368,9.836599815789475,7.671038425000002,8.133675809210526,0.3684210526315789,0.3684210526315789
compound,525,test,V1_true,"(0.132, 4.642]",75,4.253444477333333,4.35,0.15591015994371002,0.12525927800761352,0.761109388,2.9370584773333333,3.0268932466666665,4.440076267999999,0.9333333333333333,0.4666666666666667
compound,525,test,V1_true,"(4.642, 5.267]",114,4.96921054122807,4.9708333499999995,0.17033817701807127,0.13449884898203535,0.9906552921052634,2.77553954122807,3.225226397368421,4.39287409122807,0.8421052631578947,0.4824561403508772
compound,525,test,V1_true,"(5.267, 6.208]",84,5.788898826190476,5.858333,0.17756865631495067,0.14226998098068366,1.1722396595238096,2.6241902476190475,3.2607401214285714,4.628932077380952,0.7142857142857143,0.5952380952380952
compound,525,test,V1_true,"(6.208, 9.692]",78,7.243685850000001,6.8458334999999995,0.27864637287852556,0.204711164582968,2.009579926923077,3.7504485858974355,3.9501220346153842,5.369636042307691,0.6153846153846154,0.5128205128205128
compound,525,test,V1_true,"(9.692, 59.583]",63,21.1464286031746,16.725,1.154708532774781,0.9290787710170674,9.432995809523808,15.32156580952381,8.883950387301589,11.652700798412697,0.2857142857142857,0.2698412698412698
compound,525,train,V1_true,"(0.132, 4.642]",672,4.206901048125,4.3,0.13148198909230274,0.09918662534304445,0.8234362524702382,2.112640175297619,3.4683129749404764,5.076493915327381,0.8824404761904762,0.6726190476190477
compound,525,train,V1_true,"(4.642, 5.267]",636,4.951022007704402,4.9416666,0.11742440015559823,0.0852991085136656,0.6466065199685535,2.007338478144654,3.8094568918710694,5.161304967138364,0.9040880503144654,0.6965408805031447
compound,525,train,V1_true,"(5.267, 6.208]",649,5.7476335392912175,5.766667,0.136810183301512,0.10951471057657212,0.8828836904468413,2.062824341294299,3.6864615714946063,4.873504461787365,0.8412942989214176,0.7010785824345146
compound,525,train,V1_true,"(6.208, 9.692]",688,7.374181209302325,7.0833335,0.2009428294812946,0.16924806212407828,1.6098522530523256,2.4628117959302327,4.320648393313953,6.2754046475290695,0.7427325581395349,0.7296511627906976
compound,525,train,V1_true,"(9.692, 59.583]",676,20.412647930473373,16.495833,0.8193615663144912,0.596583655679361,7.168725477662721,10.041705608727812,8.17877511642012,11.777347155917159,0.3772189349112426,0.3801775147928994
compound,525,validation,V1_true,"(0.132, 4.642]",90,4.15069446,4.2166665000000005,0.16496970094171942,0.10987837089889294,1.1798000655555554,2.5614276633333337,3.1988191322222215,4.717856714444444,0.8444444444444444,0.6333333333333333
compound,525,validation,V1_true,"(4.642, 5.267]",85,4.941519642352942,4.9333334,0.25810831296900727,0.17342603517121405,1.4689872435294113,4.686651332941176,3.685274067058824,4.824201243529412,0.6588235294117647,0.36470588235294116
compound,525,validation,V1_true,"(5.267, 6.208]",94,5.754468093617022,5.758333,0.41085023996082165,0.19714877960906063,2.7199443425531915,6.890095591489361,4.179020077659574,6.116107261702129,0.6063829787234043,0.4787234042553192
compound,525,validation,V1_true,"(6.208, 9.692]",67,7.434029846268657,7.391667,0.439097187612663,0.2789287107295392,3.168466262686567,6.64167928358209,4.656809401492537,7.207993,0.6865671641791045,0.5223880597014925
compound,525,validation,V1_true,"(9.692, 59.583]",92,20.44528986956522,16.729167,1.062625003109288,0.7500743571462258,8.003621828260869,15.96607010652174,9.226795040217391,12.499145916304347,0.44565217391304346,0.31521739130434784
compound,1101,test,V1_true,"(0.132, 4.642]",93,4.211111125806452,4.3,0.17002027263970976,0.10729876178155817,1.3117106096774194,2.5775427698924736,2.595235492473118,4.608072494623656,0.7526881720430108,0.6021505376344086
compound,1101,test,V1_true,"(4.642, 5.267]",95,4.968903521052631,4.9583335,0.25553990719409536,0.1395475909262462,2.0906788126315794,3.624963695789474,3.4643297399999997,5.358393364210526,0.6736842105263158,0.5157894736842106
compound,1101,test,V1_true,"(5.267, 6.208]",90,5.719861083333333,5.72708315,0.17248298287624694,0.11329443309150974,1.1151207977777777,2.8355739833333335,2.95125113888889,4.581371858888889,0.7666666666666667,0.5777777777777777
compound,1101,test,V1_true,"(6.208, 9.692]",107,7.318380073831776,7.075,0.39575940642001667,0.22490605853365378,2.6699279990654206,6.846999898130841,4.075241161682244,6.336493742056074,0.48598130841121495,0.2897196261682243
compound,1101,test,V1_true,"(9.692, 59.583]",73,20.756563931506854,15.604167,1.005241518201614,0.9027676930328568,7.788443530136986,14.888912675342466,8.138900424657534,10.829909747945203,0.2876712328767123,0.3013698630136986
compound,1101,train,V1_true,"(0.132, 4.642]",649,4.205405762157165,4.3,0.10971495173133342,0.07473501654975145,0.7839044979352849,1.6226527730354392,2.1096715718027736,4.167806928043144,0.74884437596302,0.765793528505393
compound,1101,train,V1_true,"(4.642, 5.267]",656,4.9524745974085365,4.95,0.10223100070711813,0.07692901856929801,0.7345981948170732,1.5269022548780489,2.545663194359756,4.279505200152439,0.801829268292683,0.7378048780487805
compound,1101,train,V1_true,"(5.267, 6.208]",636,5.755577837106919,5.775,0.10202996942489215,0.08009223363371229,0.7249683702830189,1.5045759617924528,2.5637224668239,4.241287645440252,0.7295597484276729,0.7657232704402516
compound,1101,train,V1_true,"(6.208, 9.692]",651,7.372112137941628,7.1,0.14460752482772152,0.1133321122370279,1.090660247158218,2.008545916897081,3.44405948218126,5.334809060522273,0.7450076804915514,0.7619047619047619
compound,1101,train,V1_true,"(9.692, 59.583]",683,20.488317475841875,16.475,0.39168756223923246,0.2937475224671609,3.352608218008785,4.915628073938507,8.687168697364568,11.250639133382139,0.6617862371888726,0.6866764275256223
compound,1101,validation,V1_true,"(0.132, 4.642]",95,4.19649123368421,4.275,0.11692313841653489,0.10647026038051512,0.8071930042105263,1.8993603357894742,1.8847257263157895,4.051765651578949,0.7578947368421053,0.5894736842105263
compound,1101,validation,V1_true,"(4.642, 5.267]",84,4.934523783333333,4.9375,0.17987084097032593,0.13708689238031307,1.2349545833333333,2.960767707142857,3.009430532142857,4.453539585714285,0.7261904761904762,0.4166666666666667
compound,1101,validation,V1_true,"(5.267, 6.208]",101,5.763036309900988,5.758333,0.16699243499693733,0.10691143959491209,1.223552008910891,2.4530327861386136,2.620949575247525,4.461898056435644,0.7326732673267327,0.594059405940594
compound,1101,validation,V1_true,"(6.208, 9.692]",75,7.389499977333335,6.983333,0.24099571775004014,0.17001338119434883,1.7503831773333338,3.679817093333333,3.282640324,5.035426864000001,0.48,0.41333333333333333
compound,1101,validation,V1_true,"(9.692, 59.583]",75,20.04522224,16.708334,0.8633466913916957,0.48425156507398665,7.674779343999998,10.982036240000001,8.366112870666667,9.871503833333334,0.38666666666666666,0.36
row,42,test,V1_true,"(0.132, 4.642]",97,4.202448420618557,4.3,0.10179798913256544,0.08285939147610294,0.7101147886597938,1.4911660536082474,2.205534546391753,4.482627921649485,0.8247422680412371,0.7319587628865979
row,42,test,V1_true,"(4.642, 5.267]",98,4.931335043877551,4.9041666500000005,0.12187981558996488,0.07047785757824909,0.7990188989795919,1.959802237755102,2.8554767244897956,4.120104808163266,0.8775510204081632,0.6632653061224489
row,42,test,V1_true,"(5.267, 6.208]",81,5.755555518518518,5.775,0.09581170766519398,0.08001693927526707,0.7870320395061728,1.0872982,2.811631361728395,4.2203298345679015,0.7283950617283951,0.8271604938271605
row,42,test,V1_true,"(6.208, 9.692]",71,7.3513263323943665,6.925,0.13135532976462214,0.12103861530042445,1.120745887323944,1.5076714366197186,3.522331430985915,4.781483740845071,0.704225352112676,0.7887323943661971
row,42,test,V1_true,"(9.692, 59.583]",70,21.571309528571433,17.391666,0.4935652087668692,0.3309004353929494,3.976588851428571,6.2983090285714285,8.759379044285717,10.34048805,0.7428571428571429,0.5571428571428572
row,42,train,V1_true,"(0.132, 4.642]",649,4.207838998212635,4.3,0.10238160075938549,0.06907476661938892,0.7034217053312789,1.5692767380585515,2.273283215562404,4.374011586132511,0.8859784283513097,0.7688751926040062
