mode,seed,split,signal,bin,n,mean_signal,median_signal,mean_combined_error,median_combined_error,mean_V1_abs_error,mean_V2_abs_error,mean_V1_width,mean_V2_width,V1_coverage_80,V2_coverage_80
row,42,train,V1_true,"(4.642, 5.267]",648,4.952427984876543,4.95,0.08947826954644088,0.06694997065030905,0.619260337345679,1.3300350226851851,2.7708014064814814,4.045242434567902,0.9074074074074074,0.7453703703703703
row,42,train,V1_true,"(5.267, 6.208]",669,5.758324618983558,5.775,0.10381377275754816,0.08872169870828817,0.7933725174887893,1.3401088336322868,2.723548362780269,4.092974203437968,0.7757847533632287,0.7997010463378177
row,42,train,V1_true,"(6.208, 9.692]",682,7.358719447947213,7.079166750000001,0.1397914476786878,0.11746647111433295,1.1210746703812315,1.764582061143695,3.489341931524927,4.785100668914956,0.7008797653958945,0.7551319648093842
row,42,train,V1_true,"(9.692, 59.583]",682,20.561791299120234,16.545833000000002,0.3082811993753903,0.2272666478384241,2.586175678739003,3.6832725043988273,8.804910598387096,10.35710461803519,0.8093841642228738,0.7375366568914956
row,42,validation,V1_true,"(0.132, 4.642]",91,4.187728954945055,4.241667,0.10902854313630164,0.08424360679214109,0.7175785571428572,1.6286515186813186,2.3213103516483518,4.375639548351649,0.8791208791208791,0.7252747252747253
row,42,validation,V1_true,"(4.642, 5.267]",89,4.97668538988764,5.0,0.0895305424383151,0.0685488400464243,0.6814277966292134,1.2217695943820226,2.8667151292134827,4.087243308988764,0.898876404494382,0.797752808988764
row,42,validation,V1_true,"(5.267, 6.208]",77,5.699772754545455,5.7,0.13182038607474741,0.10012155004999597,0.9334974597402599,1.8447031948051948,2.723779794805195,4.277274527272727,0.6753246753246753,0.6753246753246753
row,42,validation,V1_true,"(6.208, 9.692]",80,7.44916668625,7.2791666500000005,0.17556319268200468,0.14675031472577343,1.30079727,2.4507777225000003,3.7778160137499994,5.028200065,0.675,0.6875
row,42,validation,V1_true,"(9.692, 59.583]",79,18.72162453164557,15.308333,0.37856162679817623,0.25721783395191106,3.4513285835443037,4.010610544303798,8.07097579113924,9.934398429113923,0.6582278481012658,0.6962025316455697
row,525,test,V1_true,"(0.132, 4.642]",69,4.174698057971016,4.225,0.09557563231040189,0.08037414582184578,0.5290323231884059,1.6088197971014495,1.602292504347826,3.522850478260869,0.7971014492753623,0.6086956521739131
row,525,test,V1_true,"(4.642, 5.267]",81,4.9824588654321,4.9666667,0.09122724929795287,0.06204687161367535,0.5997661456790123,1.2552076456790122,1.7482982432098766,3.565250218518518,0.7901234567901234,0.7654320987654321
row,525,test,V1_true,"(5.267, 6.208]",84,5.755744047619048,5.7708335,0.12693406383166042,0.09605186428823749,0.9223307095238097,1.7704948357142862,1.9302609452380952,3.6493283107142855,0.5357142857142857,0.6428571428571429
row,525,test,V1_true,"(6.208, 9.692]",102,7.536029429411766,7.3875,0.13224189200881928,0.08637156836056983,1.020769748039216,1.6834840784313727,2.5039431568627446,4.548486002941177,0.5490196078431373,0.7745098039215687
row,525,test,V1_true,"(9.692, 59.583]",81,19.529989728395062,14.425,0.42079097510175895,0.20946603336748235,3.6572309049382716,4.885623086419754,5.876360198765432,7.248892611111109,0.5802469135802469,0.7037037037037037
row,525,train,V1_true,"(0.132, 4.642]",678,4.198113335899706,4.2874999,0.0844900456299339,0.057197276946396945,0.6042288416814159,1.1208308032448377,1.6494032671681416,3.305076711356932,0.8466076696165191,0.7876106194690266
row,525,train,V1_true,"(4.642, 5.267]",672,4.954753224107143,4.95625025,0.06939030480363009,0.048761671682728706,0.4958407931547619,0.9545958229166668,1.836367527529762,3.5891856879464283,0.8854166666666666,0.875
row,525,train,V1_true,"(5.267, 6.208]",659,5.757723830045523,5.775,0.07630415127374594,0.061046384344483076,0.5836056279210925,1.0006862080424888,1.8716333116843706,3.456981861456753,0.7116843702579666,0.849772382397572
row,525,train,V1_true,"(6.208, 9.692]",666,7.3434922346846845,7.075,0.08979160335349277,0.06666865655750692,0.6746035115615616,1.1614752563063064,2.2862145764264263,4.059702720870871,0.6876876876876877,0.8663663663663663
row,525,train,V1_true,"(9.692, 59.583]",655,20.596354969465647,16.725,0.23308829489282756,0.1352330863537816,2.115899798778626,2.3267728564885495,6.593253924122137,8.105931288549618,0.766412213740458,0.8595419847328244
row,525,validation,V1_true,"(0.132, 4.642]",90,4.280370375555555,4.375,0.09427878259885611,0.07058844554423294,0.7482078455555556,1.0822185688888888,1.6126706299999998,2.9005123800000003,0.7888888888888889,0.7444444444444445
row,525,validation,V1_true,"(4.642, 5.267]",82,4.904827237804879,4.8791665,0.09470409864461936,0.06513708854495062,0.6635929341463415,1.267964554878049,1.7980325731707316,3.4675359719512198,0.8292682926829268,0.8414634146341463
row,525,validation,V1_true,"(5.267, 6.208]",84,5.709275776190477,5.6583333,0.09716247709612552,0.07788153523710706,0.764576711904762,1.2414233857142856,1.8877195333333336,3.524454827380952,0.6428571428571429,0.7619047619047619
row,525,validation,V1_true,"(6.208, 9.692]",65,7.33974366,6.858333,0.125482361763271,0.09176278284210294,0.983486233846154,1.5402434953846156,2.411723296923077,4.213676926153846,0.6461538461538462,0.7076923076923077
row,525,validation,V1_true,"(9.692, 59.583]",95,20.416842084210526,16.708334,0.337225530986298,0.2070078541647828,2.9590631178947366,3.4572183578947366,6.267597994736842,7.9531013368421055,0.6736842105263158,0.7473684210526316
row,1101,test,V1_true,"(0.132, 4.642]",88,4.24469700340909,4.329166750000001,0.10278064532426873,0.09079425384168541,0.7259060375,1.5697675761363639,2.1829522420454546,4.035893904545454,0.8409090909090909,0.6818181818181818
row,1101,test,V1_true,"(4.642, 5.267]",76,4.971765368421052,4.97500025,0.18039361652982702,0.10091894754655786,1.001036730263158,3.0524902289473683,3.040312892105263,4.040932735526316,0.8289473684210527,0.5526315789473685
row,1101,test,V1_true,"(5.267, 6.208]",92,5.755298926086958,5.683333299999999,0.10755504379622378,0.09203802123328016,0.8223634695652173,1.387290514130435,2.7559847043478265,3.8623621847826084,0.7282608695652174,0.7282608695652174
row,1101,test,V1_true,"(6.208, 9.692]",84,7.288244067857143,7.079166750000001,0.16332266206811677,0.12285397880208422,1.286543869047619,2.1698138,3.362177136904762,4.673109328571428,0.7023809523809523,0.7261904761904762
row,1101,test,V1_true,"(9.692, 59.583]",77,21.175649311688314,17.4,0.5127642331971778,0.40182770535514595,4.128070587012987,7.246429305194807,9.567392927272726,11.90827242857143,0.5974025974025974,0.5454545454545454
row,1101,train,V1_true,"(0.132, 4.642]",661,4.206820480786687,4.3,0.10898674013631938,0.08004593694201059,0.8591487833585477,1.4406367042360062,2.30018469107413,3.998825276701967,0.7881996974281392,0.7382753403933434
row,1101,train,V1_true,"(4.642, 5.267]",667,4.953095952623688,4.95,0.10399414917266377,0.07937919889725319,0.7627327188905547,1.4445926229385309,2.737692155172414,3.931855495052474,0.8170914542728636,0.7451274362818591
row,1101,train,V1_true,"(5.267, 6.208]",662,5.749442347280967,5.775,0.10574618947446235,0.08811679862320512,0.8174651509063443,1.3897346170694864,2.741933405589124,3.900460916163142,0.7749244712990937,0.7688821752265861
row,1101,train,V1_true,"(6.208, 9.692]",655,7.3700547094656494,7.0916667,0.13982448102027226,0.10978817573342455,1.0592832300763357,1.8807341010687022,3.5520327358778627,4.9370401141984726,0.751145038167939,0.7343511450381679
row,1101,train,V1_true,"(9.692, 59.583]",685,20.436326043795617,16.475,0.3910490492672035,0.300996250675585,3.271447347883212,4.885610283211679,9.349513435912408,11.70559946379562,0.6978102189781021,0.6802919708029197
row,1101,validation,V1_true,"(0.132, 4.642]",88,4.151893948181819,4.25,0.1652793778729729,0.08097089131874123,1.3113336961363635,2.3919629909090907,2.345020646590909,4.051020903409091,0.7159090909090909,0.625
row,1101,validation,V1_true,"(4.642, 5.267]",92,4.93260869347826,4.92499995,0.1064293254999859,0.08505921249892767,0.8106101021739132,1.4659267554347823,2.6366831663043477,3.773421916304348,0.8478260869565217,0.7282608695652174
row,1101,validation,V1_true,"(5.267, 6.208]",73,5.777853891780823,5.85,0.10961214995634087,0.08175165101033735,0.8221545657534245,1.4528722547945205,2.7828145301369864,4.257189938356164,0.7534246575342466,0.8493150684931506
row,1101,validation,V1_true,"(6.208, 9.692]",94,7.414104591489363,7.0174998,0.17945981086068938,0.1212191070759322,1.3295170968085104,2.3325668404255318,3.839035260638298,5.12987009574468,0.7127659574468085,0.7021276595744681
row,1101,validation,V1_true,"(9.692, 59.583]",69,20.039613536231883,16.433332,0.47627239896947,0.2835479960519066,4.429443560869566,4.8326146521739135,8.295103059420292,10.611986514492754,0.5652173913043478,0.7246376811594203
compound,42,test,V2_true,"(-0.101, 9.042]",67,8.15796025074627,8.158334,0.10987860776114679,0.09263165628359965,0.7388876895522387,1.7624724029850747,1.9639424970149255,3.3876642686567164,0.8059701492537313,0.582089552238806
compound,42,test,V2_true,"(11.183, 14.383]",68,12.675122558823531,12.7125005,0.1619022141182367,0.14102426919445732,1.30454415,2.0907596250000005,2.5790291955882356,3.9655779897058827,0.6029411764705882,0.47058823529411764
compound,42,test,V2_true,"(14.383, 21.967]",63,17.423015999999993,16.716667,0.2743059795767353,0.2324661570510911,2.246437738095238,3.480605595238095,3.551758093650794,4.523787804761904,0.5714285714285714,0.3968253968253968
compound,42,test,V2_true,"(21.967, 119.425]",92,41.16367761956521,33.041667000000004,1.2432618708242378,0.9732034501433346,9.835046292391304,18.50935872826087,7.8110846217391305,9.100079293478261,0.32608695652173914,0.16304347826086957
compound,42,test,V2_true,"(9.042, 11.183]",83,10.005220867469879,9.908334,0.11299673836320057,0.09167120568469676,0.819991195180723,1.6240529036144578,2.4794017698795177,3.8306865530120486,0.7831325301204819,0.7108433734939759
compound,42,train,V2_true,"(-0.101, 9.042]",668,7.850899467964071,7.9666667,0.08864117173130513,0.06682898954990243,0.6684935695508981,1.2317527800898205,2.1092819226047905,4.053375082784432,0.8353293413173652,0.7904191616766467
compound,42,train,V2_true,"(11.183, 14.383]",706,12.590963158640228,12.516666,0.10449544634874774,0.08581338427838339,0.8357879417847026,1.312778831444759,2.799990210481586,4.264165749008499,0.8456090651558074,0.7903682719546742
compound,42,train,V2_true,"(14.383, 21.967]",693,17.612736906204905,17.275,0.16389272551301867,0.12488324296454281,1.3466983770562773,1.8982450966810969,3.9170690193362194,5.1731448468975465,0.8023088023088023,0.6911976911976911
compound,42,train,V2_true,"(21.967, 119.425]",663,42.80691051131221,33.833332,0.3673166118426869,0.27348210076254226,2.979746407993966,4.501236699095022,9.77319414841629,11.332501705128205,0.7737556561085973,0.6757164404223228
compound,42,train,V2_true,"(9.042, 11.183]",671,10.09086313561848,10.075,0.08781546288221073,0.07471940162755004,0.7339235236959761,1.018409975260805,2.4187833162444115,4.198081401639344,0.8077496274217586,0.886736214605067
compound,42,validation,V2_true,"(-0.101, 9.042]",102,7.961642183333332,7.9791665,0.10757016528562627,0.10204571972214013,0.720312761764706,1.6992756362745094,1.9849220882352938,3.943600175490196,0.7058823529411765,0.5980392156862745
compound,42,validation,V2_true,"(11.183, 14.383]",57,12.42061410526316,12.141666,0.18702066621590793,0.1380424479261581,1.4888240333333336,2.548823061403509,3.163082038596492,4.468706912280703,0.7192982456140351,0.5614035087719298
compound,42,validation,V2_true,"(14.383, 21.967]",76,17.229934250000003,17.0999995,0.29166282566987806,0.21939228113080655,2.123693505263158,4.24418690131579,4.307197325,5.53501447368421,0.6842105263157895,0.4868421052631579
compound,42,validation,V2_true,"(21.967, 119.425]",77,38.724405038961045,34.583332,0.7394458855320301,0.5187693018559699,5.926576888311688,10.022290987012987,7.932233919480519,8.376055474025977,0.36363636363636365,0.36363636363636365
compound,42,validation,V2_true,"(9.042, 11.183]",77,10.00681814285714,9.908334,0.1341619477414789,0.1075071233574464,0.9618968623376624,2.002727812987013,2.538754383116883,4.247475205194806,0.7012987012987013,0.6623376623376623
compound,525,test,V2_true,"(-0.101, 9.042]",92,7.7351177999999985,7.9083334999999995,0.1288680469106995,0.12547979730845205,0.8410339032608698,2.020902275,2.5328294358695653,3.6483357543478263,0.8152173913043478,0.42391304347826086
compound,525,test,V2_true,"(11.183, 14.383]",92,12.411123173913042,12.229167,0.2258128346182433,0.1438886929162011,1.6435246402173913,3.0652782358695645,3.8081061130434786,5.071006942391304,0.7608695652173914,0.5978260869565217
compound,525,test,V2_true,"(14.383, 21.967]",82,17.3326626097561,16.854166499999998,0.3236073549866499,0.260095387485652,1.893043347560976,5.256184969512194,4.25750296097561,6.189483371951219,0.6341463414634146,0.2682926829268293
compound,525,test,V2_true,"(21.967, 119.425]",55,43.391818236363626,34.316666,1.2327209587891392,1.0160396189086691,9.689100447272727,17.1031667,9.129586543636362,12.228737523636358,0.36363636363636365,0.3090909090909091
compound,525,test,V2_true,"(9.042, 11.183]",93,10.216173838709679,10.3,0.1456186990608575,0.1396451355323323,1.1054036989247313,1.8850168494623656,3.2449977731182793,4.228792410752688,0.8064516129032258,0.6881720430107527
compound,525,train,V2_true,"(-0.101, 9.042]",630,7.9609444584126985,8.041667,0.10996820049219769,0.08335747757757409,0.6640710926349206,1.7521718041269843,2.7834708366666665,3.964387068730159,0.8539682539682539,0.6428571428571429
compound,525,train,V2_true,"(11.183, 14.383]",678,12.595632983775811,12.525,0.14167539376334556,0.11313392634526415,1.0820026676991152,1.8561333163716818,3.733884856489676,5.333729987020649,0.8333333333333334,0.7861356932153393
compound,525,train,V2_true,"(14.383, 21.967]",649,17.584090941448384,17.266666,0.2266121103658125,0.1808456427337637,1.8307492711864408,2.687176961479199,4.914836363328197,6.879653204622496,0.7873651771956857,0.674884437596302
compound,525,train,V2_true,"(21.967, 119.425]",690,41.69269934347826,33.604166,0.7861251434585398,0.5630376101798559,6.56951848536232,10.330474324637681,8.698695641014492,12.354667931159417,0.4652173913043478,0.36086956521739133
compound,525,train,V2_true,"(9.042, 11.183]",674,10.059394158753708,10.025,0.13224216283079882,0.11068578823671016,0.9171106342729971,1.904169462017804,3.220331133071216,4.499131682492582,0.8086053412462908,0.7181008902077152
compound,525,validation,V2_true,"(-0.101, 9.042]",115,7.617789893043479,7.6583333,0.4865365587901991,0.16510272869758644,3.354974435652174,8.265881372173913,4.156801124347826,6.112939902608697,0.5739130434782609,0.3565217391304348
compound,525,validation,V2_true,"(11.183, 14.383]",61,12.74493168852459,12.758333,0.18107892486176846,0.1440387401105367,1.2317257081967212,2.695245783606558,3.5115932327868857,5.556796975409837,0.6885245901639344,0.7213114754098361
compound,525,validation,V2_true,"(14.383, 21.967]",101,17.61780526732673,17.225,0.3097194770027353,0.26485813938623354,2.160655903960396,4.571216245544553,4.3566234999999995,5.876137963366338,0.7227722772277227,0.46534653465346537
compound,525,validation,V2_true,"(21.967, 119.425]",87,45.92306491954024,36.033333,1.0469010468263886,0.665551415356025,7.779264157471266,16.101628160919535,9.080136765517244,12.539286350574711,0.5172413793103449,0.27586206896551724
compound,525,validation,V2_true,"(9.042, 11.183]",64,10.027994734375,9.9250005,0.20668495579574514,0.1475151409290341,1.2400247078125002,3.326764984375,3.6345482796875,4.9386671374999995,0.78125,0.640625
compound,1101,test,V2_true,"(-0.101, 9.042]",54,7.916049394444444,8.10625,0.16725971313304666,0.10497309322293881,1.1980108407407408,2.742616585185186,2.329191287037037,4.469577946296297,0.7592592592592593,0.5370370370370371
compound,1101,test,V2_true,"(11.183, 14.383]",121,12.506645983471076,12.35,0.19655211003728096,0.132189740630067,1.4380173438016528,3.0267758966942147,2.9195939338842978,4.741538498347108,0.7355371900826446,0.5619834710743802
compound,1101,test,V2_true,"(14.383, 21.967]",102,17.645057215686275,16.9395825,0.4156861696224498,0.2812917407722798,3.366560548039216,5.833424980392158,4.649206598039216,6.792756653921567,0.45098039215686275,0.4215686274509804
compound,1101,test,V2_true,"(21.967, 119.425]",76,43.15027415789474,34.245833,1.0419407126487257,0.9052048308403344,7.655233868421052,16.6340992368421,8.566648294736842,11.472730863157894,0.2894736842105263,0.23684210526315788
compound,1101,test,V2_true,"(9.042, 11.183]",105,10.163333333333332,10.175,0.16131637168538432,0.10967699527494733,1.0602236704761905,2.7167831666666666,2.494665,4.177502182857143,0.7428571428571429,0.49523809523809526
compound,1101,train,V2_true,"(-0.101, 9.042]",718,7.866017897493036,7.9583335,0.07999034818197369,0.06372196330190705,0.5832172821169916,1.1762142676880223,1.655776872562674,3.6268763603064063,0.7576601671309192,0.7520891364902507
compound,1101,train,V2_true,"(11.183, 14.383]",604,12.579937899006623,12.516666,0.10690464371083219,0.09130895223337179,0.8303753165562913,1.4593277132450333,2.6030472698675493,4.3882361413907285,0.7599337748344371,0.8062913907284768
