mode,seed,split,target,slice_signal,slice,n,coverage_80,mean_width,crossing_rate,mean_abs_error,width_error_spearman
row,1101,train,V1,V1_q50,"(9.189, 63.756]",730,0.7123287671232876,9.269915474520548,0.0,3.135437049315068,0.38363635138170693
row,1101,validation,V1,V1_q50,"(0.598, 4.724]",63,0.8571428571428571,2.033981450793651,0.047619047619047616,0.5751203365079365,0.02260971834022188
row,1101,validation,V1,V1_q50,"(4.724, 5.346]",82,0.7926829268292683,2.163877202439024,0.036585365853658534,0.908547012195122,0.09304426377597111
row,1101,validation,V1,V1_q50,"(5.346, 6.172]",96,0.7395833333333334,2.738584004166667,0.052083333333333336,0.9620782552083332,-0.12578676071622355
row,1101,validation,V1,V1_q50,"(6.172, 9.189]",92,0.6956521739130435,3.5333474673913052,0.010869565217391304,1.4147185652173915,0.0664585982372448
row,1101,validation,V1,V1_q50,"(9.189, 63.756]",83,0.5783132530120482,8.33449109759036,0.0,4.184938964578313,0.43763905797405644
compound,42,test,V1,V2_q50,"(1.5110000000000001, 9.326]",49,0.6122448979591837,1.711587606122449,0.04081632653061224,1.0115552102040817,0.22826530612244894
compound,42,test,V1,V2_q50,"(11.398, 14.411]",77,0.5844155844155844,2.8325094116883114,0.0,1.9877829038961041,0.18468373731531623
compound,42,test,V1,V2_q50,"(14.411, 21.413]",77,0.6233766233766234,3.969592044155844,0.0,4.063465787012987,0.3676586571323413
compound,42,test,V1,V2_q50,"(21.413, 124.063]",59,0.3389830508474576,10.169783837288135,0.0,10.499291483050847,0.5837521917007599
compound,42,test,V1,V2_q50,"(9.326, 11.398]",111,0.7477477477477478,2.2295691297297298,0.009009009009009009,1.0599372162162162,0.030686205686205684
compound,42,train,V1,V2_q50,"(1.5110000000000001, 9.326]",645,0.8093023255813954,1.9824415148837207,0.004651162790697674,0.6411867382945736,0.09367821189157338
compound,42,train,V1,V2_q50,"(11.398, 14.411]",753,0.8393094289508632,2.8255932492695885,0.0,0.8609466193891102,0.113065123465713
compound,42,train,V1,V2_q50,"(14.411, 21.413]",666,0.8093093093093093,4.070205134684685,0.0015015015015015015,1.3441696863363364,0.12829172258612428
compound,42,train,V1,V2_q50,"(21.413, 124.063]",637,0.7645211930926217,10.140524959183672,0.0,3.1493892211302983,0.32207173260580935
compound,42,train,V1,V2_q50,"(9.326, 11.398]",700,0.8371428571428572,2.323337223428571,0.0014285714285714286,0.6781147485714285,0.0525021325420729
compound,42,validation,V1,V2_q50,"(1.5110000000000001, 9.326]",83,0.6987951807228916,1.8994923578313254,0.03614457831325301,0.805838508433735,0.20141891608244825
compound,42,validation,V1,V2_q50,"(11.398, 14.411]",59,0.711864406779661,2.9370522762711864,0.0,1.2286877237288136,-0.059879889590971784
compound,42,validation,V1,V2_q50,"(14.411, 21.413]",79,0.6582278481012658,4.019588050632911,0.0,2.0456308974683544,0.27862337596199876
compound,42,validation,V1,V2_q50,"(21.413, 124.063]",81,0.38271604938271603,8.448754108641975,0.0,5.915358056790121,0.19219151406467003
compound,42,validation,V1,V2_q50,"(9.326, 11.398]",87,0.735632183908046,2.1095440965517236,0.034482758620689655,0.8048510505747124,0.32911104024695464
compound,525,test,V1,V2_q50,"(1.5110000000000001, 9.326]",61,0.7049180327868853,2.2127401163934426,0.2786885245901639,1.0563509852459014,-0.24480512964346404
compound,525,test,V1,V2_q50,"(11.398, 14.411]",99,0.7878787878787878,3.241326297979798,0.18181818181818182,1.380196239393939,0.12759877956362145
compound,525,test,V1,V2_q50,"(14.411, 21.413]",83,0.6024096385542169,4.280645613253013,0.07228915662650602,3.018855779518072,0.2482932333107506
compound,525,test,V1,V2_q50,"(21.413, 124.063]",55,0.5454545454545454,10.974606365454544,0.10909090909090909,7.942329318181819,-0.19314574314574318
compound,525,test,V1,V2_q50,"(9.326, 11.398]",116,0.7844827586206896,2.7726549956896553,0.13793103448275862,1.1296726646551722,0.01608494575075689
compound,525,train,V1,V2_q50,"(1.5110000000000001, 9.326]",512,0.77734375,2.2979557552539065,0.060546875,0.709561699609375,-0.027666351975068944
compound,525,train,V1,V2_q50,"(11.398, 14.411]",764,0.8795811518324608,3.501778465314136,0.028795811518324606,1.0334381336387435,0.010387413124479494
compound,525,train,V1,V2_q50,"(14.411, 21.413]",810,0.762962962962963,4.9883905074074075,0.022222222222222223,1.980690875802469,-0.0003927593124971416
compound,525,train,V1,V2_q50,"(21.413, 124.063]",658,0.48632218844984804,9.243786084954408,0.02127659574468085,6.410001147659575,0.26997587338640194
compound,525,train,V1,V2_q50,"(9.326, 11.398]",577,0.8180242634315424,2.898739837954939,0.05199306759098787,0.8946906544194108,-0.055312868539933266
compound,525,validation,V1,V2_q50,"(1.5110000000000001, 9.326]",61,0.5573770491803278,1.7383744770491805,0.2459016393442623,0.9101012377049178,-0.16340992628468284
compound,525,validation,V1,V2_q50,"(11.398, 14.411]",119,0.8151260504201681,3.58402360420168,0.14285714285714285,1.4576221159663867,-0.22836030922209707
compound,525,validation,V1,V2_q50,"(14.411, 21.413]",93,0.6021505376344086,4.975017741935484,0.16129032258064516,3.125053803225806,0.4356282746355897
compound,525,validation,V1,V2_q50,"(21.413, 124.063]",98,0.3979591836734694,10.089209109183674,0.02040816326530612,8.693345119387756,0.12271468063282079
compound,525,validation,V1,V2_q50,"(9.326, 11.398]",57,0.8771929824561403,2.997938312280702,0.07017543859649122,1.1191246473684209,0.31134231226714437
compound,1101,test,V1,V2_q50,"(1.5110000000000001, 9.326]",47,0.5957446808510638,1.797222538297872,0.0,1.1992274404255319,-0.08910862555886671
compound,1101,test,V1,V2_q50,"(11.398, 14.411]",101,0.7722772277227723,2.49201550990099,0.0,1.4773720881188115,0.020862758360490834
compound,1101,test,V1,V2_q50,"(14.411, 21.413]",113,0.6194690265486725,3.969263822123894,0.0,1.8618986566371682,0.03940087715319606
compound,1101,test,V1,V2_q50,"(21.413, 124.063]",91,0.25274725274725274,9.555207156043956,0.0,7.659934845054944,0.2751434410102373
compound,1101,test,V1,V2_q50,"(9.326, 11.398]",106,0.7264150943396226,2.000544103773585,0.0,1.5299644301886792,0.0386056226881279
compound,1101,train,V1,V2_q50,"(1.5110000000000001, 9.326]",717,0.7126917712691772,1.4914642036262202,0.06276150627615062,0.561074080753138,0.02056739786151207
compound,1101,train,V1,V2_q50,"(11.398, 14.411]",595,0.7579831932773109,2.5719820949579835,0.01680672268907563,0.9116755803361344,0.052974394513024665
compound,1101,train,V1,V2_q50,"(14.411, 21.413]",628,0.7563694267515924,3.9165012942675155,0.004777070063694267,1.2372803450636942,0.11111202360738716
compound,1101,train,V1,V2_q50,"(21.413, 124.063]",690,0.6956521739130435,9.35010174884058,0.005797101449275362,3.322224022550725,0.40580053435925273
compound,1101,train,V1,V2_q50,"(9.326, 11.398]",645,0.7689922480620155,2.068583159224806,0.015503875968992248,0.6782912151937985,0.05303029676270819
compound,1101,validation,V1,V2_q50,"(1.5110000000000001, 9.326]",87,0.5977011494252874,1.4231060206896549,0.10344827586206896,0.7797118781609197,-0.22360033372943733
compound,1101,validation,V1,V2_q50,"(11.398, 14.411]",107,0.7383177570093458,2.750463244859813,0.0,1.2476729065420562,-0.11677516373785345
compound,1101,validation,V1,V2_q50,"(14.411, 21.413]",68,0.5882352941176471,3.6932164544117647,0.0,2.1408730647058825,0.5328574428852174
compound,1101,validation,V1,V2_q50,"(21.413, 124.063]",76,0.42105263157894735,9.410253855263159,0.0,7.745442053947369,0.3593858944605986
compound,1101,validation,V1,V2_q50,"(9.326, 11.398]",92,0.75,2.019409809782609,0.0,0.8186582989130435,0.21882369266494475
row,42,test,V1,V2_q50,"(1.5110000000000001, 9.326]",103,0.7378640776699029,1.9133426786407766,0.02912621359223301,0.7817995990291262,0.157854852172385
row,42,test,V1,V2_q50,"(11.398, 14.411]",67,0.7611940298507462,2.8134751552238813,0.0,1.0073375462686567,0.11860602009948684
row,42,test,V1,V2_q50,"(14.411, 21.413]",75,0.8933333333333333,3.949168957333333,0.0,1.1944713826666666,0.18735552884918294
row,42,test,V1,V2_q50,"(21.413, 124.063]",80,0.75,8.63888089625,0.0,3.40086566625,0.36068917018284113
row,42,test,V1,V2_q50,"(9.326, 11.398]",92,0.7934782608695652,2.303070654347826,0.010869565217391304,0.6434475880434781,-0.05810458825886595
row,42,train,V1,V2_q50,"(1.5110000000000001, 9.326]",706,0.7917847025495751,1.9149559655807367,0.014164305949008499,0.6437324645892352,0.05004644567799891
row,42,train,V1,V2_q50,"(11.398, 14.411]",593,0.8397976391231029,2.7009938357504213,0.0,0.8608828740303541,0.15711748757134752
row,42,train,V1,V2_q50,"(14.411, 21.413]",656,0.8185975609756098,3.9050761196646344,0.004573170731707317,1.0064162038109756,0.09412886017869963
row,42,train,V1,V2_q50,"(21.413, 124.063]",737,0.8181818181818182,8.876069068928087,0.0,2.4613206121573947,0.31575863978413143
row,42,train,V1,V2_q50,"(9.326, 11.398]",638,0.8072100313479624,2.2265409150470217,0.007836990595611285,0.7487952233542319,0.19066569313369905
row,42,validation,V1,V2_q50,"(1.5110000000000001, 9.326]",101,0.7623762376237624,1.9561233089108914,0.019801980198019802,0.7380168089108912,0.07230655884293571
row,42,validation,V1,V2_q50,"(11.398, 14.411]",67,0.6865671641791045,2.831237840298508,0.0,1.2993221731343283,0.00961768696623833
row,42,validation,V1,V2_q50,"(14.411, 21.413]",88,0.8181818181818182,3.997663754545454,0.0,1.240952978409091,0.3407168676588431
row,42,validation,V1,V2_q50,"(21.413, 124.063]",81,0.7530864197530864,8.540807912345677,0.0,3.027083767901235,0.42122854561878953
row,42,validation,V1,V2_q50,"(9.326, 11.398]",79,0.7848101265822784,2.342772917721519,0.0,0.7411751405063292,-0.13630803498326285
row,525,test,V1,V2_q50,"(1.5110000000000001, 9.326]",63,0.5238095238095238,1.4192021841269844,0.047619047619047616,0.8116110253968254,-0.10387864823348694
row,525,test,V1,V2_q50,"(11.398, 14.411]",85,0.6,1.8584314894117644,0.07058823529411765,0.8718167035294118,0.17506351377760407
row,525,test,V1,V2_q50,"(14.411, 21.413]",98,0.6938775510204082,2.6358316632653063,0.02040816326530612,1.1684919857142857,0.14678495490946347
row,525,test,V1,V2_q50,"(21.413, 124.063]",81,0.654320987654321,6.027284186419753,0.0,2.913625716049382,0.601708455906473
row,525,test,V1,V2_q50,"(9.326, 11.398]",90,0.6888888888888889,1.686685574444444,0.05555555555555555,0.9684719255555556,0.07771329793801703
row,525,train,V1,V2_q50,"(1.5110000000000001, 9.326]",776,0.7512886597938144,1.5062312477319588,0.024484536082474227,0.513980203556701,0.0328515810305613
row,525,train,V1,V2_q50,"(11.398, 14.411]",605,0.7735537190082644,1.9088689052892562,0.026446280991735537,0.6286599983471074,0.14396797345924076
row,525,train,V1,V2_q50,"(14.411, 21.413]",626,0.7939297124600639,2.5962879431309904,0.011182108626198083,0.849347611341853,0.3260154659377271
row,525,train,V1,V2_q50,"(21.413, 124.063]",661,0.8154311649016641,6.569318225718608,0.0030257186081694403,1.907851477912254,0.49469482103953594
row,525,train,V1,V2_q50,"(9.326, 11.398]",662,0.7719033232628398,1.7154746808157102,0.01661631419939577,0.5901800827794562,0.12169167558645932
row,525,validation,V1,V2_q50,"(1.5110000000000001, 9.326]",116,0.7155172413793104,1.591214706034483,0.04310344827586207,0.701283279310345,0.1318458690769919
row,525,validation,V1,V2_q50,"(11.398, 14.411]",64,0.734375,1.9653948203124998,0.0625,0.8214939046875,0.3356036584887742
row,525,validation,V1,V2_q50,"(14.411, 21.413]",67,0.7014925373134329,2.5388655253731347,0.014925373134328358,1.024707195522388,-0.055950195546332515
row,525,validation,V1,V2_q50,"(21.413, 124.063]",93,0.6989247311827957,6.38891988172043,0.0,2.9021355903225805,0.475381218107487
row,525,validation,V1,V2_q50,"(9.326, 11.398]",76,0.75,1.6933102460526317,0.013157894736842105,0.7702224947368422,0.1518944080309443
row,1101,test,V1,V2_q50,"(1.5110000000000001, 9.326]",94,0.6808510638297872,1.685343115957447,0.0851063829787234,0.867184486170213,-0.0028031745229187086
row,1101,test,V1,V2_q50,"(11.398, 14.411]",96,0.8854166666666666,2.9180010010416666,0.0,0.7842963031250001,0.045754205100379815
row,1101,test,V1,V2_q50,"(14.411, 21.413]",65,0.7692307692307693,4.205746889230769,0.0,1.2362313753846152,0.0604458041958042
row,1101,test,V1,V2_q50,"(21.413, 124.063]",78,0.6025641025641025,10.388678002564102,0.0,4.22256096025641,0.4813793801135573
row,1101,test,V1,V2_q50,"(9.326, 11.398]",84,0.75,2.0664943309523807,0.023809523809523808,0.8931488226190477,0.20319935202996864
row,1101,train,V1,V2_q50,"(1.5110000000000001, 9.326]",691,0.7452966714905933,1.6814115513748191,0.0824891461649783,0.6139448678726483,-0.008235169602486535
row,1101,train,V1,V2_q50,"(11.398, 14.411]",666,0.8273273273273273,2.8328125157657658,0.0,0.9713559487987988,0.0954153487284898
row,1101,train,V1,V2_q50,"(14.411, 21.413]",623,0.7704654895666132,4.247611275120386,0.0016051364365971107,1.2711030890850723,0.027404093513791198
row,1101,train,V1,V2_q50,"(21.413, 124.063]",665,0.7007518796992481,10.07846351233083,0.0,3.2830972231578945,0.3227159624017869
row,1101,train,V1,V2_q50,"(9.326, 11.398]",685,0.7839416058394161,2.1834631106569344,0.026277372262773723,0.739062926569343,-0.029806129283485156
row,1101,validation,V1,V2_q50,"(1.5110000000000001, 9.326]",84,0.7261904761904762,1.6976246321428574,0.11904761904761904,0.6018386416666667,-0.08227194492254734
row,1101,validation,V1,V2_q50,"(11.398, 14.411]",79,0.810126582278481,2.7096309164556964,0.0,1.0328661569620252,0.057960430626868266
row,1101,validation,V1,V2_q50,"(14.411, 21.413]",79,0.7721518987341772,4.294857587341772,0.0,1.7193783518987338,-0.006146580736364653
row,1101,validation,V1,V2_q50,"(21.413, 124.063]",75,0.56,9.065867213333332,0.0,4.3096300208,0.33064011379800856
row,1101,validation,V1,V2_q50,"(9.326, 11.398]",99,0.7474747474747475,2.115337905050505,0.020202020202020204,0.9029593646464646,-0.006097730667099859
compound,42,test,V1,descriptor_nn_distance,"(-0.001, 3.76]",373,0.6058981233243967,3.9011502000000005,0.00804289544235925,3.3582401689008043,0.5456406914734948
compound,42,train,V1,descriptor_nn_distance,"(-0.001, 3.76]",3401,0.8132902087621288,4.176111017024405,0.001470155836518671,1.304885774642752,0.44098976267782075
compound,42,validation,V1,descriptor_nn_distance,"(-0.001, 3.76]",389,0.6349614395886889,3.8981255146529565,0.015424164524421594,2.185470583033419,0.6007898111962092
compound,525,test,V1,descriptor_nn_distance,"(-0.001, 3.76]",414,0.7053140096618358,4.194186874637682,0.15217391304347827,2.462589393961353,0.35051990628471197
compound,525,train,V1,descriptor_nn_distance,"(-0.001, 3.76]",3321,0.7467630231857875,4.711680980304125,0.03462812405901837,2.2557118929418847,0.45459040637908316
compound,525,validation,V1,descriptor_nn_distance,"(-0.001, 3.76]",428,0.6448598130841121,5.034675884345795,0.12383177570093458,3.353600788785047,0.5315827415788011
compound,1101,test,V1,descriptor_nn_distance,"(-0.001, 3.76]",458,0.6026200873362445,4.0748283054585155,0.0,2.7842862866812226,0.4773445043007766
compound,1101,train,V1,descriptor_nn_distance,"(-0.001, 3.76]",3275,0.736793893129771,3.92216132448855,0.02198473282442748,1.3592615426748094,0.4685748974653537
compound,1101,validation,V1,descriptor_nn_distance,"(-0.001, 3.76]",430,0.6325581395348837,3.651659314883721,0.020930232558139535,2.350896424186047,0.4610696056878731
row,42,test,V1,descriptor_nn_distance,"(-0.001, 3.76]",417,0.7841726618705036,3.8003783573141487,0.009592326139088728,1.3641936676258994,0.3843086780003513
row,42,train,V1,descriptor_nn_distance,"(-0.001, 3.76]",3330,0.8144144144144144,4.047319579099099,0.005405405405405406,1.1762499512492492,0.3887272303822174
row,42,validation,V1,descriptor_nn_distance,"(-0.001, 3.76]",416,0.7644230769230769,3.8844718781250003,0.004807692307692308,1.3811172276442307,0.36839895991812915
row,525,test,V1,descriptor_nn_distance,"(-0.001, 3.76]",417,0.6402877697841727,2.747481146282974,0.03836930455635491,1.34991435323741,0.3376390904092326
row,525,train,V1,descriptor_nn_distance,"(-0.001, 3.76]",3330,0.7801801801801802,2.8309132054774775,0.016516516516516516,0.8896902652732732,0.34426203546771
row,525,validation,V1,descriptor_nn_distance,"(-0.001, 3.76]",416,0.71875,2.8926232987980764,0.026442307692307692,1.276479259375,0.43642800210043636
row,1101,test,V1,descriptor_nn_distance,"(-0.001, 3.76]",417,0.7410071942446043,4.066729747721823,0.023980815347721823,1.5384822115107912,0.42250690523474776
row,1101,train,V1,descriptor_nn_distance,"(-0.001, 3.76]",3330,0.7654654654654655,4.17195820072072,0.022822822822822823,1.367139323783784,0.427327722786143
row,1101,validation,V1,descriptor_nn_distance,"(-0.001, 3.76]",416,0.7259615384615384,3.810849890625,0.028846153846153848,1.636050458557692,0.3843013095368747
compound,42,test,V1,condition_nn_distance,"(-0.001, 1.562]",373,0.6058981233243967,3.9011502000000005,0.00804289544235925,3.3582401689008043,0.5456406914734948
compound,42,train,V1,condition_nn_distance,"(-0.001, 1.562]",3401,0.8132902087621288,4.176111017024405,0.001470155836518671,1.304885774642752,0.44098976267782075
compound,42,validation,V1,condition_nn_distance,"(-0.001, 1.562]",389,0.6349614395886889,3.8981255146529565,0.015424164524421594,2.185470583033419,0.6007898111962092
compound,525,test,V1,condition_nn_distance,"(-0.001, 1.562]",414,0.7053140096618358,4.194186874637682,0.15217391304347827,2.462589393961353,0.35051990628471197
compound,525,train,V1,condition_nn_distance,"(-0.001, 1.562]",3321,0.7467630231857875,4.711680980304125,0.03462812405901837,2.2557118929418847,0.45459040637908316
compound,525,validation,V1,condition_nn_distance,"(-0.001, 1.562]",428,0.6448598130841121,5.034675884345795,0.12383177570093458,3.353600788785047,0.5315827415788011
compound,1101,test,V1,condition_nn_distance,"(-0.001, 1.562]",458,0.6026200873362445,4.0748283054585155,0.0,2.7842862866812226,0.4773445043007766
compound,1101,train,V1,condition_nn_distance,"(-0.001, 1.562]",3275,0.736793893129771,3.92216132448855,0.02198473282442748,1.3592615426748094,0.4685748974653537
compound,1101,validation,V1,condition_nn_distance,"(-0.001, 1.562]",430,0.6325581395348837,3.651659314883721,0.020930232558139535,2.350896424186047,0.4610696056878731
row,42,test,V1,condition_nn_distance,"(-0.001, 1.562]",417,0.7841726618705036,3.8003783573141487,0.009592326139088728,1.3641936676258994,0.3843086780003513
row,42,train,V1,condition_nn_distance,"(-0.001, 1.562]",3330,0.8144144144144144,4.047319579099099,0.005405405405405406,1.1762499512492492,0.3887272303822174
row,42,validation,V1,condition_nn_distance,"(-0.001, 1.562]",416,0.7644230769230769,3.8844718781250003,0.004807692307692308,1.3811172276442307,0.36839895991812915
row,525,test,V1,condition_nn_distance,"(-0.001, 1.562]",417,0.6402877697841727,2.747481146282974,0.03836930455635491,1.34991435323741,0.3376390904092326
row,525,train,V1,condition_nn_distance,"(-0.001, 1.562]",3330,0.7801801801801802,2.8309132054774775,0.016516516516516516,0.8896902652732732,0.34426203546771
row,525,validation,V1,condition_nn_distance,"(-0.001, 1.562]",416,0.71875,2.8926232987980764,0.026442307692307692,1.276479259375,0.43642800210043636
row,1101,test,V1,condition_nn_distance,"(-0.001, 1.562]",417,0.7410071942446043,4.066729747721823,0.023980815347721823,1.5384822115107912,0.42250690523474776
row,1101,train,V1,condition_nn_distance,"(-0.001, 1.562]",3330,0.7654654654654655,4.17195820072072,0.022822822822822823,1.367139323783784,0.427327722786143
row,1101,validation,V1,condition_nn_distance,"(-0.001, 1.562]",416,0.7259615384615384,3.810849890625,0.028846153846153848,1.636050458557692,0.3843013095368747
compound,42,test,V1,compound_frequency,"(18.0, 21.0]",271,0.6605166051660517,3.4050008627306276,0.0,2.341638025092251,0.47962882570002174
compound,42,test,V1,compound_frequency,"(3.999, 18.0]",102,0.46078431372549017,5.21935089019608,0.029411764705882353,6.059212531372549,0.5598441626001549
compound,42,train,V1,compound_frequency,"(18.0, 21.0]",1945,0.8329048843187661,3.579247631156812,0.002056555269922879,1.0762575417789204,0.35454980679136333
compound,42,train,V1,compound_frequency,"(21.0, 22.0]",22,0.7272727272727273,3.9991186,0.0,1.4674502863636363,-0.0819904692564526
compound,42,train,V1,compound_frequency,"(22.0, 42.0]",769,0.7971391417425228,4.0772538648894665,0.0,1.3968164885565668,0.45683586180457747
compound,42,train,V1,compound_frequency,"(3.999, 18.0]",665,0.7774436090225564,6.041997135338346,0.0015037593984962407,1.8618944583458648,0.529765218075482
compound,42,validation,V1,compound_frequency,"(18.0, 21.0]",271,0.6678966789667896,3.52940687601476,0.02214022140221402,1.8286069874538744,0.5498299688879242
compound,42,validation,V1,compound_frequency,"(22.0, 42.0]",48,0.5416666666666666,5.0248600833333334,0.0,3.20844718125,0.8297225988909119
compound,42,validation,V1,compound_frequency,"(3.999, 18.0]",70,0.5714285714285714,4.552975397142857,0.0,2.865572835714286,0.5341136743592917
compound,525,test,V1,compound_frequency,"(18.0, 21.0]",251,0.6733067729083665,3.3152111872509957,0.22709163346613545,2.189229776494024,0.2829819689286328
compound,525,test,V1,compound_frequency,"(22.0, 42.0]",69,0.8115942028985508,2.9956397681159417,0.0,1.100277939130435,0.15086065618083022
compound,525,test,V1,compound_frequency,"(3.999, 18.0]",94,0.7127659574468085,7.421023554255317,0.06382978723404255,4.192512312765957,0.45701713967641194
compound,525,train,V1,compound_frequency,"(18.0, 21.0]",2048,0.77587890625,4.009461451069336,0.0380859375,1.7486375624316406,0.32141605820452257
compound,525,train,V1,compound_frequency,"(21.0, 22.0]",22,0.5454545454545454,3.05810365,0.18181818181818182,1.927326890909091,-0.10517398125310472
compound,525,train,V1,compound_frequency,"(22.0, 42.0]",645,0.7534883720930232,4.963160738914729,0.021705426356589147,2.5278250646511626,0.5446770370939958
compound,525,train,V1,compound_frequency,"(3.999, 18.0]",606,0.6485148514851485,6.877225291914192,0.03135313531353135,3.6916850004950494,0.5593293439624542
compound,525,validation,V1,compound_frequency,"(18.0, 21.0]",188,0.675531914893617,4.19442215212766,0.13297872340425532,1.7793441196808508,0.4487523845003157
compound,525,validation,V1,compound_frequency,"(22.0, 42.0]",103,0.5922330097087378,4.7990010116504855,0.11650485436893204,4.117880955339806,0.6189536051738004
compound,525,validation,V1,compound_frequency,"(3.999, 18.0]",137,0.6423357664233577,6.364911019708029,0.11678832116788321,4.939289815328467,0.46009017211445946
compound,1101,test,V1,compound_frequency,"(18.0, 21.0]",104,0.7596153846153846,3.567153198076923,0.0,2.452621273076923,0.40945268323909106
compound,1101,test,V1,compound_frequency,"(21.0, 22.0]",22,0.8181818181818182,4.011180077272727,0.0,1.483583977272727,-0.20016983528816706
compound,1101,test,V1,compound_frequency,"(22.0, 42.0]",226,0.5,3.7104878898230087,0.0,2.730164630530973,0.44394831661021433
compound,1101,test,V1,compound_frequency,"(3.999, 18.0]",106,0.6226415094339622,5.362935910377359,0.0,3.4950420084905667,0.6123981016610288
compound,1101,train,V1,compound_frequency,"(18.0, 21.0]",2072,0.7451737451737451,3.246112075289575,0.033301158301158304,1.1332517246911196,0.3974494170492834
compound,1101,train,V1,compound_frequency,"(22.0, 42.0]",524,0.7385496183206107,4.2400991688931295,0.0,1.5355411104961831,0.46390746411295064
compound,1101,train,V1,compound_frequency,"(3.999, 18.0]",679,0.7098674521354934,5.73979698556701,0.004418262150220913,1.9129019687776136,0.5677270298702225
compound,1101,validation,V1,compound_frequency,"(18.0, 21.0]",311,0.6270096463022508,3.283470520578778,0.028938906752411574,1.8566675038585208,0.3500163564264799
compound,1101,validation,V1,compound_frequency,"(22.0, 42.0]",67,0.7313432835820896,3.6207707477611946,0.0,1.8131821746268655,0.5993952407201633
compound,1101,validation,V1,compound_frequency,"(3.999, 18.0]",52,0.5384615384615384,5.893510257692307,0.0,5.9995896730769225,0.6719030137454111
row,42,test,V1,compound_frequency,"(18.0, 21.0]",273,0.7948717948717948,3.2692794139194135,0.007326007326007326,1.052618836996337,0.26275484927266807
row,42,test,V1,compound_frequency,"(21.0, 22.0]",3,1.0,3.439641966666666,0.0,0.6751696333333331,0.5
row,42,test,V1,compound_frequency,"(22.0, 42.0]",65,0.7538461538461538,4.259106887692307,0.015384615384615385,1.432129643076923,0.4581393825259731
row,42,test,V1,compound_frequency,"(3.999, 18.0]",76,0.7631578947368421,5.33004765,0.013157894736842105,2.452498436842105,0.5040328092959672
row,42,train,V1,compound_frequency,"(18.0, 21.0]",1977,0.8204350025290845,3.359549695599393,0.0030349013657056147,1.0034302893576126,0.325190184302413
row,42,train,V1,compound_frequency,"(21.0, 22.0]",18,0.8888888888888888,3.3008268722222223,0.0,0.8566532055555556,0.3896645510062919
row,42,train,V1,compound_frequency,"(22.0, 42.0]",654,0.8119266055045872,4.117100453516819,0.010703363914373088,1.2546983382262997,0.3413409785554889
row,42,train,V1,compound_frequency,"(3.999, 18.0]",681,0.7973568281938326,5.9966899704845815,0.007342143906020558,1.6110692873715124,0.5157058627664977
row,42,validation,V1,compound_frequency,"(18.0, 21.0]",237,0.8016877637130801,3.5380778869198317,0.004219409282700422,1.093686429113924,0.3223620278405291
row,42,validation,V1,compound_frequency,"(21.0, 22.0]",1,0.0,2.0911145,0.0,6.595350600000001,
row,42,validation,V1,compound_frequency,"(22.0, 42.0]",98,0.7551020408163265,3.993001018367347,0.01020408163265306,1.7433773551020402,0.3443153381626716
row,42,validation,V1,compound_frequency,"(3.999, 18.0]",80,0.675,4.8001328475000005,0.0,1.723684395,0.4694561650257853
row,525,test,V1,compound_frequency,"(18.0, 21.0]",241,0.6639004149377593,2.2903238282157674,0.058091286307053944,0.8847537132780081,0.20489009293234114
row,525,test,V1,compound_frequency,"(21.0, 22.0]",2,0.5,2.7116081499999996,0.0,2.4336810499999997,
row,525,test,V1,compound_frequency,"(22.0, 42.0]",82,0.6707317073170732,2.7474636536585364,0.0,1.274799475609756,0.39310843977269183
row,525,test,V1,compound_frequency,"(3.999, 18.0]",92,0.5543478260869565,3.9458299945652184,0.021739130434782608,2.6118230576086954,0.393725605036618
row,525,train,V1,compound_frequency,"(18.0, 21.0]",1985,0.8025188916876574,2.353770626267003,0.019143576826196475,0.6966477112644837,0.22631764378400224
row,525,train,V1,compound_frequency,"(21.0, 22.0]",20,0.6,3.0463786049999997,0.0,1.40107237,0.6769585990335395
row,525,train,V1,compound_frequency,"(22.0, 42.0]",663,0.7405731523378583,3.1180591546003016,0.007541478129713424,1.1832113422322776,0.39877955612684324
row,525,train,V1,compound_frequency,"(3.999, 18.0]",662,0.7583081570996979,3.9675309509063443,0.01812688821752266,1.1591122495468278,0.48852378338859515
row,525,validation,V1,compound_frequency,"(18.0, 21.0]",261,0.7394636015325671,2.410820628735632,0.019157088122605363,0.9249015141762451,0.32260243923839604
row,525,validation,V1,compound_frequency,"(22.0, 42.0]",72,0.7916666666666666,3.2382725833333335,0.013888888888888888,1.3592052124999998,0.4573073183042225
row,525,validation,V1,compound_frequency,"(3.999, 18.0]",83,0.5903614457831325,4.10784918313253,0.060240963855421686,2.310280739759036,0.55646278493766
row,1101,test,V1,compound_frequency,"(18.0, 21.0]",261,0.7547892720306514,3.400602954022988,0.02681992337164751,1.1412933931034484,0.3304668570001552
row,1101,test,V1,compound_frequency,"(21.0, 22.0]",1,0.0,2.9772394999999996,0.0,2.1332937000000003,
row,1101,test,V1,compound_frequency,"(22.0, 42.0]",75,0.76,4.1739460573333345,0.013333333333333334,1.8518733933333336,0.5000320059301859
row,1101,test,V1,compound_frequency,"(3.999, 18.0]",80,0.6875,6.1530717500000005,0.025,2.533071355,0.5138068448195031
row,1101,train,V1,compound_frequency,"(18.0, 21.0]",1981,0.7703180212014135,3.452324804694599,0.028268551236749116,1.0928861599192328,0.34393982003995793
