mode,seed,split,target,slice_signal,slice,n,coverage_80,mean_width,crossing_rate,mean_abs_error,width_error_spearman
compound,42,test,V1,ea_fraction,"(0.5, 1.0]",63,0.8571428571428571,2.4125273857142857,0.0,0.7839319666666666,0.3237327188940092
compound,42,train,V1,ea_fraction,"(0.008900000000000002, 0.0476]",823,0.81044957472661,6.453241035844472,0.004860267314702308,1.880658952928311,0.5396758538538251
compound,42,train,V1,ea_fraction,"(0.0476, 0.167]",1014,0.7751479289940828,4.428629195463511,0.0009861932938856016,1.4496109969428008,0.4581852092214133
compound,42,train,V1,ea_fraction,"(0.167, 0.333]",524,0.816793893129771,3.0307286984732826,0.0,0.9996433234732824,0.30612545494558335
compound,42,train,V1,ea_fraction,"(0.333, 0.5]",533,0.8461538461538461,2.779425079362101,0.0,0.8460196675422138,0.2314477912430967
compound,42,train,V1,ea_fraction,"(0.5, 1.0]",507,0.8560157790927022,2.6267668380670615,0.0,0.8786727142011834,0.3577511114082059
compound,42,validation,V1,ea_fraction,"(0.008900000000000002, 0.0476]",106,0.3867924528301887,6.615132946226415,0.02830188679245283,4.7650110245283015,0.5255603167862921
compound,42,validation,V1,ea_fraction,"(0.0476, 0.167]",111,0.6306306306306306,3.5253905144144135,0.02702702702702703,1.4568752765765765,0.24602815939512007
compound,42,validation,V1,ea_fraction,"(0.167, 0.333]",57,0.6491228070175439,2.618827335087719,0.0,1.6317709175438595,0.25395385014259786
compound,42,validation,V1,ea_fraction,"(0.333, 0.5]",59,0.7966101694915254,2.4046741457627117,0.0,0.8722373949152543,0.2637677347992669
compound,42,validation,V1,ea_fraction,"(0.5, 1.0]",56,0.9285714285714286,2.369633091071429,0.0,0.6941211410714285,0.5530511458624617
compound,525,test,V1,ea_fraction,"(0.008900000000000002, 0.0476]",100,0.5,3.4306559749999996,0.21,3.557792905,0.40396590488533046
compound,525,test,V1,ea_fraction,"(0.0476, 0.167]",120,0.6333333333333333,4.88296206,0.175,3.3118927275000005,0.47617394038148014
compound,525,test,V1,ea_fraction,"(0.167, 0.333]",63,0.8253968253968254,4.363225444444444,0.14285714285714285,1.9384193412698416,0.29487302611865707
compound,525,test,V1,ea_fraction,"(0.333, 0.5]",66,0.8484848484848485,4.677982159090909,0.18181818181818182,1.312260712121212,0.3888564159435905
compound,525,test,V1,ea_fraction,"(0.5, 1.0]",65,0.8923076923076924,3.442189167692307,0.0,0.8857840892307693,0.042747090704680205
compound,525,train,V1,ea_fraction,"(0.008900000000000002, 0.0476]",807,0.550185873605948,5.33681346654275,0.058240396530359353,4.401625676902106,0.6039099071383268
compound,525,train,V1,ea_fraction,"(0.0476, 0.167]",984,0.7306910569105691,4.8745406093495935,0.039634146341463415,2.140724199288618,0.47163138663688553
compound,525,train,V1,ea_fraction,"(0.167, 0.333]",515,0.8407766990291262,4.465134475126214,0.02524271844660194,1.4720652264077672,0.36927002172489365
compound,525,train,V1,ea_fraction,"(0.333, 0.5]",521,0.8522072936660269,4.892670847024951,0.02495201535508637,1.219650988675624,0.303361715290891
compound,525,train,V1,ea_fraction,"(0.5, 1.0]",494,0.8906882591093117,3.4322071710526316,0.006072874493927126,0.8888317943319838,0.3058050961519583
compound,525,validation,V1,ea_fraction,"(0.008900000000000002, 0.0476]",104,0.4423076923076923,6.379884930769231,0.27884615384615385,5.269062326923077,0.6081443010445552
compound,525,validation,V1,ea_fraction,"(0.0476, 0.167]",124,0.5806451612903226,5.4141431258064525,0.08870967741935484,4.664838032258064,0.6091799197512636
compound,525,validation,V1,ea_fraction,"(0.167, 0.333]",65,0.7384615384615385,4.415671346153847,0.09230769230769231,2.170864183076923,0.4389977393105804
compound,525,validation,V1,ea_fraction,"(0.333, 0.5]",68,0.75,4.66067769117647,0.08823529411764706,1.6796949088235296,0.32927702472496934
compound,525,validation,V1,ea_fraction,"(0.5, 1.0]",67,0.8805970149253731,3.2243996656716423,0.014925373134328358,0.7999002074626865,0.010017760621398348
compound,1101,test,V1,ea_fraction,"(0.008900000000000002, 0.0476]",106,0.5188679245283019,6.245576908490566,0.0,5.076105160377357,0.6622866247563576
compound,1101,test,V1,ea_fraction,"(0.0476, 0.167]",136,0.5441176470588235,4.91718587867647,0.0,2.612378547058823,0.4980033780021691
compound,1101,test,V1,ea_fraction,"(0.167, 0.333]",76,0.6447368421052632,2.723671794736842,0.0,1.8381031342105263,0.3793136486096058
compound,1101,test,V1,ea_fraction,"(0.333, 0.5]",71,0.6056338028169014,2.383615546478873,0.0,1.8125241690140848,0.17568836658667863
compound,1101,test,V1,ea_fraction,"(0.5, 1.0]",69,0.7971014492753623,2.3082198826086957,0.0,1.6444555898550723,-0.03169905107903934
compound,1101,train,V1,ea_fraction,"(0.008900000000000002, 0.0476]",783,0.7151979565772669,5.917645501404854,0.007662835249042145,2.153352613358876,0.5212173012285879
compound,1101,train,V1,ea_fraction,"(0.0476, 0.167]",967,0.795243019648397,4.779543976008273,0.004136504653567736,1.5104069826266804,0.4915038353031852
compound,1101,train,V1,ea_fraction,"(0.167, 0.333]",507,0.5996055226824457,2.6275046195266274,0.0650887573964497,1.1563812846153847,0.3730862615425727
compound,1101,train,V1,ea_fraction,"(0.333, 0.5]",520,0.7038461538461539,2.2863386932692307,0.05,0.7885173367307692,0.23531720321016103
compound,1101,train,V1,ea_fraction,"(0.5, 1.0]",498,0.8313253012048193,2.1459877965863456,0.006024096385542169,0.6197360991967871,0.30953111978816855
compound,1101,validation,V1,ea_fraction,"(0.008900000000000002, 0.0476]",122,0.5655737704918032,6.219088339344261,0.0,4.201943986065574,0.6963104936682504
compound,1101,validation,V1,ea_fraction,"(0.0476, 0.167]",125,0.64,3.5928112688,0.0,2.5408662216,0.3943403211639499
compound,1101,validation,V1,ea_fraction,"(0.167, 0.333]",60,0.5166666666666667,1.9316409383333335,0.0,1.134244446666667,0.0026397321389476634
compound,1101,validation,V1,ea_fraction,"(0.333, 0.5]",64,0.703125,1.8985736515625,0.046875,0.85862553125,0.15176976983720597
compound,1101,validation,V1,ea_fraction,"(0.5, 1.0]",59,0.7966101694915254,2.118239820338983,0.1016949152542373,0.9768358915254237,0.12855619048837721
row,42,test,V1,ea_fraction,"(0.008900000000000002, 0.0476]",101,0.8415841584158416,5.758792882178218,0.0,1.8090330405940593,0.5996057064839241
row,42,test,V1,ea_fraction,"(0.0476, 0.167]",123,0.7967479674796748,4.390786882926828,0.016260162601626018,1.70102031300813,0.4355870555003805
row,42,test,V1,ea_fraction,"(0.167, 0.333]",55,0.7636363636363637,2.781973538181818,0.0,0.9694850381818182,0.23701298701298706
row,42,test,V1,ea_fraction,"(0.333, 0.5]",66,0.7121212121212122,2.375289522727273,0.015151515151515152,0.8025997909090908,0.21832794071600045
row,42,test,V1,ea_fraction,"(0.5, 1.0]",72,0.7638888888888888,2.1288229750000003,0.013888888888888888,0.9810786180555555,0.16772917655356256
row,42,train,V1,ea_fraction,"(0.008900000000000002, 0.0476]",821,0.8221680876979294,6.0603140236297195,0.0,1.579462555858709,0.4414341065076833
row,42,train,V1,ea_fraction,"(0.0476, 0.167]",988,0.8502024291497976,4.5627888436234825,0.005060728744939271,1.297181787145749,0.44850573096752455
row,42,train,V1,ea_fraction,"(0.167, 0.333]",540,0.7814814814814814,3.0986704987037035,0.001851851851851852,1.0020357835185185,0.3095551265626781
row,42,train,V1,ea_fraction,"(0.333, 0.5]",504,0.7202380952380952,2.4625843575396824,0.00992063492063492,0.8328759696428572,0.15227594172250583
row,42,train,V1,ea_fraction,"(0.5, 1.0]",477,0.8637316561844863,2.2633048679245285,0.014675052410901468,0.7918011777777778,0.22532878210793714
row,42,validation,V1,ea_fraction,"(0.008900000000000002, 0.0476]",89,0.797752808988764,6.501569779775281,0.0,2.1956230528089886,0.5234422880490298
row,42,validation,V1,ea_fraction,"(0.0476, 0.167]",117,0.7948717948717948,4.052382047863247,0.008547008547008548,1.3055881957264959,0.44675562116178796
row,42,validation,V1,ea_fraction,"(0.167, 0.333]",48,0.75,3.209922522916667,0.0,1.3712289125000001,0.2175423360833695
row,42,validation,V1,ea_fraction,"(0.333, 0.5]",85,0.6823529411764706,2.686631905882353,0.011764705882352941,1.1080318529411763,0.22208542199049283
row,42,validation,V1,ea_fraction,"(0.5, 1.0]",77,0.7792207792207793,2.347167509090909,0.0,0.8620623480519479,0.03625322046374678
row,525,test,V1,ea_fraction,"(0.008900000000000002, 0.0476]",86,0.686046511627907,3.8617422081395345,0.05813953488372093,1.7500766011627902,0.5263172791169395
row,525,test,V1,ea_fraction,"(0.0476, 0.167]",152,0.6513157894736842,2.921505782236842,0.019736842105263157,1.5055602717105263,0.22050830806063537
row,525,test,V1,ea_fraction,"(0.167, 0.333]",55,0.6,2.4871873654545458,0.01818181818181818,1.3596055018181816,0.46464646464646475
row,525,test,V1,ea_fraction,"(0.333, 0.5]",70,0.5857142857142857,2.146302601428571,0.07142857142857142,0.9931999985714283,0.4020820575627679
row,525,test,V1,ea_fraction,"(0.5, 1.0]",54,0.6481481481481481,1.5274896666666664,0.037037037037037035,0.7270413666666669,-0.06049170954831331
row,525,train,V1,ea_fraction,"(0.008900000000000002, 0.0476]",831,0.7990373044524669,3.90478046166065,0.007220216606498195,1.1175645083754513,0.5085615876099632
row,525,train,V1,ea_fraction,"(0.0476, 0.167]",958,0.8162839248434238,3.226174009916493,0.012526096033402923,0.9400878678496869,0.3804605425070269
row,525,train,V1,ea_fraction,"(0.167, 0.333]",523,0.7743785850860421,2.2798774384321225,0.009560229445506692,0.7647264554493307,0.2809653606708965
row,525,train,V1,ea_fraction,"(0.333, 0.5]",502,0.7709163346613546,2.0608771458167334,0.01593625498007968,0.683135538247012,0.15504916351012693
row,525,train,V1,ea_fraction,"(0.5, 1.0]",516,0.6976744186046512,1.6753051968992247,0.046511627906976744,0.7567486881782947,0.20371578793462564
row,525,validation,V1,ea_fraction,"(0.008900000000000002, 0.0476]",94,0.723404255319149,4.557046786170214,0.010638297872340425,2.0126040712765962,0.5939840117945477
row,525,validation,V1,ea_fraction,"(0.0476, 0.167]",118,0.6864406779661016,2.904571518644068,0.025423728813559324,1.4134651084745764,0.5219196692728494
row,525,validation,V1,ea_fraction,"(0.167, 0.333]",65,0.7692307692307693,2.6387729184615383,0.015384615384615385,0.9702588323076923,0.2874562937062937
row,525,validation,V1,ea_fraction,"(0.333, 0.5]",83,0.7108433734939759,1.9802869,0.03614457831325301,0.7882337759036144,0.2513328575626548
row,525,validation,V1,ea_fraction,"(0.5, 1.0]",56,0.7321428571428571,1.7204536214285713,0.05357142857142857,0.8312764089285716,0.1369788106630212
row,1101,test,V1,ea_fraction,"(0.008900000000000002, 0.0476]",94,0.6702127659574468,6.565850441489362,0.05319148936170213,2.5855417308510638,0.597052342592927
row,1101,test,V1,ea_fraction,"(0.0476, 0.167]",118,0.7796610169491526,4.6264726042372875,0.025423728813559324,1.664927844067797,0.409106015287471
row,1101,test,V1,ea_fraction,"(0.167, 0.333]",58,0.7758620689655172,3.1892570862068967,0.0,1.0894475448275862,0.27103263711587566
row,1101,test,V1,ea_fraction,"(0.333, 0.5]",75,0.7466666666666667,2.5441332373333334,0.0,0.9802460679999999,0.21744109133616357
row,1101,test,V1,ea_fraction,"(0.5, 1.0]",72,0.7361111111111112,2.179523502777778,0.027777777777777776,0.9074758500000001,0.4362016849958198
row,1101,train,V1,ea_fraction,"(0.008900000000000002, 0.0476]",810,0.7246913580246913,6.042018510123458,0.025925925925925925,1.9419001554320987,0.5065223219318067
row,1101,train,V1,ea_fraction,"(0.0476, 0.167]",995,0.7919597989949749,4.9190104019095475,0.012060301507537688,1.5387355416080402,0.45166651389129786
row,1101,train,V1,ea_fraction,"(0.167, 0.333]",523,0.768642447418738,3.2305764456978974,0.01338432122370937,1.1300831499043977,0.31594392804188226
row,1101,train,V1,ea_fraction,"(0.333, 0.5]",518,0.7625482625482626,2.7018739384169885,0.0,0.8573068328185329,0.25799650950586633
row,1101,train,V1,ea_fraction,"(0.5, 1.0]",484,0.7789256198347108,2.09712455392562,0.0743801652892562,0.8542862223140496,0.3341844142776472
row,1101,validation,V1,ea_fraction,"(0.008900000000000002, 0.0476]",107,0.6355140186915887,5.684644394392523,0.028037383177570093,2.6039308257943925,0.44529782445377497
row,1101,validation,V1,ea_fraction,"(0.0476, 0.167]",115,0.7913043478260869,4.100268862608695,0.02608695652173913,1.5043919260869565,0.5633641666628312
row,1101,validation,V1,ea_fraction,"(0.167, 0.333]",62,0.7419354838709677,3.1559088225806446,0.03225806451612903,1.3151197177419354,0.1983606351122347
row,1101,validation,V1,ea_fraction,"(0.333, 0.5]",62,0.8225806451612904,2.623892540322581,0.0,0.7774102758064517,0.18682480924680822
row,1101,validation,V1,ea_fraction,"(0.5, 1.0]",70,0.6571428571428571,2.102542865714286,0.05714285714285714,1.4176351614285714,0.19986002974367947
compound,42,test,V1,V1_q50,"(0.598, 4.724]",56,0.6071428571428571,1.894288467857143,0.05357142857142857,1.2665308999999998,0.10184552289815449
compound,42,test,V1,V1_q50,"(4.724, 5.346]",52,0.7884615384615384,2.2527680365384612,0.0,0.7686548865384615,0.22709809613250234
compound,42,test,V1,V1_q50,"(5.346, 6.172]",105,0.7619047619047619,2.609978970476191,0.0,1.423636300952381,0.222755546340452
compound,42,test,V1,V1_q50,"(6.172, 9.189]",80,0.4875,3.3642027075,0.0,2.59970087875,0.4187998124706986
compound,42,test,V1,V1_q50,"(9.189, 63.756]",80,0.4,8.60901155,0.0,9.8033739575,0.47105016408813877
compound,42,train,V1,V1_q50,"(0.598, 4.724]",463,0.8336933045356372,2.130058823110151,0.0,0.5411048991360691,0.11966500757123645
compound,42,train,V1,V1_q50,"(4.724, 5.346]",630,0.8587301587301587,2.3435896315873017,0.0015873015873015873,0.6109217776190475,0.032728551254307764
compound,42,train,V1,V1_q50,"(5.346, 6.172]",774,0.8397932816537468,2.694360480878553,0.0,0.7796277626614988,0.016231624855799282
compound,42,train,V1,V1_q50,"(6.172, 9.189]",819,0.7973137973137974,3.5919805123321122,0.004884004884004884,1.253350717094017,0.21891503864233158
compound,42,train,V1,V1_q50,"(9.189, 63.756]",715,0.7496503496503496,9.388822117622377,0.0,3.0385707772867137,0.3595196673991872
compound,42,validation,V1,V1_q50,"(0.598, 4.724]",52,0.8076923076923077,1.9040754673076927,0.057692307692307696,0.6208399384615384,0.4362673952019123
compound,42,validation,V1,V1_q50,"(4.724, 5.346]",69,0.855072463768116,2.351344294202898,0.0,0.7790605275362319,0.03788889092504588
compound,42,validation,V1,V1_q50,"(5.346, 6.172]",85,0.6588235294117647,2.311863121176471,0.03529411764705882,0.8372120929411767,-0.04470458332388528
compound,42,validation,V1,V1_q50,"(6.172, 9.189]",91,0.5604395604395604,3.5973209956043957,0.0,2.0211263263736265,0.18398850122949603
compound,42,validation,V1,V1_q50,"(9.189, 63.756]",92,0.42391304347826086,7.948386616304348,0.0,5.5328660869565205,0.3096965611376028
compound,525,test,V1,V1_q50,"(0.598, 4.724]",154,0.7922077922077922,3.6329913253246753,0.09740259740259741,1.818940503896104,0.3649326240915055
compound,525,test,V1,V1_q50,"(4.724, 5.346]",58,0.8620689655172413,3.10744426724138,0.0,0.7974156931034482,-0.22803077797419807
compound,525,test,V1,V1_q50,"(5.346, 6.172]",66,0.803030303030303,3.3691381257575754,0.18181818181818182,1.4085837484848485,0.14938989424343646
compound,525,test,V1,V1_q50,"(6.172, 9.189]",103,0.5339805825242718,3.8058426184466017,0.34951456310679613,2.664830134951456,0.4211214654532106
compound,525,test,V1,V1_q50,"(9.189, 63.756]",33,0.36363636363636365,11.585334196969695,0.0,9.869728181818182,-0.02840909090909091
compound,525,train,V1,V1_q50,"(0.598, 4.724]",814,0.9066339066339066,3.537342573083538,0.038083538083538086,0.8695986283783785,0.28374472611767004
compound,525,train,V1,V1_q50,"(4.724, 5.346]",765,0.857516339869281,3.427205035947712,0.030065359477124184,0.881214585490196,0.0014568050813538863
compound,525,train,V1,V1_q50,"(5.346, 6.172]",651,0.8341013824884793,3.887787732718894,0.043010752688172046,1.2046113413210444,0.1551385047357387
compound,525,train,V1,V1_q50,"(6.172, 9.189]",605,0.5685950413223141,5.022636124793388,0.0512396694214876,2.643209322644628,0.19047079860287114
compound,525,train,V1,V1_q50,"(9.189, 63.756]",486,0.4094650205761317,9.416953002263375,0.00411522633744856,7.6664467729629635,0.3688250181884894
compound,525,validation,V1,V1_q50,"(0.598, 4.724]",128,0.7421875,3.097368140625,0.203125,1.5565240468750001,0.40720769738535556
compound,525,validation,V1,V1_q50,"(4.724, 5.346]",63,0.7936507936507936,3.093654871428572,0.14285714285714285,1.0642768968253966,0.19012639392091601
compound,525,validation,V1,V1_q50,"(5.346, 6.172]",73,0.8356164383561644,4.041374917808219,0.0547945205479452,1.7708267041095889,-0.06816481223781079
compound,525,validation,V1,V1_q50,"(6.172, 9.189]",67,0.5223880597014925,4.8855572656716415,0.16417910447761194,4.335729962686567,0.34545581572913664
compound,525,validation,V1,V1_q50,"(9.189, 63.756]",97,0.36082474226804123,9.702321585567013,0.030927835051546393,7.724663486597939,0.20224342347296234
compound,1101,test,V1,V1_q50,"(0.598, 4.724]",63,0.7142857142857143,2.2424714523809524,0.0,2.198761684126984,0.29912868227623657
compound,1101,test,V1,V1_q50,"(4.724, 5.346]",117,0.717948717948718,2.1700011307692306,0.0,1.3500896170940169,0.006054554688715425
compound,1101,test,V1,V1_q50,"(5.346, 6.172]",86,0.8023255813953488,2.720471438372093,0.0,1.1045471406976743,-0.10917788771944992
compound,1101,test,V1,V1_q50,"(6.172, 9.189]",110,0.5181818181818182,3.98723391,0.0,2.353135999090909,0.3637736708048287
compound,1101,test,V1,V1_q50,"(9.189, 63.756]",82,0.25609756097560976,9.738405564634146,0.0,7.620544317073171,0.34976109396752975
compound,1101,train,V1,V1_q50,"(0.598, 4.724]",508,0.8503937007874016,2.144123041535433,0.027559055118110236,0.5834854580708662,0.269261770897598
compound,1101,train,V1,V1_q50,"(4.724, 5.346]",632,0.759493670886076,1.9434054547468353,0.028481012658227847,0.5950476806962025,0.07951978946080646
compound,1101,train,V1,V1_q50,"(5.346, 6.172]",721,0.7253814147018031,2.408875331900139,0.04160887656033287,0.7891831110957004,0.09742374069341325
compound,1101,train,V1,V1_q50,"(6.172, 9.189]",695,0.7035971223021583,3.583109035251799,0.0057553956834532375,1.2179397079136691,0.17559385163250923
compound,1101,train,V1,V1_q50,"(9.189, 63.756]",719,0.6801112656467315,8.762964800278164,0.008344923504867872,3.2873876011961056,0.43925288853060357
compound,1101,validation,V1,V1_q50,"(0.598, 4.724]",60,0.75,2.1456776266666666,0.0,0.8014171916666667,0.23668671957427578
compound,1101,validation,V1,V1_q50,"(4.724, 5.346]",107,0.6822429906542056,1.9461531205607479,0.056074766355140186,0.9234357411214955,-0.02892459767101653
compound,1101,validation,V1,V1_q50,"(5.346, 6.172]",108,0.7314814814814815,2.3507087574074075,0.027777777777777776,0.9760794287037039,-0.04197143314044692
compound,1101,validation,V1,V1_q50,"(6.172, 9.189]",85,0.5647058823529412,3.636118136470588,0.0,1.9026196611764703,0.31389792749131434
compound,1101,validation,V1,V1_q50,"(9.189, 63.756]",70,0.38571428571428573,9.575541092857144,0.0,8.526479387142857,0.255634098896416
row,42,test,V1,V1_q50,"(0.598, 4.724]",99,0.8181818181818182,2.1163883080808086,0.010101010101010102,0.6295075505050506,0.02850958565244279
row,42,test,V1,V1_q50,"(4.724, 5.346]",101,0.7425742574257426,2.5143229277227723,0.019801980198019802,0.8925204188118813,0.12041968672062334
row,42,test,V1,V1_q50,"(5.346, 6.172]",75,0.8266666666666667,2.8040383626666667,0.013333333333333334,0.7321097453333333,-0.1741833156752141
row,42,test,V1,V1_q50,"(6.172, 9.189]",69,0.782608695652174,4.017557836231885,0.0,1.4597902014492756,0.2526123492875411
row,42,test,V1,V1_q50,"(9.189, 63.756]",73,0.7534246575342466,8.681840395890411,0.0,3.572180750684932,0.3654819202764409
row,42,train,V1,V1_q50,"(0.598, 4.724]",753,0.8247011952191236,2.1044122027888448,0.0013280212483399733,0.6252324147410357,0.16677856085755283
row,42,train,V1,V1_q50,"(4.724, 5.346]",723,0.8354080221300139,2.5205569376210235,0.008298755186721992,0.6668536001383125,0.03992928890420318
row,42,train,V1,V1_q50,"(5.346, 6.172]",572,0.8496503496503497,2.9403030713286715,0.013986013986013986,0.8113721347902098,0.01866084433671175
row,42,train,V1,V1_q50,"(6.172, 9.189]",559,0.7441860465116279,3.741797579964222,0.0017889087656529517,1.2377865581395349,0.19141296085713544
row,42,train,V1,V1_q50,"(9.189, 63.756]",723,0.8091286307053942,8.70964168713693,0.0027662517289073307,2.500621893997234,0.3297899916292308
row,42,validation,V1,V1_q50,"(0.598, 4.724]",104,0.7692307692307693,2.197034503846154,0.009615384615384616,0.6860637644230769,-0.0026619083055367957
row,42,validation,V1,V1_q50,"(4.724, 5.346]",86,0.8372093023255814,2.521918593023256,0.011627906976744186,0.6802468872093024,-0.15643190716543232
row,42,validation,V1,V1_q50,"(5.346, 6.172]",76,0.8026315789473685,2.793476711842105,0.0,0.9673627250000002,0.13544863601571383
row,42,validation,V1,V1_q50,"(6.172, 9.189]",65,0.6615384615384615,4.251494915384615,0.0,1.639242349230769,0.011713414701471764
row,42,validation,V1,V1_q50,"(9.189, 63.756]",85,0.7294117647058823,8.022497815294116,0.0,3.11320686,0.3319327731092437
row,525,test,V1,V1_q50,"(0.598, 4.724]",105,0.7047619047619048,1.5727252904761906,0.06666666666666667,0.9498779590476191,0.07048517520215633
row,525,test,V1,V1_q50,"(4.724, 5.346]",75,0.6,1.7315757453333334,0.05333333333333334,0.9933675946666665,0.146628733997155
row,525,test,V1,V1_q50,"(5.346, 6.172]",71,0.6338028169014085,1.946432301408451,0.056338028169014086,0.6694878943661972,0.08014755197853787
row,525,test,V1,V1_q50,"(6.172, 9.189]",78,0.6025641025641025,2.531243558974359,0.01282051282051282,1.0697651256410254,0.12070208272739917
row,525,test,V1,V1_q50,"(9.189, 63.756]",88,0.6363636363636364,5.852972847727273,0.0,2.9284001102272725,0.4728652818442798
row,525,train,V1,V1_q50,"(0.598, 4.724]",918,0.826797385620915,1.59398421583878,0.029411764705882353,0.5332940322004358,0.0943220986703232
row,525,train,V1,V1_q50,"(4.724, 5.346]",584,0.7876712328767124,1.7667821426369863,0.02054794520547945,0.46249436489726026,0.04344040861906008
row,525,train,V1,V1_q50,"(5.346, 6.172]",588,0.7465986394557823,1.8866279552721086,0.015306122448979591,0.5246523232993198,0.12354981272351087
row,525,train,V1,V1_q50,"(6.172, 9.189]",572,0.7307692307692307,2.457785856818182,0.012237762237762238,0.8405346881118881,0.3268415403557996
row,525,train,V1,V1_q50,"(9.189, 63.756]",668,0.781437125748503,6.611784348802395,0.0,2.1163571032934136,0.44978700659302884
row,525,validation,V1,V1_q50,"(0.598, 4.724]",121,0.768595041322314,1.5999181396694215,0.03305785123966942,0.6971932917355371,0.21093347784852998
row,525,validation,V1,V1_q50,"(4.724, 5.346]",68,0.7352941176470589,1.6991140411764707,0.029411764705882353,0.6380111705882351,-0.02227375533325967
row,525,validation,V1,V1_q50,"(5.346, 6.172]",74,0.7297297297297297,1.8799445513513517,0.013513513513513514,0.6751382716216217,0.07166340857370194
row,525,validation,V1,V1_q50,"(6.172, 9.189]",59,0.5932203389830508,2.56458416440678,0.06779661016949153,1.298322274576271,0.32881355932203393
row,525,validation,V1,V1_q50,"(9.189, 63.756]",94,0.7127659574468085,6.42313915,0.0,2.9437125287234047,0.5136798757360113
row,1101,test,V1,V1_q50,"(0.598, 4.724]",65,0.7692307692307693,1.9369210861538462,0.015384615384615385,0.7123492215384616,0.1605769230769231
row,1101,test,V1,V1_q50,"(4.724, 5.346]",77,0.7532467532467533,2.4804429012987015,0.012987012987012988,0.6988413142857142,-0.136757978863242
row,1101,test,V1,V1_q50,"(5.346, 6.172]",94,0.8085106382978723,2.505686728723404,0.05319148936170213,0.975307305319149,0.05338313543774827
row,1101,test,V1,V1_q50,"(6.172, 9.189]",103,0.7475728155339806,3.4502188155339812,0.02912621359223301,1.2012199893203883,0.3614418134692263
row,1101,test,V1,V1_q50,"(9.189, 63.756]",78,0.6153846153846154,10.102887696153847,0.0,4.179859692307692,0.48446490218642113
row,1101,train,V1,V1_q50,"(0.598, 4.724]",470,0.8,2.0727916514893616,0.029787234042553193,0.5859659861702128,0.01506598628990713
row,1101,train,V1,V1_q50,"(4.724, 5.346]",706,0.8144475920679887,2.3384775579320114,0.0339943342776204,0.6381808235127479,0.008651428550773907
row,1101,train,V1,V1_q50,"(5.346, 6.172]",681,0.8223201174743024,2.5992167403817916,0.03524229074889868,0.7449757860499265,0.01123329659726385
row,1101,train,V1,V1_q50,"(6.172, 9.189]",743,0.6971736204576043,3.6747492324360698,0.018842530282637954,1.386832728129206,0.23313320311123276
