CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2,source_row_1based,sample_id,V1_ml,V2_ml,decision,decision_reason,quality_flags,reviewer
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,50.0,DCM,300,1/1,10,2023-08-16_10-08-13.xlsx,Silica-CS 4g,645.0,896.0,C=CC(=O)OCC(F)(F)F,645.0,896.0,1720,ac7b6da4fe0aa688137b,5.375,7.466666666666667,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,100.0,DCM,300,1/1,10,2023-08-16_10-11-38.xlsx,Silica-CS 4g,710.0,1040.0,C=CC(=O)OCC(F)(F)F,710.0,1040.0,1721,8ba20040f2501c52bfa0,5.916666666666667,8.666666666666666,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,150.0,DCM,300,1/1,10,2023-08-16_10-15-09.xlsx,Silica-CS 4g,717.0,1064.0,C=CC(=O)OCC(F)(F)F,717.0,1064.0,1722,28909b3d657af9f4764c,5.975,8.866666666666667,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,50.0,DCM,300,2/1,10,2023-08-16_10-19-15.xlsx,Silica-CS 4g,968.0,1242.0,C=CC(=O)OCC(F)(F)F,968.0,1242.0,1723,507180636a2cd426f1fc,8.066666666666666,10.35,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,100.0,DCM,300,2/1,10,2023-08-16_10-22-51.xlsx,Silica-CS 4g,753.0,1123.0,C=CC(=O)OCC(F)(F)F,753.0,1123.0,1724,652e37f6b7342c913506,6.275,9.358333333333333,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,150.0,DCM,300,2/1,10,2023-08-16_10-26-26.xlsx,Silica-CS 4g,748.0,1180.0,C=CC(=O)OCC(F)(F)F,748.0,1180.0,1725,97be17292620713a15c8,6.233333333333333,9.833333333333334,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,50.0,DCM,300,5/1,10,2023-08-16_10-30-37.xlsx,Silica-CS 4g,962.0,1279.0,C=CC(=O)OCC(F)(F)F,962.0,1279.0,1726,071fc2962498be2a0922,8.016666666666667,10.658333333333333,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,100.0,DCM,300,5/1,10,2023-08-16_10-34-28.xlsx,Silica-CS 4g,796.0,1261.0,C=CC(=O)OCC(F)(F)F,796.0,1261.0,1727,0bdf4a7ec97a56adeb40,6.633333333333334,10.508333333333333,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,150.0,DCM,300,5/1,10,2023-08-16_10-38-24.xlsx,Silica-CS 4g,806.0,1309.0,C=CC(=O)OCC(F)(F)F,806.0,1309.0,1728,4d941530620130751e91,6.716666666666667,10.908333333333333,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,50.0,DCM,300,10/1,10,2023-08-16_10-42-55.xlsx,Silica-CS 4g,1012.0,1468.0,C=CC(=O)OCC(F)(F)F,1012.0,1468.0,1729,d1ec836ef828ebbf94ad,8.433333333333334,12.233333333333333,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,100.0,DCM,300,10/1,10,2023-08-16_10-47-01.xlsx,Silica-CS 4g,819.0,1431.0,C=CC(=O)OCC(F)(F)F,819.0,1431.0,1730,538a434017b0e099f054,6.825,11.925,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,150.0,DCM,300,10/1,10,2023-08-16_10-51-12.xlsx,Silica-CS 4g,821.0,1480.0,C=CC(=O)OCC(F)(F)F,821.0,1480.0,1731,d6b28f60f89677468590,6.841666666666667,12.333333333333334,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,50.0,DCM,300,20/1,10,2023-08-16_11-17-26.xlsx,Silica-CS 4g,1020.0,1349.0,C=CC(=O)OCC(F)(F)F,1020.0,1349.0,1732,81506810413492ce89ec,8.5,11.241666666666667,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,100.0,DCM,300,20/1,10,2023-08-16_11-21-32.xlsx,Silica-CS 4g,992.0,1466.0,C=CC(=O)OCC(F)(F)F,992.0,1466.0,1733,6cfbe3ab4c27733a07b6,8.266666666666667,12.216666666666667,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,150.0,DCM,300,20/1,10,2023-08-16_11-25-38.xlsx,Silica-CS 4g,986.0,1435.0,C=CC(=O)OCC(F)(F)F,986.0,1435.0,1734,3f51f959f0d663b61716,8.216666666666667,11.958333333333334,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,50.0,DCM,300,50/1,10,2023-08-16_11-31-04.xlsx,Silica-CS 4g,1455.0,2082.0,C=CC(=O)OCC(F)(F)F,1455.0,2082.0,1735,d01d365af220241485ec,12.125,17.35,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,100.0,DCM,300,50/1,10,2023-08-16_11-36-05.xlsx,Silica-CS 4g,1296.0,1997.0,C=CC(=O)OCC(F)(F)F,1296.0,1997.0,1736,946f712a81f3990f568f,10.8,16.641666666666666,keep,,,user_confirmed_protocol_2026-08-13
407-47-6,"2,2,2-Trifluoroethyl acrylate",0.98,1.216,150.0,DCM,300,50/1,10,2023-08-16_11-41-11.xlsx,Silica-CS 4g,1240.0,2030.0,C=CC(=O)OCC(F)(F)F,1240.0,2030.0,1737,fdf997fba3a74c11f802,10.333333333333334,16.916666666666668,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,50.0,DCM,300,0/1,10,2023-08-16_13-29-34.xlsx,Silica-CS 4g,522.0,702.0,CCCCCCCCCCCCOC(=O)C=C,522.0,702.0,1738,68c511d842fc030aa84b,4.35,5.85,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,100.0,DCM,300,0/1,10,2023-08-16_13-32-29.xlsx,Silica-CS 4g,526.0,727.0,CCCCCCCCCCCCOC(=O)C=C,526.0,727.0,1739,d997636736faa38ac83a,4.383333333333334,6.058333333333334,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,150.0,DCM,300,0/1,10,2023-08-16_13-35-40.xlsx,Silica-CS 4g,522.0,899.0,CCCCCCCCCCCCOC(=O)C=C,522.0,899.0,1740,8e17cb06a37c48cc9ab5,4.35,7.491666666666666,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,50.0,DCM,300,1/1,10,2023-08-16_13-39-11.xlsx,Silica-CS 4g,702.0,890.0,CCCCCCCCCCCCOC(=O)C=C,702.0,890.0,1741,5265c3d2f02abb35e86e,5.85,7.416666666666667,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,100.0,DCM,300,1/1,10,2023-08-16_13-42-08.xlsx,Silica-CS 4g,551.0,744.0,CCCCCCCCCCCCOC(=O)C=C,551.0,744.0,1742,2631e65cfde93b7bbd64,4.591666666666667,6.2,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,150.0,DCM,300,1/1,10,2023-08-16_13-45-09.xlsx,Silica-CS 4g,557.0,783.0,CCCCCCCCCCCCOC(=O)C=C,557.0,783.0,1743,9919de6ba79bfdeb065e,4.641666666666667,6.525,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,50.0,DCM,300,2/1,10,2023-08-16_13-52-11.xlsx,Silica-CS 4g,518.0,668.0,CCCCCCCCCCCCOC(=O)C=C,518.0,668.0,1744,c63dec7fc76d8e529022,4.316666666666666,5.566666666666666,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,100.0,DCM,300,2/1,10,2023-08-16_14-29-21.xlsx,Silica-CS 4g,521.0,687.0,CCCCCCCCCCCCOC(=O)C=C,521.0,687.0,1745,b8c5b2ddf2469922c305,4.341666666666667,5.725,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,150.0,DCM,300,2/1,10,2023-08-16_14-31-59.xlsx,Silica-CS 4g,515.0,735.0,CCCCCCCCCCCCOC(=O)C=C,515.0,735.0,1746,192516b3cc0500ef715b,4.291666666666667,6.125,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,50.0,DCM,300,5/1,10,2023-08-16_14-35-52.xlsx,Silica-CS 4g,742.0,895.0,CCCCCCCCCCCCOC(=O)C=C,742.0,895.0,1747,31d68872f0906ed4c5b1,6.183333333333334,7.458333333333333,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,100.0,DCM,300,5/1,10,2023-08-16_14-42-21.xlsx,Silica-CS 4g,546.0,801.0,CCCCCCCCCCCCOC(=O)C=C,546.0,801.0,1748,74d0393fb6ddaea1d7a6,4.55,6.675,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,150.0,DCM,300,5/1,10,2023-08-16_14-44-56.xlsx,Silica-CS 4g,536.0,787.0,CCCCCCCCCCCCOC(=O)C=C,536.0,787.0,1749,89a9ddf69304993652d5,4.466666666666667,6.558333333333334,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,50.0,DCM,300,10/1,10,2023-08-16_14-48-25.xlsx,Silica-CS 4g,575.0,778.0,CCCCCCCCCCCCOC(=O)C=C,575.0,778.0,1750,2ea3aaf8c11138b62a49,4.791666666666667,6.483333333333333,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,100.0,DCM,300,10/1,10,2023-08-16_14-51-26.xlsx,Silica-CS 4g,574.0,942.0,CCCCCCCCCCCCOC(=O)C=C,574.0,942.0,1751,07e90c9f30b819291d42,4.783333333333333,7.85,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,150.0,DCM,300,10/1,10,2023-08-16_14-54-42.xlsx,Silica-CS 4g,606.0,947.0,CCCCCCCCCCCCOC(=O)C=C,606.0,947.0,1752,5083c6d75405d3aa9014,5.05,7.891666666666667,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,50.0,DCM,300,20/1,10,2023-08-16_18-06-05.xlsx,Silica-CS 4g,638.0,1048.0,CCCCCCCCCCCCOC(=O)C=C,638.0,1048.0,1753,571dc7d7b903eed7cdf6,5.316666666666666,8.733333333333333,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,100.0,DCM,300,20/1,10,2023-08-16_18-08-29.xlsx,Silica-CS 4g,629.0,1143.0,CCCCCCCCCCCCOC(=O)C=C,629.0,1143.0,1754,c1050421bf89c585cb4c,5.241666666666666,9.525,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,150.0,DCM,300,20/1,10,2023-08-16_18-11-03.xlsx,Silica-CS 4g,584.0,1067.0,CCCCCCCCCCCCOC(=O)C=C,584.0,1067.0,1755,48094ec5355600d7a0fa,4.866666666666666,8.891666666666667,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,100.0,DCM,300,50/1,10,2023-08-16_18-17-54.xlsx,Silica-CS 4g,1046.0,1522.0,CCCCCCCCCCCCOC(=O)C=C,1046.0,1522.0,1756,2f1ff409bb879ae9f62b,8.716666666666667,12.683333333333334,keep,,,user_confirmed_protocol_2026-08-13
2156-97-0,Dodecyl acrylate,0.98,0.884,150.0,DCM,300,50/1,10,2023-08-16_18-20-55.xlsx,Silica-CS 4g,1118.0,1601.0,CCCCCCCCCCCCOC(=O)C=C,1118.0,1601.0,1757,ef04e37e6ef5b90e7ffd,9.316666666666666,13.341666666666667,keep,,,user_confirmed_protocol_2026-08-13
2426-54-2,2-(DiethylaMino)ethyl acrylate,0.9939,0.922,50.0,DCM,300,0/1,10,2023-08-16_15-33-54.xlsx,Silica-CS 4g,1245.0,2455.0,CCN(CC)CCOC(=O)C=C,1245.0,2455.0,1758,75c96505f7b6b907aadf,10.375,20.458333333333332,keep,,,user_confirmed_protocol_2026-08-13
2426-54-2,2-(DiethylaMino)ethyl acrylate,0.9939,0.922,100.0,DCM,300,0/1,10,2023-08-16_15-39-16.xlsx,Silica-CS 4g,1060.0,2189.0,CCN(CC)CCOC(=O)C=C,1060.0,2189.0,1759,f8dff14aa7f68363fa60,8.833333333333334,18.241666666666667,keep,,,user_confirmed_protocol_2026-08-13
2426-54-2,2-(DiethylaMino)ethyl acrylate,0.9939,0.922,150.0,DCM,300,0/1,10,2023-08-16_15-44-43.xlsx,Silica-CS 4g,991.0,2215.0,CCN(CC)CCOC(=O)C=C,991.0,2215.0,1760,309a91add8b07c02e65b,8.258333333333333,18.458333333333332,keep,,,user_confirmed_protocol_2026-08-13
2426-54-2,2-(DiethylaMino)ethyl acrylate,0.9939,0.922,50.0,DCM,300,1/1,10,2023-08-16_15-51-30.xlsx,Silica-CS 4g,1873.0,3061.0,CCN(CC)CCOC(=O)C=C,1873.0,3061.0,1761,a595d5f1882c39914392,15.608333333333333,25.508333333333333,keep,,,user_confirmed_protocol_2026-08-13
2426-54-2,2-(DiethylaMino)ethyl acrylate,0.9939,0.922,100.0,DCM,300,1/1,10,2023-08-16_15-58-17.xlsx,Silica-CS 4g,1483.0,3027.0,CCN(CC)CCOC(=O)C=C,1483.0,3027.0,1762,9a60cb4735780275034e,12.358333333333333,25.225,keep,,,user_confirmed_protocol_2026-08-13
2426-54-2,2-(DiethylaMino)ethyl acrylate,0.9939,0.922,150.0,DCM,300,1/1,10,2023-08-16_16-05-05.xlsx,Silica-CS 4g,1297.0,3102.0,CCN(CC)CCOC(=O)C=C,1297.0,3102.0,1763,97297c71a28a2ccbdeeb,10.808333333333334,25.85,keep,,,user_confirmed_protocol_2026-08-13
2426-54-2,2-(DiethylaMino)ethyl acrylate,0.9939,0.922,50.0,DCM,300,2/1,10,2023-08-16_16-13-43.xlsx,Silica-CS 4g,2843.0,4179.0,CCN(CC)CCOC(=O)C=C,2843.0,4179.0,1764,6d21e9ec887b3408c612,23.691666666666666,34.825,keep,,,user_confirmed_protocol_2026-08-13
2426-54-2,2-(DiethylaMino)ethyl acrylate,0.9939,0.922,100.0,DCM,300,2/1,10,2023-08-16_16-21-51.xlsx,Silica-CS 4g,1972.0,3937.0,CCN(CC)CCOC(=O)C=C,1972.0,3937.0,1765,304fb0fdb486ae4b7a07,16.433333333333334,32.80833333333333,keep,,,user_confirmed_protocol_2026-08-13
2426-54-2,2-(DiethylaMino)ethyl acrylate,0.9939,0.922,150.0,DCM,300,2/1,10,2023-08-16_16-44-37.xlsx,Silica-CS 4g,1607.0,4205.0,CCN(CC)CCOC(=O)C=C,1607.0,4205.0,1766,906bd247e050658f99d8,13.391666666666667,35.041666666666664,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,50.0,DCM,400,0/1,10,2023-08-28_10-11-54.xlsx,Silica-CS 4g,2221.0,2226.0,COC1=CC2=CC=CC=C2C=C1,2221.0,2226.0,1767,0e09f8144b025e4b5a8a,18.508333333333333,18.55,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,100.0,DCM,400,0/1,10,2023-08-28_10-15-35.xlsx,Silica-CS 4g,505.0,1188.0,COC1=CC2=CC=CC=C2C=C1,505.0,1188.0,1768,b9567f94a7b303ec27d4,4.208333333333333,9.9,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,150.0,DCM,400,0/1,10,2023-08-28_10-19-17.xlsx,Silica-CS 4g,546.0,1196.0,COC1=CC2=CC=CC=C2C=C1,546.0,1196.0,1769,5924be549731349785e5,4.55,9.966666666666667,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,50.0,DCM,400,1/1,10,2023-08-28_10-23-13.xlsx,Silica-CS 4g,678.0,1141.0,COC1=CC2=CC=CC=C2C=C1,678.0,1141.0,1770,773e4e81304d36b364b8,5.65,9.508333333333333,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,100.0,DCM,400,1/1,10,2023-08-28_10-26-45.xlsx,Silica-CS 4g,546.0,1086.0,COC1=CC2=CC=CC=C2C=C1,546.0,1086.0,1771,9d317aa3c8932c07e196,4.55,9.05,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,150.0,DCM,400,1/1,10,2023-08-28_10-30-26.xlsx,Silica-CS 4g,542.0,1162.0,COC1=CC2=CC=CC=C2C=C1,542.0,1162.0,1772,8f1707868491150a6f75,4.516666666666667,9.683333333333334,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,50.0,DCM,400,2/1,10,2023-08-28_10-34-33.xlsx,Silica-CS 4g,709.0,1239.0,COC1=CC2=CC=CC=C2C=C1,709.0,1239.0,1773,0cb699c71da5f69feb44,5.908333333333333,10.325,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,100.0,DCM,400,2/1,10,2023-08-28_10-38-50.xlsx,Silica-CS 4g,561.0,1512.0,COC1=CC2=CC=CC=C2C=C1,561.0,1512.0,1774,ba1aeb76162831a17f00,4.675,12.6,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,150.0,DCM,400,2/1,10,2023-08-28_10-49-33.xlsx,Silica-CS 4g,708.0,1623.0,COC1=CC2=CC=CC=C2C=C1,708.0,1623.0,1775,bee3e39d4123febbff8e,5.9,13.525,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,50.0,DCM,400,5/1,10,2023-08-28_10-53-46.xlsx,Silica-CS 4g,777.0,1338.0,COC1=CC2=CC=CC=C2C=C1,777.0,1338.0,1776,39d0c96038ee0c9dace2,6.475,11.15,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,100.0,DCM,400,5/1,10,2023-08-28_10-57-17.xlsx,Silica-CS 4g,532.0,1246.0,COC1=CC2=CC=CC=C2C=C1,532.0,1246.0,1777,117fb19e55f91e3dffa2,4.433333333333334,10.383333333333333,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,150.0,DCM,400,5/1,10,2023-08-28_11-01-08.xlsx,Silica-CS 4g,586.0,1463.0,COC1=CC2=CC=CC=C2C=C1,586.0,1463.0,1778,df118a80070e524e5b67,4.883333333333334,12.191666666666666,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,50.0,DCM,400,10/1,10,2023-08-28_11-05-19.xlsx,Silica-CS 4g,754.0,1499.0,COC1=CC2=CC=CC=C2C=C1,754.0,1499.0,1779,326a96bcee1f3f903cf9,6.283333333333333,12.491666666666667,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,100.0,DCM,400,10/1,10,2023-08-28_11-09-04.xlsx,Silica-CS 4g,591.0,1487.0,COC1=CC2=CC=CC=C2C=C1,591.0,1487.0,1780,2fa282eae76354cf9096,4.925,12.391666666666667,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,150.0,DCM,400,10/1,10,2023-08-28_11-12-55.xlsx,Silica-CS 4g,594.0,1482.0,COC1=CC2=CC=CC=C2C=C1,594.0,1482.0,1781,55d368396013c3c895c3,4.95,12.35,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,50.0,DCM,400,20/1,10,2023-08-28_11-17-16.xlsx,Silica-CS 4g,757.0,1569.0,COC1=CC2=CC=CC=C2C=C1,757.0,1569.0,1782,df71c07fd931cc29213b,6.308333333333334,13.075,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,100.0,DCM,400,20/1,10,2023-08-28_11-21-22.xlsx,Silica-CS 4g,608.0,1627.0,COC1=CC2=CC=CC=C2C=C1,608.0,1627.0,1783,a247cee7090fdbb110b4,5.066666666666666,13.558333333333334,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,150.0,DCM,400,20/1,10,2023-08-28_11-25-38.xlsx,Silica-CS 4g,616.0,1703.0,COC1=CC2=CC=CC=C2C=C1,616.0,1703.0,1784,15e10c24f9edb12543a2,5.133333333333334,14.191666666666666,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,50.0,DCM,400,50/1,10,2023-08-28_11-30-29.xlsx,Silica-CS 4g,768.0,1878.0,COC1=CC2=CC=CC=C2C=C1,768.0,1878.0,1785,3032c273eee09a2644c3,6.4,15.65,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,100.0,DCM,400,50/1,10,2023-08-28_11-46-39.xlsx,Silica-CS 4g,575.0,1879.0,COC1=CC2=CC=CC=C2C=C1,575.0,1879.0,1786,aa3ac48b626bc54d5dc6,4.791666666666667,15.658333333333333,keep,,,user_confirmed_protocol_2026-08-13
93-04-9,2-Methoxynaphthalene,0.98,1.064,150.0,DCM,400,50/1,10,2023-08-28_11-53-01.xlsx,Silica-CS 4g,570.0,1960.0,COC1=CC2=CC=CC=C2C=C1,570.0,1960.0,1787,9fde4f980246629c5b0d,4.75,16.333333333333332,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,50.0,DCM,300,0/1,10,2023-08-28_12-29-03.xlsx,Silica-CS 4g,524.0,1617.0,C1=CC=C(C=C1)C(=O)CCCl,524.0,1617.0,1788,290e3b1b716d87069937,4.366666666666666,13.475,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,100.0,DCM,300,0/1,10,2023-08-28_12-32-04.xlsx,Silica-CS 4g,497.0,1057.0,C1=CC=C(C=C1)C(=O)CCCl,497.0,1057.0,1789,762366dd8e6b80377d1b,4.141666666666667,8.808333333333334,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,150.0,DCM,300,0/1,10,2023-08-28_12-35-10.xlsx,Silica-CS 4g,495.0,1043.0,C1=CC=C(C=C1)C(=O)CCCl,495.0,1043.0,1790,427650f584134eccc3cd,4.125,8.691666666666666,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,50.0,DCM,300,1/1,10,2023-08-28_12-38-51.xlsx,Silica-CS 4g,708.0,1171.0,C1=CC=C(C=C1)C(=O)CCCl,708.0,1171.0,1791,b19ee2b7d074ea824b0a,5.9,9.758333333333333,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,100.0,DCM,300,1/1,10,2023-08-28_12-42-06.xlsx,Silica-CS 4g,544.0,1113.0,C1=CC=C(C=C1)C(=O)CCCl,544.0,1113.0,1792,1f21033e56ca247448e2,4.533333333333333,9.275,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,150.0,DCM,300,1/1,10,2023-08-28_12-45-27.xlsx,Silica-CS 4g,541.0,1230.0,C1=CC=C(C=C1)C(=O)CCCl,541.0,1230.0,1793,513b3a56de5558e0b2ce,4.508333333333334,10.25,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,50.0,DCM,300,2/1,10,2023-08-28_13-10-01.xlsx,Silica-CS 4g,717.0,1333.0,C1=CC=C(C=C1)C(=O)CCCl,717.0,1333.0,1794,ee987e40c1f4a61a19d7,5.975,11.108333333333333,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,100.0,DCM,300,2/1,10,2023-08-28_13-13-47.xlsx,Silica-CS 4g,558.0,1455.0,C1=CC=C(C=C1)C(=O)CCCl,558.0,1455.0,1795,ade17efd02d5b514baa0,4.65,12.125,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,150.0,DCM,300,2/1,10,2023-08-28_13-17-43.xlsx,Silica-CS 4g,574.0,1526.0,C1=CC=C(C=C1)C(=O)CCCl,574.0,1526.0,1796,5c2a978005bdc86a2476,4.783333333333333,12.716666666666667,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,50.0,DCM,300,5/1,10,2023-08-28_13-21-58.xlsx,Silica-CS 4g,779.0,1521.0,C1=CC=C(C=C1)C(=O)CCCl,779.0,1521.0,1797,10e9b7df144481e03cfc,6.491666666666666,12.675,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,100.0,DCM,300,5/1,10,2023-08-28_13-26-14.xlsx,Silica-CS 4g,570.0,1573.0,C1=CC=C(C=C1)C(=O)CCCl,570.0,1573.0,1798,0f16b0305f82a94326f7,4.75,13.108333333333333,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,150.0,DCM,300,5/1,10,2023-08-28_13-30-25.xlsx,Silica-CS 4g,583.0,1663.0,C1=CC=C(C=C1)C(=O)CCCl,583.0,1663.0,1799,bb8ba62a93aefa66d0f6,4.858333333333333,13.858333333333333,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,50.0,DCM,300,10/1,10,2023-08-28_13-35-17.xlsx,Silica-CS 4g,936.0,1857.0,C1=CC=C(C=C1)C(=O)CCCl,936.0,1857.0,1800,b611d3bb1344a3e6a62a,7.8,15.475,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,100.0,DCM,300,10/1,10,2023-08-28_13-39-53.xlsx,Silica-CS 4g,733.0,1879.0,C1=CC=C(C=C1)C(=O)CCCl,733.0,1879.0,1801,aca5c381b829d96bf9e2,6.108333333333333,15.658333333333333,keep,,,user_confirmed_protocol_2026-08-13
936-59-4,3-Chloropropiophenone,0.98,1.1115,150.0,DCM,300,10/1,10,2023-08-28_13-44-34.xlsx,Silica-CS 4g,590.0,1969.0,C1=CC=C(C=C1)C(=O)CCCl,590.0,1969.0,1802,d986bfbae07ee7fbad9c,4.916666666666667,16.408333333333335,keep,,,user_confirmed_protocol_2026-08-13
