phase,candidate_id,member_seed,fit_seed,train_rows,validation_rows,validation_ids_hash,frozen_unchanged,trainable_changed,best_epoch,epochs_run,fit_seconds,reused_completed_fit,checkpoint_sha256
candidate,7a0a82051f50d5b0c89c,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,54,154,10.012080457992852,False,040873dcee861a505189b5ed7adf973019265a9b1a68e9db9458e71447d22f1e
candidate,7a0a82051f50d5b0c89c,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,91,191,21.42462929082103,False,2adc1afbba6ae1cb4c42f8b2b63a11693d2445515e84d1b913aa5a36d1c4ea13
candidate,7ba2cf5e6ca289d9810f,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,476,500,53.263845207868144,False,4385514877c7ec87785ed3dac4ed449e392b7756a579e31352b22f2bdbaa7675
candidate,7ba2cf5e6ca289d9810f,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,57,157,10.440666208043694,False,b3efb858d1f1b768b1f4b60275dd66751d3b80eba39083d2f5e44dff528f1a86
candidate,7ba2cf5e6ca289d9810f,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,135,235,18.304009166080505,False,2e7e360ddccd6c63033f3e6d39b8dc3e15f32988280be1a5656b4fc44295a9ff
candidate,7dea14d96460814919d3,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,75,175,11.76434800005518,False,198b77c399887825e9e4365fc91ddaec48b4ccf881e52d8adbb7c35125fc25c3
candidate,7dea14d96460814919d3,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,48,148,10.302256542025134,False,28b9cedcc3135862fb6760409afc2c8826fe110d0b1ad0a66cae74025f8d19dd
candidate,7dea14d96460814919d3,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,68,168,11.744143291842192,False,8e2543812bb5f3d25c713e830f0bda65dad858d8ec61126b1439f564abb23af8
candidate,7e451fd74af5bfa51ac9,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,420,500,43.882560999831185,False,9dd207502f1a1036ec233f0cc52643993f5fbde8b4d91cd966a1731825eb21af
candidate,7e451fd74af5bfa51ac9,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,50,150,10.369776000035928,False,3f98035a05ca2c246819c38a6c2cd3ff2171e569c8832504a6883e839aa0a3eb
candidate,7e451fd74af5bfa51ac9,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,105,205,14.211492500035092,False,178c1be24f4e66ec1bb2327cded290994b2314b6a4f3f64299b2199d77793ad8
candidate,8063e3de9de70b75def1,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,84,184,14.330824790988116,False,c50278111667ab5d586c7b978bd3ae2c539c54d26ad81158502f9fc836faa986
candidate,8063e3de9de70b75def1,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,50,150,11.940255417022854,False,da35d7106d258c616f628f3d6b97065480321726572d65fbc85484345b1a4dce
candidate,8063e3de9de70b75def1,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,86,186,14.043270249851048,False,a01564e27c8bc58dd5c7f34f358a6f1eb3b6639847fed1d81be75a2d496a3cd9
candidate,826e9f40c328ce2478ec,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,81,181,11.67547458410263,False,569652d0be14109ce16c803801c63d2bf55461af4fb483aa387227bdfeeff9cd
candidate,826e9f40c328ce2478ec,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,92,192,14.683623041957617,False,824005e14aafbae4b8079dc028b5bdab4e39f223fe0dfde9c77b827ad0d06f3d
candidate,826e9f40c328ce2478ec,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,86,186,13.54358116700314,False,d7eb56cf1308bc420bca603c402f78f3b2eb03542c64552eae96e4298ce515f3
candidate,82fa7e7b3bd183853280,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,449,500,40.1139337499626,False,8a5d9ac32f7d3e397af4fd30f5c72d72ee4ddb8c6b1aa8842844bafa67c8b5bd
candidate,82fa7e7b3bd183853280,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,48,148,13.301888291956857,False,725b4a3d8f75657ae16a383bd7cfbb31d6088e1f86fe3108fa15e82cf3a35c80
candidate,82fa7e7b3bd183853280,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,257,357,35.45455020782538,False,08a5f09468f462ab2fa4a00d8c286b702e9cac3ec3feaa2253739f7f2ddcc16b
candidate,88f58ab7b7cf02f8f134,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,246,346,26.800462333951145,False,990b3a0a267d1235a54e10470ac7f6cf4c2118f6493a80eeedb0aac1f89894e8
candidate,88f58ab7b7cf02f8f134,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,51,151,11.696850166888908,False,181169ed67daa3593308fb4fbdc2820140e023614a31d3e612617b6c12b64e4a
candidate,88f58ab7b7cf02f8f134,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,79,179,14.540620000101626,False,b0dab3b09038d9a346de7ec44a138a7235e54832d8c7ec6812a1a600fa1fc0b2
candidate,8cc7c76a92a4474d7c6a,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,72,172,12.144533292157575,False,1e9492fe51d9c376beacd1de20a350c2fafa46743290a91cf36f4ab0d56816e9
candidate,8cc7c76a92a4474d7c6a,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,49,149,14.74588333396241,False,dd3223e0ef3d1ac510b50d426647409a0ac4180b9444daf248e3997c7d5031f8
candidate,8cc7c76a92a4474d7c6a,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,67,167,14.80922720907256,False,8d45441ba8c2fcce5150a730116528ae9d0bb7abd675bd7aa4d95794a2bb0e3f
candidate,8cd132f293d2823adc8d,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,77,177,14.289067790843546,False,ce433ecb22323eb3b41261e9398b7dcc975ae0f1018be099268df5c642c439b3
candidate,8cd132f293d2823adc8d,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,46,146,10.563332458026707,False,4b6308c47d59c4c491536bc7b88776478924f25a9f1f6ff3e4388cf2bd810cef
candidate,8cd132f293d2823adc8d,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,76,176,13.557749166851863,False,d043f28611466d5a97c688272723949acb526cb5f660e0b6ddaa667f3314c5d7
candidate,937105af8867732c56ec,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,62,162,16.025495207868516,False,5a8d7dcb0d2d0fa8695f8cbcd8d14473d8fe71d71184c54a6ca09d440d4e9ab3
candidate,937105af8867732c56ec,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,44,144,13.001183541025966,False,685caf5d64cbeb8ad43a7acb2a224f75cbe90779f6872f95cebd15a90b3e8809
candidate,937105af8867732c56ec,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,61,161,12.920536415884271,False,811cb070225b0ed4020834c3e4eec774b9ed398ad55c785ecff8dd2e9ce69217
candidate,9563dde5c28fb62e4f7e,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,77,177,15.474970125127584,False,f71e26f38f63b461d7378ccf9b38884a539625fdb7556afbaaf781226fd1cba9
candidate,9563dde5c28fb62e4f7e,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,107,207,16.67671979102306,False,d6e00280eee8b1779c219c38713ca46749388429f7b5568b8b5e788b55ed27b2
candidate,9563dde5c28fb62e4f7e,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,437,500,37.81000262498856,False,7317af06f7c54a21b887712c2c822b63ff0ed1d0bc8d2e7150ea57a0df20f73e
candidate,9991421da8e18008fc91,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,72,172,10.38035229081288,False,4e8cf2c5a0b7a3cc8f211a58bd8e691063f005ae367db058f867573154827019
candidate,9991421da8e18008fc91,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,50,150,15.558762541040778,False,f0050d22f58651beef44e1b49b44bd86a60e335363386f4fad7bf0b7c1c15050
candidate,9991421da8e18008fc91,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,77,177,15.95334504195489,False,e4b08018b7f816ce2869ec65c18e74f530c1944acb3811ad471445aa26b206af
candidate,99dd4a9a47de5c84b7c0,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,382,482,35.96742195892148,False,b3007355b44008e68c2c8132eae18783ba7ecb8592bfe26071b5abc442d926e4
candidate,99dd4a9a47de5c84b7c0,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,41,141,9.833796875085682,False,50df382b4a4e06f9e1ecf7f29d0b3ab3869450743c6bbcd4db99fdfd2b3d9265
candidate,99dd4a9a47de5c84b7c0,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,80,180,14.078020208049566,False,1d8032ea742e67459398a0280a834976ebd6d8d81cba705ee11bec61b66b43b3
candidate,a2eefb55da4d47a4347b,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,77,177,15.092232208000496,False,e783089ad9284bbe09bffe7abf2f5dc259d4d8038ea74374618a54159a4c76f8
candidate,a2eefb55da4d47a4347b,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,52,152,15.644151207990944,False,54d8dc36cc28b84266cbcd5a8fe3d280ac386a37cdfc786525e9a39186f157a7
candidate,a2eefb55da4d47a4347b,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,100,200,16.28200445906259,False,3eface2a44e809524ce08a5d5b41fc231d845c7f4d1771d8b136ffdc33e289b1
candidate,a5c6210123f05414ffc0,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,74,174,15.336393082980068,False,72e913aee925df550ac0658032039f0305415e9f15f174b093d8db63abc66971
candidate,a5c6210123f05414ffc0,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,48,148,15.041843499988316,False,5ace1f6dd79a928050ce43d1ea994d8553779f224172ee5b64da4a913d18f36d
candidate,a5c6210123f05414ffc0,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,111,211,13.685714040882884,False,4f41693180cdd98bdaf50e94e4433f9bb50a1c9b8d593bcf19d69637a4a15f97
candidate,b36d7c12e6d3072467ee,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,74,174,11.177594000007955,False,f9149d7afa6345f2fbaf7b0587b4bbe36557e16e35ce88c50d187aa8633d0cef
candidate,b36d7c12e6d3072467ee,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,453,500,27.286376707954332,False,9869096bcf02864ee5df8f6539c9f1e10d3c596b8efc652ab4a0e2a45946c1c0
candidate,b36d7c12e6d3072467ee,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,80,180,11.199642041930929,False,9454ca00cf4c8e91104e9371eb1841fc0d6766916654325955839d51ab433506
candidate,b8018c4bdaadd42a057a,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,106,206,11.974873082945123,False,1a564e7996355333dbeddab853d4eb8dd3baceb25f7cc18e143c0bb65fe2271c
candidate,b8018c4bdaadd42a057a,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,45,145,8.77988624991849,False,bd03803f7a37dcba7f060e6c1f05b6f7f2a9b0ec75e0abd9ba30b4b1bb93f266
candidate,b8018c4bdaadd42a057a,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,77,177,11.2396777078975,False,5ae78e75405e79c7c338588dc11a22c6a5990b9584da5863c0deadee07502544
candidate,b82c7c8060589ec1974b,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,480,500,28.348798457998782,False,c8bc6cfc84ae88e15d078aae8b82ea58c06244be1669cc57e7cdaaab78e39f70
candidate,b82c7c8060589ec1974b,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,47,147,8.817359041888267,False,fbf7222e4766c224bbf8815cc32e8629ae9f4e775429953ca6ee8f44f17e0be6
candidate,b82c7c8060589ec1974b,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,68,168,10.333654457936063,False,5e28789e0cccf3bcac06e20654925b45d576433a2b412ec3f8ed500844571d0c
candidate,bc582f1f4f4225f6d249,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,81,181,10.317793915979564,False,0f3e75e1f6e3127465e004018c6253f17927b265dc14d88f96edfd71762c436e
candidate,bc582f1f4f4225f6d249,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,45,145,9.279127332847564,False,1c76321c9bdae1eb2428b608edceed1ed0e5c9fed8abc6d47134d7592dcc83fc
candidate,bc582f1f4f4225f6d249,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,77,177,11.051261167041956,False,a765b48fa57a13314790462baa3b942f27445ca46170404408749e6c76b57e17
candidate,c2bd8e8f13a96726e7fc,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,72,172,9.893683457979932,False,2a9ab5744d7e52ef1ef66eb29c9f9440410eee938e0bd54be0210f6f965c572f
candidate,c2bd8e8f13a96726e7fc,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,51,151,9.30485499999486,False,a3e7810cdf3bafe1c798d25d9e82b91e279b23214acd4879aace2c84ac6ba4f6
candidate,c2bd8e8f13a96726e7fc,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,61,161,9.881706416839734,False,183814ff632e7ba9e40c289ef7ca07358917a140b381af3536e9722128ba757f
candidate,c35ed383b2db14b3bc06,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,80,180,11.146180249983445,False,9fe4d29a3a371927f379682924449821ab18ea709a80e3682ea6b2a171689b31
candidate,c35ed383b2db14b3bc06,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,47,147,8.63175854110159,False,e77bfbe8267ea73239d8eb86d727ea6009debbb458da2e4eb5c850be4cd91905
candidate,c35ed383b2db14b3bc06,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,88,188,12.170761708868667,False,efa9fb61b4005d7e738a5b82107e5842aff447d15fe042c0ea0e7592b64699c0
candidate,c72867f0f2e38c70aa8c,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,75,175,10.83206008397974,False,91ac35bb5f631d5e67c0c4974093266d03ca3d9fc5517504b17ebc5f962f2a9e
candidate,c72867f0f2e38c70aa8c,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,115,215,12.418388624908404,False,8139984e136970483c2be117f62736396410a43ee63252204aee4f46517276e9
candidate,c72867f0f2e38c70aa8c,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,80,180,11.268263207981365,False,d6684d86f4323ec7b818c8c2c06dd104374ed2e6aa9c5d2495bcd433c8a43c17
candidate,c7bc53c45a1962a88ec3,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,83,183,10.563468042062595,False,592800b951df42ead3a407e7700fc85c453e8393c12f6bd6ed6d0cc937bebe43
candidate,c7bc53c45a1962a88ec3,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,47,147,8.727190041914582,False,504aeae343db1aac151692a0bbd7faac64164ac4be186d449c693102236eb1e3
candidate,c7bc53c45a1962a88ec3,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,113,213,13.674854499986395,False,b075eac7437b0d02d56d3d081bd97c5add0dd0f707a277695fcb9ee07efc5f32
candidate,c883df6ea04f89f45f03,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,72,172,10.442584250122309,False,9df43842c943caef379382efb608ab1dbd4a5e055fa70621bc98af23fbea0a2a
candidate,c883df6ea04f89f45f03,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,48,148,8.780038584023714,False,fcc690b2b7b841200ffa0102e9f99461355e57da49f86cab584aaa15b4da8b16
candidate,c883df6ea04f89f45f03,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,76,176,11.00719704083167,False,37c8275b7d467c25df474503a21660e389898dd011755d681f09f3fb6e38896f
candidate,ce61c0bd799e65402b75,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,80,180,10.573366499971598,False,d0ff932df94b4581566d263cfdf21a3c3439744e36d0624a1d1f9ab555d1c039
candidate,ce61c0bd799e65402b75,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,46,146,11.044558124849573,False,a671f1f318d950621f29f5ea673cfa5fee8aabb2f021b00e12a4f1518e41cac8
candidate,ce61c0bd799e65402b75,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,76,176,11.064615750219671,False,ac4580ec06285445fab8262c3d85a8ea4f68b9e518a8e223a9fcbb90df17a38b
candidate,d26cffd9ef4da9800470,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,71,171,9.913081750040874,False,a3182f4aea77c5a07da604e0c3ba057667268851625772658bd87d67c54b2b29
candidate,d26cffd9ef4da9800470,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,47,147,9.133617042098194,False,98b3e6ea8dc4141a4d587be246e0da1b280134c481a65b619f9868e3241d909d
candidate,d26cffd9ef4da9800470,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,75,175,10.93096624989994,False,92bd5f249c6245a297207b40b8bb2d1407752f227b3a4bc523e656eaf811a7cf
candidate,d31d42caff135d7154c4,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,99,199,16.10650537512265,False,58fe24df2e4fcde94292679ad6f36bea46a70ad428f84ad8744a64882bffd662
candidate,d31d42caff135d7154c4,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,70,170,10.89419695804827,False,413a70f0f89efcce33c0702f3ce6bb150ee9106390c5c0e7829f3e91d3cfb038
candidate,d31d42caff135d7154c4,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,116,216,14.128815833944827,False,657b3b81a4053e48f54a854e64d8fd1a61cbf4d07eb418e55ac04e7965c401f0
candidate,d67e364fd6830aa2bf6f,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,73,173,9.775651708012449,False,fb3789bdf2b05710fe8ca3eeacac7219a2d22ce1c4b02fc1c8d254e2d9b7af54
candidate,d67e364fd6830aa2bf6f,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,50,150,9.345267625059932,False,464dd42ed15f8a89d07a9e6e063e922da8bb357830ad44c2704277325e24ff02
candidate,d67e364fd6830aa2bf6f,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,74,174,11.254531416110694,False,276b31c5445b58442583265fdd5e5405bde1dad4f7152025d40d4e354e87b6bf
candidate,dc9f747c03c55d77bf72,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,458,500,33.274925666861236,False,b7ab07ac9ec0ca78d2946d00e1ff2e9559d33350327e6adbcb6da937002a86d8
candidate,dc9f747c03c55d77bf72,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,52,152,11.745705000124872,False,4d86e16f2a4e6c26da449bb094ed085c7295754125934013881f082b2067be4d
candidate,dc9f747c03c55d77bf72,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,69,169,15.910153416916728,False,1ae89ced385223485b7441a41000e6c0f572ac60b926a04dc83723a951962fa9
candidate,ec581cec37da9563e756,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,74,174,9.882153125014156,False,4cb91ef941a0d7fb2dd0370635d066b84b56cd2082ef6940e96c990ee779f3b6
candidate,ec581cec37da9563e756,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,48,148,8.782325542066246,False,9fbbcbafaa41c993aa7723f0ddfa12b82cc5a7dda72830543652587d0ce442da
candidate,ec581cec37da9563e756,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,79,179,10.99681191588752,False,54f6562194d7a2ade8e1f6f8c801ae3f42eb3de3f8f56d66d2f9d484eca6a132
candidate,f248b9b89d62a22b03c3,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,493,500,34.15818687481806,False,5032e8ab89d65b6f8cb2322744b4aa12348b1299c5afc80a79b2d00b99bce824
candidate,f248b9b89d62a22b03c3,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,55,155,9.42328045819886,False,ef02e26e19dad7a3d7deda45097b1f3ae3fb7cc96b417f6fb407bf91de8a700a
candidate,f248b9b89d62a22b03c3,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,80,180,11.687432541977614,False,370ae3fe459162f959d2c128f76291a8cc8dd06d664943e1f48dfcde1b5d8fa1
candidate,f95928e2618ed15e654f,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,24,124,6.846945125143975,False,ba3160217b570cf99ba23e840509041984c4ead51ce4eb337b245c41d27627b5
candidate,f95928e2618ed15e654f,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,143,243,15.1799554170575,False,f0093eec7cc7137716aeeb2151c76e11bd49d85c9c9911da1dd383ceb7e0f842
candidate,f95928e2618ed15e654f,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,92,192,12.372939916094763,False,750194c899344c92651d03acabe63b7e1c69d2611930d43bbeeb6369bab8fb33
candidate,fb80794857ddc46e142c,42,4200042,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,78,178,10.917304000118747,False,1e82af7e880b4e77bfa39a8ed3bbf7c5adcc00ecabed57598220be8360f8e8cb
candidate,fb80794857ddc46e142c,525,4200525,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,48,148,8.747820791089907,False,a1eaeb095e12f3db5dbb616b570e5e1735e52f9c053bba45c30119ddbf27c50a
candidate,fb80794857ddc46e142c,1101,4201101,23,8,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,True,True,76,176,11.247184375068173,False,0cf9fc96ce0a6d6e215d9bdea05163f8ff0de4fa25fecdc2cd93f397ceeab6a1
