sample_id,subset_type,random_sample,ensemble_top8,qwidth_top8,coverage_top8,ensemble_score,quantile_width,coverage_score,baseline_V1_NRMSE,after_V1_NRMSE,oracle_utility_V1,baseline_V2_NRMSE,after_V2_NRMSE,oracle_utility_V2,baseline_combined_NRMSE,after_combined_NRMSE,oracle_utility_combined
07e9bc7a9d27fdd58c2f,ensemble_top8,False,True,False,False,13.49973092947469,1.7311439486291207,20.979820130288736,1.0225337348642032,1.1827330170126933,-0.1601992821484901,0.6828744215477583,0.7636365255399886,-0.0807621039922302,0.8527040782059807,0.973184771276341,-0.1204806930703602
08820514e662ce6ea8f0,random_sample,True,False,False,False,0.4278158410634214,1.0160089526752754,7.570251508540652,1.0225337348642032,1.0334906877435053,-0.010956952879302,0.6828744215477583,0.7082158891196899,-0.0253414675719315,0.8527040782059807,0.8708532884315976,-0.0181492102256168
0974fc9cbeb3820c4065,random_sample,True,False,False,False,0.026906729883440447,0.33266339279363927,3.185668347499335,1.0225337348642032,1.005741374724428,0.0167923601397752,0.6828744215477583,0.6742980289156363,0.008576392632122,0.8527040782059807,0.8400197018200322,0.0126843763859485
0c0f89307cc4aff87ab6,random_sample,True,False,False,False,0.1291310100164086,1.0098665375427962,8.195954171060086,1.0225337348642032,1.044635956878206,-0.0221022220140028,0.6828744215477583,0.694905317927668,-0.0120308963799096,0.8527040782059807,0.869770637402937,-0.0170665591969563
10d51839b15b94f0ae56,random_sample,True,False,False,False,0.0228022536384501,1.5991787300576732,2.3862350360052176,1.0225337348642032,1.0448690558260794,-0.0223353209618761,0.6828744215477583,0.6881728243630093,-0.0052984028152509,0.8527040782059807,0.8665209400945444,-0.0138168618885636
118d66c0e53f510c51ed,random_sample+coverage_top8,True,False,False,True,0.10969680825973233,0.345343006792697,700.04390423118,1.0225337348642032,1.026271108903941,-0.0037373740397377,0.6828744215477583,0.6749043383604749,0.0079700831872834,0.8527040782059807,0.8505877236322079,0.0021163545737727
12e11e8eaee71fc57209,random_sample,True,False,False,False,0.12982602653798914,0.3247381208752572,4.318706799600451,1.0225337348642032,1.0178037565190727,0.0047299783451304,0.6828744215477583,0.6799797535405389,0.0028946680072194,0.8527040782059807,0.8488917550298059,0.0038123231761748
135ac7deca522d1e7929,random_sample,True,False,False,False,0.2401704980238069,0.7204619741780132,100.19337069858194,1.0225337348642032,0.9701001093020644,0.0524336255621387,0.6828744215477583,0.6630719311450284,0.0198024904027299,0.8527040782059807,0.8165860202235464,0.0361180579824342
13fb1511fffef8fc96e0,random_sample,True,False,False,False,0.035804783385139025,0.500533960367717,3.3095172880609347,1.0225337348642032,1.0049044069124868,0.0176293279517163,0.6828744215477583,0.6774831906307259,0.0053912309170324,0.8527040782059807,0.8411937987716064,0.0115102794343743
194278dd9ee3d2407ed5,random_sample,True,False,False,False,0.9156112022445695,0.7842927219336551,7.955171323634995,1.0225337348642032,1.0535875980064973,-0.031053863142294,0.6828744215477583,0.7240878661830688,-0.0412134446353104,0.8527040782059807,0.888837732094783,-0.0361336538888023
1fe1163f7d97c16f3822,random_sample,True,False,False,False,0.04644298457334665,0.28431737767501236,2.0526054444954585,1.0225337348642032,1.0205539764809466,0.0019797583832565,0.6828744215477583,0.6791653840586114,0.0037090374891469,0.8527040782059807,0.849859680269779,0.0028443979362017
226ebdbf914ce9333de8,ensemble_top8,False,True,False,False,3.620792374972595,1.167980029782033,9.958655948232252,1.0225337348642032,1.0169250690897031,0.0056086657745,0.6828744215477583,0.6499498099132092,0.0329246116345491,0.8527040782059807,0.8334374395014561,0.0192666387045246
27b234a05f8c66fd059f,ensemble_top8,False,True,False,False,4.1637903182238185,1.3162525724929872,500.1408576596295,1.0225337348642032,1.0679823239142154,-0.0454485890500122,0.6828744215477583,0.68540004634507,-0.0025256247973116,0.8527040782059807,0.8766911851296427,-0.023987106923662
2cbca950d64fdcd81660,coverage_top8,False,False,False,True,0.3553229348197372,0.9401318269748871,400.0509160939784,1.0225337348642032,0.9696201439967812,0.0529135908674218,0.6828744215477583,0.6646779208604113,0.018196500687347,0.8527040782059807,0.8171490324285964,0.0355550457773843
31d92ca6486b229184cf,random_sample,True,False,False,False,0.019152288732599502,0.317012342476459,3.387528398544687,1.0225337348642032,1.0285104625960335,-0.0059767277318303,0.6828744215477583,0.678884970045681,0.0039894515020773,0.8527040782059807,0.8536977163208572,-0.0009936381148765
3a02b99399bb0c3e9ff9,random_sample,True,False,False,False,0.1271697496081617,0.30212910303268503,3.6949329237779143,1.0225337348642032,1.025343201965759,-0.0028094671015554,0.6828744215477583,0.6798398149499255,0.0030346065978328,0.8527040782059807,0.8525915084578422,0.0001125697481385
3b03dfa8ff44ff554734,coverage_top8,False,False,False,True,0.09612316447544314,0.5395705070886195,500.06689920207185,1.0225337348642032,1.002633988700824,0.0198997461633791,0.6828744215477583,0.675045923323447,0.0078284982243113,0.8527040782059807,0.8388399560121356,0.0138641221938451
3d5dc8831f4c74f7b7d1,qwidth_top8,False,False,True,False,1.9625672879674354,3.914637040107404,12.002905780283076,1.0225337348642032,1.1593930666682772,-0.136859331804074,0.6828744215477583,0.7835309574369497,-0.1006565358891913,0.8527040782059807,0.9714620120526134,-0.1187579338466326
