target,subset,mean,median,std,IQR,P10,P25,P75,P90,fraction_utility_gt_0
V1,representative_random,0.005845132935498788,0.00368416247061725,0.023001922531824398,0.0246921757817156,-0.01916845721782002,-0.00693703250831965,0.01775514327339595,0.03741923694699927,0.5625
V2,representative_random,0.003169092549679446,0.0029646373025261,0.015242759087919803,0.012263115098075199,-0.01065335016523126,-0.005140813726104825,0.007122301371970375,0.023656517145007286,0.5833333333333334
combined,representative_random,0.004507112742589067,0.00332836055618825,0.01647364645904025,0.016708791495496124,-0.013582267333554169,-0.0034935310581585,0.013215260437337624,0.023010416665487816,0.5833333333333334
