outer_seed,method,source_round,source_budget,evaluation_round,evaluation_budget,checkpoint_reuse,new_fit,epochs_run,best_epoch,training_seconds,gradient_extraction_seconds,selector_seconds,total_elapsed_seconds
157,center_width_lcmd,6,525,7,557,False,True,273,173,547.9151058330026,96.58564608299639,0.17790995800169185,644.6786618740007
157,center_width_lcmd,7,557,8,589,False,True,226,126,482.4885162080027,110.01236891699955,0.19890920800389722,592.6997943330061
157,center_width_lcmd,8,589,9,621,False,True,669,569,1188.8061221660028,146.39917499999865,0.33825004199752584,1335.543547207999
157,center_width_lcmd,9,621,10,653,False,True,381,281,432.6338668749959,60.78835358300421,0.06083854100143071,493.4830589990015
6101,center_width_lcmd,6,525,7,557,False,True,209,109,425.10972804199264,97.04634429099679,0.16948300000512972,522.3255553329946
6101,center_width_lcmd,7,557,8,589,False,True,199,99,352.3499041249888,132.61620091699297,0.2701055829966208,485.2362106249784
6101,center_width_lcmd,8,589,9,621,False,True,221,121,503.01085908401,148.6230577499955,0.3470830830046907,651.9809999170102
6101,center_width_lcmd,9,621,10,653,False,True,256,156,565.7140497499931,139.20917058300984,0.10591929100337438,705.0291396240063
