outer_seed,method,AULC_333_653
157,center_width_lcmd,0.5795743452237005
157,gradient_maxdet,0.5934615412027948
157,hybrid,0.6262139347589945
157,kernel_ivr,0.6047590728114584
157,lcmd,0.6498297894239646
6101,center_width_lcmd,0.760194121162857
6101,gradient_maxdet,0.7762725848315138
6101,hybrid,0.7468212340809071
6101,kernel_ivr,0.7629300848413033
6101,lcmd,0.7728264991701692
