column,protocol,seed,budget,actual_budget,method,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,all_outputs_finite,normalized_rmse,V1_macro_compound_mae,V1_macro_compound_rmse,V1_median_relative_absolute_error,V1_relative_excluded_rows,V1_median_absolute_error,V2_macro_compound_mae,V2_macro_compound_rmse,V2_median_relative_absolute_error,V2_relative_excluded_rows,V2_median_absolute_error
8g,row,769539383,30,30,scale_only,0.4357419883381143,10.124735196166526,6.664661910586529,0.6113399128462518,16.643926898008097,10.553853422097285,1.1668024595110735,True,1.1601076401997923,6.260613485766682,6.69706260369723,0.39702283972785196,0,4.621665842474476,9.346606056048818,10.285503769348937,0.2940895165206867,0,7.141264049378449
8g,row,769539383,30,30,local_identity_shrinkage,0.6073047033383956,8.446419673406258,4.812971190325582,0.6603540332386415,15.55908519018508,8.879348882337483,1.0211986212620923,True,1.019870966398893,4.468941069528782,4.911927912947694,0.2341479030733059,0,2.9111169319142682,7.653658225346601,8.652253445873072,0.198950077207092,0,5.191106421460006
8g,row,769539383,30,30,conditional_EA,0.6135453071484225,8.37903682453034,4.133908707575055,0.6601716827456073,15.56326134185865,8.718274853862239,1.0168421961376677,True,1.0157251035676707,3.891496908104682,4.353110284186378,0.18487160046275536,0,2.351051412376311,7.504201264838691,8.531541343142969,0.204387697962661,0,4.684164060389495
8g,row,769539383,30,30,conditional_policy,0.6073047033383956,8.446419673406258,4.812971190325582,0.6603540332386415,15.55908519018508,8.879348882337483,1.0211986212620923,True,1.019870966398893,4.468941069528782,4.911927912947694,0.2341479030733059,0,2.9111169319142682,7.653658225346601,8.652253445873072,0.198950077207092,0,5.191106421460006
8g,row,769539383,30,30,target_head_only,0.7954176408298266,6.096476408703276,3.3034961936231886,0.8016517710284322,11.890085876243667,6.954493834782609,0.7568379927956339,True,0.7566458698178101,2.9745966996732025,3.2890433913530353,0.1522563093145869,0,2.0093653333333332,6.050305359885621,6.849422755504665,0.165369396278952,0,4.398236666666666
8g,row,769539383,30,30,standard_shallow_finetune,0.7658199853915029,6.522584599781655,3.8566167634782604,0.8254960679827823,11.152530930143458,6.205676886956521,0.7636927465741703,True,0.760745459789723,3.443975894689543,3.776324635940687,0.18117268427095284,0,2.450490666666667,5.589988627859477,6.272380462102351,0.1387418959982881,0,4.0492799999999995
8g,row,769539383,30,30,standard_full_finetune,0.0952469169238842,12.820644035940928,7.745249035942029,0.258640344296566,22.987159113577267,13.458636746086958,1.531634752778551,True,1.528457879174519,7.487290491176471,8.279205704952748,0.3898094473883421,0,4.390443666666667,12.677347831127449,14.26029912449677,0.33311715536685677,0,7.296790999999999
8g,row,769539383,30,30,source_anchored_shallow,0.7581413882463456,6.628657567764585,4.185438446956523,0.773064967006689,12.718081401307625,8.012116007246377,0.8165518252443286,True,0.8161668904215729,3.733668568504902,4.097492967303943,0.20230688524590174,0,2.5988793333333327,7.145222799428105,7.967422777872994,0.20184853228962826,0,4.856666333333333
8g,row,769539383,30,30,source_anchored_full,0.6242621676253748,8.262039541683311,5.181234596811595,0.7288374852225225,13.902267933518615,8.55997460869565,0.9610447466635261,True,0.9566420783901429,5.058802982107844,5.493858636464012,0.25757658291457286,0,3.059330666666666,8.178576443218953,9.02891368112161,0.2135848519927236,0,5.030250000000002
8g,row,769539383,50,50,scale_only,0.5806579431294993,8.728286975492207,5.374054138557617,0.669611093598617,15.345588776166684,9.464948126496266,1.0339566961697064,True,1.0311167099885274,5.039808800426431,5.445470245452478,0.30147347445357936,0,3.625036880768695,8.381982436958742,9.259632120816025,0.2524203037868464,0,6.269951813793469
8g,row,769539383,50,50,local_identity_shrinkage,0.6819850967295815,7.600961676380052,4.021362749099252,0.6999586895914238,14.623837568280637,8.164600627223576,0.9375387033399002,True,0.9371354363642892,3.7153727806654064,4.1571538529700325,0.18343024308925823,0,2.1616166185446666,7.03474099591965,7.9798511368906855,0.1777367263589941,0,4.660131763162084
8g,row,769539383,50,50,conditional_EA,0.6858885476613122,7.554168917251481,3.6150749311778654,0.6964517292399919,14.70905288279011,8.063048096315468,0.9370719085256475,True,0.936816529410345,3.328050719556809,3.7579286700675048,0.16253273398079185,0,2.0431375867137227,6.972679287178472,7.95769005857769,0.17993968518358885,0,4.280517303104332
8g,row,769539383,50,50,conditional_policy,0.6819850967295815,7.600961676380052,4.021362749099252,0.6999586895914238,14.623837568280637,8.164600627223576,0.9375387033399002,True,0.9371354363642892,3.7153727806654064,4.1571538529700325,0.18343024308925823,0,2.1616166185446666,7.03474099591965,7.9798511368906855,0.1777367263589941,0,4.660131763162084
8g,row,769539383,50,50,target_head_only,0.7948218523081985,6.105347090606842,3.289616866376811,0.8003984899502612,11.927591011766548,6.995067175362319,0.7585535694035692,True,0.7583752123634557,2.95415387377451,3.2610388244272652,0.14901487046632117,0,1.8546863333333317,6.086384233660131,6.893528691924313,0.17028249322493225,0,4.382659666666665
8g,row,769539383,50,50,standard_shallow_finetune,0.7708041934708689,6.452799039411593,3.7529254455072465,0.8225644949515195,11.245819051437978,6.155578975362318,0.7615622169224461,True,0.7592186302280851,3.3940879094771246,3.7054349613433053,0.18045780660377359,0,2.220037000000005,5.603515539215688,6.295181483625704,0.13819917896087233,0,3.8152646666666676
8g,row,769539383,50,50,standard_full_finetune,0.44232459665861,10.065504593684741,7.773681601449276,0.5975182833201353,16.93728932004682,11.845759360289856,1.1708356226318266,True,1.1654731369854698,7.5300922164215685,7.934410807748134,0.5488482805755396,0,6.211561333333331,11.17488459869281,11.983339838626518,0.3639126126126126,0,8.793163333333332
8g,row,769539383,50,50,source_anchored_shallow,0.7703678874009972,6.458938019070251,3.9086199475362324,0.7764379599493432,12.623211528353037,8.014785375072464,0.8026322486706047,True,0.8024468431981695,3.5582594215686267,3.897159159241322,0.2000433771626297,0,2.3514353999999997,7.194743479411764,7.973920228871104,0.20467339658444028,0,5.223512333333332
8g,row,769539383,50,50,source_anchored_full,0.6859294467542246,7.5536771034194485,5.0846863255072465,0.687675474299531,14.920173464770388,10.573152990144926,0.9434751586701782,True,0.9433514416035632,4.923499538888889,5.3728197323608455,0.2948247574750831,0,3.2629623333333324,9.870938460130718,10.789967295790305,0.3371570651452832,0,7.025602000000001
8g,row,769539383,70,70,scale_only,0.6953682527826489,7.439305386636963,4.1052049377663185,0.7570066407882425,13.160367900736615,7.500604546702571,0.8835930416127119,True,0.8813618360987716,3.8440780384713262,4.2770562859653865,0.20162790490187787,0,2.504433424624077,6.645021098435102,7.484215565918583,0.1731099406545692,0,4.61700952147836
8g,row,769539383,70,70,local_identity_shrinkage,0.7386903311067471,6.89005273908822,3.465496090813604,0.7591373387731685,13.102542226770712,7.06705754098558,0.845232755077433,True,0.8447108193345303,3.154103590424869,3.585297619462374,0.13109387320531718,0,1.6682444091918747,6.14446828842538,6.998491857319338,0.15649211395634707,0,3.9692184152102215
8g,row,769539383,70,70,conditional_EA,0.7390025686282824,6.885935065146194,3.228571905976321,0.7576591194376442,13.142687106600816,7.0422690019790695,0.8461677736564162,True,0.8456980913871296,2.948488326284425,3.3498777233193224,0.13099174689611529,0,1.5207341338480997,6.131692684784916,6.998370840378422,0.15271559538521035,0,3.8632977183770087
8g,row,769539383,70,70,conditional_policy,0.7386903311067471,6.89005273908822,3.465496090813604,0.7591373387731685,13.102542226770712,7.06705754098558,0.845232755077433,True,0.8447108193345303,3.154103590424869,3.585297619462374,0.13109387320531718,0,1.6682444091918747,6.14446828842538,6.998491857319338,0.15649211395634707,0,3.9692184152102215
8g,row,769539383,70,70,target_head_only,0.7951478223256627,6.100495328372454,3.298909504637681,0.8039497015755481,11.821009916313317,6.86801784057971,0.7550032513934664,True,0.7547525377821772,2.9655976232843138,3.2720615976352883,0.14660669683257915,0,1.9149309999999993,5.9643284125816995,6.76219740609959,0.1615971612903226,0,4.259805666666665
8g,row,769539383,70,70,standard_shallow_finetune,0.771873138221579,6.437733870698586,3.7206687162318848,0.8167189431071553,11.429562796124037,6.187726004347826,0.7658155703918239,True,0.7639773425093448,3.38661227875817,3.7060596242176373,0.1893896178803172,0,2.189028333333333,5.6001848688725495,6.2801395583415065,0.14647426282051285,0,3.472805666666666
8g,row,769539383,70,70,standard_full_finetune,0.3124140729206738,11.176563657097802,8.03443665057971,0.4451221115338986,19.88701206405655,12.886285503768114,1.3308088448438975,True,1.3277150074993744,8.069018510375818,8.548532550232238,0.5239132397191575,0,5.708529666666667,12.513031593300653,13.57636276420621,0.37888091144484737,0,8.026662000000002
8g,row,769539383,70,70,source_anchored_shallow,0.7160725697336341,7.1820509588533055,4.084808553333334,0.7392449509335621,13.632866787655816,7.934511900869566,0.880305372803627,True,0.8797331987174806,3.9600803806781046,4.37039963845647,0.1951491968621591,0,2.612335999999999,7.450087478431373,8.378042812026678,0.18989336856010572,0,4.799557333333329
8g,row,769539383,70,70,source_anchored_full,0.5499322484347955,9.042400825889038,5.712191307536232,0.49252226909191577,19.018634071574624,12.4045949,1.1654198209567994,True,1.165285058778455,5.036734578799019,5.583092659740873,0.2905847353760447,0,3.2269241666666675,10.669475240604575,11.709142098872087,0.3558006700167504,0,7.237232333333335
8g,row,769539383,100,100,scale_only,0.7151565116580361,7.193627645166435,3.872405914633053,0.7858013709551348,12.356036177729965,6.7483095243503035,0.8438493832741435,True,0.8407567274948945,3.609964149900737,4.047656345241909,0.18126919460767862,0,2.2217964851374585,5.981461783945766,6.786152936234953,0.15141264274566438,0,4.008669931173463
8g,row,769539383,100,100,local_identity_shrinkage,0.7473403410298286,6.775053970221867,3.468531499571991,0.7789799831225059,12.551239930499404,6.633676889677793,0.8212202522966139,True,0.8202674211679786,3.1525498961550937,3.5758003605554256,0.13285753056586544,0,1.6320604048812584,5.791398802613697,6.6166273203794645,0.13889162441021252,0,3.759962806357528
8g,row,769539383,100,100,conditional_EA,0.7485733933279364,6.75850163786923,3.2210082715440134,0.7784760572287156,12.565540204749833,6.632296103726855,0.8205446980121656,True,0.8196618576367017,2.929098084695518,3.3264816665638,0.12850979877938282,0,1.5879395014074635,5.79351560915924,6.622382105082025,0.139920823251123,0,3.7064314608845024
8g,row,769539383,100,100,conditional_policy,0.7473403410298286,6.775053970221867,3.468531499571991,0.7789799831225059,12.551239930499404,6.633676889677793,0.8212202522966139,True,0.8202674211679786,3.1525498961550937,3.5758003605554256,0.13285753056586544,0,1.6320604048812584,5.791398802613697,6.6166273203794645,0.13889162441021252,0,3.759962806357528
8g,row,769539383,100,100,target_head_only,0.7963332758432154,6.082818322043002,3.2517033976811582,0.8028966651286131,11.852714238707433,6.891602862318841,0.7548162728846699,True,0.7546168967482823,2.911366951960784,3.217599716873441,0.1437064431575738,0,1.8112469999999998,5.980735575571894,6.7814328390231005,0.16462263214209286,0,4.270943666666664
8g,row,769539383,100,100,standard_shallow_finetune,0.7837379412661356,6.268086380513422,3.6265006846376813,0.8275156902377301,11.087806171800343,6.063377584057972,0.744464765960094,True,0.7425833741262606,3.313880598447712,3.5889873545676396,0.1808860309810671,0,2.2719986666666667,5.534304969771242,6.186417368388298,0.13440923827784562,0,3.595914333333333
8g,row,769539383,100,100,standard_full_finetune,0.3543125740822365,10.830686144708766,7.994312319710145,0.5172206428154325,18.550053814629646,12.568520755652179,1.2689913352649473,True,1.264186404392633,7.9741469895424855,8.415312354250814,0.5070925232358003,0,5.560576999999999,12.19498205751634,13.1341034306018,0.3556360507107183,0,7.964107666666667
