column,protocol,seed,budget,actual_budget,method,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,all_outputs_finite,normalized_rmse,V1_macro_compound_mae,V1_macro_compound_rmse,V1_median_relative_absolute_error,V1_relative_excluded_rows,V1_median_absolute_error,V2_macro_compound_mae,V2_macro_compound_rmse,V2_median_relative_absolute_error,V2_relative_excluded_rows,V2_median_absolute_error
8g,row,769539383,100,100,scale_only,0.7151565116580361,7.193627645166435,3.872405914633053,0.7858013709551348,12.356036177729965,6.7483095243503035,0.8438493832741435,True,0.8407567274948945,3.609964149900737,4.047656345241909,0.18126919460767862,0,2.2217964851374585,5.981461783945766,6.786152936234953,0.15141264274566438,0,4.008669931173463
8g,row,769539383,100,100,local_identity_shrinkage,0.7473403410298286,6.775053970221867,3.468531499571991,0.7789799831225059,12.551239930499404,6.633676889677793,0.8212202522966139,True,0.8202674211679786,3.1525498961550937,3.5758003605554256,0.13285753056586544,0,1.6320604048812584,5.791398802613697,6.6166273203794645,0.13889162441021252,0,3.759962806357528
8g,row,769539383,100,100,conditional_EA,0.7485733933279364,6.75850163786923,3.2210082715440134,0.7784760572287156,12.565540204749833,6.632296103726855,0.8205446980121656,True,0.8196618576367017,2.929098084695518,3.3264816665638,0.12850979877938282,0,1.5879395014074635,5.79351560915924,6.622382105082025,0.139920823251123,0,3.7064314608845024
8g,row,769539383,100,100,conditional_policy,0.7473403410298286,6.775053970221867,3.468531499571991,0.7789799831225059,12.551239930499404,6.633676889677793,0.8212202522966139,True,0.8202674211679786,3.1525498961550937,3.5758003605554256,0.13285753056586544,0,1.6320604048812584,5.791398802613697,6.6166273203794645,0.13889162441021252,0,3.759962806357528
8g,row,769539383,100,100,target_head_only,0.7963332758432154,6.082818322043002,3.2517033976811582,0.8028966651286131,11.852714238707433,6.891602862318841,0.7548162728846699,True,0.7546168967482823,2.911366951960784,3.217599716873441,0.1437064431575738,0,1.8112469999999998,5.980735575571894,6.7814328390231005,0.16462263214209286,0,4.270943666666664
8g,row,769539383,100,100,standard_shallow_finetune,0.7837379412661356,6.268086380513422,3.6265006846376813,0.8275156902377301,11.087806171800343,6.063377584057972,0.744464765960094,True,0.7425833741262606,3.313880598447712,3.5889873545676396,0.1808860309810671,0,2.2719986666666667,5.534304969771242,6.186417368388298,0.13440923827784562,0,3.595914333333333
8g,row,769539383,100,100,standard_full_finetune,0.3543125740822365,10.830686144708766,7.994312319710145,0.5172206428154325,18.550053814629646,12.568520755652179,1.2689913352649473,True,1.264186404392633,7.9741469895424855,8.415312354250814,0.5070925232358003,0,5.560576999999999,12.19498205751634,13.1341034306018,0.3556360507107183,0,7.964107666666667
8g,row,769539383,100,100,source_anchored_shallow,0.7407506032508437,6.862836993126385,4.000893903768116,0.7836139200899269,12.41896741004669,6.83173317594203,0.8231973223200957,True,0.8217238064644027,3.867527312499999,4.263138083094926,0.1785610728436453,0,2.356370666666665,6.315635692156863,7.1712170398011095,0.14443866689454796,0,4.081145333333328
8g,row,769539383,100,100,source_anchored_full,0.744351867210696,6.815004059760521,3.973823191014493,0.782301542326749,12.456570889421554,7.752188169565218,0.8210936580764878,True,0.8198581068094595,3.705769955555556,4.087839167525447,0.19720199848599548,0,2.201368333333333,7.07813743872549,7.815031214680499,0.21142057078903195,0,5.550383
8g,row,1425370602,100,100,scale_only,0.865952315938523,5.443410038110489,3.2524519865207604,0.8697372501272382,8.459522677710257,5.110935926531118,0.6140521358790282,True,0.608510953985514,3.182376437993472,3.485617482125173,0.17248014989573837,0,2.1318772925915503,5.376240203048699,5.841603361463167,0.1372075723139022,0,3.033406372343915
