column,protocol,method,target,dimension,level,mean_rows,nonempty_seeds,rmse,mae,median_absolute_error
40g,compound,source_anchored_shallow,V1,target_magnitude,top10,10.4,5,151.1672489136166,137.95687887999998,131.3073955
40g,compound,source_anchored_shallow,V2,EA,high,16.2,5,27.98572535550186,22.782237473529413,20.6228408
40g,compound,source_anchored_shallow,V2,EA,low,38.2,5,109.65895831235177,73.34234413815322,36.964354
40g,compound,source_anchored_shallow,V2,EA,mid,47.4,5,43.79322407232122,25.4114224894923,17.3867561
40g,compound,source_anchored_shallow,V2,source_q50,high,31.8,5,120.98639951678584,84.30359817436418,54.441036700000005
40g,compound,source_anchored_shallow,V2,source_q50,low,34.6,5,21.969954854464987,17.394929806259043,16.1505755
40g,compound,source_anchored_shallow,V2,source_q50,mid,35.4,5,50.278790606622856,32.454200875199106,22.1674032
40g,compound,source_anchored_shallow,V2,source_q50,top10,10.0,5,180.32613739655778,159.18389895054113,141.6957265
40g,compound,source_anchored_shallow,V2,target_magnitude,high,33.8,5,126.10068077046135,91.58097124258839,61.539624200000006
40g,compound,source_anchored_shallow,V2,target_magnitude,low,33.8,5,18.27496032409814,15.404962079613998,16.4555489
40g,compound,source_anchored_shallow,V2,target_magnitude,mid,34.2,5,27.41663655452312,22.161148915054138,19.2573972
40g,compound,source_anchored_shallow,V2,target_magnitude,top10,10.4,5,208.24102846975202,190.33056307454547,179.8109052
40g,compound,standard_full_finetune,V1,EA,high,16.2,5,13.778073192160225,11.73274619360294,9.84282505
40g,compound,standard_full_finetune,V1,EA,low,38.2,5,93.00694035768265,70.13024771192691,46.591014200000004
40g,compound,standard_full_finetune,V1,EA,mid,47.4,5,44.16862550932374,31.15756953151947,21.55582578
40g,compound,standard_full_finetune,V1,source_q50,high,39.2,5,97.12198166131789,75.53487551537057,57.595859600000004
40g,compound,standard_full_finetune,V1,source_q50,low,29.2,5,24.232729362556892,18.20182777757885,13.12806505
40g,compound,standard_full_finetune,V1,source_q50,mid,33.4,5,37.5924700267362,26.337413136554765,18.81189248
40g,compound,standard_full_finetune,V1,source_q50,top10,11.0,5,138.44219613722512,117.4500179529437,108.4987936
40g,compound,standard_full_finetune,V1,target_magnitude,high,33.8,5,103.5197374086752,83.6137016869715,69.2527033
40g,compound,standard_full_finetune,V1,target_magnitude,low,33.8,5,19.087564113429483,14.589039082158731,11.484980799999999
40g,compound,standard_full_finetune,V1,target_magnitude,mid,34.2,5,38.911867082740336,29.96411813212776,24.0433336
40g,compound,standard_full_finetune,V1,target_magnitude,top10,10.4,5,140.96136810737622,121.8172553890909,117.093
40g,compound,standard_full_finetune,V2,EA,high,16.2,5,24.675129161828885,20.73983198389706,15.88247183
40g,compound,standard_full_finetune,V2,EA,low,38.2,5,125.53985118785015,93.2479630645986,58.0051248
40g,compound,standard_full_finetune,V2,EA,mid,47.4,5,62.9455678357715,43.176072664814356,29.4779784
40g,compound,standard_full_finetune,V2,source_q50,high,31.8,5,139.3068171578142,107.39841650213619,80.14642970000001
40g,compound,standard_full_finetune,V2,source_q50,low,34.6,5,29.04248292535912,22.91072553179207,19.021270379999997
40g,compound,standard_full_finetune,V2,source_q50,mid,35.4,5,68.54271650726606,49.16862782318732,38.6164792
40g,compound,standard_full_finetune,V2,source_q50,top10,10.0,5,183.18685207472512,150.14360922727275,129.3839754
40g,compound,standard_full_finetune,V2,target_magnitude,high,33.8,5,140.76648755865227,109.1250900085101,83.57257000000001
40g,compound,standard_full_finetune,V2,target_magnitude,low,33.8,5,28.93412930872921,21.9261096459394,16.64022996
40g,compound,standard_full_finetune,V2,target_magnitude,mid,34.2,5,57.41252772662506,43.7256815624703,35.9079691
40g,compound,standard_full_finetune,V2,target_magnitude,top10,10.4,5,190.7265590892843,158.5407311818182,151.69022719999998
40g,compound,standard_shallow_finetune,V1,EA,high,16.2,5,10.284438579929542,7.8061097316176475,6.1232708
40g,compound,standard_shallow_finetune,V1,EA,low,38.2,5,56.349950539437316,38.32448843643229,23.1667656
40g,compound,standard_shallow_finetune,V1,EA,mid,47.4,5,19.870455052279343,13.698422433572762,10.280953599999998
40g,compound,standard_shallow_finetune,V1,source_q50,high,39.2,5,56.430947751887246,37.863775577554634,21.736701600000004
40g,compound,standard_shallow_finetune,V1,source_q50,low,29.2,5,16.040587221253162,11.535208618960786,8.414670699999999
40g,compound,standard_shallow_finetune,V1,source_q50,mid,33.4,5,16.4861578681684,12.10899444509333,9.534960099999997
40g,compound,standard_shallow_finetune,V1,source_q50,top10,11.0,5,56.88097709940532,47.22269834675325,42.49538600000001
40g,compound,standard_shallow_finetune,V1,target_magnitude,high,33.8,5,59.603528333401314,41.994011413885275,27.641510500000003
40g,compound,standard_shallow_finetune,V1,target_magnitude,low,33.8,5,17.01712997405465,10.35668145726371,6.5788727
40g,compound,standard_shallow_finetune,V1,target_magnitude,mid,34.2,5,17.783884483693917,13.730355672242444,12.0048208
40g,compound,standard_shallow_finetune,V1,target_magnitude,top10,10.4,5,85.59980121612989,65.7347936290909,51.184732
40g,compound,standard_shallow_finetune,V2,EA,high,16.2,5,19.247799866164,14.561780183088235,11.4241587
40g,compound,standard_shallow_finetune,V2,EA,low,38.2,5,71.55266784789816,48.21142834260177,27.4913132
40g,compound,standard_shallow_finetune,V2,EA,mid,47.4,5,26.80242628694025,17.52773946183454,12.3657106
40g,compound,standard_shallow_finetune,V2,source_q50,high,31.8,5,70.02452137553806,47.943083040766766,29.946452
40g,compound,standard_shallow_finetune,V2,source_q50,low,34.6,5,17.403919995760496,12.57794822214302,10.335386799999998
40g,compound,standard_shallow_finetune,V2,source_q50,mid,35.4,5,42.717360954808754,26.78975130001295,15.543341300000003
40g,compound,standard_shallow_finetune,V2,source_q50,top10,10.0,5,77.62595598916866,62.02852957792207,46.586122
40g,compound,standard_shallow_finetune,V2,target_magnitude,high,33.8,5,75.57849217455497,51.853546818890685,30.3880628
40g,compound,standard_shallow_finetune,V2,target_magnitude,low,33.8,5,19.82984291123709,13.46538515996753,9.0857511
40g,compound,standard_shallow_finetune,V2,target_magnitude,mid,34.2,5,27.430991616725684,20.388009662806873,15.7740795
40g,compound,standard_shallow_finetune,V2,target_magnitude,top10,10.4,5,104.69959336762733,79.62767266181818,53.918949
40g,compound,target_head_only,V1,EA,high,16.2,5,12.820615674307351,11.446896374632352,10.5093641
40g,compound,target_head_only,V1,EA,low,38.2,5,107.19764917823902,84.16600728881545,62.184879
40g,compound,target_head_only,V1,EA,mid,47.4,5,38.15942406668108,29.843742192536865,21.760157200000002
40g,compound,target_head_only,V1,source_q50,high,39.2,5,108.97180792008389,87.85183259609468,64.8817016
40g,compound,target_head_only,V1,source_q50,low,29.2,5,20.205352531979283,17.508810001700844,15.38613335
40g,compound,target_head_only,V1,source_q50,mid,33.4,5,32.81990901804495,26.10470071792394,20.943695100000003
40g,compound,target_head_only,V1,source_q50,top10,11.0,5,155.1501949328799,143.23185460255414,140.09535
40g,compound,target_head_only,V1,target_magnitude,high,33.8,5,119.12409487038686,102.53398520252165,79.976378
40g,compound,target_head_only,V1,target_magnitude,low,33.8,5,13.47875111649949,12.732965822426046,12.663925599999999
40g,compound,target_head_only,V1,target_magnitude,mid,34.2,5,28.110586745023504,26.96605523899036,26.0730745
40g,compound,target_head_only,V1,target_magnitude,top10,10.4,5,185.5342292127488,179.02081517636367,169.9460502
40g,compound,target_head_only,V2,EA,high,16.2,5,31.3496543294947,28.37700686617647,24.3450093
40g,compound,target_head_only,V2,EA,low,38.2,5,152.44537128576704,120.95987729934818,88.7884648
40g,compound,target_head_only,V2,EA,mid,47.4,5,59.13079413653658,46.62504168164191,36.026466299999996
40g,compound,target_head_only,V2,source_q50,high,31.8,5,165.92960639362124,139.42136517583654,112.31061869999999
40g,compound,target_head_only,V2,source_q50,low,34.6,5,31.37582148836006,29.809016650957055,28.697885499999995
40g,compound,target_head_only,V2,source_q50,mid,35.4,5,69.19106035498969,53.84914410944865,42.9318473
40g,compound,target_head_only,V2,source_q50,top10,10.0,5,241.71954554097266,226.9394833918831,222.4393838
40g,compound,target_head_only,V2,target_magnitude,high,33.8,5,170.66119024102005,147.10723531147366,119.6319542
40g,compound,target_head_only,V2,target_magnitude,low,33.8,5,24.978280164972006,24.20935896973485,24.8438503
40g,compound,target_head_only,V2,target_magnitude,mid,34.2,5,44.86590582790927,43.827042473976846,42.66062960000001
40g,compound,target_head_only,V2,target_magnitude,top10,10.4,5,266.09050084377776,257.67088303272726,246.5885874
40g,row,conditional_EA,V1,EA,high,17.4,5,12.198160118650424,7.9114078278557995,5.503270179518516
40g,row,conditional_EA,V1,EA,low,38.8,5,46.512537531423376,30.173413551690015,19.877901058525993
40g,row,conditional_EA,V1,EA,mid,49.8,5,14.463220864294772,10.562505903364997,8.798859318108013
40g,row,conditional_EA,V1,source_q50,high,31.6,5,49.42981435253332,33.29213656775566,23.149177937735754
40g,row,conditional_EA,V1,source_q50,low,40.0,5,9.762844235293299,7.357592027364585,5.879618099023341
40g,row,conditional_EA,V1,source_q50,mid,34.4,5,19.381736001466532,13.98729436421066,10.918334570086586
40g,row,conditional_EA,V1,source_q50,top10,9.0,5,40.51991674319588,34.83343048477019,31.860476166823037
40g,row,conditional_EA,V1,target_magnitude,high,35.0,5,46.52308005733684,31.762412691714406,21.23808931743988
40g,row,conditional_EA,V1,target_magnitude,low,35.2,5,14.5101850925361,9.035210110100362,6.952239604864492
40g,row,conditional_EA,V1,target_magnitude,mid,35.8,5,14.085482651667409,11.325310040739938,9.487114982000206
40g,row,conditional_EA,V1,target_magnitude,top10,11.0,5,72.08110524373916,54.2677152155273,46.25548873214235
40g,row,conditional_EA,V2,EA,high,17.4,5,21.935572386146,16.888754075799458,12.424243382908998
40g,row,conditional_EA,V2,EA,low,38.8,5,53.55545080778501,31.64353877972535,17.92361892874856
40g,row,conditional_EA,V2,EA,mid,49.8,5,20.191490948589312,13.676222842080083,9.461037096964095
40g,row,conditional_EA,V2,source_q50,high,31.4,5,58.25259169900619,39.48622012032749,30.968088253322698
40g,row,conditional_EA,V2,source_q50,low,40.2,5,12.809766854777802,9.56950627650005,7.458583860333192
40g,row,conditional_EA,V2,source_q50,mid,34.4,5,24.99168266553778,16.49000480816489,12.839714860055455
40g,row,conditional_EA,V2,source_q50,top10,10.4,5,46.35395473743493,38.6339986752536,37.24503656301133
40g,row,conditional_EA,V2,target_magnitude,high,35.0,5,55.100341433138034,34.01003239917915,21.82355925561138
40g,row,conditional_EA,V2,target_magnitude,low,35.0,5,14.240738152521724,10.694590317026684,8.139908928522024
40g,row,conditional_EA,V2,target_magnitude,mid,36.0,5,24.64849672830617,17.521182035890014,12.403106703720761
40g,row,conditional_EA,V2,target_magnitude,top10,11.0,5,83.45510547842339,59.38882462470576,45.45065575030729
40g,row,conditional_policy,V1,EA,high,17.4,5,14.42956797567856,10.048751213880557,7.737629706310888
40g,row,conditional_policy,V1,EA,low,38.8,5,46.89940602900981,30.395350063121914,19.634577962613644
40g,row,conditional_policy,V1,EA,mid,49.8,5,14.947414904300349,11.053027241256512,9.720570816884834
40g,row,conditional_policy,V1,source_q50,high,31.6,5,50.01677657031377,33.745259741968866,22.532566363662763
40g,row,conditional_policy,V1,source_q50,low,40.0,5,10.570888655870053,8.180164006375065,6.428207127329327
40g,row,conditional_policy,V1,source_q50,mid,34.4,5,19.998802875180456,14.745926754199976,11.312177227704769
40g,row,conditional_policy,V1,source_q50,top10,9.0,5,42.62071048704463,36.64382211356805,33.12447119694382
40g,row,conditional_policy,V1,target_magnitude,high,35.0,5,47.1616823921665,32.18603662623628,20.99268282427325
40g,row,conditional_policy,V1,target_magnitude,low,35.2,5,15.263085895002728,10.555626572761124,8.700804604212665
40g,row,conditional_policy,V1,target_magnitude,mid,35.8,5,14.171237379535219,11.519420134855018,9.773316734581282
40g,row,conditional_policy,V1,target_magnitude,top10,11.0,5,73.28336021311114,55.471637898931974,48.615308516826246
40g,row,conditional_policy,V2,EA,high,17.4,5,21.81082329116075,16.55339266128133,11.982574323801241
40g,row,conditional_policy,V2,EA,low,38.8,5,53.629250400389694,31.776982975877452,18.44836006412195
40g,row,conditional_policy,V2,EA,mid,49.8,5,20.280849098548202,13.681796876281464,9.351116251295116
40g,row,conditional_policy,V2,source_q50,high,31.4,5,58.29040413734894,39.46199074636661,31.10447683751844
40g,row,conditional_policy,V2,source_q50,low,40.2,5,12.37472886895201,9.139508386891094,7.031962976358875
40g,row,conditional_policy,V2,source_q50,mid,34.4,5,25.381222870260054,16.932319498201217,12.990265926973473
40g,row,conditional_policy,V2,source_q50,top10,10.4,5,46.587214569680924,38.82319312492274,37.58566243522027
40g,row,conditional_policy,V2,target_magnitude,high,35.0,5,55.087649864933255,33.929963247288924,21.063303489320646
40g,row,conditional_policy,V2,target_magnitude,low,35.0,5,14.282310355106528,10.572756421953699,7.935074552116984
40g,row,conditional_policy,V2,target_magnitude,mid,36.0,5,24.85369062962947,17.687743891718625,12.32679741137575
40g,row,conditional_policy,V2,target_magnitude,top10,11.0,5,83.32553903244016,59.252979526064564,44.94873074708172
40g,row,local_identity_shrinkage,V1,EA,high,17.4,5,22.375527438553473,18.74561277122127,16.936210755321973
40g,row,local_identity_shrinkage,V1,EA,low,38.8,5,49.304497013214934,31.09499534918918,17.140373810886807
40g,row,local_identity_shrinkage,V1,EA,mid,49.8,5,15.447219161159063,11.81085802312331,9.878029882208969
40g,row,local_identity_shrinkage,V1,source_q50,high,31.6,5,53.6608095403609,36.428260558568084,24.33757510689593
40g,row,local_identity_shrinkage,V1,source_q50,low,40.0,5,11.890681719799375,9.544023109192068,8.116655969523602
40g,row,local_identity_shrinkage,V1,source_q50,mid,34.4,5,21.77013596230296,16.656295643413763,13.862610911498432
40g,row,local_identity_shrinkage,V1,source_q50,top10,9.0,5,47.05594248836326,39.49219987190152,35.62592950581926
40g,row,local_identity_shrinkage,V1,target_magnitude,high,35.0,5,50.570702430561596,34.51177339896886,23.174351704063056
40g,row,local_identity_shrinkage,V1,target_magnitude,low,35.2,5,20.52539570981669,15.229545596174598,12.24046956106989
40g,row,local_identity_shrinkage,V1,target_magnitude,mid,35.8,5,12.739489893360204,10.516740398438703,9.675803344173374
40g,row,local_identity_shrinkage,V1,target_magnitude,top10,11.0,5,78.85501759834503,60.19387379035466,48.947680837425075
40g,row,local_identity_shrinkage,V2,EA,high,17.4,5,22.40199381640854,15.857645336129844,9.354579619018164
40g,row,local_identity_shrinkage,V2,EA,low,38.8,5,53.94869688647642,31.321896753007202,17.053223602919683
40g,row,local_identity_shrinkage,V2,EA,mid,49.8,5,21.352845389746197,14.15199708108618,9.692420665559071
40g,row,local_identity_shrinkage,V2,source_q50,high,31.4,5,59.73927354647617,40.35717637899613,32.15755372718284
40g,row,local_identity_shrinkage,V2,source_q50,low,40.2,5,11.044726440748757,8.26440335641179,6.150758929552175
40g,row,local_identity_shrinkage,V2,source_q50,mid,34.4,5,26.351822970144763,16.961327810731433,12.274902850613703
40g,row,local_identity_shrinkage,V2,source_q50,top10,10.4,5,49.9478543327647,41.68359693473267,40.470819630697676
40g,row,local_identity_shrinkage,V2,target_magnitude,high,35.0,5,56.708190278533564,34.61606214835768,22.084603985475166
40g,row,local_identity_shrinkage,V2,target_magnitude,low,35.0,5,15.45563004212124,10.876634341211314,8.042766101053079
40g,row,local_identity_shrinkage,V2,target_magnitude,mid,36.0,5,24.46949092583509,16.700109670966352,11.216060113971539
40g,row,local_identity_shrinkage,V2,target_magnitude,top10,11.0,5,85.75199197964584,61.36791927449259,49.336491070616674
40g,row,scale_only,V1,EA,high,17.4,5,29.004485252654593,26.653815915656573,25.639117520705724
40g,row,scale_only,V1,EA,low,38.8,5,50.13933433696363,32.49256796564581,19.704702927858914
40g,row,scale_only,V1,EA,mid,49.8,5,20.231475126188446,17.715032085225673,16.81729262892012
40g,row,scale_only,V1,source_q50,high,31.6,5,55.14346670100046,38.228092249829366,25.47698299851431
40g,row,scale_only,V1,source_q50,low,40.0,5,17.98341000576905,16.41450918471653,16.381776481359672
40g,row,scale_only,V1,source_q50,mid,34.4,5,25.0151319088544,21.22690764439367,20.071057000654633
40g,row,scale_only,V1,source_q50,top10,9.0,5,54.64465642754392,46.04856291759239,46.43113189346638
40g,row,scale_only,V1,target_magnitude,high,35.0,5,51.049532221377504,34.78725251134681,22.920480692182398
40g,row,scale_only,V1,target_magnitude,low,35.2,5,26.8684062514423,23.47030163383544,21.179677928193556
40g,row,scale_only,V1,target_magnitude,mid,35.8,5,17.84484161645575,15.876630600284916,16.57741022492426
40g,row,scale_only,V1,target_magnitude,top10,11.0,5,81.58659244340939,64.46680170544018,58.42186840309573
40g,row,scale_only,V2,EA,high,17.4,5,27.933660115286465,22.749413762608278,17.00514740985366
40g,row,scale_only,V2,EA,low,38.8,5,60.47853425668254,39.73202690204093,26.45727061584318
40g,row,scale_only,V2,EA,mid,49.8,5,26.706932851474402,21.89566143702774,18.556708891098612
40g,row,scale_only,V2,source_q50,high,31.4,5,65.38733206582619,46.39104919808021,36.22085493423902
40g,row,scale_only,V2,source_q50,low,40.2,5,18.11782765509766,16.36244598331641,15.520609090578919
40g,row,scale_only,V2,source_q50,mid,34.4,5,33.830429230090544,25.657602635106592,22.517146508542147
40g,row,scale_only,V2,source_q50,top10,10.4,5,69.09121674845537,59.49179754816826,56.902147591917675
40g,row,scale_only,V2,target_magnitude,high,35.0,5,61.95957380462113,40.1956009483839,24.39131424116816
40g,row,scale_only,V2,target_magnitude,low,35.0,5,25.617500074170245,22.50012123873645,19.025470007114823
40g,row,scale_only,V2,target_magnitude,mid,36.0,5,29.07279257998677,23.044788861609426,18.187869075110854
40g,row,scale_only,V2,target_magnitude,top10,11.0,5,97.86818081287167,76.26202421149472,63.25025111087787
40g,row,source_anchored_full,V1,EA,high,17.4,5,23.633478070090565,21.289177203450215,19.21984813
40g,row,source_anchored_full,V1,EA,low,38.8,5,125.83481124251732,95.7479271211805,64.32136755
40g,row,source_anchored_full,V1,EA,mid,49.8,5,47.31358264005941,37.95963891163598,28.919385950000002
40g,row,source_anchored_full,V1,source_q50,high,31.6,5,142.97723267207002,116.26047869145309,95.35997130000001
40g,row,source_anchored_full,V1,source_q50,low,40.0,5,27.17849793460727,25.303396068265567,23.248672219999996
40g,row,source_anchored_full,V1,source_q50,mid,34.4,5,40.339077098319486,35.88487780236713,31.3553038
40g,row,source_anchored_full,V1,source_q50,top10,9.0,5,230.6666591230346,214.68444774833333,207.7706951
40g,row,source_anchored_full,V1,target_magnitude,high,35.0,5,139.1501490229467,115.52151666285712,93.3899044
40g,row,source_anchored_full,V1,target_magnitude,low,35.2,5,20.548353547728745,20.134085234571426,20.55730872
40g,row,source_anchored_full,V1,target_magnitude,mid,35.8,5,34.77782283080076,33.80552282998413,32.64070855
40g,row,source_anchored_full,V1,target_magnitude,top10,11.0,5,218.45436704262457,202.9970766181818,177.0815744
40g,row,source_anchored_full,V2,EA,high,17.4,5,42.66731054806701,38.954392513376625,31.877435650000002
40g,row,source_anchored_full,V2,EA,low,38.8,5,173.8532785771616,133.3665763675689,95.158376
40g,row,source_anchored_full,V2,EA,mid,49.8,5,68.10944181482081,54.956827997457296,42.405797050000004
40g,row,source_anchored_full,V2,source_q50,high,31.4,5,199.75713537266978,165.93388038475854,132.7298467
40g,row,source_anchored_full,V2,source_q50,low,40.2,5,37.451265417076485,35.63325743742391,32.877544
40g,row,source_anchored_full,V2,source_q50,mid,34.4,5,61.50029855311004,55.63325758513535,52.00456955
40g,row,source_anchored_full,V2,source_q50,top10,10.4,5,304.87390847947796,281.9010340951587,255.21364979999998
40g,row,source_anchored_full,V2,target_magnitude,high,35.0,5,192.85808612449523,161.59204946285715,132.4273898
40g,row,source_anchored_full,V2,target_magnitude,low,35.0,5,30.67735974280755,30.232337867428573,30.2854876
40g,row,source_anchored_full,V2,target_magnitude,mid,36.0,5,52.99083408790493,51.795872089444444,50.54415229999999
40g,row,source_anchored_full,V2,target_magnitude,top10,11.0,5,302.0818267072065,282.3274809818182,248.567283
40g,row,source_anchored_shallow,V1,EA,high,17.4,5,18.138031245953364,14.382594473874457,12.632493100000001
40g,row,source_anchored_shallow,V1,EA,low,38.8,5,73.10406259345898,46.680996369803076,24.551828536
40g,row,source_anchored_shallow,V1,EA,mid,49.8,5,30.95532865806741,21.88076323949221,17.286717300000003
40g,row,source_anchored_shallow,V1,source_q50,high,31.6,5,84.13764910646846,56.99804207639702,33.2977514
40g,row,source_anchored_shallow,V1,source_q50,low,40.0,5,20.298298734142456,16.864453821616518,15.3768801
40g,row,source_anchored_shallow,V1,source_q50,mid,34.4,5,23.738649771530525,18.602456328215567,15.0902199
40g,row,source_anchored_shallow,V1,source_q50,top10,9.0,5,135.57728667429117,115.99862441111111,109.50042160000001
40g,row,source_anchored_shallow,V1,target_magnitude,high,35.0,5,80.4475596097229,53.66969336571428,32.6405526
40g,row,source_anchored_shallow,V1,target_magnitude,low,35.2,5,21.352362330753795,16.91551611229905,15.073845599999999
40g,row,source_anchored_shallow,V1,target_magnitude,mid,35.8,5,22.731044428445074,18.668516306349208,16.4181544
40g,row,source_anchored_shallow,V1,target_magnitude,top10,11.0,5,134.32142823650466,115.46735505454544,93.52943
40g,row,source_anchored_shallow,V2,EA,high,17.4,5,33.18112897469211,28.172520852272733,26.647182299999997
40g,row,source_anchored_shallow,V2,EA,low,38.8,5,98.7834754933934,64.30679717471689,34.580752499999996
40g,row,source_anchored_shallow,V2,EA,mid,49.8,5,41.64361048929195,29.734468445215718,24.7475023
40g,row,source_anchored_shallow,V2,source_q50,high,31.4,5,114.14900014109023,79.51360593248188,52.18309000000001
40g,row,source_anchored_shallow,V2,source_q50,low,40.2,5,31.017131979321345,26.51340693650065,26.117952300000002
40g,row,source_anchored_shallow,V2,source_q50,mid,34.4,5,33.78221809760256,25.941402947483017,23.5342393
40g,row,source_anchored_shallow,V2,source_q50,top10,10.4,5,176.69257888015605,148.90575370000002,128.52973200000002
40g,row,source_anchored_shallow,V2,target_magnitude,high,35.0,5,109.69859494716846,75.47284635428572,43.6986768
40g,row,source_anchored_shallow,V2,target_magnitude,low,35.0,5,27.068143966214798,22.914167488685713,22.3192614
40g,row,source_anchored_shallow,V2,target_magnitude,mid,36.0,5,33.552791386251684,28.30213112222222,24.8171871
40g,row,source_anchored_shallow,V2,target_magnitude,top10,11.0,5,182.92451374753492,160.00878054545453,143.683002
40g,row,standard_full_finetune,V1,EA,high,17.4,5,20.392146245986062,17.406765703662337,15.750919210000001
40g,row,standard_full_finetune,V1,EA,low,38.8,5,62.07970320058361,43.820691005247404,27.401106700000003
40g,row,standard_full_finetune,V1,EA,mid,49.8,5,33.575909427856914,26.638035772489797,22.94349465
40g,row,standard_full_finetune,V1,source_q50,high,31.6,5,73.81845666648232,54.83397391731571,42.3574134
40g,row,standard_full_finetune,V1,source_q50,low,40.0,5,20.832458739302293,19.01568357575641,17.98973144
40g,row,standard_full_finetune,V1,source_q50,mid,34.4,5,29.778502316525625,24.352038983956994,21.52967635
40g,row,standard_full_finetune,V1,source_q50,top10,9.0,5,116.69781350445237,94.49157997777777,83.39930890000001
40g,row,standard_full_finetune,V1,target_magnitude,high,35.0,5,70.79780000516664,51.61595053314286,37.1561006
40g,row,standard_full_finetune,V1,target_magnitude,low,35.2,5,22.021709356496576,18.31941333263492,16.6923458
40g,row,standard_full_finetune,V1,target_magnitude,mid,35.8,5,27.561125371807123,24.59688683849206,24.7676883
40g,row,standard_full_finetune,V1,target_magnitude,top10,11.0,5,105.37618101455193,82.3397294,62.268438
40g,row,standard_full_finetune,V2,EA,high,17.4,5,33.37551362352684,28.603703245818185,22.583566330000004
40g,row,standard_full_finetune,V2,EA,low,38.8,5,82.9618812199321,59.47837168451315,40.93605500000001
40g,row,standard_full_finetune,V2,EA,mid,49.8,5,47.05356192542046,36.6954887017929,30.793095500000003
40g,row,standard_full_finetune,V2,source_q50,high,31.4,5,99.1685171634214,74.13652902136829,57.929327
40g,row,standard_full_finetune,V2,source_q50,low,40.2,5,29.090443677303046,26.64538124098693,25.04836864
40g,row,standard_full_finetune,V2,source_q50,mid,34.4,5,44.809767172344536,36.24600003375629,31.937267400000003
40g,row,standard_full_finetune,V2,source_q50,top10,10.4,5,146.33847986873258,115.09341441825396,90.977488
40g,row,standard_full_finetune,V2,target_magnitude,high,35.0,5,94.24891003991165,69.14091924571429,54.26772079999999
40g,row,standard_full_finetune,V2,target_magnitude,low,35.0,5,24.860787478458583,23.590674073142857,23.80499994
40g,row,standard_full_finetune,V2,target_magnitude,mid,36.0,5,44.92032505449008,38.360551027777774,35.3949434
40g,row,standard_full_finetune,V2,target_magnitude,top10,11.0,5,136.526514093564,104.6701695090909,76.62111200000001
40g,row,standard_shallow_finetune,V1,EA,high,17.4,5,15.400579024636667,10.615329076536796,8.203499099999998
40g,row,standard_shallow_finetune,V1,EA,low,38.8,5,44.32530370448079,28.816219136389048,15.5280531
40g,row,standard_shallow_finetune,V1,EA,mid,49.8,5,16.14074977869395,11.438413569538927,9.516323199999999
40g,row,standard_shallow_finetune,V1,source_q50,high,31.6,5,49.06002828852933,34.93261784082046,22.760952100000004
40g,row,standard_shallow_finetune,V1,source_q50,low,40.0,5,11.450027075056287,8.888891468095238,8.2395034
40g,row,standard_shallow_finetune,V1,source_q50,mid,34.4,5,17.93150089909553,11.69594107156426,8.136116
40g,row,standard_shallow_finetune,V1,source_q50,top10,9.0,5,59.64549961138448,48.599514344444444,40.718427000000005
40g,row,standard_shallow_finetune,V1,target_magnitude,high,35.0,5,46.55211840127854,32.19228993714286,21.687835200000002
40g,row,standard_shallow_finetune,V1,target_magnitude,low,35.2,5,15.652460144775707,9.777950068095238,7.545458999999999
40g,row,standard_shallow_finetune,V1,target_magnitude,mid,35.8,5,14.765024941848997,11.244867137460318,9.453841699999998
40g,row,standard_shallow_finetune,V1,target_magnitude,top10,11.0,5,69.38988053649086,56.24705909090909,45.14554400000001
40g,row,standard_shallow_finetune,V2,EA,high,17.4,5,22.711149027757386,16.979710186233767,11.3255657
40g,row,standard_shallow_finetune,V2,EA,low,38.8,5,54.266174426624865,34.58114383213852,16.875267399999995
40g,row,standard_shallow_finetune,V2,EA,mid,49.8,5,20.61521184464182,14.65095305446712,11.2343717
40g,row,standard_shallow_finetune,V2,source_q50,high,31.4,5,59.38469484884413,43.300732415051144,30.803520600000002
40g,row,standard_shallow_finetune,V2,source_q50,low,40.2,5,15.36022303880874,11.293197315518208,9.149223899999999
40g,row,standard_shallow_finetune,V2,source_q50,mid,34.4,5,24.96336343413831,16.138734029673167,10.619708099999997
40g,row,standard_shallow_finetune,V2,source_q50,top10,10.4,5,64.58882498254776,56.1363302031746,44.745402
40g,row,standard_shallow_finetune,V2,target_magnitude,high,35.0,5,56.975928288580214,39.329303502857144,27.094406000000003
40g,row,standard_shallow_finetune,V2,target_magnitude,low,35.0,5,13.596717306721626,9.992354382857142,8.6743074
40g,row,standard_shallow_finetune,V2,target_magnitude,mid,36.0,5,24.42077493522955,17.650708877777777,11.9308855
40g,row,standard_shallow_finetune,V2,target_magnitude,top10,11.0,5,83.58903514832873,69.47829654545454,57.52085800000002
40g,row,target_head_only,V1,EA,high,17.4,5,15.298172978570857,11.722874469090907,10.0940035
40g,row,target_head_only,V1,EA,low,38.8,5,112.82160622709337,84.15223542550102,56.3611491
40g,row,target_head_only,V1,EA,mid,49.8,5,38.56237986971189,29.31263067107029,21.459453850000003
40g,row,target_head_only,V1,source_q50,high,31.6,5,127.54729018639333,101.86838245408079,81.38828930000001
40g,row,target_head_only,V1,source_q50,low,40.0,5,20.614726722285134,18.13182127673077,16.575181699999998
40g,row,target_head_only,V1,source_q50,mid,34.4,5,32.867977065669336,27.29783730688684,23.4584761
