column,protocol,method,reference,endpoint,relative_gain,mean_delta,median_delta,std_delta,wins,ties,seeds,no_output_regression,material,stronger_10pct
8g,row,source_anchored_shallow,standard_full_finetune,aulc,0.2654283646316187,-0.33341393316987467,-0.3723437020531305,0.14530250229740366,5,0,5,True,True,True
8g,row,source_anchored_shallow,source_anchored_full,aulc,0.23542967819847083,-0.28412820063130456,-0.20691119526256618,0.14246879433133228,5,0,5,True,True,True
8g,row,source_anchored_full,scale_only,aulc,-0.65400091982819,0.4771948460118861,0.4049752014516703,0.3061159189884067,0,0,5,True,False,False
8g,row,source_anchored_full,local_identity_shrinkage,aulc,-0.600128850532984,0.45262931890838,0.3758622205764629,0.26080472059465304,0,0,5,True,False,False
8g,row,source_anchored_full,conditional_EA,aulc,-0.5986337661565082,0.45192395229831084,0.40775231664327816,0.25358531640337534,0,0,5,True,False,False
8g,row,source_anchored_full,conditional_policy,aulc,-0.6028411237821134,0.4539055847340741,0.37986903854084686,0.2632186845000845,0,0,5,True,False,False
8g,row,source_anchored_full,target_head_only,aulc,-0.777444921230154,0.5278695504334054,0.47080354665493274,0.24587288091628184,0,0,5,True,False,False
8g,row,source_anchored_full,standard_shallow_finetune,aulc,-0.6644868149973746,0.4817915076627199,0.40409108151321405,0.20929551439137103,0,0,5,True,False,False
8g,row,source_anchored_full,standard_full_finetune,aulc,0.039236006914920574,-0.04928573253857009,-0.01001025924212473,0.1817567257807516,3,0,5,True,False,False
8g,row,source_anchored_full,source_anchored_shallow,aulc,-0.3079241653583107,0.28412820063130456,0.20691119526256618,0.14246879433133228,0,0,5,True,False,False
25g,compound,standard_shallow_finetune,scale_only,budget100,-0.2946317546800157,0.4784568530193649,0.44968095061438484,0.19925395118235872,0,0,5,False,False,False
25g,compound,standard_shallow_finetune,local_identity_shrinkage,budget100,-0.37852523190378684,0.5772841012702459,0.47703662635229227,0.22758469662930064,0,0,5,False,False,False
25g,compound,standard_shallow_finetune,conditional_EA,budget100,-0.4438968124566498,0.6463315427375699,0.6087037846125269,0.1630167030052484,0,0,5,False,False,False
25g,compound,standard_shallow_finetune,conditional_policy,budget100,-0.43939683727391476,0.6417795359674292,0.6087037846125269,0.16889596246844207,0,0,5,False,False,False
25g,compound,standard_shallow_finetune,target_head_only,budget100,0.309846668267182,-0.943866830050243,-0.8975653805137802,0.2763312755861335,5,0,5,True,True,True
25g,compound,standard_shallow_finetune,standard_full_finetune,budget100,0.2982028582479601,-0.8933254135804696,-0.786991701207675,0.6224006615417194,4,0,5,True,True,True
25g,compound,standard_shallow_finetune,source_anchored_shallow,budget100,0.33579087087704873,-1.062853793204783,-0.7208968288950808,0.6336103057398139,5,0,5,True,True,True
25g,compound,standard_shallow_finetune,source_anchored_full,budget100,0.520558398863184,-2.2826704947160215,-2.217972069915934,0.6806929186612047,5,0,5,True,True,True
25g,compound,standard_full_finetune,scale_only,budget100,-0.8447378560818322,1.3717822665998345,1.2327990028006912,0.780792582981039,0,0,5,False,False,False
25g,compound,standard_full_finetune,local_identity_shrinkage,budget100,-0.9642787778563646,1.4706095148507157,1.2481911459955963,0.7895855181947941,0,0,5,False,False,False
25g,compound,standard_full_finetune,conditional_EA,budget100,-1.0574276048659228,1.5396569563180396,1.3839411280031397,0.7263260265299927,0,0,5,False,False,False
25g,compound,standard_full_finetune,conditional_policy,budget100,-1.0510155308989342,1.535104949547899,1.3839411280031397,0.728499126245753,0,0,5,False,False,False
25g,compound,standard_full_finetune,target_head_only,budget100,0.016591418412097103,-0.05054141646977346,0.003713554648331563,0.6335496871604458,2,0,5,False,False,False
25g,compound,standard_full_finetune,standard_shallow_finetune,budget100,-0.4249131843191827,0.8933254135804696,0.786991701207675,0.6224006615417194,1,0,5,False,False,False
25g,compound,standard_full_finetune,source_anchored_shallow,budget100,0.05355965476754432,-0.16952837962431344,0.06609487231259425,0.9785641384022385,2,0,5,True,False,False
25g,compound,standard_full_finetune,source_anchored_full,budget100,0.31683734142905207,-1.3893450811355517,-1.2452952065987182,0.7833018396558247,5,0,5,True,True,True
25g,compound,source_anchored_shallow,scale_only,budget100,-0.949132732321069,1.541310646224148,1.291936776532587,0.5722925142280326,0,0,5,False,False,False
25g,compound,source_anchored_shallow,local_identity_shrinkage,budget100,-1.0754385500904626,1.6401378944750291,1.45683388495408,0.5724044549663172,0,0,5,False,False,False
25g,compound,source_anchored_shallow,conditional_EA,budget100,-1.1738587278425845,1.7091853359423528,1.3959069485086921,0.5965326492393728,0,0,5,False,False,False
25g,compound,source_anchored_shallow,conditional_policy,budget100,-1.1670837905744427,1.704633329172212,1.3959069485086921,0.6014100750150191,0,0,5,False,False,False
25g,compound,source_anchored_shallow,target_head_only,budget100,-0.039060292116316564,0.11898696315453998,0.13679189837917738,0.43851094617273295,2,0,5,False,False,False
25g,compound,source_anchored_shallow,standard_shallow_finetune,budget100,-0.5055499181717671,1.062853793204783,0.7208968288950808,0.6336103057398139,0,0,5,False,False,False
25g,compound,source_anchored_shallow,standard_full_finetune,budget100,-0.05659062933796366,0.16952837962431344,-0.06609487231259425,0.9785641384022385,3,0,5,False,False,False
25g,compound,source_anchored_shallow,source_anchored_full,budget100,0.2781767366403257,-1.2198167015112384,-1.3591849937498144,0.41278912668662987,5,0,5,True,True,True
25g,compound,source_anchored_full,scale_only,budget100,-1.7002908208430014,2.7611273477353864,2.7109884043012995,0.7320987075070852,0,0,5,False,False,False
25g,compound,source_anchored_full,local_identity_shrinkage,budget100,-1.8752724599516002,2.8599545959862676,2.847169159866559,0.7259713435031433,0,0,5,False,False,False
25g,compound,source_anchored_full,conditional_EA,budget100,-2.0116218722634622,2.9290020374535914,2.9788363181267936,0.7272782819702568,0,0,5,False,False,False
25g,compound,source_anchored_full,conditional_policy,budget100,-2.0022360050961887,2.92445003068345,2.9788363181267936,0.7349358154260124,0,0,5,False,False,False
25g,compound,source_anchored_full,target_head_only,budget100,-0.4394940491112538,1.3388036646657784,1.3204066894021538,0.40814153598153835,0,0,5,False,False,False
25g,compound,source_anchored_full,standard_shallow_finetune,budget100,-1.0857597622502406,2.2826704947160215,2.217972069915934,0.6806929186612047,0,0,5,False,False,False
25g,compound,source_anchored_full,standard_full_finetune,budget100,-0.46378023952863323,1.3893450811355517,1.2452952065987182,0.7833018396558247,0,0,5,False,False,False
25g,compound,source_anchored_full,source_anchored_shallow,budget100,-0.38538067524392616,1.2198167015112384,1.3591849937498144,0.41278912668662987,0,0,5,False,False,False
25g,row,standard_shallow_finetune,scale_only,budget100,0.0662391207191001,-0.13681978803671685,-0.08006388223193461,0.240848093113436,4,0,5,True,True,False
25g,row,standard_shallow_finetune,local_identity_shrinkage,budget100,0.04250956303220088,-0.08562926670614175,-0.0493480162404083,0.23264808950717017,3,0,5,False,False,False
25g,row,standard_shallow_finetune,conditional_EA,budget100,0.00970941000603398,-0.018910378333331045,0.046142425429850586,0.23337710009120982,2,0,5,False,False,False
25g,row,standard_shallow_finetune,conditional_policy,budget100,0.015220825883073608,-0.029810509004416195,0.046142425429850586,0.21714991777056394,2,0,5,False,False,False
25g,row,standard_shallow_finetune,target_head_only,budget100,0.42752303783795986,-1.4403616092771439,-1.5440622509496218,0.2547117348100667,5,0,5,True,True,True
25g,row,standard_shallow_finetune,standard_full_finetune,budget100,0.3589167380794692,-1.0798148689709492,-0.8577034146208269,0.7130809403802061,5,0,5,True,True,True
25g,row,standard_shallow_finetune,source_anchored_shallow,budget100,0.2991800088332519,-0.8233720456823626,-0.6678674623112384,0.4168686705261092,5,0,5,True,True,True
25g,row,standard_shallow_finetune,source_anchored_full,budget100,0.5921795670974369,-2.8006218070332425,-2.7487345447970717,0.3918237189200471,5,0,5,True,True,True
25g,row,standard_full_finetune,scale_only,budget100,-0.4565360456979919,0.9429950809342322,0.7727609164996465,0.8065365035663183,0,0,5,False,False,False
25g,row,standard_full_finetune,local_identity_shrinkage,budget100,-0.49355082848269793,0.9941856022648073,0.8922579192718607,0.776578268829165,0,0,5,False,False,False
25g,row,standard_full_finetune,conditional_EA,budget100,-0.5447144681757785,1.0609044906376182,0.9647930801533362,0.7997207443713811,0,0,5,False,False,False
25g,row,standard_full_finetune,conditional_policy,budget100,-0.5361174321830922,1.050004359966533,0.9647930801533362,0.7989337235394427,0,0,5,False,False,False
25g,row,standard_full_finetune,target_head_only,budget100,0.10701620808654833,-0.3605467403061948,-0.464991659523426,0.6958903091289915,4,0,5,True,True,True
25g,row,standard_full_finetune,standard_shallow_finetune,budget100,-0.5598597863938006,1.0798148689709492,0.8577034146208269,0.7130809403802061,0,0,5,False,False,False
25g,row,standard_full_finetune,source_anchored_shallow,budget100,-0.09318092172186887,0.2564428232885865,-0.020806599863778974,0.8635477955811818,3,0,5,False,False,False
25g,row,standard_full_finetune,source_anchored_full,budget100,0.3638573066455806,-1.7208069380622935,-1.7743277841504286,0.6270661468138906,5,0,5,True,True,True
25g,row,source_anchored_shallow,scale_only,budget100,-0.33238333816126464,0.6865522576456458,0.5099649498226957,0.40832755127816966,0,0,5,False,False,False
25g,row,source_anchored_shallow,local_identity_shrinkage,budget100,-0.36624304248761175,0.7377427789762209,0.5702688356389898,0.44160947215067375,0,0,5,False,False,False
25g,row,source_anchored_shallow,conditional_EA,budget100,-0.413045578716009,0.8044616673490317,0.6139476180349577,0.4423622321261816,0,0,5,False,False,False
25g,row,source_anchored_shallow,conditional_policy,budget100,-0.40518133975806503,0.7935615366779465,0.6139476180349577,0.4350615315532939,0,0,5,False,False,False
25g,row,source_anchored_shallow,target_head_only,budget100,0.18313265977335824,-0.6169895635947813,-0.6079996252546693,0.44945906904567207,4,0,5,True,True,True
25g,row,source_anchored_shallow,standard_shallow_finetune,budget100,-0.42689993522468894,0.8233720456823626,0.6678674623112384,0.4168686705261092,0,0,5,False,False,False
25g,row,source_anchored_shallow,standard_full_finetune,budget100,0.08523833509196233,-0.2564428232885865,0.020806599863778974,0.8635477955811818,2,0,5,True,False,False
25g,row,source_anchored_shallow,source_anchored_full,budget100,0.41808105070802803,-1.9772497613508797,-1.9585722252131506,0.6669939667504251,5,0,5,True,True,True
25g,row,source_anchored_full,scale_only,budget100,-1.2896373108014307,2.663802018996526,2.7734280982745565,0.41129424150401744,0,0,5,False,False,False
25g,row,source_anchored_full,local_identity_shrinkage,budget100,-1.3478236000905914,2.714992540327101,2.802484590745889,0.3628986816563303,0,0,5,False,False,False
25g,row,source_anchored_full,conditional_EA,budget100,-1.4282515295906402,2.7817114286999116,2.8564820671236313,0.37746530172548576,0,0,5,False,False,False
25g,row,source_anchored_full,conditional_policy,budget100,-1.4147372094821224,2.770811298028826,2.8564820671236313,0.3695716639487393,0,0,5,False,False,False
25g,row,source_anchored_full,target_head_only,budget100,-0.4037476202150394,1.3602601977560986,1.456119096801932,0.2771100118121119,0,0,5,False,False,False
25g,row,source_anchored_full,standard_shallow_finetune,budget100,-1.452059581425929,2.8006218070332425,2.7487345447970717,0.3918237189200471,0,0,5,False,False,False
25g,row,source_anchored_full,standard_full_finetune,budget100,-0.5719743548840257,1.7208069380622935,1.7743277841504286,0.6270661468138906,0,0,5,False,False,False
25g,row,source_anchored_full,source_anchored_shallow,budget100,-0.7184523741952595,1.9772497613508797,1.9585722252131506,0.6669939667504251,0,0,5,False,False,False
40g,compound,standard_shallow_finetune,scale_only,budget100,-0.09230986472288882,0.3360377456430875,0.2434704922417894,0.47064849988994,1,0,5,False,False,False
40g,compound,standard_shallow_finetune,local_identity_shrinkage,budget100,-0.13258950180066842,0.465502921364261,0.3001001644163894,0.5228473964530541,1,0,5,False,False,False
40g,compound,standard_shallow_finetune,conditional_EA,budget100,-0.15542564159519023,0.5348924542096415,0.456013564637785,0.4514884876011497,0,0,5,False,False,False
40g,compound,standard_shallow_finetune,conditional_policy,budget100,-0.1325895018194665,0.4655029214225316,0.3001001644163894,0.5228473964169613,1,0,5,False,False,False
40g,compound,standard_shallow_finetune,target_head_only,budget100,0.49094800117255555,-3.8349451162828805,-3.9194359655110036,0.21264701944735104,5,0,5,True,True,True
40g,compound,standard_shallow_finetune,standard_full_finetune,budget100,0.43546636986769494,-3.067260107080931,-3.0558800414296643,2.0847415761990464,5,0,5,True,True,True
40g,compound,standard_shallow_finetune,source_anchored_shallow,budget100,0.3266933165886512,-1.9293593687548232,-2.0451539637189535,0.5336973151019121,5,0,5,True,True,True
40g,compound,standard_shallow_finetune,source_anchored_full,budget100,0.577183282194398,-5.428094460440206,-5.433199196023022,0.27610930737636746,5,0,5,True,True,True
40g,compound,standard_full_finetune,scale_only,budget100,-0.9348889178965181,3.4032978527240174,3.391625354975967,2.2203225564738247,0,0,5,False,False,False
40g,compound,standard_full_finetune,local_identity_shrinkage,budget100,-1.0062392058649063,3.5327630284451907,3.478795592427196,2.197934784808514,0,0,5,False,False,False
40g,compound,standard_full_finetune,conditional_EA,budget100,-1.0466905422878043,3.602152561290572,3.5156545157127392,2.214414949018071,0,0,5,False,False,False
40g,compound,standard_full_finetune,conditional_policy,budget100,-1.0062392058982046,3.5327630285034624,3.478795592427196,2.1979347848654456,0,0,5,False,False,False
40g,compound,standard_full_finetune,target_head_only,budget100,0.09827870005168315,-0.7676850092019502,-0.8635559240813393,2.28284098349721,4,0,5,True,True,False
40g,compound,standard_full_finetune,standard_shallow_finetune,budget100,-0.7713736553934587,3.067260107080931,3.0558800414296643,2.0847415761990464,0,0,5,False,False,False
40g,compound,standard_full_finetune,source_anchored_shallow,budget100,-0.1926777209952073,1.1379007383261075,0.9484058399301505,2.5744627907682234,2,0,5,False,False,False
40g,compound,standard_full_finetune,source_anchored_full,budget100,0.2510336050192262,-2.3608343533592753,-2.752246029136602,2.2357521781423464,4,0,5,True,True,True
40g,compound,source_anchored_shallow,scale_only,budget100,-0.6223065827724079,2.265397114397911,1.9562545545451755,0.7270342103049693,0,0,5,False,False,False
40g,compound,source_anchored_shallow,local_identity_shrinkage,budget100,-0.6821301937214341,2.3948622901190837,2.0434247919964044,0.7928830038759176,0,0,5,False,False,False
40g,compound,source_anchored_shallow,conditional_EA,budget100,-0.7160465952025854,2.4642518229644645,2.0899658234298233,0.7304985936165689,0,0,5,False,False,False
40g,compound,source_anchored_shallow,conditional_policy,budget100,-0.6821301937493529,2.3948622901773544,2.0434247919964044,0.7928830038072748,0,0,5,False,False,False
40g,compound,source_anchored_shallow,target_head_only,budget100,0.24395225627599326,-1.9055857475280575,-2.011876524008998,0.37589907514827914,5,0,5,True,True,True
40g,compound,source_anchored_shallow,standard_shallow_finetune,budget100,-0.48520729800785545,1.9293593687548232,2.0451539637189535,0.5336973151019121,0,0,5,False,False,False
40g,compound,source_anchored_shallow,standard_full_finetune,budget100,0.1615505325566331,-1.1379007383261075,-0.9484058399301505,2.5744627907682234,3,0,5,True,False,False
40g,compound,source_anchored_shallow,source_anchored_full,budget100,0.3720295249953919,-3.4987350916853828,-3.4853386599799414,0.38467654706322135,5,0,5,True,True,True
40g,compound,source_anchored_full,scale_only,budget100,-1.5834121942763364,5.764132206083294,5.441593214525117,0.6723204491380057,0,0,5,False,False,False
40g,compound,source_anchored_full,local_identity_shrinkage,budget100,-1.678677200085068,5.893597381804467,5.528763451976346,0.7360034915734202,0,0,5,False,False,False
40g,compound,source_anchored_full,conditional_EA,budget100,-1.7326867480353956,5.962986914649847,5.65819366825602,0.6615074010749766,0,0,5,False,False,False
40g,compound,source_anchored_full,conditional_policy,budget100,-1.6786772001295271,5.893597381862738,5.528763451976346,0.7360034915300608,0,0,5,False,False,False
40g,compound,source_anchored_full,target_head_only,budget100,-0.20395428418582706,1.5931493441573252,1.6273003756518651,0.2080522398299451,0,0,5,False,False,False
40g,compound,source_anchored_full,standard_shallow_finetune,budget100,-1.3650909670505715,5.428094460440206,5.433199196023022,0.27610930737636746,0,0,5,False,False,False
40g,compound,source_anchored_full,standard_full_finetune,budget100,-0.3351733892221831,2.3608343533592753,2.752246029136602,2.2357521781423464,1,0,5,False,False,False
40g,compound,source_anchored_full,source_anchored_shallow,budget100,-0.5924315549909602,3.4987350916853828,3.4853386599799414,0.38467654706322135,0,0,5,False,False,False
40g,row,standard_shallow_finetune,scale_only,budget100,0.15161216214500417,-0.5598111464121358,-0.5472245120824581,0.4809566077172233,4,0,5,True,True,True
40g,row,standard_shallow_finetune,local_identity_shrinkage,budget100,0.07160096207757283,-0.24159398104741117,-0.098559392636699,0.5763167365742786,4,0,5,True,True,False
40g,row,standard_shallow_finetune,conditional_EA,budget100,-0.0015457827908036403,0.004834812047124615,0.1357381023896438,0.600224116690087,2,0,5,False,False,False
40g,row,standard_shallow_finetune,conditional_policy,budget100,0.011996732705085056,-0.03803702447610906,-0.07862108022652459,0.5961784975416128,3,0,5,False,False,False
40g,row,standard_shallow_finetune,target_head_only,budget100,0.611781048246963,-4.936523637601918,-5.235075542644259,0.81568870481029,5,0,5,True,True,True
40g,row,standard_shallow_finetune,standard_full_finetune,budget100,0.36541308510964854,-1.8038271379141328,-1.5388265671377477,0.49572353139608794,5,0,5,True,True,True
40g,row,standard_shallow_finetune,source_anchored_shallow,budget100,0.4170245429980388,-2.240852535750225,-2.234895225049073,0.5139800829485892,5,0,5,True,True,True
40g,row,standard_shallow_finetune,source_anchored_full,budget100,0.6544295394466697,-5.9323698165022325,-6.083214008734915,0.8526136114763042,5,0,5,True,True,True
40g,row,standard_full_finetune,scale_only,budget100,-0.3369135384734281,1.244015991501997,0.9916020550552895,0.9536445530699851,0,0,5,False,False,False
40g,row,standard_full_finetune,local_identity_shrinkage,budget100,-0.4629974494239968,1.5622331568667216,1.4402671745010487,1.0331001452947728,0,0,5,False,False,False
40g,row,standard_full_finetune,conditional_EA,budget100,-0.5782641578165193,1.8086619499612575,1.8339039230320977,1.0299860686635545,0,0,5,False,False,False
40g,row,standard_full_finetune,conditional_policy,budget100,-0.5569234790566542,1.7657901134380238,1.8339039230320977,1.0178610012600824,0,0,5,False,False,False
40g,row,standard_full_finetune,target_head_only,budget100,0.3882336010345937,-3.132696499687787,-2.645379238315269,0.9872794692131842,5,0,5,True,True,True
40g,row,standard_full_finetune,standard_shallow_finetune,budget100,-0.5758282695961157,1.8038271379141328,1.5388265671377477,0.49572353139608794,0,0,5,False,False,False
40g,row,standard_full_finetune,source_anchored_shallow,budget100,0.08133079437559487,-0.43702539783609196,-0.3062935773079323,0.8367412836311344,3,0,5,True,False,False
40g,row,standard_full_finetune,source_anchored_full,budget100,0.4554402991227128,-4.1285426785881,-3.4935177044059254,1.0150942194902164,5,0,5,True,True,True
40g,row,source_anchored_shallow,scale_only,budget100,-0.4552719632794795,1.6810413893380889,1.7321270245975748,0.43242997215294937,0,0,5,False,False,False
40g,row,source_anchored_shallow,local_identity_shrinkage,budget100,-0.5925182214305531,1.9992585547028134,1.8817297544872202,0.4367447984928551,0,0,5,False,False,False
40g,row,source_anchored_shallow,conditional_EA,budget100,-0.7179896181931968,2.2456873477973494,2.14019750034003,0.4130054464161122,0,0,5,False,False,False
40g,row,source_anchored_shallow,conditional_policy,budget100,-0.6947596256896817,2.2028155112741157,2.14019750034003,0.47537965674803956,0,0,5,False,False,False
40g,row,source_anchored_shallow,target_head_only,budget100,0.3340732494134293,-2.695671101851694,-2.457600387150884,0.5198265344401669,5,0,5,True,True,True
40g,row,source_anchored_shallow,standard_shallow_finetune,budget100,-0.7153380781116414,2.240852535750225,2.234895225049073,0.5139800829485892,0,0,5,False,False,False
40g,row,source_anchored_shallow,standard_full_finetune,budget100,-0.0885310989828112,0.43702539783609196,0.3062935773079323,0.8367412836311344,2,0,5,False,False,False
40g,row,source_anchored_shallow,source_anchored_full,budget100,0.40722983034229554,-3.691517280752008,-3.7857121361507025,0.636531207417389,5,0,5,True,True,True
40g,row,source_anchored_full,scale_only,budget100,-1.4550357588335245,5.372558670090098,5.0544179199423045,0.8911257463956593,0,0,5,False,False,False
40g,row,source_anchored_full,local_identity_shrinkage,budget100,-1.6865694377808418,5.690775835454822,5.385779583857483,0.8790581368139094,0,0,5,False,False,False
40g,row,source_anchored_full,conditional_EA,budget100,-1.8982389906449764,5.937204628549358,5.600138766473651,0.8566323356995464,0,0,5,False,False,False
40g,row,source_anchored_full,conditional_policy,budget100,-1.859050121682611,5.894332792026124,5.385779583857483,0.8826865308486451,0,0,5,False,False,False
40g,row,source_anchored_full,target_head_only,budget100,-0.12341474769405236,0.9958461789003135,0.871377705932499,0.2383747728834415,0,0,5,False,False,False
40g,row,source_anchored_full,standard_shallow_finetune,budget100,-1.8937658571823288,5.9323698165022325,6.083214008734915,0.8526136114763042,0,0,5,False,False,False
40g,row,source_anchored_full,standard_full_finetune,budget100,-0.8363459477243673,4.1285426785881,3.4935177044059254,1.0150942194902164,0,0,5,False,False,False
40g,row,source_anchored_full,source_anchored_shallow,budget100,-0.6869944730475399,3.691517280752008,3.7857121361507025,0.636531207417389,0,0,5,False,False,False
8g,compound,standard_shallow_finetune,scale_only,budget100,-0.09076057826561157,0.06368371202937784,0.07379429258769277,0.13646839110369216,1,0,5,False,False,False
8g,compound,standard_shallow_finetune,local_identity_shrinkage,budget100,-0.1588507476748835,0.10491130929882819,0.09662966437673981,0.06924292088471759,0,0,5,False,False,False
8g,compound,standard_shallow_finetune,conditional_EA,budget100,-0.14521485068938755,0.09704755774029195,0.10314168553691705,0.08782643465127225,1,0,5,False,False,False
8g,compound,standard_shallow_finetune,conditional_policy,budget100,-0.13365164842206245,0.09023089077551334,0.07379429258769277,0.08871263884253171,1,0,5,False,False,False
8g,compound,standard_shallow_finetune,target_head_only,budget100,-0.11843845237284589,0.08104779112037933,0.024260232724087283,0.110430385733382,1,0,5,False,False,False
8g,compound,standard_shallow_finetune,standard_full_finetune,budget100,0.42582783366287225,-0.5676131632911453,-0.64334136049554,0.28409339192162364,5,0,5,True,True,True
8g,compound,standard_shallow_finetune,source_anchored_shallow,budget100,0.26106501886045586,-0.2703977076365055,-0.2720681744880745,0.0804879004141124,5,0,5,True,True,True
8g,compound,standard_shallow_finetune,source_anchored_full,budget100,0.4939641607782659,-0.7470930788005498,-0.6561332937190345,0.3280094512523853,5,0,5,True,True,True
8g,compound,standard_full_finetune,scale_only,budget100,-0.8997099515011437,0.6312968753205231,0.7027138847691311,0.3349930736280396,0,0,5,False,False,False
8g,compound,standard_full_finetune,local_identity_shrinkage,budget100,-1.0182983704481057,0.6725244725899735,0.7085332904109072,0.3026612236027178,0,0,5,False,False,False
8g,compound,standard_full_finetune,conditional_EA,budget100,-0.9945495756005867,0.6646607210314371,0.7128075775286501,0.3191296535376753,0,0,5,False,False,False
8g,compound,standard_full_finetune,conditional_policy,budget100,-0.97441066440764,0.6578440540666586,0.7027138847691311,0.3090472515358753,0,0,5,False,False,False
8g,compound,standard_full_finetune,target_head_only,budget100,-0.9479147857476422,0.6486609544115245,0.6232643038200572,0.28353268307682994,0,0,5,False,False,False
8g,compound,standard_full_finetune,standard_shallow_finetune,budget100,-0.7416378895190916,0.5676131632911453,0.64334136049554,0.28409339192162364,0,0,5,False,False,False
8g,compound,standard_full_finetune,source_anchored_shallow,budget100,-0.2869571610437056,0.29721545565463975,0.325273753697508,0.21514484972114079,1,0,5,False,False,False
8g,compound,standard_full_finetune,source_anchored_full,budget100,0.11866880895683651,-0.1794799155094045,-0.2005537025346278,0.3578917146905191,3,0,5,True,False,False
8g,compound,source_anchored_shallow,scale_only,budget100,-0.4761252425531428,0.33408141966588334,0.3774401310716231,0.1442962471534913,0,0,5,False,False,False
8g,compound,source_anchored_shallow,local_identity_shrinkage,budget100,-0.5682716033929924,0.37530901693533364,0.3832595367133992,0.08962325023583549,0,0,5,False,False,False
8g,compound,source_anchored_shallow,conditional_EA,budget100,-0.5498181571040273,0.36744526537679745,0.3875338238311421,0.10966796008138686,0,0,5,False,False,False
8g,compound,source_anchored_shallow,conditional_policy,budget100,-0.5341696865856969,0.3606285984120188,0.3774401310716231,0.10088896331017513,0,0,5,False,False,False
8g,compound,source_anchored_shallow,target_head_only,budget100,-0.5135816829892836,0.3514454987568848,0.30150680447797196,0.0879961641140074,0,0,5,False,False,False
8g,compound,source_anchored_shallow,standard_shallow_finetune,budget100,-0.35329903918996486,0.2703977076365055,0.2720681744880745,0.0804879004141124,0,0,5,False,False,False
8g,compound,source_anchored_shallow,standard_full_finetune,budget100,0.2229733589663443,-0.29721545565463975,-0.325273753697508,0.21514484972114079,4,0,5,True,True,True
8g,compound,source_anchored_shallow,source_anchored_full,budget100,0.3151821849855396,-0.47669537116404437,-0.3512575738442838,0.29090094933423266,5,0,5,True,True,True
8g,compound,source_anchored_full,scale_only,budget100,-1.1555006458498358,0.8107767908299275,0.827427781722995,0.24652969369067163,0,0,5,False,False,False
8g,compound,source_anchored_full,local_identity_shrinkage,budget100,-1.290056667640688,0.8520043880993778,0.8168319355104328,0.2864603718472895,0,0,5,False,False,False
8g,compound,source_anchored_full,conditional_EA,budget100,-1.2631101632064023,0.8441406365408417,0.8292997178790656,0.27839521953251306,0,0,5,False,False,False
8g,compound,source_anchored_full,conditional_policy,budget100,-1.2402596032833957,0.8373239695760631,0.827427781722995,0.2762183892349964,0,0,5,False,False,False
8g,compound,source_anchored_full,target_head_only,budget100,-1.2101961277939641,0.8281408699209292,0.8421909966400638,0.26145981805794777,0,0,5,False,False,False
8g,compound,source_anchored_full,standard_shallow_finetune,budget100,-0.976144617618321,0.7470930788005498,0.6561332937190345,0.3280094512523853,0,0,5,False,False,False
8g,compound,source_anchored_full,standard_full_finetune,budget100,-0.13464723609336615,0.1794799155094045,0.2005537025346278,0.3578917146905191,2,0,5,False,False,False
8g,compound,source_anchored_full,source_anchored_shallow,budget100,-0.4602423857488058,0.47669537116404437,0.3512575738442838,0.29090094933423266,0,0,5,False,False,False
8g,row,standard_shallow_finetune,scale_only,budget100,-0.01877179160903819,0.012961602707118236,0.024087075096524857,0.07784857107174177,2,0,5,False,False,False
8g,row,standard_shallow_finetune,local_identity_shrinkage,budget100,0.023178992473816273,-0.016692041512646492,-0.038955716402438334,0.08761812738770884,3,0,5,False,False,False
8g,row,standard_shallow_finetune,conditional_EA,budget100,0.025705039091040938,-0.01855913389183921,-0.040314285328363675,0.08462095829724232,3,0,5,False,False,False
8g,row,standard_shallow_finetune,conditional_policy,budget100,0.025400890871970616,-0.018333814430657513,-0.040314285328363675,0.08528863043853972,3,0,5,False,False,False
8g,row,standard_shallow_finetune,target_head_only,budget100,-0.036145292764379056,0.024539232817771574,0.017964110064326078,0.04960974582576838,2,0,5,False,False,False
8g,row,standard_shallow_finetune,standard_full_finetune,budget100,0.4405389194716003,-0.5539164911292401,-0.5558856791130375,0.15308940100068152,5,0,5,True,True,True
8g,row,standard_shallow_finetune,source_anchored_shallow,budget100,0.23953324288753053,-0.22157229326456104,-0.22398713303608409,0.11453418265343754,5,0,5,True,True,True
8g,row,standard_shallow_finetune,source_anchored_full,budget100,0.40388169397986784,-0.476597327916104,-0.3499561873206777,0.44441280469500977,5,0,5,True,True,True
8g,row,standard_full_finetune,scale_only,budget100,-0.8209877810389041,0.5668780938363585,0.5805973184474904,0.18411306650149534,0,0,5,False,False,False
8g,row,standard_full_finetune,local_identity_shrinkage,budget100,-0.7460035050223617,0.5372244496165937,0.5642447600005729,0.12900409074516977,0,0,5,False,False,False
8g,row,standard_full_finetune,conditional_EA,budget100,-0.7414883623160293,0.5353573572374009,0.5628861910746475,0.12814716904470885,0,0,5,False,False,False
8g,row,standard_full_finetune,conditional_policy,budget100,-0.7420320073159337,0.5355826766985825,0.5628861910746475,0.12727547705162232,0,0,5,False,False,False
8g,row,standard_full_finetune,target_head_only,budget100,-0.8520417752487102,0.5784557239470117,0.5370463261236078,0.18468093506205416,0,0,5,False,False,False
