outer_seed,method,AULC_333_525
157,center_width_lcmd,0.628013913330819
157,gradient_maxdet,0.6460024073719759
157,hybrid,0.6542455175078087
157,kernel_ivr,0.6584246462697317
157,lcmd,0.68915730698578
6101,center_width_lcmd,0.8269835120190026
6101,gradient_maxdet,0.8057823140076869
6101,hybrid,0.8185988448851643
6101,kernel_ivr,0.7896512882665937
6101,lcmd,0.8648606247533462
