round,member_seed,checkpoint,checkpoint_sha256,best_epoch,epochs_run,normalized_valid_score,train_rows,validation_rows,trainable_parameters,total_parameters,train_config_hash,labeled_ids_hash,validation_ids_hash,initialization_policy,trainable_scope,scaler_hash
0,42,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_random_smoke/round_0/member_seed_42/best.pt,7c30096f07857a538aad5da8f2f349f71d185068b5295d98c2e636789aba1888,1,2,4.290636688785529,318,57,775476,775476,27d7073331722b95f6b132faafab5f683cb56dc34349fbbf1ed1c40af56e311c,6fff13b9ab58f9fb958ada0427cbd58280d8cc5218d8cd2369cde8ae5af47972,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5
0,525,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_random_smoke/round_0/member_seed_525/best.pt,c282dd437f83ea6d6e5f48aa3cbbef5402b6b0913dbbc92dc604315c41c580be,1,2,4.350664243730944,318,57,775476,775476,27d7073331722b95f6b132faafab5f683cb56dc34349fbbf1ed1c40af56e311c,6fff13b9ab58f9fb958ada0427cbd58280d8cc5218d8cd2369cde8ae5af47972,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5
1,42,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_random_smoke/round_1/member_seed_42/best.pt,b7c7c6ad70336b4eccf002c0cbf59f255883e2612a2c3a3763b8457021c6ac26,1,2,4.056906082538698,343,57,775476,775476,27d7073331722b95f6b132faafab5f683cb56dc34349fbbf1ed1c40af56e311c,66026310a0d4d84f28def774ebee20c5f5642a3aad9458a3e86606efdf4441a8,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5
1,525,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_random_smoke/round_1/member_seed_525/best.pt,175c6d6a976934da8c822fbb8fd38f07456764bb67d89c29fe5091862bdb9c87,1,2,4.119639283598007,343,57,775476,775476,27d7073331722b95f6b132faafab5f683cb56dc34349fbbf1ed1c40af56e311c,66026310a0d4d84f28def774ebee20c5f5642a3aad9458a3e86606efdf4441a8,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5
2,42,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_random_smoke/round_2/member_seed_42/best.pt,d4d5287746c230e8bd33baae5b5833e32004750eabd0527846b82806d45cd846,1,2,4.267533318951953,368,57,775476,775476,27d7073331722b95f6b132faafab5f683cb56dc34349fbbf1ed1c40af56e311c,90af6df071624a771c461cd54cfbdca752d08e397a8b5fc50e18b81eeb7e03ad,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5
2,525,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_random_smoke/round_2/member_seed_525/best.pt,4ebd71180962df30b8f853499479d2dae11d3290e560d7e795d2d4fca9971441,1,2,4.337394341924259,368,57,775476,775476,27d7073331722b95f6b132faafab5f683cb56dc34349fbbf1ed1c40af56e311c,90af6df071624a771c461cd54cfbdca752d08e397a8b5fc50e18b81eeb7e03ad,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5
