epoch,train_loss,normalized_valid_score,legacy_valid_score,V1_mae,V1_rmse,V1_r2,V1_mean_pinball_loss,V1_interval_80_coverage,V1_interval_80_mean_width,V2_mae,V2_rmse,V2_r2,V2_mean_pinball_loss,V2_interval_80_coverage,V2_interval_80_mean_width,quantile_crossing_rate,V1_quantile_crossing_rate,V2_quantile_crossing_rate
1,217.57891845703125,2.2909088653866365,262.27798853272,8.29941177368164,11.34078598022461,-0.20986704190190353,3.8755600452423096,0.04081632653061224,7.189558506011963,12.511442184448242,16.350202560424805,0.002387842219454206,5.576580047607422,0.04081632653061224,4.851377964019775,0.0,0.0,0.0
2,202.8932342529297,2.0281718151329815,232.25678654473586,7.700535297393799,10.664557456970215,-0.06988471940364072,3.5981013774871826,0.04081632653061224,7.585028648376465,11.709935188293457,15.396363258361816,0.11539013620205607,5.212432861328125,0.061224489795918366,4.907296657562256,0.0,0.0,0.0
3,189.71136474609375,1.7942541988576406,205.46831133477144,7.139084815979004,10.030874252319336,0.05348208257056264,3.3314599990844727,0.061224489795918366,7.965002536773682,10.896825790405273,14.481013298034668,0.21744774429010738,4.841940402984619,0.061224489795918366,4.973962783813477,0.0,0.0,0.0
4,177.85816955566406,1.5920149319560744,182.25178814907895,6.600579738616943,9.455389022827148,0.15897265386658554,3.0813777446746826,0.08163265306122448,8.315545082092285,10.128732681274414,13.626988410949707,0.3070287168780417,4.48621940612793,0.08163265306122448,5.047649383544922,0.0,0.0,0.0
5,167.13644409179688,1.4226846468743308,162.77953550527354,6.113804817199707,8.949291229248047,0.2465948686500128,2.848763942718506,0.08163265306122448,8.627724647521973,9.398942947387695,12.859993934631348,0.38284114549787696,4.152767181396484,0.12244897959183673,5.127137660980225,0.0,0.0,0.0
6,157.36724853515625,1.2839709043536272,146.81538647996103,5.688963413238525,8.51396369934082,0.318109118499349,2.636650562286377,0.12244897959183673,8.90400505065918,8.744660377502441,12.1924409866333,0.4452506884774007,3.865280866622925,0.14285714285714285,5.211399078369141,0.0,0.0,0.0
7,148.3815460205078,1.1720776902905334,133.9333408695352,5.293074607849121,8.146499633789062,0.3756998750538654,2.452927350997925,0.2653061224489796,9.144804954528809,8.14576530456543,11.624791145324707,0.4957036912860493,3.610023021697998,0.20408163265306123,5.298598766326904,0.0,0.0,0.0
8,140.05958557128906,1.082924839656795,123.66902637493399,4.960463047027588,7.841445446014404,0.42157963823271105,2.2996623516082764,0.2653061224489796,9.352849960327148,7.732857704162598,11.151749610900879,0.535910749172295,3.4143476486206055,0.1836734693877551,5.3855366706848145,0.0,0.0,0.0
9,132.31556701660156,1.0126954204456244,115.58809376125555,4.693338871002197,7.591828346252441,0.4578192667145803,2.1691761016845703,0.32653061224489793,9.526118278503418,7.418301105499268,10.765893936157227,0.5674705621432479,3.253695011138916,0.2653061224489796,5.470043182373047,0.0,0.0,0.0
10,125.11848449707031,0.9566502092923543,109.14386469214287,4.549978256225586,7.3858842849731445,0.48683589498375346,2.084637403488159,0.46938775510204084,9.668135643005371,7.171689510345459,10.449170112609863,0.5925455829009494,3.113806962966919,0.2857142857142857,5.5538201332092285,0.0,0.0,0.0
11,118.43434143066406,0.9113262850549433,103.93566246751425,4.464228630065918,7.214535713195801,0.5103699479845745,2.0235464572906494,0.4897959183673469,9.78354549407959,6.930575847625732,10.186867713928223,0.6127451840793858,2.9823389053344727,0.2653061224489796,5.637405872344971,0.0,0.0,0.0
12,112.24335479736328,0.874205954128668,99.66870076156624,4.402437686920166,7.071335315704346,0.5296142680630311,1.9691238403320312,0.4897959183673469,9.873547554016113,6.690864562988281,9.966435432434082,0.6293233807431005,2.856490135192871,0.2857142857142857,5.721614360809326,0.0,0.0,0.0
13,106.54429626464844,0.8430759222181111,96.09374935137294,4.331934928894043,6.948420524597168,0.5458247377598204,1.9161500930786133,0.5306122448979592,9.945441246032715,6.445713996887207,9.778875350952148,0.6431437259977456,2.739534854888916,0.30612244897959184,5.808189392089844,0.0,0.0,0.0
14,101.3419189453125,0.8157589757462282,92.96532628457908,4.255367279052734,6.837337493896484,0.5602302893465259,1.8670119047164917,0.5714285714285714,10.004942893981934,6.215397357940674,9.614171028137207,0.6550634883707784,2.635622501373291,0.3469387755102041,5.897216320037842,0.0,0.0,0.0
15,96.64154052734375,0.791364513895709,90.18028814063541,4.173941612243652,6.7351555824279785,0.5732765162291709,1.8178800344467163,0.5714285714285714,10.054926872253418,6.061631202697754,9.467625617980957,0.6654988631235231,2.5465281009674072,0.3469387755102041,5.989729404449463,0.0,0.0,0.0
16,92.42276000976562,0.7690294337643382,87.62790551757325,4.0896806716918945,6.640632629394531,0.5851699277742162,1.768502116203308,0.5714285714285714,10.097061157226562,5.930654525756836,9.330584526062012,0.6751124084199366,2.4630625247955322,0.3469387755102041,6.088354587554932,0.0,0.0,0.0
17,88.65145874023438,0.7484575650383565,85.27437923900538,4.0034098625183105,6.5528130531311035,0.5960692727842496,1.7187697887420654,0.5714285714285714,10.134642601013184,5.80961275100708,9.201632499694824,0.6840304480004331,2.381235122680664,0.3673469387755102,6.191160202026367,0.0,0.0,0.0
18,85.29736328125,0.7296151542707938,83.11599558842931,3.9311115741729736,6.471797466278076,0.6059955490341633,1.6720633506774902,0.5918367346938775,10.168357849121094,5.7050251960754395,9.080950736999512,0.6922641379209812,2.306298017501831,0.42857142857142855,6.2992143630981445,0.0,0.0,0.0
19,82.30399322509766,0.7121214578886479,81.10605210773451,3.876620292663574,6.396714687347412,0.6150846093153066,1.630091905593872,0.6326530612244898,10.199237823486328,5.606657028198242,8.965276718139648,0.7000541329022435,2.238572835922241,0.46938775510204084,6.411706924438477,0.0,0.0,0.0
20,79.62710571289062,0.6960481100574327,79.25889955141974,3.8327019214630127,6.32701301574707,0.6234273814921675,1.5961827039718628,0.6938775510204082,10.22374153137207,5.514811038970947,8.85751724243164,0.707221322465649,2.1839890480041504,0.5714285714285714,6.529181480407715,0.0,0.0,0.0
21,77.24151611328125,0.6817450714527067,77.61566434827978,3.7919251918792725,6.264252185821533,0.6308611562443492,1.566202163696289,0.7142857142857143,10.239935874938965,5.44334077835083,8.760685920715332,0.7135876745513703,2.1394705772399902,0.5714285714285714,6.6502485275268555,0.0,0.0,0.0
