sample_id,source_row,canonical_smiles,split,seed,split_mode
dbe53fd128925fb48a31,59,CC(C)COC(=O)c1ccccc1,train,525,compound
ed8874c56515830db791,60,CC(C)COC(=O)c1ccccc1,train,525,compound
2b9d93829eefac047d26,61,CC(C)COC(=O)c1ccccc1,train,525,compound
920dbde1a4d0fdf60ec7,62,CC(C)COC(=O)c1ccccc1,train,525,compound
81cd2078a0008c2c9cd9,63,CC(C)COC(=O)c1ccccc1,train,525,compound
781b8d96d8bc7c124dc9,64,CC(C)COC(=O)c1ccccc1,train,525,compound
54bc75cc4d64dac2ed48,65,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
7f4f64cb791c71ba0420,66,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
2424b103c34d3d2b6a9a,67,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
36b45fbdbace5950c108,68,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
b0764b94416833704b53,69,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
9c74e865c47b45a09229,70,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
54d9921472c8d46b7b9a,71,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
6d07662cb17b795ea5e2,72,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
cbedf4ab0af735b39b3a,73,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
92bac523bed1042d6a75,74,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
704ba630f25fe7f20166,75,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
246a1d68ed2f87de7d1f,76,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
34cf0942ff52b1b80385,77,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
91161a9006beb2042fa7,78,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
591b1bb527d42e831f12,79,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
c0c1e5902a4bf388fcd0,80,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
7b34ee010f42fdae95b5,81,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
cc7cdf5cd74e85a75b8b,82,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
54a3411006f7051f1053,83,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
9b6741031afcd6269be1,84,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
d16128891be713f0643d,85,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
53ed31f6b009c4b99694,86,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
7abb2cb83395e9b18de1,87,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
a99c0064623635fcc4dc,88,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
8100735734aef075ee76,89,O=C(OCc1ccccc1)c1ccccc1,train,525,compound
ce3b9d9cbe1699c7eef9,90,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
2635b25bb3c1c37f3b74,91,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
1effe6f049d068dc08cf,92,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
98d079bcc13e1a200efe,93,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
7d65ab8e0e7b962da35f,94,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
d4d7270df69266029f44,95,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
5523d9c41009b84d3135,96,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
f2312f90dd4cf5ef0e23,97,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
9e1b72123bd827a51c19,98,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
f7684c557ad58e3a1b0b,99,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
476647879af7df57d509,100,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
d0c994e30d2f33948394,101,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
c641cb5b9e82e60de614,102,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
f82f2844c7e27afd32bb,103,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
96a37648a2f61cd01930,104,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
9603a9567c8b21458d1e,105,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
fa1a4a2aa332b091b615,106,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
e6d0dc8ca50b71d5f807,107,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
11fef346c358d54d3059,108,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
dea5f0228035f44dd102,109,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
3726956d81fe3954e5b7,110,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
dccd8753d89546cbf994,111,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
ef8724fc040ffeca44b7,112,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
e35fdc08a1113b193889,113,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
de0d6e67668e5ebf5036,114,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
28e9fea3e3293f2b8a0e,115,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
9249ed2c527f70995033,116,CCOC(=O)C(C(=O)OCC)c1ccccc1,train,525,compound
e626b5b8083ea1fd02f2,117,COC(=O)C(=O)c1ccccc1,train,525,compound
00a89de0e6cc7377a84b,118,COC(=O)C(=O)c1ccccc1,train,525,compound
95a3dcfe4436e929aa30,119,COC(=O)C(=O)c1ccccc1,train,525,compound
e93e08d6bc42e91e2679,120,COC(=O)C(=O)c1ccccc1,train,525,compound
4451265787d29526a93a,121,COC(=O)C(=O)c1ccccc1,train,525,compound
6cd3f929d7d90a9c29b3,122,COC(=O)C(=O)c1ccccc1,train,525,compound
10a4c811b70ba8155044,123,COC(=O)C(=O)c1ccccc1,train,525,compound
f6650af9162e038d4108,124,COC(=O)C(=O)c1ccccc1,train,525,compound
a93701aa1a4a960e479a,125,COC(=O)C(=O)c1ccccc1,train,525,compound
f7cc49c21fea55ed9087,126,COC(=O)C(=O)c1ccccc1,train,525,compound
00f7bff5f3dab9ed9f49,127,COC(=O)C(=O)c1ccccc1,train,525,compound
9768d61b571fc0c5ce1a,128,COC(=O)C(=O)c1ccccc1,train,525,compound
9ad049e65cfbfbac2282,129,COC(=O)C(=O)c1ccccc1,train,525,compound
f7d6c68ef2b3f637bd05,130,COC(=O)C(=O)c1ccccc1,train,525,compound
b7880e59ff4586b29a28,131,COC(=O)C(=O)c1ccccc1,train,525,compound
790d27f0fa045d91f307,132,COC(=O)C(=O)c1ccccc1,train,525,compound
d1eeb016c4cf20b87e92,133,COC(=O)C(=O)c1ccccc1,train,525,compound
6c1c34b12c66ebcf39a4,134,COC(=O)C(=O)c1ccccc1,train,525,compound
c640425eaf27bc406362,135,COC(=O)C(=O)c1ccccc1,train,525,compound
e2f15590b7142490599b,136,COC(=O)C(=O)c1ccccc1,train,525,compound
0389a6366b3a51fad8b5,137,COC(=O)C(=O)c1ccccc1,train,525,compound
4b8ba288d549f6cfc94b,138,COC(=O)C(=O)c1ccccc1,train,525,compound
ab1062a71079c605f750,139,COC(=O)C(=O)c1ccccc1,train,525,compound
50e113fcc37184809670,140,COC(=O)C(=O)c1ccccc1,train,525,compound
ad0ace61c29817c678c2,141,COC(=O)C(=O)c1ccccc1,train,525,compound
66da447ca0fe7160cc1c,142,COC(=O)C(=O)c1ccccc1,train,525,compound
bbb514661c0a49694d6a,143,COC(=O)C(=O)c1ccccc1,train,525,compound
8b58e9d7a710f55e49d3,144,COC(=O)C(=O)c1ccccc1,train,525,compound
e9dc948c0e68a88eb621,145,COC(=O)C(=O)c1ccccc1,train,525,compound
7caf1db075b91197ba34,146,COC(=O)C(=O)c1ccccc1,train,525,compound
7b42519983cf93dd7efd,147,COC(=O)C(=O)c1ccccc1,train,525,compound
9bbd36c8b484b5609808,148,COC(=O)C(=O)c1ccccc1,train,525,compound
1844eab177de5d01fab6,149,COC(=O)C(=O)c1ccccc1,train,525,compound
9862563d18aae2868342,150,COC(=O)C(=O)c1ccccc1,train,525,compound
dc81bc0ec00000b873d8,151,CCOC(=O)c1ccc(F)cc1,train,525,compound
2fb4bd26afd624878f05,152,CCOC(=O)c1ccc(F)cc1,train,525,compound
f88f7a1eb991ef2927ad,153,CCOC(=O)c1ccc(F)cc1,train,525,compound
f4ca1fa835f2cc3104d2,154,CCOC(=O)c1ccc(F)cc1,train,525,compound
4d5bd5dcd2ca1ca97cc7,155,CCOC(=O)c1ccc(F)cc1,train,525,compound
c2349adace8ee903700a,156,CCOC(=O)c1ccc(F)cc1,train,525,compound
66dc3ddd818671ed42f2,157,CCOC(=O)c1ccc(F)cc1,train,525,compound
73643e9fb4158e8dc613,158,CCOC(=O)c1ccc(F)cc1,train,525,compound
33123966b214578291a5,159,CCOC(=O)c1ccc(F)cc1,train,525,compound
42770dd6e8757a403d93,160,CCOC(=O)c1ccc(F)cc1,train,525,compound
6da41d896190561e7545,161,CCOC(=O)c1ccc(F)cc1,train,525,compound
edfd927c8b6bab1e5062,162,CCOC(=O)c1ccc(F)cc1,train,525,compound
d1483fc2e333c62494b3,163,CCOC(=O)c1ccc(F)cc1,train,525,compound
09f7ce5c473ea7ea5d94,164,CCOC(=O)c1ccc(F)cc1,train,525,compound
e5920883445126b94173,165,CCOC(=O)c1ccc(F)cc1,train,525,compound
0b32dc8416d7507d4026,166,CCOC(=O)c1ccc(F)cc1,train,525,compound
116c1f9856d3b21e0832,167,CCOC(=O)c1ccc(F)cc1,train,525,compound
0dd38abec3981f296cfb,168,CCOC(=O)c1ccc(F)cc1,train,525,compound
35afc3cdfff849ffe8c9,169,CCOC(=O)c1ccc(F)cc1,train,525,compound
6a14c52ea5a2435a909a,170,CCOC(=O)c1ccc(F)cc1,train,525,compound
17ae456a18a0b9437e9a,171,CCOC(=O)c1ccc(F)cc1,train,525,compound
67e9e23958a468891c07,172,CCOC(=O)c1ccc(F)cc1,train,525,compound
252b32b25d20e53396b4,173,CCOC(=O)c1ccc(F)cc1,train,525,compound
cd7c523e3df961c83524,174,CCOC(=O)c1ccc(F)cc1,train,525,compound
df93501912d2cfcfbc41,175,CCOC(=O)c1ccc(F)cc1,train,525,compound
3f1a96aa336ea0741b5a,176,CCOC(=O)c1ccc(F)cc1,train,525,compound
c41e4c2422a460476e8f,177,CCOC(=O)c1ccccc1N,train,525,compound
4849c7e8a804b692efb7,178,CCOC(=O)c1ccccc1N,train,525,compound
84e60b516f17f5433041,179,CCOC(=O)c1ccccc1N,train,525,compound
8b82cfc88c490db5d629,180,CCOC(=O)c1ccccc1N,train,525,compound
a5d7d95a151b7436025e,181,CCOC(=O)c1ccccc1N,train,525,compound
cc4f2a94babfca65e283,182,CCOC(=O)c1ccccc1N,train,525,compound
3c720f4b187382a3d563,183,CCOC(=O)c1ccccc1N,train,525,compound
b4af5b2a9ead4e589dee,184,CCOC(=O)c1ccccc1N,train,525,compound
0141de34d99a6428ddd7,185,CCOC(=O)c1ccccc1N,train,525,compound
32ffd8410e5a625cdba2,186,CCOC(=O)c1ccccc1N,train,525,compound
6fe6280def3960fa4f99,187,CCOC(=O)c1ccccc1N,train,525,compound
f1bb0be6e913a5e26491,188,CCOC(=O)c1ccccc1N,train,525,compound
3aed7873d2fd1cf48684,189,CCOC(=O)c1ccccc1N,train,525,compound
5df4935254e8c1e8471d,190,CCOC(=O)c1ccccc1N,train,525,compound
a1d9a0b7b03901c439bc,191,CCOC(=O)c1ccccc1N,train,525,compound
1cee9fb4b0731101f3a6,192,CCOC(=O)c1ccccc1N,train,525,compound
e513420e1b7414424e7c,193,CCOC(=O)c1ccccc1N,train,525,compound
18186b5d6cc190fc07a3,194,CCOC(=O)c1ccccc1N,train,525,compound
57163774ada660438e36,195,CCOC(=O)c1ccccc1N,train,525,compound
693a65467095367c8e95,196,CCOC(=O)c1ccccc1N,train,525,compound
4b39568fb3ff725fec83,197,CCOC(=O)c1ccccc1N,train,525,compound
2becb9bc06add29280ba,198,CCOC(=O)c1ccccc1N,train,525,compound
c6a55a8d89f33c69899b,199,CCOC(=O)c1ccccc1N,train,525,compound
f6cfe706d71f58273c59,200,CCOC(=O)c1ccccc1N,train,525,compound
fe40c32169d87261e1e9,201,CCOC(=O)c1ccccc1N,train,525,compound
b6b8449bda1ec4f0697f,202,CCOC(=O)c1ccccc1N,train,525,compound
74541dbf8571f881c454,203,CCOC(=O)c1ccccc1N,train,525,compound
99a3c4452ddfa8ff12c0,204,CCOC(=O)c1ccccc1N,train,525,compound
249b884b29177edb9df5,205,CCOC(=O)c1ccccc1N,train,525,compound
547923973b121019625f,206,CCOC(=O)c1ccccc1N,train,525,compound
902f3082ba7241022d82,207,COC(=O)c1ccc(CBr)cc1,train,525,compound
da10b7eb5f74593251cb,208,COC(=O)c1ccc(CBr)cc1,train,525,compound
db7eff29fb2c3ba5bcd3,209,COC(=O)c1ccc(CBr)cc1,train,525,compound
a37e31ac2c128f596cf6,210,COC(=O)c1ccc(CBr)cc1,train,525,compound
9b612b8b4815d21f4fc6,211,COC(=O)c1ccc(CBr)cc1,train,525,compound
2f95389e141635b0e27c,212,COC(=O)c1ccc(CBr)cc1,train,525,compound
e48a024ed5f697067195,213,COC(=O)c1ccc(CBr)cc1,train,525,compound
390544a9eca0a0e37f04,214,COC(=O)c1ccc(CBr)cc1,train,525,compound
28927cd17cd253754377,215,COC(=O)c1ccc(CBr)cc1,train,525,compound
01472a37121478cb82be,216,COC(=O)c1ccc(CBr)cc1,train,525,compound
7312008fb6a636165c6b,217,COC(=O)c1ccc(CBr)cc1,train,525,compound
382c90a40989c39ceed1,218,COC(=O)c1ccc(CBr)cc1,train,525,compound
4a623eca5d2d51d3a0ca,219,COC(=O)c1ccc(CBr)cc1,train,525,compound
65e9c139dc66fe608a89,220,COC(=O)c1ccc(CBr)cc1,train,525,compound
987027dd660186de8266,221,COC(=O)c1ccc(CBr)cc1,train,525,compound
7654c7dcf0123ab04d15,222,COC(=O)c1ccc(CBr)cc1,train,525,compound
6bd522326fb91ebf1379,223,COC(=O)c1ccc(CBr)cc1,train,525,compound
69f9cefb952abd22672c,224,COC(=O)c1ccc(CBr)cc1,train,525,compound
da2750836408eb0e09a7,225,COC(=O)c1ccc(CBr)cc1,train,525,compound
af23f4f96549d4e1659f,226,COC(=O)c1ccc(CBr)cc1,train,525,compound
00fe2a10256cea9affd4,227,COC(=O)c1ccc(CBr)cc1,train,525,compound
25b1f8000dd22874bb29,228,COC(=O)c1ccc(CBr)cc1,train,525,compound
5fc63f69bdf7f0b71bbc,229,COC(=O)c1ccc(CBr)cc1,train,525,compound
2712213ca28bcadbfa61,230,COC(=O)c1ccc(CBr)cc1,train,525,compound
8925249b7fbe141dbce6,231,COC(=O)c1ccc(CBr)cc1,train,525,compound
4cb169fead3b3de5dada,232,CCOC(=O)c1cccc(N)c1,validation,525,compound
5ab71158fcd481dbdcca,233,CCOC(=O)c1cccc(N)c1,validation,525,compound
c620129610cfe348f024,234,CCOC(=O)c1cccc(N)c1,validation,525,compound
9a9324fbb6b1e17e7743,235,CCOC(=O)c1cccc(N)c1,validation,525,compound
f863736cf6d7db15ac51,236,CCOC(=O)c1cccc(N)c1,validation,525,compound
27d20ccfd8f7234015f4,237,CCOC(=O)c1cccc(N)c1,validation,525,compound
ade065af3a515fc41105,238,CCOC(=O)c1cccc(N)c1,validation,525,compound
b3fd855968b6fbe1bd2e,239,CCOC(=O)c1cccc(N)c1,validation,525,compound
ca6feb29f6758377a65f,240,CCOC(=O)c1cccc(N)c1,validation,525,compound
85924bdd0693438dc23a,241,CCOC(=O)c1cccc(N)c1,validation,525,compound
d2921349ba8d9cef15a4,242,CCOC(=O)c1cccc(N)c1,validation,525,compound
b4349d7740d7c02829ef,243,CCOC(=O)c1cccc(N)c1,validation,525,compound
425074f6cad1ac0c1bc8,244,CCOC(=O)c1cccc(N)c1,validation,525,compound
5024a0270c82cc68fd48,245,CCOC(=O)c1cccc(N)c1,validation,525,compound
0f80a7406c8b375d325b,246,CCOC(=O)c1cccc(N)c1,validation,525,compound
5c9d8ece8d174d7a0e5f,247,CCOC(=O)c1cccc(N)c1,validation,525,compound
cff11a9a891fb1d8e7c2,248,CCOC(=O)c1cccc(N)c1,validation,525,compound
a938073da6b68c8fc07c,249,CCOC(=O)CC(C)=O,train,525,compound
5bb5d8011b349c918b26,250,CCOC(=O)CC(C)=O,train,525,compound
84524e80d20dd4491b97,251,CCOC(=O)CC(C)=O,train,525,compound
6fe1a448b5fa38608565,252,CCOC(=O)CC(C)=O,train,525,compound
bc4293bfd9eeace702cd,253,CCOC(=O)CC(C)=O,train,525,compound
5f189f103424c7cfda69,254,CCOC(=O)CC(C)=O,train,525,compound
43867f76c363e86b5ba6,255,CCOC(=O)CC(C)=O,train,525,compound
af7d7a4a3b2da27cada0,256,CCOC(=O)CC(C)=O,train,525,compound
3a2981f13dc99db878c3,257,CCOC(=O)CC(C)=O,train,525,compound
31c0776f3608c0708c2c,258,CCOC(=O)CC(C)=O,train,525,compound
6b38c8782f95c673c809,259,CCOC(=O)CC(C)=O,train,525,compound
ce539fc06bdda7c0ed0d,260,CCOC(=O)CC(C)=O,train,525,compound
c5130d0b1bb6dba0fb85,261,CCOC(=O)CC(C)=O,train,525,compound
9652798512ade7486015,262,CCOC(=O)CC(C)=O,train,525,compound
7a3586b45c03832259f5,263,CCOC(=O)CC(C)=O,train,525,compound
3ca8d2ff798fad4faffc,264,CCOC(=O)CC(C)=O,train,525,compound
f50c45b31cf41304c109,265,CCOC(=O)CC(C)=O,train,525,compound
cd2c80dae2f32a52732f,266,CCOC(=O)CC(C)=O,train,525,compound
3ad8ec5752f3c638e2ff,267,CCOC(=O)CC(C)=O,train,525,compound
3c041f5186a291c3b313,268,CCOC(=O)CC(C)=O,train,525,compound
6b8e53d2d8c8a90a7216,269,CCOC(=O)CC(C)=O,train,525,compound
5b7151c95c4e964a121b,270,CCOC(=O)CC(C)=O,train,525,compound
b29c3ac2de3ba2d8b5c9,271,CCOC(=O)CC(C)=O,train,525,compound
b6ffd4ffa7739deb3e88,272,CCOC(=O)CC(C)=O,train,525,compound
ac81adfab5ec8ce768db,273,CCOC(=O)CC(C)=O,train,525,compound
61090cfdcf019e0891a3,274,CCOC(=O)CC(C)=O,train,525,compound
07a55cdab65b05f31561,275,CCOC(=O)CC(C)=O,train,525,compound
3b400f57f8dcc4cdbd83,276,CCOC(=O)CC(C)=O,train,525,compound
b6bf451b4911ee22d4a4,277,CCOC(=O)CC(C)=O,train,525,compound
c4fb44ceb40c73758e28,280,C1=Cc2ccccc2C1,validation,525,compound
55c26bfebf85e8f2e3b9,281,C1=Cc2ccccc2C1,validation,525,compound
3b36e9fefb5dd3802feb,282,C1=Cc2ccccc2C1,validation,525,compound
94e684031b1076eb7a49,283,C1=Cc2ccccc2C1,validation,525,compound
303e517db71305479cf8,284,C1=Cc2ccccc2C1,validation,525,compound
afbb3431f3c1f6b3fc84,285,C1=Cc2ccccc2C1,validation,525,compound
659ac10e1e83ce329312,286,C1=Cc2ccccc2C1,validation,525,compound
9bb1445fe1ba6a6b18f6,287,C1=Cc2ccccc2C1,validation,525,compound
c8f65df578125328ba0e,288,C1=Cc2ccccc2C1,validation,525,compound
35e055b13ba20e843f0d,289,C1=Cc2ccccc2C1,validation,525,compound
9c0b941a31c0d69adb2a,290,C1=Cc2ccccc2C1,validation,525,compound
4f828f86817f7db919d4,291,C1=Cc2ccccc2C1,validation,525,compound
9d3f3505ff1be86befbe,292,C1=Cc2ccccc2C1,validation,525,compound
3874d078a42b664f6dcc,293,C1=Cc2ccccc2C1,validation,525,compound
44331cdf4060414870ea,294,C1=Cc2ccccc2C1,validation,525,compound
dbe79bb4ca4ae4967721,295,C1=Cc2ccccc2C1,validation,525,compound
29cb91974ec3630e8b9e,296,C1=Cc2ccccc2C1,validation,525,compound
0e1f65d90ed00dc33731,297,C1=Cc2ccccc2C1,validation,525,compound
418a798336105bff06e0,298,C1=Cc2ccccc2C1,validation,525,compound
8697a6a0df89ae432a60,299,C1=Cc2ccccc2C1,validation,525,compound
5c4c93d36b2fc71b1442,300,C1=Cc2ccccc2C1,validation,525,compound
3fed3124ac3b59becb20,301,C1=Cc2ccccc2C1,validation,525,compound
b032545691c02bde249f,302,C1=Cc2ccccc2C1,validation,525,compound
e0a92c0479d7c7f570eb,303,C1=Cc2ccccc2C1,validation,525,compound
fefdeb43fb4d634b7880,304,C1=Cc2ccccc2C1,validation,525,compound
9706e2578ec9f4fe8548,305,C1=Cc2ccccc2C1,validation,525,compound
53503e59c4020a7d7137,306,C1=Cc2ccccc2C1,validation,525,compound
9c200a8ce916cb2ac23b,307,C1=Cc2ccccc2C1,validation,525,compound
ca7513a424b1ad5dcd5a,308,C1=Cc2ccccc2C1,validation,525,compound
e6aa01e185a9653117cd,309,C1=Cc2ccccc2C1,validation,525,compound
0866717579fac741a912,310,C1=Cc2ccccc2C1,validation,525,compound
f426aea97f298c587872,311,C1=Cc2ccccc2C1,validation,525,compound
0054790b9c9f40026ebe,312,C1=Cc2ccccc2C1,validation,525,compound
909edd19830874acd4fa,313,C1=Cc2ccccc2C1,validation,525,compound
ae2f8bcd2e35d23b261d,314,C1=Cc2ccccc2C1,validation,525,compound
d162bab7a14b516919e2,315,C1=Cc2ccccc2C1,validation,525,compound
604bdef50dbc852e329e,316,C1=Cc2ccccc2C1,validation,525,compound
ae25864f890aaddebd63,317,C1=Cc2ccccc2C1,validation,525,compound
55dfd30fde788076a355,318,CCOC(=O)CC(=O)OCC,validation,525,compound
1666061cb3649389f1d5,319,CCOC(=O)CC(=O)OCC,validation,525,compound
52e05a1a506d6326fa3f,320,CCOC(=O)CC(=O)OCC,validation,525,compound
fa04675c3a6400dc01e0,321,CCOC(=O)CC(=O)OCC,validation,525,compound
461fbd64aa8472f52774,322,CCOC(=O)CC(=O)OCC,validation,525,compound
29b2750406e976da394c,323,CCOC(=O)CC(=O)OCC,validation,525,compound
b813b117f0ebb8d7c853,324,CCOC(=O)CC(=O)OCC,validation,525,compound
29c10ff03e1b36b3d26d,325,CCOC(=O)CC(=O)OCC,validation,525,compound
3a095d378b537020c569,326,CCOC(=O)CC(=O)OCC,validation,525,compound
9f2784e0f5c807ccfa0f,327,CCOC(=O)CC(=O)OCC,validation,525,compound
ba2b9e528f2743c4e6ec,328,CCOC(=O)CC(=O)OCC,validation,525,compound
d70e9c59006d0176fc5a,329,CCOC(=O)CC(=O)OCC,validation,525,compound
