outer_seed,budget,method,mode,source_member,best_epoch,epochs_run,hit_max_epoch,early_stopped,normalized_valid_score,trainable_parameter_count
1362771960,100,last1_head,last1_head,525,31,131,False,True,0.1462958448958762,93454
1362771960,100,last1_head,last1_head,1101,168,268,False,True,0.1374774712928539,93454
1362771960,100,current_last2_head,last2_head,42,488,500,True,False,0.0861816276040165,186134
1362771960,100,current_last2_head,last2_head,525,62,162,False,True,0.125495299937306,186134
1362771960,100,current_last2_head,last2_head,1101,69,169,False,True,0.1610531002501791,186134
769539383,30,graph_adapter_r8,graph_adapter_head,42,151,251,False,True,0.04430618558976704,2958
769539383,30,graph_adapter_r8,graph_adapter_head,525,145,245,False,True,0.042826618679184296,2958
769539383,30,graph_adapter_r8,graph_adapter_head,1101,189,289,False,True,0.027587291542577736,2958
769539383,30,graph_adapter_r16,graph_adapter_head,42,121,221,False,True,0.0451826293168941,5014
769539383,30,graph_adapter_r16,graph_adapter_head,525,114,214,False,True,0.04304107460067082,5014
769539383,30,graph_adapter_r16,graph_adapter_head,1101,151,251,False,True,0.027290593329024716,5014
769539383,30,graph_adapter_r32,graph_adapter_head,42,98,198,False,True,0.04497503719923947,9126
769539383,30,graph_adapter_r32,graph_adapter_head,525,90,190,False,True,0.043490121501742626,9126
769539383,30,graph_adapter_r32,graph_adapter_head,1101,113,213,False,True,0.0268370458528861,9126
769539383,50,graph_adapter_r8,graph_adapter_head,42,216,316,False,True,0.08322410923491112,2958
769539383,50,graph_adapter_r8,graph_adapter_head,525,171,271,False,True,0.07567906184356271,2958
769539383,50,graph_adapter_r8,graph_adapter_head,1101,247,347,False,True,0.06261713791656254,2958
769539383,50,graph_adapter_r16,graph_adapter_head,42,183,283,False,True,0.0825186866604735,5014
769539383,50,graph_adapter_r16,graph_adapter_head,525,130,230,False,True,0.07414376765156497,5014
769539383,50,graph_adapter_r16,graph_adapter_head,1101,217,317,False,True,0.06047346447146299,5014
769539383,50,graph_adapter_r32,graph_adapter_head,42,112,212,False,True,0.0805371141665044,9126
769539383,50,graph_adapter_r32,graph_adapter_head,525,109,209,False,True,0.0735341847158557,9126
769539383,50,graph_adapter_r32,graph_adapter_head,1101,113,213,False,True,0.056882082647488494,9126
769539383,70,graph_adapter_r8,graph_adapter_head,42,181,281,False,True,0.05607984178199213,2958
769539383,70,graph_adapter_r8,graph_adapter_head,525,151,251,False,True,0.05530737902626876,2958
769539383,70,graph_adapter_r8,graph_adapter_head,1101,261,361,False,True,0.034465781326152876,2958
769539383,70,graph_adapter_r16,graph_adapter_head,42,154,254,False,True,0.05652329275557254,5014
769539383,70,graph_adapter_r16,graph_adapter_head,525,116,216,False,True,0.054818929801079386,5014
769539383,70,graph_adapter_r16,graph_adapter_head,1101,144,244,False,True,0.034154605552559815,5014
769539383,70,graph_adapter_r32,graph_adapter_head,42,122,222,False,True,0.05509411935481161,9126
769539383,70,graph_adapter_r32,graph_adapter_head,525,235,335,False,True,0.05238208490963637,9126
769539383,70,graph_adapter_r32,graph_adapter_head,1101,114,214,False,True,0.03344601312756141,9126
769539383,100,graph_adapter_r8,graph_adapter_head,42,138,238,False,True,0.03156694530045995,2958
769539383,100,graph_adapter_r8,graph_adapter_head,525,136,236,False,True,0.03133438370198555,2958
769539383,100,graph_adapter_r8,graph_adapter_head,1101,147,247,False,True,0.01897818027941639,2958
769539383,100,graph_adapter_r16,graph_adapter_head,42,112,212,False,True,0.03192226440212807,5014
769539383,100,graph_adapter_r16,graph_adapter_head,525,108,208,False,True,0.03095659255400758,5014
769539383,100,graph_adapter_r16,graph_adapter_head,1101,116,216,False,True,0.01850716360561117,5014
769539383,100,graph_adapter_r32,graph_adapter_head,42,89,189,False,True,0.031425127897285104,9126
769539383,100,graph_adapter_r32,graph_adapter_head,525,88,188,False,True,0.031044111550748446,9126
769539383,100,graph_adapter_r32,graph_adapter_head,1101,92,192,False,True,0.018404665705625184,9126
1425370602,30,graph_adapter_r8,graph_adapter_head,42,140,240,False,True,0.08920531473338483,2958
1425370602,30,graph_adapter_r8,graph_adapter_head,525,137,237,False,True,0.07697842928087051,2958
1425370602,30,graph_adapter_r8,graph_adapter_head,1101,171,271,False,True,0.07147585173144486,2958
1425370602,30,graph_adapter_r16,graph_adapter_head,42,112,212,False,True,0.08679202930473379,5014
1425370602,30,graph_adapter_r16,graph_adapter_head,525,111,211,False,True,0.0790216862709264,5014
1425370602,30,graph_adapter_r16,graph_adapter_head,1101,130,230,False,True,0.06935883716362572,5014
1425370602,30,graph_adapter_r32,graph_adapter_head,42,88,188,False,True,0.0860076075173895,9126
1425370602,30,graph_adapter_r32,graph_adapter_head,525,87,187,False,True,0.07954093031071675,9126
1425370602,30,graph_adapter_r32,graph_adapter_head,1101,102,202,False,True,0.06955487749285502,9126
1425370602,50,graph_adapter_r8,graph_adapter_head,42,140,240,False,True,0.1284080953608069,2958
1425370602,50,graph_adapter_r8,graph_adapter_head,525,137,237,False,True,0.11099462588751721,2958
1425370602,50,graph_adapter_r8,graph_adapter_head,1101,167,267,False,True,0.09831203194820777,2958
1425370602,50,graph_adapter_r16,graph_adapter_head,42,112,212,False,True,0.12411178930752827,5014
1425370602,50,graph_adapter_r16,graph_adapter_head,525,111,211,False,True,0.11281541253905446,5014
1425370602,50,graph_adapter_r16,graph_adapter_head,1101,129,229,False,True,0.09619606846857627,5014
1425370602,50,graph_adapter_r32,graph_adapter_head,42,88,188,False,True,0.12085707943701994,9126
1425370602,50,graph_adapter_r32,graph_adapter_head,525,86,186,False,True,0.11305947631018906,9126
1425370602,50,graph_adapter_r32,graph_adapter_head,1101,100,200,False,True,0.09632768516404783,9126
1425370602,70,graph_adapter_r8,graph_adapter_head,42,150,250,False,True,0.0985473548758391,2958
1425370602,70,graph_adapter_r8,graph_adapter_head,525,140,240,False,True,0.08392932966824074,2958
1425370602,70,graph_adapter_r8,graph_adapter_head,1101,500,500,True,False,0.07421517803143247,2958
1425370602,70,graph_adapter_r16,graph_adapter_head,42,118,218,False,True,0.09565514652616719,5014
1425370602,70,graph_adapter_r16,graph_adapter_head,525,112,212,False,True,0.08611144854896609,5014
1425370602,70,graph_adapter_r16,graph_adapter_head,1101,146,246,False,True,0.07460291409763561,5014
1425370602,70,graph_adapter_r32,graph_adapter_head,42,92,192,False,True,0.0930333482477156,9126
1425370602,70,graph_adapter_r32,graph_adapter_head,525,87,187,False,True,0.08559085075741071,9126
1425370602,70,graph_adapter_r32,graph_adapter_head,1101,108,208,False,True,0.07421915085095647,9126
1425370602,100,graph_adapter_r8,graph_adapter_head,42,166,266,False,True,0.12554990821562823,2958
1425370602,100,graph_adapter_r8,graph_adapter_head,525,150,250,False,True,0.10724776771677219,2958
1425370602,100,graph_adapter_r8,graph_adapter_head,1101,200,300,False,True,0.09969719907568862,2958
1425370602,100,graph_adapter_r16,graph_adapter_head,42,127,227,False,True,0.12210131959074882,5014
1425370602,100,graph_adapter_r16,graph_adapter_head,525,117,217,False,True,0.11043871280265039,5014
1425370602,100,graph_adapter_r16,graph_adapter_head,1101,144,244,False,True,0.0982291361370278,5014
1425370602,100,graph_adapter_r32,graph_adapter_head,42,98,198,False,True,0.11896804828376557,9126
1425370602,100,graph_adapter_r32,graph_adapter_head,525,500,500,True,False,0.09792588218863696,9126
1425370602,100,graph_adapter_r32,graph_adapter_head,1101,111,211,False,True,0.09786339586419027,9126
536279090,30,graph_adapter_r8,graph_adapter_head,42,145,245,False,True,0.0293821100174861,2958
536279090,30,graph_adapter_r8,graph_adapter_head,525,168,268,False,True,0.04526838666451358,2958
536279090,30,graph_adapter_r8,graph_adapter_head,1101,148,248,False,True,0.0300792996792255,2958
536279090,30,graph_adapter_r16,graph_adapter_head,42,118,218,False,True,0.0332159955310148,5014
536279090,30,graph_adapter_r16,graph_adapter_head,525,133,233,False,True,0.04623085555408409,5014
536279090,30,graph_adapter_r16,graph_adapter_head,1101,120,220,False,True,0.03101894517162055,5014
536279090,30,graph_adapter_r32,graph_adapter_head,42,94,194,False,True,0.03760662362536257,9126
536279090,30,graph_adapter_r32,graph_adapter_head,525,107,207,False,True,0.04318707291550567,9126
536279090,30,graph_adapter_r32,graph_adapter_head,1101,96,196,False,True,0.03402709902425431,9126
536279090,50,graph_adapter_r8,graph_adapter_head,42,142,242,False,True,0.023009460212851336,2958
536279090,50,graph_adapter_r8,graph_adapter_head,525,164,264,False,True,0.031867722184686115,2958
536279090,50,graph_adapter_r8,graph_adapter_head,1101,144,244,False,True,0.023870334715651746,2958
536279090,50,graph_adapter_r16,graph_adapter_head,42,116,216,False,True,0.02564410423519137,5014
536279090,50,graph_adapter_r16,graph_adapter_head,525,129,229,False,True,0.03111847303317755,5014
536279090,50,graph_adapter_r16,graph_adapter_head,1101,118,218,False,True,0.02394656254546576,5014
536279090,50,graph_adapter_r32,graph_adapter_head,42,92,192,False,True,0.028381014287306734,9126
536279090,50,graph_adapter_r32,graph_adapter_head,525,104,204,False,True,0.030552741371145206,9126
536279090,50,graph_adapter_r32,graph_adapter_head,1101,93,193,False,True,0.02692287992812202,9126
536279090,70,graph_adapter_r8,graph_adapter_head,42,143,243,False,True,0.02984776969110423,2958
536279090,70,graph_adapter_r8,graph_adapter_head,525,166,266,False,True,0.040909784806176505,2958
536279090,70,graph_adapter_r8,graph_adapter_head,1101,147,247,False,True,0.028860061978174652,2958
536279090,70,graph_adapter_r16,graph_adapter_head,42,117,217,False,True,0.033831667915190655,5014
536279090,70,graph_adapter_r16,graph_adapter_head,525,130,230,False,True,0.04047933868505597,5014
536279090,70,graph_adapter_r16,graph_adapter_head,1101,117,217,False,True,0.02986862985218387,5014
536279090,70,graph_adapter_r32,graph_adapter_head,42,92,192,False,True,0.03598524358412155,9126
536279090,70,graph_adapter_r32,graph_adapter_head,525,104,204,False,True,0.04000361973804136,9126
536279090,70,graph_adapter_r32,graph_adapter_head,1101,93,193,False,True,0.03534346856330546,9126
536279090,100,graph_adapter_r8,graph_adapter_head,42,144,244,False,True,0.03927460759709064,2958
536279090,100,graph_adapter_r8,graph_adapter_head,525,170,270,False,True,0.05728733290005594,2958
536279090,100,graph_adapter_r8,graph_adapter_head,1101,149,249,False,True,0.03735736133431339,2958
536279090,100,graph_adapter_r16,graph_adapter_head,42,117,217,False,True,0.04408347377810902,5014
536279090,100,graph_adapter_r16,graph_adapter_head,525,131,231,False,True,0.05395191128852243,5014
536279090,100,graph_adapter_r16,graph_adapter_head,1101,119,219,False,True,0.03946368500238689,5014
536279090,100,graph_adapter_r32,graph_adapter_head,42,93,193,False,True,0.049109266109856574,9126
536279090,100,graph_adapter_r32,graph_adapter_head,525,104,204,False,True,0.05374718736078013,9126
536279090,100,graph_adapter_r32,graph_adapter_head,1101,94,194,False,True,0.04622587711837185,9126
2767143051,30,graph_adapter_r8,graph_adapter_head,42,151,251,False,True,0.05402697398243912,2958
2767143051,30,graph_adapter_r8,graph_adapter_head,525,174,274,False,True,0.051576927949468276,2958
2767143051,30,graph_adapter_r8,graph_adapter_head,1101,123,223,False,True,0.06282025067792026,2958
2767143051,30,graph_adapter_r16,graph_adapter_head,42,123,223,False,True,0.05536000948649902,5014
2767143051,30,graph_adapter_r16,graph_adapter_head,525,133,233,False,True,0.05155336672508046,5014
2767143051,30,graph_adapter_r16,graph_adapter_head,1101,104,204,False,True,0.05522848495441608,5014
2767143051,30,graph_adapter_r32,graph_adapter_head,42,98,198,False,True,0.05539398540514648,9126
2767143051,30,graph_adapter_r32,graph_adapter_head,525,101,201,False,True,0.05162822523441917,9126
2767143051,30,graph_adapter_r32,graph_adapter_head,1101,82,182,False,True,0.056110088140099004,9126
2767143051,50,graph_adapter_r8,graph_adapter_head,42,166,266,False,True,0.08989407191708591,2958
2767143051,50,graph_adapter_r8,graph_adapter_head,525,180,280,False,True,0.08615471640987622,2958
2767143051,50,graph_adapter_r8,graph_adapter_head,1101,127,227,False,True,0.09528240503683737,2958
2767143051,50,graph_adapter_r16,graph_adapter_head,42,133,233,False,True,0.09374917901931101,5014
2767143051,50,graph_adapter_r16,graph_adapter_head,525,136,236,False,True,0.08636060761693995,5014
2767143051,50,graph_adapter_r16,graph_adapter_head,1101,107,207,False,True,0.08546385952118582,5014
2767143051,50,graph_adapter_r32,graph_adapter_head,42,103,203,False,True,0.09195600678853207,9126
2767143051,50,graph_adapter_r32,graph_adapter_head,525,103,203,False,True,0.08643159432591835,9126
2767143051,50,graph_adapter_r32,graph_adapter_head,1101,84,184,False,True,0.08975064617702608,9126
2767143051,70,graph_adapter_r8,graph_adapter_head,42,176,276,False,True,0.12281552277062202,2958
2767143051,70,graph_adapter_r8,graph_adapter_head,525,183,283,False,True,0.11908963454834118,2958
2767143051,70,graph_adapter_r8,graph_adapter_head,1101,127,227,False,True,0.13170579911393832,2958
2767143051,70,graph_adapter_r16,graph_adapter_head,42,138,238,False,True,0.12690314839973219,5014
2767143051,70,graph_adapter_r16,graph_adapter_head,525,138,238,False,True,0.11951757002708543,5014
2767143051,70,graph_adapter_r16,graph_adapter_head,1101,107,207,False,True,0.11874819457373313,5014
2767143051,70,graph_adapter_r32,graph_adapter_head,42,107,207,False,True,0.1251635675393379,9126
2767143051,70,graph_adapter_r32,graph_adapter_head,525,104,204,False,True,0.1198357995558493,9126
2767143051,70,graph_adapter_r32,graph_adapter_head,1101,84,184,False,True,0.12454506052087211,9126
2767143051,100,graph_adapter_r8,graph_adapter_head,42,421,500,True,False,0.11358205855159795,2958
2767143051,100,graph_adapter_r8,graph_adapter_head,525,183,283,False,True,0.13475006332015063,2958
2767143051,100,graph_adapter_r8,graph_adapter_head,1101,130,230,False,True,0.134668956213367,2958
2767143051,100,graph_adapter_r16,graph_adapter_head,42,327,427,False,True,0.11534340173240792,5014
2767143051,100,graph_adapter_r16,graph_adapter_head,525,136,236,False,True,0.13140043158034975,5014
2767143051,100,graph_adapter_r16,graph_adapter_head,1101,107,207,False,True,0.12458092102226623,5014
2767143051,100,graph_adapter_r32,graph_adapter_head,42,238,338,False,True,0.11404736947118074,9126
