method,bottleneck_width,source_member,checkpoint,checkpoint_sha256,best_epoch,epochs_run,normalized_valid_score,train_rows,validation_rows,trainable_parameters,total_parameters,train_config_hash,labeled_ids_hash,validation_ids_hash,initialization_policy,trainable_scope,scaler_hash,init_source_checkpoint,init_source_sha256,frozen_parameters_sha256_before,frozen_parameters_sha256_after,trainable_parameters_sha256_before,trainable_parameters_sha256_after,frozen_gnn_unchanged,adapter_changed,head_changed
graph_adapter_r8,8,42,/Users/fish/Documents/GitHub/column_chromatography_prediction/studies/track_b_transfer/t1b1_adapter_capacity/runtime/smoke/graph_adapter_r8/member_42/best.pt,da7ea2637937e42736539624036ad5c67672321c1d116cfd8ee5eb64ecd7d610,2,2,0.27858407381273564,22,8,2958,777660,6bcd7b5a84108f3d2b5eddcabf99f01d4da536d885abb444ca19b653b8fa78b5,026dacdddbdf654a9a675bd708cb1bf49be20e3fe6f778c05f481f02645d1944,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,checkpoint,graph_adapter_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e0_4g_baseline/checkpoints/best.pt,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,cac9afc2ef4118238d94abc5b94d81ed8e212567a5b2e0fb01ca19c7254ad94c,cac9afc2ef4118238d94abc5b94d81ed8e212567a5b2e0fb01ca19c7254ad94c,e9b3bb9a4b218e32c0b60d7bb877617591d8ccd228716e86613b24ca909106a5,6cf3792f22303f6caea82afccfc39929e68228d697fd42391246f6c901e78c26,True,True,True
graph_adapter_r8,8,525,/Users/fish/Documents/GitHub/column_chromatography_prediction/studies/track_b_transfer/t1b1_adapter_capacity/runtime/smoke/graph_adapter_r8/member_525/best.pt,aef31336d7a11687e12599cfbf802cbd4b14d7154b1b9e87bd42f52fc0102f7e,2,2,0.30813081225211914,22,8,2958,777660,6bcd7b5a84108f3d2b5eddcabf99f01d4da536d885abb444ca19b653b8fa78b5,026dacdddbdf654a9a675bd708cb1bf49be20e3fe6f778c05f481f02645d1944,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,checkpoint,graph_adapter_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_525/checkpoints/best.pt,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,8de44dc947074d8855aca0313746ab4c64bb7a1d1fc834d1a17041695bddb870,8de44dc947074d8855aca0313746ab4c64bb7a1d1fc834d1a17041695bddb870,5a83c0061285b66e8304137880667b3d505be2b12968c8cca68659b59788d5d8,322c4ed60b8b92cd0cece28445cbb05cd69f4662399dfb0fe094cf1dc9036ce2,True,True,True
graph_adapter_r8,8,1101,/Users/fish/Documents/GitHub/column_chromatography_prediction/studies/track_b_transfer/t1b1_adapter_capacity/runtime/smoke/graph_adapter_r8/member_1101/best.pt,646f75c0c6288376d008e9d71a940ee9bcc85af90211074db0780d1c37fd7cc6,2,2,0.3029812441348394,22,8,2958,777660,6bcd7b5a84108f3d2b5eddcabf99f01d4da536d885abb444ca19b653b8fa78b5,026dacdddbdf654a9a675bd708cb1bf49be20e3fe6f778c05f481f02645d1944,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,checkpoint,graph_adapter_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_1101/checkpoints/best.pt,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,505302644c8f80cad0b82048ec84b86d84f316f22174a8501aa092af43fa1471,505302644c8f80cad0b82048ec84b86d84f316f22174a8501aa092af43fa1471,78f1a137979e0ee4321f3a64956aaa59117fb5c15d55df0d1fa2dcabac3c480d,60c1721073309ca1e0f86f02c2909943ef867828ddb9870df61a38a0a77aa58e,True,True,True
graph_adapter_r16,16,42,/Users/fish/Documents/GitHub/column_chromatography_prediction/studies/track_b_transfer/t1b1_adapter_capacity/runtime/smoke/graph_adapter_r16/member_42/best.pt,2c8f91c1f3fdb84876d450f40b6e07f809c4b247f5d0203bbf8929cb05fe13a4,2,2,0.27838329908434406,22,8,5014,779716,70b363d5334ea3205349a0fec99ee33655e2e717ca5407cdc5687e751d75437b,026dacdddbdf654a9a675bd708cb1bf49be20e3fe6f778c05f481f02645d1944,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,checkpoint,graph_adapter_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e0_4g_baseline/checkpoints/best.pt,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,cac9afc2ef4118238d94abc5b94d81ed8e212567a5b2e0fb01ca19c7254ad94c,cac9afc2ef4118238d94abc5b94d81ed8e212567a5b2e0fb01ca19c7254ad94c,8c42a4afe2d8e41abc9e10544fd5e51891f12472b73847f329b732b648c43c2c,db8728050fffb2006e3d7792ee578a6df0bcf7e632d57bd39b43ffdb25fb4408,True,True,True
graph_adapter_r16,16,525,/Users/fish/Documents/GitHub/column_chromatography_prediction/studies/track_b_transfer/t1b1_adapter_capacity/runtime/smoke/graph_adapter_r16/member_525/best.pt,0fc54288f622b0db51c028fa638a0e5e52feea2a3caacda45ebbeb1a95618c1e,2,2,0.30778817468924885,22,8,5014,779716,70b363d5334ea3205349a0fec99ee33655e2e717ca5407cdc5687e751d75437b,026dacdddbdf654a9a675bd708cb1bf49be20e3fe6f778c05f481f02645d1944,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,checkpoint,graph_adapter_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_525/checkpoints/best.pt,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,8de44dc947074d8855aca0313746ab4c64bb7a1d1fc834d1a17041695bddb870,8de44dc947074d8855aca0313746ab4c64bb7a1d1fc834d1a17041695bddb870,b8dcf4af3fad0480415bb5ef8da9545f8f3179f6759ca27ffc47aa7ac0ac8619,254b7ca1dbbdcec5e173ec36fa6b89e549408b4f611e183db3e327d012099469,True,True,True
graph_adapter_r16,16,1101,/Users/fish/Documents/GitHub/column_chromatography_prediction/studies/track_b_transfer/t1b1_adapter_capacity/runtime/smoke/graph_adapter_r16/member_1101/best.pt,0e5780fdbb784c829052c5b27176a8ea4847f82da2cbefec9c7e4dbad3d2dc50,2,2,0.3026203539930206,22,8,5014,779716,70b363d5334ea3205349a0fec99ee33655e2e717ca5407cdc5687e751d75437b,026dacdddbdf654a9a675bd708cb1bf49be20e3fe6f778c05f481f02645d1944,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,checkpoint,graph_adapter_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_1101/checkpoints/best.pt,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,505302644c8f80cad0b82048ec84b86d84f316f22174a8501aa092af43fa1471,505302644c8f80cad0b82048ec84b86d84f316f22174a8501aa092af43fa1471,9c0f88c69d7c39880e0aff152f8c354fdefcca06add2a060bfb604a48e0f93b4,510c71b83156e17c862f61da18402938ebfd037c8a118172a16e7a229b3de11b,True,True,True
graph_adapter_r32,32,42,/Users/fish/Documents/GitHub/column_chromatography_prediction/studies/track_b_transfer/t1b1_adapter_capacity/runtime/smoke/graph_adapter_r32/member_42/best.pt,9e9c47322dbf5b912b18152aa643bd11ef1ea5d5d660b0e9068561d0c2fab244,2,2,0.27784210549520855,22,8,9126,783828,27b25e85b1ab3413b8e20eba0b31fb17af20b14012f4c06d9dfa404c7287b4b6,026dacdddbdf654a9a675bd708cb1bf49be20e3fe6f778c05f481f02645d1944,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,checkpoint,graph_adapter_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e0_4g_baseline/checkpoints/best.pt,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,cac9afc2ef4118238d94abc5b94d81ed8e212567a5b2e0fb01ca19c7254ad94c,cac9afc2ef4118238d94abc5b94d81ed8e212567a5b2e0fb01ca19c7254ad94c,1ba78cd1620fe6721e77299ac746b8393f0977a7d11352c5bd59dbcdd5a647c9,02d298ef5770747815c2326c3ee25d50ae394e44f8c0be01e2b1b3c3ffe31723,True,True,True
graph_adapter_r32,32,525,/Users/fish/Documents/GitHub/column_chromatography_prediction/studies/track_b_transfer/t1b1_adapter_capacity/runtime/smoke/graph_adapter_r32/member_525/best.pt,2f64a5627735112b2f78d6e9109e29fa4bb2e8a6e8401b2d3ac64bf086d5e97c,2,2,0.30730298302504655,22,8,9126,783828,27b25e85b1ab3413b8e20eba0b31fb17af20b14012f4c06d9dfa404c7287b4b6,026dacdddbdf654a9a675bd708cb1bf49be20e3fe6f778c05f481f02645d1944,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,checkpoint,graph_adapter_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_525/checkpoints/best.pt,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,8de44dc947074d8855aca0313746ab4c64bb7a1d1fc834d1a17041695bddb870,8de44dc947074d8855aca0313746ab4c64bb7a1d1fc834d1a17041695bddb870,206ca0ed76c528f7278eabf47929cf6b2cd108edeed47e5e5ff0767a6291cc5a,d345d1e376ac6e7d183b3377bc3c436e9435dc7c0349c50e2cd958fc4964b888,True,True,True
graph_adapter_r32,32,1101,/Users/fish/Documents/GitHub/column_chromatography_prediction/studies/track_b_transfer/t1b1_adapter_capacity/runtime/smoke/graph_adapter_r32/member_1101/best.pt,cefde561722c5e9f5e6bfbda806049bd027e7841129b7b8ece6b25dc3837e2f6,2,2,0.3020396824336812,22,8,9126,783828,27b25e85b1ab3413b8e20eba0b31fb17af20b14012f4c06d9dfa404c7287b4b6,026dacdddbdf654a9a675bd708cb1bf49be20e3fe6f778c05f481f02645d1944,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,checkpoint,graph_adapter_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_1101/checkpoints/best.pt,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,505302644c8f80cad0b82048ec84b86d84f316f22174a8501aa092af43fa1471,505302644c8f80cad0b82048ec84b86d84f316f22174a8501aa092af43fa1471,57b7b0dfe54d1c38367d0e738cd411ba1aa425706e1501badba24abef11d0474,3c96ce0b47d738cc246ac7449b5c5e35828bcc55accc5ab2dd215c41ddf533fa,True,True,True
