epoch,train_loss,validation_V1_rmse,validation_V1_mae,validation_V1_r2,validation_V1_q10_q90_coverage,validation_V1_interval_width,validation_V1_mean_pinball_loss,validation_V1_quantile_crossing_rate,validation_V2_rmse,validation_V2_mae,validation_V2_r2,validation_V2_q10_q90_coverage,validation_V2_interval_width,validation_V2_mean_pinball_loss,validation_V2_quantile_crossing_rate,validation_within_target_quantile_crossing_rate,validation_q50_V1_gt_q50_V2_rate,validation_V1_q90_gt_V2_q10_rate,validation_combined_normalized_rmse,validation_all_outputs_finite
1,703.4405822753906,9.815835952758789,7.158534526824951,-1.1292800903320312,0.0,1.1922580003738403,3.407053612349316,0.0,19.497779846191406,15.142669677734375,-1.4834203720092773,0.0,1.4668205976486206,7.409049434654225,0.0,0.0,0.007211538461538462,1.0,1.2256238114975373,True
2,635.9695434570312,9.543072700500488,6.783864498138428,-1.0125868320465088,0.0,1.4052168130874634,3.1173812987712712,0.0,18.48715591430664,13.852463722229004,-1.23264741897583,0.0,1.4153295755386353,6.7474944515106,0.0,0.0,0.0,0.6971153846153846,1.1774394912344324,True
3,600.766357421875,9.309154510498047,6.441071510314941,-0.9151315689086914,0.002403846153846154,1.7429981231689453,2.831819401585903,0.0,17.76540756225586,12.84537410736084,-1.0617225170135498,0.0,1.3978650569915771,6.213079548092225,0.0,0.0,0.0,0.38221153846153844,1.1405702661107306,True
4,592.1897583007812,9.14426326751709,6.1887712478637695,-0.8478877544403076,0.007211538461538462,1.9968801736831665,2.620025115183149,0.0,17.324901580810547,12.205196380615234,-0.9607465267181396,0.002403846153846154,1.4357084035873413,5.854485953159821,0.0,0.0,0.0,0.23076923076923078,1.1166383157332143,True
5,585.7887573242188,8.9987211227417,5.966830253601074,-0.789533257484436,0.036057692307692304,2.1606194972991943,2.4494487241292613,0.0,17.006397247314453,11.741814613342285,-0.8893154859542847,0.002403846153846154,1.4849774837493896,5.586515818459866,0.0,0.0,0.0,0.14903846153846154,1.097601785696589,True
6,557.83349609375,8.835700988769531,5.717954158782959,-0.7252824306488037,0.13701923076923078,2.3016140460968018,2.279302113780226,0.0,16.73223114013672,11.342829704284668,-0.8288899660110474,0.014423076923076924,1.5606677532196045,5.346962452775393,0.0,0.0,0.0,0.125,1.078720241608272,True
7,546.2941589355469,8.660299301147461,5.444386959075928,-0.6574636697769165,0.28365384615384615,2.4508166313171387,2.1173647816937704,0.0,16.48164176940918,10.974257469177246,-0.7745195627212524,0.021634615384615384,1.6677711009979248,5.116354657403933,0.0,0.0,0.0,0.15865384615384615,1.0597214359667686,True
8,541.8727264404297,8.486726760864258,5.1660003662109375,-0.5916904211044312,0.4110576923076923,2.6107306480407715,1.97339762540964,0.0,16.244415283203125,10.62117862701416,-0.7238045930862427,0.03365384615384615,1.8096625804901123,4.886903975025201,0.0,0.0,0.0,0.21153846153846154,1.0412470310275777,True
9,515.4463195800781,8.32248306274414,4.893577575683594,-0.5306785106658936,0.49038461538461536,2.777709484100342,1.8490289493440053,0.0,16.016401290893555,10.278176307678223,-0.6757519245147705,0.07932692307692307,1.9839259386062622,4.659358189197687,0.0,0.0,0.0,0.2548076923076923,1.0236681796298475,True
10,517.0943603515625,8.172383308410645,4.636476516723633,-0.4759633541107178,0.5673076923076923,2.9473302364349365,1.742617739049288,0.0,15.794273376464844,9.941177368164062,-0.629593014717102,0.11538461538461539,2.1854329109191895,4.437626910820986,0.0,0.0,0.0,0.3269230769230769,1.0071987223501726,True
11,504.0259704589844,8.037095069885254,4.397868633270264,-0.42750084400177,0.6514423076923077,3.1150078773498535,1.6543811348959423,0.0,15.575865745544434,9.607207298278809,-0.5848357677459717,0.20432692307692307,2.4082250595092773,4.2266216175678455,0.0,0.0,0.0,0.37740384615384615,0.9918133711642522,True
12,488.11289978027344,7.9150390625,4.176430702209473,-0.38447248935699463,0.6899038461538461,3.278496265411377,1.5802706934893744,0.0,15.361154556274414,9.276838302612305,-0.5414433479309082,0.24278846153846154,2.6452279090881348,4.027698277624754,0.0,0.0,0.0,0.40384615384615385,0.9774050372250231,True
13,486.0248565673828,7.803852081298828,3.9732656478881836,-0.3458486795425415,0.7235576923076923,3.4354732036590576,1.5172031382910716,0.0,15.152097702026367,8.955277442932129,-0.49977266788482666,0.3004807692307692,2.8891966342926025,3.8440101929964166,0.0,0.0,0.0,0.40625,0.9638765486579415,True
14,458.9833984375,7.70028829574585,3.7889440059661865,-0.31036460399627686,0.7019230769230769,3.5858852863311768,1.4641688553759684,0.0,14.949934959411621,8.654935836791992,-0.46001899242401123,0.33413461538461536,3.1348016262054443,3.680655055282972,0.0,0.0,0.0,0.39903846153846156,0.9510526731652746,True
15,459.4419403076172,7.602211952209473,3.630457878112793,-0.2771977186203003,0.6514423076923077,3.730208158493042,1.421436875905746,0.0,14.756715774536133,8.381227493286133,-0.4225231409072876,0.3629807692307692,3.3796896934509277,3.5406860460073517,0.0,0.0,0.0,0.3942307692307692,0.9388552980987058,True
16,441.5706787109375,7.507821083068848,3.5049664974212646,-0.24567854404449463,0.5745192307692307,3.870155096054077,1.390898599437414,0.0,14.5723876953125,8.129384994506836,-0.38720715045928955,0.37740384615384615,3.623290538787842,3.4192373283780535,0.0,0.0,0.0,0.3942307692307692,0.9271651310660912,True
17,443.15264892578125,7.417111396789551,3.409853458404541,-0.2157597541809082,0.5240384615384616,4.006540775299072,1.372467331110667,0.0,14.397624969482422,7.916991710662842,-0.35413384437561035,0.35336538461538464,3.8654026985168457,3.3176931775151153,0.0,0.0,0.0,0.39663461538461536,0.9160020894421318,True
18,427.6996765136719,7.330129623413086,3.3433098793029785,-0.18741202354431152,0.45913461538461536,4.14153528213501,1.3660886324560033,0.0,14.231548309326172,7.7404093742370605,-0.3230741024017334,0.34375,4.10642147064209,3.2360757062450434,0.0,0.0,0.0,0.3942307692307692,0.9053428849583719,True
19,419.7994842529297,7.247692584991455,3.3027379512786865,-0.16085422039031982,0.40384615384615385,4.275749206542969,1.3694017173579105,0.0,14.074020385742188,7.583191871643066,-0.2939462661743164,0.3389423076923077,4.347416877746582,3.1675679971010258,0.0,0.0,0.0,0.39663461538461536,0.8952367684719204,True
20,411.11016845703125,7.170513153076172,3.2784793376922607,-0.13626229763031006,0.38221153846153844,4.409782886505127,1.378908799779721,0.0,13.924779891967773,7.446850299835205,-0.2666497230529785,0.3317307692307692,4.588619709014893,3.109019333773699,0.0,0.0,0.0,0.40625,0.8857224681247151,True
21,413.75144958496094,7.098435878753662,3.2651185989379883,-0.11353397369384766,0.3485576923076923,4.545792102813721,1.39144654128796,0.0,13.783573150634766,7.335694313049316,-0.24109065532684326,0.3269230769230769,4.829933166503906,3.063795748696877,0.0,0.0,0.0,0.41346153846153844,0.8767822228450652,True
22,407.3007507324219,7.031661033630371,3.263471841812134,-0.09268271923065186,0.3317307692307692,4.684891700744629,1.406863951874085,0.0,13.649714469909668,7.242228984832764,-0.21710216999053955,0.31490384615384615,5.071410655975342,3.028664763386433,0.0,0.0,0.0,0.4375,0.8684085766316703,True
23,385.1377410888672,6.970464706420898,3.2761576175689697,-0.07374608516693115,0.2956730769230769,4.828176498413086,1.4258221325583946,0.0,13.522748947143555,7.166746139526367,-0.1945652961730957,0.2980769230769231,5.3128557205200195,3.001301735907029,0.0,0.0,0.0,0.4831730769230769,0.8606059877301679,True
24,395.04144287109375,6.915923595428467,3.302985191345215,-0.05700874328613281,0.2644230769230769,4.9751691818237305,1.4459335409295864,0.0,13.403135299682617,7.116201400756836,-0.17352592945098877,0.27403846153846156,5.5538530349731445,2.982555763194194,0.0,0.0,0.0,0.5168269230769231,0.8534586994325202,True
25,390.7563934326172,6.866257190704346,3.341238260269165,-0.041881442070007324,0.23317307692307693,5.131479263305664,1.4670736971956033,0.0,13.29067325592041,7.082978248596191,-0.1539149284362793,0.2644230769230769,5.796002388000488,2.971392010496213,0.0,0.0,0.0,0.5408653846153846,0.846844512911396,True
