method,active_label_count,combined_normalized_RMSE,V1_RMSE,V2_RMSE,V1_MAE,V2_MAE,V1_R2,V2_R2
adaptive_lcmd,333,0.706752581442242,5.184738211156995,9.676954325956611,2.5909743020288665,4.831075662617489,0.486641943407952,0.5516772802117034
adaptive_lcmd,365,0.6631462288249763,4.907886426828962,8.894683739681577,2.4889432305912322,4.481230445331235,0.5408728641096218,0.6207677473890466
adaptive_lcmd,397,0.6433792397945742,4.804047695741988,8.382742474022791,2.466635919932267,4.425607123978132,0.5584174051648884,0.6613189629179124
adaptive_lcmd,429,0.5926986458598484,4.460525769468725,7.63415549337183,2.3404018750865396,4.012349754214573,0.6186038982047541,0.719024417274903
adaptive_lcmd,461,0.5531633002364338,4.138702220427742,7.109750568380543,2.1179410816668325,3.752327781100925,0.6689095954897399,0.7566772963209695
adaptive_lcmd,493,0.5253030915916783,4.023203685921549,6.537222149080016,2.0416266655178665,3.4826187434528086,0.6893941316725362,0.7934584140707275
adaptive_lcmd,525,0.507750219121164,3.870995748156825,6.296644537473002,2.0121623000938547,3.372469373744169,0.7115405840886238,0.8039772594316151
adaptive_lcmd,557,0.4831940110855217,3.6902820992724257,6.104106116574885,1.9173730128674769,3.2089547916567867,0.7380261141759916,0.8192753370060375
adaptive_lcmd,589,0.45560083655998296,3.532730878227219,5.621858107089885,1.8433536233947716,3.016784630119086,0.7586179953460837,0.8469548172599254
adaptive_lcmd,621,0.44758397199080563,3.4869686236002537,5.533785918679131,1.7971006044666828,2.954885937670152,0.7651495864073601,0.8524567183481822
adaptive_lcmd,653,0.4367913643948073,3.4007379508222164,5.426925384797538,1.7304731202068375,2.8330964063283064,0.7760482661914259,0.8573371831556212
random,333,0.706752581442242,5.184738211156995,9.676954325956611,2.5909743020288665,4.831075662617489,0.486641943407952,0.5516772802117034
random,365,0.667577610664019,4.969685338882487,8.973439498429409,2.6097061899211482,4.6595837373527695,0.5275827643471543,0.6139685214765803
random,397,0.703284447734656,5.199203317934512,9.6044997757879,2.5767767002256656,4.6456771315430565,0.4789191825325,0.5595916748701282
random,429,0.6802771848490827,5.030841612902113,9.20149181820636,2.5166615036751727,4.589727767651601,0.5091709222556919,0.5900727569464834
random,461,0.6823768283744339,5.048039617059901,9.264933294772268,2.5761159017503403,4.508874713202461,0.5061852755721667,0.5861166183630967
random,493,0.6734614780061358,4.979037737719476,9.256781939995005,2.534890623572919,4.543504376720182,0.517977556594182,0.5863178150197831
random,525,0.6659587135047629,4.916183104818683,9.224748726220596,2.452575778732483,4.420500941356595,0.5281974634942815,0.5831886242141505
random,557,0.6697002124291106,4.948240712870421,9.127328420127219,2.4204688317484133,4.374195554216417,0.5261455040643812,0.5983359659686733
random,589,0.6530791527056533,4.875643707636862,8.73900106604373,2.4744647644692472,4.362983412937009,0.5412987290315511,0.6303609138541263
random,621,0.6271753738778327,4.743355837879606,8.317971120466094,2.3355173499750004,3.9757722433808325,0.5665937584843931,0.667616958969343
random,653,0.6293617826633385,4.740612623401012,8.36754335982039,2.329196664755293,4.089280545625756,0.567951595580795,0.6640492876889903
static_lcmd,333,0.706752581442242,5.184738211156995,9.676954325956611,2.5909743020288665,4.831075662617489,0.48664194340795214,0.5516772802117034
static_lcmd,365,0.6631462288249763,4.907886426828962,8.894683739681577,2.4889432305912322,4.481230445331235,0.5408728641096218,0.6207677473890466
static_lcmd,397,0.6385327617119998,4.812973800114138,8.315087155495267,2.4262795285355274,4.284525658586899,0.5582456796400065,0.6660064003137898
static_lcmd,429,0.5444554933276964,4.110949714861405,6.909849892771746,2.1449466823673933,3.7902307303403497,0.6767223148670688,0.766654964016437
static_lcmd,461,0.5465154040518463,4.181584903608229,6.812776527743779,2.1289634186586888,3.611703235982991,0.6661765883520792,0.7750990511253294
static_lcmd,493,0.5175476724117858,3.9488392180566954,6.455615731228029,2.0725005718158016,3.45576365319945,0.7018648434431255,0.7982620021534718
static_lcmd,525,0.49457270123885594,3.788080938109231,6.198099852936863,1.960000309126554,3.334221172790161,0.7253567691943305,0.8154078945920956
static_lcmd,557,0.48793316791217956,3.746725107495551,6.0994537846617884,1.9361583582788922,3.3057561250041716,0.7320837244947629,0.8201226336302462
static_lcmd,589,0.46087039182477485,3.5535979565198303,5.772372840744006,1.8485534152538654,3.0824868376020618,0.7582188615187623,0.8405273766587091
static_lcmd,621,0.46259440799809415,3.54715052181363,5.860544548945469,1.8371576181132732,3.1093969196438502,0.7597449271181439,0.8352990838106022
static_lcmd,653,0.45101293558636935,3.5128492475502213,5.687078511363207,1.8647964397494454,3.117685324110859,0.7638926196976457,0.8444174311115207
