outer_seed,method,round,active_label_count,active_label_fraction_outer_train,shared_validation_label_count,total_observed_non_test_labels,total_observed_fraction_full_dataset,V1_RMSE,V1_MAE,V1_R2,V2_RMSE,V2_MAE,V2_R2,combined_normalized_RMSE
157,random,10,653,0.1960960960960961,416,1069,0.2567859716550564,5.214931572701574,2.5518809411165524,0.5087088125267266,8.901895411724713,4.363997576048049,0.65303257983616,0.7418771581258784
157,adaptive_lcmd,10,653,0.1960960960960961,416,1069,0.2567859716550564,4.223722405076378,1.9848759683201924,0.6777206490061469,5.941089765526139,2.820596468534401,0.8454546470769293,0.5593361563279281
887,random,10,653,0.1960960960960961,416,1069,0.2567859716550564,4.1691266993283955,2.090892575055861,0.5819578231008451,8.106318492684043,3.994044160957245,0.6306170556500172,0.4879753996320623
887,adaptive_lcmd,10,653,0.1960960960960961,416,1069,0.2567859716550564,2.899265572133405,1.4305734628681943,0.7978350277379322,5.157896042437106,2.682222297723345,0.8504540409613184,0.3261763372328363
2357,random,10,653,0.1960960960960961,416,1069,0.2567859716550564,4.416038945368891,2.1469382290645753,0.6360681684636589,7.306132302737015,3.655584246134586,0.7530623247307684,0.5275423584511438
2357,adaptive_lcmd,10,653,0.1960960960960961,416,1069,0.2567859716550564,3.039343953681346,1.7244209099730714,0.8276092516779978,4.505952668348265,2.616539403974867,0.9060740618594074,0.3481229427392543
6101,random,10,653,0.1960960960960961,416,1069,0.2567859716550564,4.7559430738105455,2.327873985830257,0.6267523116929253,8.68841759003882,3.98808596402907,0.6449814775584393,0.7936594063169912
6101,adaptive_lcmd,10,653,0.1960960960960961,416,1069,0.2567859716550564,3.2991857385699337,1.6681747127779951,0.8203871666617069,6.461545030899224,3.1107923201233936,0.8036448075063454,0.5666942474753714
12203,random,10,653,0.1960960960960961,416,1069,0.2567859716550564,5.1470228257956565,2.528397592709219,0.4862708621198193,8.834953001917357,4.444690780959827,0.6385530006695666,0.595754590790617
12203,adaptive_lcmd,10,653,0.1960960960960961,416,1069,0.2567859716550564,3.542172084650019,1.844320547094734,0.7566892358733456,5.0681434167769535,2.9353315412855263,0.8810583583741053,0.3836271381986464
157,static_lcmd,10,653,0.1960960960960961,416,1069,0.25678597165505646,3.615144913891626,1.8219780235839405,0.763901533040411,5.162902027107017,2.8700635141605955,0.8832890807579683,0.4811436132826854
887,static_lcmd,10,653,0.1960960960960961,416,1069,0.25678597165505646,2.9517052398092862,1.6362401712998498,0.7904556834005245,5.319156027175918,2.840719085803135,0.8409568487089474,0.3339029860807828
2357,static_lcmd,10,653,0.1960960960960961,416,1069,0.25678597165505646,3.5953478993057497,1.9053155495394334,0.7587673460004213,6.320659279944853,3.3475584572167705,0.8151850706819395,0.44071226180968176
6101,static_lcmd,10,653,0.1960960960960961,416,1069,0.25678597165505646,3.618592292277648,1.967003932102121,0.7839256880124785,6.186771587326957,3.392399769606922,0.8199895139478585,0.5887481812604314
12203,static_lcmd,10,653,0.1960960960960961,416,1069,0.25678597165505646,3.7834558924667974,1.993444522221883,0.7224128480343928,5.445903635261291,3.1376857937668725,0.8626666414608894,0.4105576354982652
157,oneshot_b320,10,653,0.1960960960960961,416,1069,0.25678597165505646,3.615144913891626,1.8219780235839405,0.763901533040411,5.162902027107017,2.8700635141605955,0.8832890807579683,0.4811436132826854
887,oneshot_b320,10,653,0.1960960960960961,416,1069,0.25678597165505646,2.9517052398092862,1.6362401712998498,0.7904556834005245,5.319156027175918,2.840719085803135,0.8409568487089474,0.3339029860807828
2357,oneshot_b320,10,653,0.1960960960960961,416,1069,0.25678597165505646,3.5953478993057497,1.9053155495394334,0.7587673460004213,6.320659279944853,3.3475584572167705,0.8151850706819395,0.44071226180968176
6101,oneshot_b320,10,653,0.1960960960960961,416,1069,0.25678597165505646,3.618592292277648,1.967003932102121,0.7839256880124785,6.186771587326957,3.392399769606922,0.8199895139478585,0.5887481812604314
12203,oneshot_b320,10,653,0.1960960960960961,416,1069,0.25678597165505646,3.7834558924667974,1.993444522221883,0.7224128480343928,5.445903635261291,3.1376857937668725,0.8626666414608894,0.4105576354982652
