scope,outer_seed,method,metric,target,crossing,random_labels,method_labels,saved_labels,incremental_saving,status
cohort_mean,,random,V1_MAE,Random@653,first_observed_labels,653.0,653.0,0.0,0.0,BOTH_REACHED
cohort_mean,,random,V1_MAE,Random@653,sustained_labels,653.0,653.0,0.0,0.0,BOTH_REACHED
cohort_mean,,static_lcmd,V1_MAE,Random@653,interpolated_labels,653.0,408.04261974128275,244.95738025871725,0.7654918133084914,BOTH_REACHED
cohort_mean,,static_lcmd,V1_MAE,Random@653,first_observed_labels,653.0,429.0,224.0,0.7,BOTH_REACHED
cohort_mean,,static_lcmd,V1_MAE,Random@653,sustained_labels,653.0,429.0,224.0,0.7,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V1_R2,N80,interpolated_labels,,588.5897481014882,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_R2,N80,first_observed_labels,,589.0,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_R2,N80,sustained_labels,,589.0,,,CENSORED_COMPARISON
cohort_mean,,random,V1_R2,N80,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_R2,N80,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_R2,N80,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_R2,N80,interpolated_labels,,591.833707890458,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_R2,N80,first_observed_labels,,621.0,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_R2,N80,sustained_labels,,621.0,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_R2,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_R2,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_R2,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_R2,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_R2,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_R2,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_R2,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_R2,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_R2,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_R2,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_R2,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_R2,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_R2,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_R2,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_R2,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_R2,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_R2,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_R2,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_R2,Random@653,interpolated_labels,653.0,402.06914554910065,250.93085445089935,0.7841589201590604,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V1_R2,Random@653,first_observed_labels,653.0,429.0,224.0,0.7,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V1_R2,Random@653,sustained_labels,653.0,429.0,224.0,0.7,BOTH_REACHED
cohort_mean,,random,V1_R2,Random@653,interpolated_labels,653.0,653.0,0.0,0.0,BOTH_REACHED
cohort_mean,,random,V1_R2,Random@653,first_observed_labels,653.0,653.0,0.0,0.0,BOTH_REACHED
cohort_mean,,random,V1_R2,Random@653,sustained_labels,653.0,653.0,0.0,0.0,BOTH_REACHED
cohort_mean,,static_lcmd,V1_R2,Random@653,interpolated_labels,653.0,399.62152372499423,253.37847627500577,0.791807738359393,BOTH_REACHED
cohort_mean,,static_lcmd,V1_R2,Random@653,first_observed_labels,653.0,429.0,224.0,0.7,BOTH_REACHED
cohort_mean,,static_lcmd,V1_R2,Random@653,sustained_labels,653.0,429.0,224.0,0.7,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V1_RMSE,N80,interpolated_labels,,639.2771132735863,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_RMSE,N80,first_observed_labels,,653.0,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_RMSE,N80,sustained_labels,,653.0,,,CENSORED_COMPARISON
cohort_mean,,random,V1_RMSE,N80,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_RMSE,N80,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_RMSE,N80,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_RMSE,N80,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_RMSE,N80,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_RMSE,N80,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_RMSE,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_RMSE,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_RMSE,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_RMSE,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_RMSE,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_RMSE,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_RMSE,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_RMSE,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_RMSE,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_RMSE,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_RMSE,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_RMSE,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_RMSE,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_RMSE,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V1_RMSE,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_RMSE,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_RMSE,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V1_RMSE,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V1_RMSE,Random@653,interpolated_labels,653.0,402.9091491973542,250.09085080264578,0.781533908758268,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V1_RMSE,Random@653,first_observed_labels,653.0,429.0,224.0,0.7,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V1_RMSE,Random@653,sustained_labels,653.0,429.0,224.0,0.7,BOTH_REACHED
cohort_mean,,random,V1_RMSE,Random@653,interpolated_labels,653.0,653.0,0.0,0.0,BOTH_REACHED
cohort_mean,,random,V1_RMSE,Random@653,first_observed_labels,653.0,653.0,0.0,0.0,BOTH_REACHED
cohort_mean,,random,V1_RMSE,Random@653,sustained_labels,653.0,653.0,0.0,0.0,BOTH_REACHED
cohort_mean,,static_lcmd,V1_RMSE,Random@653,interpolated_labels,653.0,400.2984020113589,252.70159798864108,0.7896924937145033,BOTH_REACHED
cohort_mean,,static_lcmd,V1_RMSE,Random@653,first_observed_labels,653.0,429.0,224.0,0.7,BOTH_REACHED
cohort_mean,,static_lcmd,V1_RMSE,Random@653,sustained_labels,653.0,429.0,224.0,0.7,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V2_MAE,N80,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_MAE,N80,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_MAE,N80,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_MAE,N80,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_MAE,N80,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_MAE,N80,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_MAE,N80,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_MAE,N80,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_MAE,N80,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_MAE,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_MAE,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_MAE,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_MAE,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_MAE,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_MAE,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_MAE,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_MAE,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_MAE,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_MAE,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_MAE,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_MAE,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_MAE,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_MAE,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_MAE,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_MAE,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_MAE,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_MAE,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_MAE,Random@653,interpolated_labels,611.6194191763609,423.0429729624269,188.576446213934,0.6768244897336773,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V2_MAE,Random@653,first_observed_labels,621.0,429.0,192.0,0.6666666666666666,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V2_MAE,Random@653,sustained_labels,621.0,429.0,192.0,0.6666666666666666,BOTH_REACHED
cohort_mean,,random,V2_MAE,Random@653,interpolated_labels,611.6194191763609,611.6194191763609,0.0,0.0,BOTH_REACHED
cohort_mean,,random,V2_MAE,Random@653,first_observed_labels,621.0,621.0,0.0,0.0,BOTH_REACHED
cohort_mean,,random,V2_MAE,Random@653,sustained_labels,621.0,621.0,0.0,0.0,BOTH_REACHED
cohort_mean,,static_lcmd,V2_MAE,Random@653,interpolated_labels,611.6194191763609,409.639910421335,201.9795087550259,0.7249297602877302,BOTH_REACHED
cohort_mean,,static_lcmd,V2_MAE,Random@653,first_observed_labels,621.0,429.0,192.0,0.6666666666666666,BOTH_REACHED
cohort_mean,,static_lcmd,V2_MAE,Random@653,sustained_labels,621.0,429.0,192.0,0.6666666666666666,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V2_R2,N80,interpolated_labels,,580.848476362107,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_R2,N80,first_observed_labels,,589.0,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_R2,N80,sustained_labels,,589.0,,,CENSORED_COMPARISON
cohort_mean,,random,V2_R2,N80,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_R2,N80,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_R2,N80,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_R2,N80,interpolated_labels,,588.0221960498396,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_R2,N80,first_observed_labels,,589.0,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_R2,N80,sustained_labels,,653.0,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_R2,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_R2,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_R2,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_R2,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_R2,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_R2,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_R2,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_R2,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_R2,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_R2,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_R2,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_R2,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_R2,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_R2,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_R2,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_R2,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_R2,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_R2,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_R2,Random@653,interpolated_labels,617.9356521708564,398.5140751190344,219.42157705182206,0.7700741391261559,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V2_R2,Random@653,first_observed_labels,621.0,429.0,192.0,0.6666666666666666,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V2_R2,Random@653,sustained_labels,621.0,429.0,192.0,0.6666666666666666,BOTH_REACHED
cohort_mean,,random,V2_R2,Random@653,interpolated_labels,617.9356521708564,617.9356521708564,0.0,0.0,BOTH_REACHED
cohort_mean,,random,V2_R2,Random@653,first_observed_labels,621.0,621.0,0.0,0.0,BOTH_REACHED
cohort_mean,,random,V2_R2,Random@653,sustained_labels,621.0,621.0,0.0,0.0,BOTH_REACHED
cohort_mean,,static_lcmd,V2_R2,Random@653,interpolated_labels,617.9356521708564,395.61561739917926,222.32003477167717,0.7802464629395238,BOTH_REACHED
cohort_mean,,static_lcmd,V2_R2,Random@653,first_observed_labels,621.0,397.0,224.0,0.7777777777777778,BOTH_REACHED
cohort_mean,,static_lcmd,V2_R2,Random@653,sustained_labels,621.0,397.0,224.0,0.7777777777777778,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V2_RMSE,N80,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_RMSE,N80,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_RMSE,N80,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_RMSE,N80,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_RMSE,N80,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_RMSE,N80,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_RMSE,N80,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_RMSE,N80,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_RMSE,N80,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_RMSE,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_RMSE,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_RMSE,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_RMSE,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_RMSE,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_RMSE,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_RMSE,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_RMSE,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_RMSE,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_RMSE,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_RMSE,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_RMSE,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_RMSE,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_RMSE,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,V2_RMSE,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_RMSE,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_RMSE,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,V2_RMSE,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,V2_RMSE,Random@653,interpolated_labels,617.2323068085784,397.64971962784324,219.58258718073517,0.772546195210023,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V2_RMSE,Random@653,first_observed_labels,621.0,429.0,192.0,0.6666666666666666,BOTH_REACHED
cohort_mean,,adaptive_lcmd,V2_RMSE,Random@653,sustained_labels,621.0,429.0,192.0,0.6666666666666666,BOTH_REACHED
cohort_mean,,random,V2_RMSE,Random@653,interpolated_labels,617.2323068085784,617.2323068085784,0.0,0.0,BOTH_REACHED
cohort_mean,,random,V2_RMSE,Random@653,first_observed_labels,621.0,621.0,0.0,0.0,BOTH_REACHED
cohort_mean,,random,V2_RMSE,Random@653,sustained_labels,621.0,621.0,0.0,0.0,BOTH_REACHED
cohort_mean,,static_lcmd,V2_RMSE,Random@653,interpolated_labels,617.2323068085784,394.1038501878673,223.12845662071112,0.7850214464571094,BOTH_REACHED
cohort_mean,,static_lcmd,V2_RMSE,Random@653,first_observed_labels,621.0,397.0,224.0,0.7777777777777778,BOTH_REACHED
cohort_mean,,static_lcmd,V2_RMSE,Random@653,sustained_labels,621.0,397.0,224.0,0.7777777777777778,BOTH_REACHED
cohort_mean,,adaptive_lcmd,combined_normalized_RMSE,N80,interpolated_labels,,651.188602330706,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,combined_normalized_RMSE,N80,first_observed_labels,,653.0,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,combined_normalized_RMSE,N80,sustained_labels,,653.0,,,CENSORED_COMPARISON
cohort_mean,,random,combined_normalized_RMSE,N80,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,combined_normalized_RMSE,N80,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,combined_normalized_RMSE,N80,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,combined_normalized_RMSE,N80,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,combined_normalized_RMSE,N80,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,combined_normalized_RMSE,N80,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,combined_normalized_RMSE,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,combined_normalized_RMSE,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,combined_normalized_RMSE,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,combined_normalized_RMSE,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,combined_normalized_RMSE,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,combined_normalized_RMSE,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,combined_normalized_RMSE,N90,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,combined_normalized_RMSE,N90,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,combined_normalized_RMSE,N90,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,combined_normalized_RMSE,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,combined_normalized_RMSE,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,combined_normalized_RMSE,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,combined_normalized_RMSE,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,combined_normalized_RMSE,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,random,combined_normalized_RMSE,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,combined_normalized_RMSE,N95,interpolated_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,combined_normalized_RMSE,N95,first_observed_labels,,,,,CENSORED_COMPARISON
cohort_mean,,static_lcmd,combined_normalized_RMSE,N95,sustained_labels,,,,,CENSORED_COMPARISON
cohort_mean,,adaptive_lcmd,combined_normalized_RMSE,Random@653,interpolated_labels,618.2990395879599,405.85069793730645,212.44834165065345,0.744651443473065,BOTH_REACHED
cohort_mean,,adaptive_lcmd,combined_normalized_RMSE,Random@653,first_observed_labels,621.0,429.0,192.0,0.6666666666666666,BOTH_REACHED
cohort_mean,,adaptive_lcmd,combined_normalized_RMSE,Random@653,sustained_labels,621.0,429.0,192.0,0.6666666666666666,BOTH_REACHED
cohort_mean,,random,combined_normalized_RMSE,Random@653,interpolated_labels,618.2990395879599,618.2990395879599,0.0,0.0,BOTH_REACHED
cohort_mean,,random,combined_normalized_RMSE,Random@653,first_observed_labels,621.0,621.0,0.0,0.0,BOTH_REACHED
cohort_mean,,random,combined_normalized_RMSE,Random@653,sustained_labels,621.0,621.0,0.0,0.0,BOTH_REACHED
cohort_mean,,static_lcmd,combined_normalized_RMSE,Random@653,interpolated_labels,618.2990395879599,400.11947120273874,218.17956838522116,0.7647399328799869,BOTH_REACHED
cohort_mean,,static_lcmd,combined_normalized_RMSE,Random@653,first_observed_labels,621.0,429.0,192.0,0.6666666666666666,BOTH_REACHED
cohort_mean,,static_lcmd,combined_normalized_RMSE,Random@653,sustained_labels,621.0,429.0,192.0,0.6666666666666666,BOTH_REACHED
seed,157.0,adaptive_lcmd,V1_MAE,N80,interpolated_labels,,,,,CENSORED_COMPARISON
seed,157.0,adaptive_lcmd,V1_MAE,N80,first_observed_labels,,,,,CENSORED_COMPARISON
seed,157.0,adaptive_lcmd,V1_MAE,N80,sustained_labels,,,,,CENSORED_COMPARISON
seed,157.0,random,V1_MAE,N80,interpolated_labels,,,,,CENSORED_COMPARISON
seed,157.0,random,V1_MAE,N80,first_observed_labels,,,,,CENSORED_COMPARISON
seed,157.0,random,V1_MAE,N80,sustained_labels,,,,,CENSORED_COMPARISON
