method,metric,endpoint_mean,endpoint_median,endpoint_std,aulc_mean,aulc_median,aulc_std,gap_closed_mean,gap_closed_median,gap_closed_std
adaptive_lcmd,V1_MAE,1.7304731202068375,1.7244209099730714,0.20708667933132555,2.118626202473538,2.2594765162582306,0.2549020830826249,0.7252191328973571,0.6722793078256748,0.1572666058581172
adaptive_lcmd,V1_R2,0.7760482661914259,0.7978350277379322,0.06152688163342794,0.6680877279459289,0.6395426221434862,0.06636257367223829,0.8470156474140133,0.8799496042767616,0.1399801318688894
adaptive_lcmd,V1_RMSE,3.4007379508222164,3.2991857385699337,0.5219434944815015,4.120808122863529,4.255854289035452,0.6308489878265554,0.8119850881782547,0.8341271071712998,0.15425919933201082
adaptive_lcmd,V2_MAE,2.8330964063283064,2.820596468534401,0.19835777254667278,3.6539314615740763,3.699122721171208,0.3029209443755183,0.7563308740708437,0.7243130560393709,0.06157077792357459
adaptive_lcmd,V2_R2,0.8573371831556212,0.8504540409613184,0.038760227722902205,0.7578418201702981,0.7846766264136356,0.05842575117235676,0.8472959228816113,0.8446245716260755,0.06524555617965375
adaptive_lcmd,V2_RMSE,5.426925384797538,5.157896042437106,0.7720257208443845,6.966688895973073,6.59606717358336,0.9302971609334366,0.7830742903340205,0.7513183109969448,0.08215858900990365
adaptive_lcmd,combined_normalized_RMSE,0.4367913643948073,0.3836271381986464,0.11706429135579909,0.544359151798351,0.4744013226109641,0.16255677704863608,0.8012561358075707,0.8528180424113052,0.1040685543243865
random,V1_MAE,2.329196664755293,2.327873985830257,0.21170617767538347,2.495726312746247,2.468773345095362,0.15382230229136504,0.2148502642411517,0.21388347286158166,0.12276074820045928
random,V1_R2,0.567951595580795,0.5819578231008451,0.06796141495117586,0.5229367925870676,0.5076976816928942,0.08078772650710717,0.22146829163898923,0.2016712568671854,0.17325124763242722
random,V1_RMSE,4.740612623401012,4.7559430738105455,0.45341123025081653,4.967290640498307,4.882362797563142,0.4587286671351877,0.18268830211002318,0.16129907057693346,0.14416608547596493
random,V2_MAE,4.089280545625756,3.994044160957245,0.3198392856912102,4.454099798248254,4.414683866157806,0.3620318296668096,0.2839129664346218,0.28809924168217127,0.10625611128572983
random,V2_R2,0.6640492876889903,0.6449814775584393,0.05043819185244176,0.6023433133632711,0.5953698494874933,0.06880994503563749,0.3032381379495613,0.2720495996499179,0.15454375038228035
random,V2_RMSE,8.36754335982039,8.68841759003882,0.6711549790896096,9.073244450293709,9.226945268832166,0.8583601904890995,0.23706605602917463,0.19397121209785767,0.12812602575789708
random,combined_normalized_RMSE,0.6293617826633385,0.595754590790617,0.13336057012180655,0.6690948184198477,0.6169855765742782,0.1427405479292533,0.2132547235627123,0.18167232225441218,0.13241706034196027
static_lcmd,V1_MAE,1.8647964397494454,1.9053155495394334,0.14379663025046557,2.1071388503630386,2.1498475681820652,0.23094029483052453,0.6111066831659299,0.6096354975996051,0.07955949659990336
static_lcmd,V1_R2,0.7638926196976457,0.763901533040411,0.026710298325480625,0.67445538542907,0.6639674835398954,0.05504647708222212,0.8302885800490957,0.8520609250745572,0.10028540725426954
static_lcmd,V1_RMSE,3.5128492475502213,3.615144913891626,0.3227082955621466,4.094658231676128,4.212862373413956,0.6274237460662621,0.7859521219825959,0.8078938202080646,0.12695799791051504
static_lcmd,V2_MAE,3.117685324110859,3.1376857937668725,0.25823272478520914,3.6429695271845346,3.676657889386733,0.3170082553429305,0.646320925446513,0.6299903571389345,0.09312912157014604
static_lcmd,V2_R2,0.8444174311115207,0.8409568487089474,0.028754427869531526,0.7636194509351341,0.7740924102693402,0.05560114296783687,0.814052214034222,0.8509201656608298,0.08690720474653629
static_lcmd,V2_RMSE,5.687078511363207,5.445903635261291,0.5290111110277186,6.900050049286844,6.833680149116402,0.8774853135796516,0.7411608412449624,0.7952986888396183,0.11094145675526275
static_lcmd,combined_normalized_RMSE,0.45101293558636935,0.44071226180968176,0.09398980143878223,0.5395050987816514,0.5011777210400176,0.15789837549358524,0.7659724817680134,0.8038420195670916,0.11602149808898835
