sample_id,canonical_smiles,canonical_index,role,outer_seed,study
35eec7ac26c84401f860,ClCCCc1ccccc1,886,u0,8191,qgeognn_v2_row_lcmd
ff36ed72f76515960408,ClCCCc1ccccc1,887,u0,8191,qgeognn_v2_row_lcmd
fdfbce42a3ab76d533b0,ClCCCc1ccccc1,888,validation,8191,qgeognn_v2_row_lcmd
2d41c6e816e95989958c,BrCCCc1ccccc1,889,u0,8191,qgeognn_v2_row_lcmd
fea64b3ae258f6efc23e,BrCCCc1ccccc1,890,u0,8191,qgeognn_v2_row_lcmd
55c707d2577f2ef243bf,BrCCCc1ccccc1,891,u0,8191,qgeognn_v2_row_lcmd
4b7a3142ef8f135eaf39,BrCCCc1ccccc1,892,u0,8191,qgeognn_v2_row_lcmd
d83390ae62e2719a17b7,BrCCCc1ccccc1,893,u0,8191,qgeognn_v2_row_lcmd
118d99a579a36d85cc08,BrCCCc1ccccc1,894,test,8191,qgeognn_v2_row_lcmd
06a4f4336a9864d70117,BrCCCc1ccccc1,895,validation,8191,qgeognn_v2_row_lcmd
3a5731977a5dc4a065ed,BrCCCc1ccccc1,896,validation,8191,qgeognn_v2_row_lcmd
103e91255881fd04a9c6,BrCCCc1ccccc1,897,u0,8191,qgeognn_v2_row_lcmd
f16d595430c35f5ef3d4,BrCCCc1ccccc1,898,u0,8191,qgeognn_v2_row_lcmd
c311fd559f5c65c17475,BrCCCc1ccccc1,899,u0,8191,qgeognn_v2_row_lcmd
bf4a56c59ade74648f9c,BrCCCc1ccccc1,900,l0,8191,qgeognn_v2_row_lcmd
4a78fa39d77914083276,BrCCCc1ccccc1,901,validation,8191,qgeognn_v2_row_lcmd
ad0c1e52e2dd98a268bb,BrCCCc1ccccc1,902,u0,8191,qgeognn_v2_row_lcmd
3eecadeb2c1bfb567bfa,BrCCCc1ccccc1,903,u0,8191,qgeognn_v2_row_lcmd
0591d49df51002c7205d,BrCCCc1ccccc1,904,u0,8191,qgeognn_v2_row_lcmd
479ebc0343b2c91eecc5,BrCCCc1ccccc1,905,u0,8191,qgeognn_v2_row_lcmd
3fa3ec6c2518a6f83b27,BrCCCc1ccccc1,906,u0,8191,qgeognn_v2_row_lcmd
25d60bbb1198b76224d2,BrCCCc1ccccc1,907,u0,8191,qgeognn_v2_row_lcmd
24bf82db0ce55835b608,BrCCCc1ccccc1,908,u0,8191,qgeognn_v2_row_lcmd
b6ed580bb82f12b95bb8,BrCCCc1ccccc1,909,u0,8191,qgeognn_v2_row_lcmd
76371e968e6f52e9b773,CC(C)(CCl)c1ccccc1,910,u0,8191,qgeognn_v2_row_lcmd
732bc8c6389cb2672c5c,CC(C)(CCl)c1ccccc1,911,l0,8191,qgeognn_v2_row_lcmd
98e425538b985ab3d5a1,CC(C)(CCl)c1ccccc1,912,u0,8191,qgeognn_v2_row_lcmd
ec871d1c46de522d853b,CC(C)(CCl)c1ccccc1,913,u0,8191,qgeognn_v2_row_lcmd
43fedc4d11b4af1afbd9,CC(C)(CCl)c1ccccc1,914,test,8191,qgeognn_v2_row_lcmd
90ffd1cce5c558eebebc,CC(C)(CCl)c1ccccc1,915,u0,8191,qgeognn_v2_row_lcmd
1bf8927e2ac9f5051d99,CC(C)(CCl)c1ccccc1,916,u0,8191,qgeognn_v2_row_lcmd
bc00dfd68dec75d7e01f,CC(C)(CCl)c1ccccc1,917,u0,8191,qgeognn_v2_row_lcmd
d6837de11fa3fb15b90b,CC(C)(CCl)c1ccccc1,918,u0,8191,qgeognn_v2_row_lcmd
f7dab6d4c5ae9219d7cd,CC(C)(CCl)c1ccccc1,919,u0,8191,qgeognn_v2_row_lcmd
3e27148996fd8db4f9b2,CC(C)(CCl)c1ccccc1,920,u0,8191,qgeognn_v2_row_lcmd
7a8052b0f32e2dfb1d62,CC(C)(CCl)c1ccccc1,921,validation,8191,qgeognn_v2_row_lcmd
5e2e12e0f6fcf70c0853,CC(C)(CCl)c1ccccc1,922,test,8191,qgeognn_v2_row_lcmd
7b5ad733102ce39fbb82,CC(C)(CCl)c1ccccc1,923,validation,8191,qgeognn_v2_row_lcmd
a601fa85cb769ed9c9a5,CC(C)(CCl)c1ccccc1,924,u0,8191,qgeognn_v2_row_lcmd
02dde06aed886b19623f,CC(C)(CCl)c1ccccc1,925,u0,8191,qgeognn_v2_row_lcmd
48d7cf32cd29fbf43934,CC(C)(CCl)c1ccccc1,926,u0,8191,qgeognn_v2_row_lcmd
5579fc741622454cdd34,CC(C)(CCl)c1ccccc1,927,u0,8191,qgeognn_v2_row_lcmd
5ade07cbab809516adec,CC(C)(CCl)c1ccccc1,928,u0,8191,qgeognn_v2_row_lcmd
0a8147b86bc21cbe11d1,CC(C)(CCl)c1ccccc1,929,u0,8191,qgeognn_v2_row_lcmd
9417e7b090eb5c31a3cc,CC(C)(CCl)c1ccccc1,930,u0,8191,qgeognn_v2_row_lcmd
23fc3cce7e0bad6c114c,OCCCc1ccccc1,931,l0,8191,qgeognn_v2_row_lcmd
a3a9c58c8aa6145907a6,OCCCc1ccccc1,932,u0,8191,qgeognn_v2_row_lcmd
09b1bb29e7a0e3565a0d,OCCCc1ccccc1,933,u0,8191,qgeognn_v2_row_lcmd
a3560ac8164465dbb406,OCCCc1ccccc1,934,u0,8191,qgeognn_v2_row_lcmd
c46b86dae7e6845f08cd,OCCCc1ccccc1,935,validation,8191,qgeognn_v2_row_lcmd
efba7e70f4e46055398b,OCCCc1ccccc1,936,u0,8191,qgeognn_v2_row_lcmd
8cc5dd51f0360e578ac3,OCCCc1ccccc1,937,test,8191,qgeognn_v2_row_lcmd
53c1be5b96937954b9fa,OCCCc1ccccc1,938,u0,8191,qgeognn_v2_row_lcmd
6a39aff909ea35989c74,OCCCc1ccccc1,939,u0,8191,qgeognn_v2_row_lcmd
45a1b11ae63f2dab2e48,OCCCc1ccccc1,940,u0,8191,qgeognn_v2_row_lcmd
b7b1a1bb666c8cc99bad,OCCCc1ccccc1,941,validation,8191,qgeognn_v2_row_lcmd
1211905ebc8972913270,OCCCc1ccccc1,942,u0,8191,qgeognn_v2_row_lcmd
358461ff3742e78ea3b6,OCCCc1ccccc1,943,u0,8191,qgeognn_v2_row_lcmd
73502a52708e4f9c2391,OCCCc1ccccc1,944,u0,8191,qgeognn_v2_row_lcmd
e6cc0bf41a57589c64b6,Cc1ccc(C(C)C)cc1,945,u0,8191,qgeognn_v2_row_lcmd
5dcf47b244ee77701b08,Cc1ccc(C(C)C)cc1,946,u0,8191,qgeognn_v2_row_lcmd
21cfd66397382d7ad042,Cc1ccc(C(C)C)cc1,947,u0,8191,qgeognn_v2_row_lcmd
a18dcfdc839acb2fea00,Cc1ccc(C(C)C)cc1,948,u0,8191,qgeognn_v2_row_lcmd
07ea08422927a101205e,Cc1ccc(C(C)C)cc1,949,u0,8191,qgeognn_v2_row_lcmd
bb6b2ec09ed4e0b613c4,Cc1ccc(C(C)C)cc1,950,u0,8191,qgeognn_v2_row_lcmd
8ef981378304c7efca7d,Cc1ccc(C(C)C)cc1,951,u0,8191,qgeognn_v2_row_lcmd
08812599cc0ffd09d9bd,Cc1ccc(C(C)C)cc1,952,u0,8191,qgeognn_v2_row_lcmd
560e667eb79f1a3873bd,Cc1ccc(C(C)C)cc1,953,u0,8191,qgeognn_v2_row_lcmd
636bb485cffdeb41ee1c,Cc1ccc(C(C)C)cc1,954,u0,8191,qgeognn_v2_row_lcmd
fdaa37b02fe0d59d96e9,Cc1ccc(C(C)C)cc1,955,u0,8191,qgeognn_v2_row_lcmd
f109ef7afffd7c1f6727,Cc1ccc(C(C)C)cc1,956,u0,8191,qgeognn_v2_row_lcmd
7fed5a8c2b8680bf2e42,Cc1ccc(C(C)C)cc1,957,u0,8191,qgeognn_v2_row_lcmd
d0e8fd2b1d04ee0fd352,Cc1ccc(C(C)C)cc1,958,u0,8191,qgeognn_v2_row_lcmd
382ed88009a39dd77794,Cc1ccc(C(C)C)cc1,959,validation,8191,qgeognn_v2_row_lcmd
6bdaa6ed6e93cbfee89a,Cc1ccc(C(C)C)cc1,960,u0,8191,qgeognn_v2_row_lcmd
8b02d270a5299545adb2,Cc1ccc(C(C)C)cc1,961,validation,8191,qgeognn_v2_row_lcmd
cf6a34f8112eb8ef5ee9,Cc1ccc(C(C)C)cc1,962,u0,8191,qgeognn_v2_row_lcmd
fec5b2d38184cff62e2c,Cc1ccc(C(C)C)cc1,963,l0,8191,qgeognn_v2_row_lcmd
d334619b04b029bb8a9d,Cc1ccc(C(C)C)cc1,964,u0,8191,qgeognn_v2_row_lcmd
21c8d903d0bd5b79f306,Cc1ccc(C(C)C)cc1,965,l0,8191,qgeognn_v2_row_lcmd
24e5dc14b855baed89fd,c1ccc(-c2ccccn2)cc1,966,u0,8191,qgeognn_v2_row_lcmd
0776336aa1c106b4d645,c1ccc(-c2ccccn2)cc1,967,validation,8191,qgeognn_v2_row_lcmd
70714ec13048a5060224,c1ccc(-c2ccccn2)cc1,968,u0,8191,qgeognn_v2_row_lcmd
be06114d8d7b4a943ad7,c1ccc(-c2ccccn2)cc1,969,u0,8191,qgeognn_v2_row_lcmd
a7990e0922fe119d57a6,c1ccc(-c2ccccn2)cc1,970,u0,8191,qgeognn_v2_row_lcmd
a185774933bd6bb12c07,c1ccc(-c2ccccn2)cc1,971,u0,8191,qgeognn_v2_row_lcmd
ecd17c7ea435a1e33f6b,c1ccc(-c2ccccn2)cc1,972,validation,8191,qgeognn_v2_row_lcmd
35dd0118b9a2d30ca70e,c1ccc(-c2ccccn2)cc1,973,test,8191,qgeognn_v2_row_lcmd
9fb05d784e7952bd4741,c1ccc(-c2ccccn2)cc1,974,u0,8191,qgeognn_v2_row_lcmd
292e0342682192a69fce,c1ccc(-c2ccccn2)cc1,975,u0,8191,qgeognn_v2_row_lcmd
1ce749f818905d3c61d4,c1ccc(-c2ccccn2)cc1,976,u0,8191,qgeognn_v2_row_lcmd
1e77ce24daad192212f6,c1ccc(-c2ccccn2)cc1,977,u0,8191,qgeognn_v2_row_lcmd
d119d77f545c029deace,c1ccc(-c2ccccn2)cc1,978,u0,8191,qgeognn_v2_row_lcmd
dd4829f39cdf781ffaf9,c1ccc(-c2ccccn2)cc1,979,u0,8191,qgeognn_v2_row_lcmd
810b065b0b86ff8c9aae,c1ccc(-c2ccccn2)cc1,980,u0,8191,qgeognn_v2_row_lcmd
434e465cfa7e0034f233,c1ccc(-c2ccccn2)cc1,981,u0,8191,qgeognn_v2_row_lcmd
bd2e9fee67bbba1155df,c1ccc(-c2ccccn2)cc1,982,validation,8191,qgeognn_v2_row_lcmd
35f2be5f5aa14265e8a4,c1ccc(-c2ccccn2)cc1,983,test,8191,qgeognn_v2_row_lcmd
449b809e4efaaf2af86a,c1ccc(-c2ccccn2)cc1,984,validation,8191,qgeognn_v2_row_lcmd
0f06772820e6693753e3,c1ccc(-c2ccccn2)cc1,985,u0,8191,qgeognn_v2_row_lcmd
7ec572e99922baa664e1,COc1ccc(CCO)cc1,986,u0,8191,qgeognn_v2_row_lcmd
486a799fa205437ae1dc,COc1ccc(CCO)cc1,987,u0,8191,qgeognn_v2_row_lcmd
3f5051191caf6ab07337,COc1ccc(CCO)cc1,988,test,8191,qgeognn_v2_row_lcmd
5dd7416efdd0bd156d61,COc1ccc(CCO)cc1,989,u0,8191,qgeognn_v2_row_lcmd
25ffcaa2164643e082b9,COc1ccc(CCO)cc1,990,u0,8191,qgeognn_v2_row_lcmd
c32caf65e93924aeb179,COc1ccc(CCO)cc1,991,u0,8191,qgeognn_v2_row_lcmd
a775926fce57b3bf9ec1,COc1ccc(CCO)cc1,992,u0,8191,qgeognn_v2_row_lcmd
17c1bb3be086a2b6ffec,COc1ccc(CCO)cc1,993,validation,8191,qgeognn_v2_row_lcmd
9e6c69af6f5142faa049,COc1ccc(CCO)cc1,994,u0,8191,qgeognn_v2_row_lcmd
776ee2c1e85ebde75168,COc1ccc(CCO)cc1,995,u0,8191,qgeognn_v2_row_lcmd
e6e78489d1da4066c07e,COc1ccc(CCO)cc1,996,u0,8191,qgeognn_v2_row_lcmd
dc358c032155a2b77226,C=CC(=O)OCc1ccccc1,997,u0,8191,qgeognn_v2_row_lcmd
33bd538caac1f6667fd9,C=CC(=O)OCc1ccccc1,998,u0,8191,qgeognn_v2_row_lcmd
6fb14437811bb559cecb,C=CC(=O)OCc1ccccc1,999,u0,8191,qgeognn_v2_row_lcmd
d2ad2d89b0ecb819c916,C=CC(=O)OCc1ccccc1,1000,u0,8191,qgeognn_v2_row_lcmd
dab323e77eaa84676438,C=CC(=O)OCc1ccccc1,1001,u0,8191,qgeognn_v2_row_lcmd
e560cf5c39e34dd9e4ae,C=CC(=O)OCc1ccccc1,1002,validation,8191,qgeognn_v2_row_lcmd
2caaf079a637af5d1190,C=CC(=O)OCc1ccccc1,1003,test,8191,qgeognn_v2_row_lcmd
ba50c5b269ac808c0d59,C=CC(=O)OCc1ccccc1,1004,u0,8191,qgeognn_v2_row_lcmd
2e4e3982c8f3ea0db756,C=CC(=O)OCc1ccccc1,1005,u0,8191,qgeognn_v2_row_lcmd
3418b1a160c0848777ce,C=CC(=O)OCc1ccccc1,1006,validation,8191,qgeognn_v2_row_lcmd
6a1c34839dd4d1f4baf5,C=CC(=O)OCc1ccccc1,1007,test,8191,qgeognn_v2_row_lcmd
7582eb861e223c38e3b2,C=CC(=O)OCc1ccccc1,1008,validation,8191,qgeognn_v2_row_lcmd
535ba1a4922e163b518c,C=CC(=O)OCc1ccccc1,1009,u0,8191,qgeognn_v2_row_lcmd
cacb6e56d0b2fc61cde2,C=CC(=O)OCc1ccccc1,1010,u0,8191,qgeognn_v2_row_lcmd
9a99e869cff4f47ba58c,C=CC(=O)OCc1ccccc1,1011,u0,8191,qgeognn_v2_row_lcmd
6bafc9ba6e162b656089,C=CC(=O)OCc1ccccc1,1012,l0,8191,qgeognn_v2_row_lcmd
28d5325cac43121ab7f6,C=CC(=O)OCc1ccccc1,1013,u0,8191,qgeognn_v2_row_lcmd
b522f87b2ab193018419,C=CC(=O)OCc1ccccc1,1014,u0,8191,qgeognn_v2_row_lcmd
f38e850cb54d17a50d3c,C=CC(=O)OCc1ccccc1,1015,u0,8191,qgeognn_v2_row_lcmd
5a32e0aa027d68fcb9f3,C=CC(=O)OCc1ccccc1,1016,u0,8191,qgeognn_v2_row_lcmd
52144e7fa2b21ace65ff,C=CC(=O)OCc1ccccc1,1017,u0,8191,qgeognn_v2_row_lcmd
65651134a7c70aa64d32,COC(=O)C(C)(C)Br,1018,u0,8191,qgeognn_v2_row_lcmd
b59d10badf9681a661a6,COC(=O)C(C)(C)Br,1019,validation,8191,qgeognn_v2_row_lcmd
c827119f3e13a7eab121,COC(=O)C(C)(C)Br,1020,u0,8191,qgeognn_v2_row_lcmd
fb4ce5d78cbb665a3ddb,COC(=O)C(C)(C)Br,1021,test,8191,qgeognn_v2_row_lcmd
5c347ad0af055451a8db,COC(=O)C(C)(C)Br,1022,u0,8191,qgeognn_v2_row_lcmd
84837928991db29409c6,COC(=O)C(C)(C)Br,1023,u0,8191,qgeognn_v2_row_lcmd
0bf3ee298cf472bd6a5e,COC(=O)C(C)(C)Br,1024,u0,8191,qgeognn_v2_row_lcmd
5f41872f8880df677ce1,COC(=O)C(C)(C)Br,1025,u0,8191,qgeognn_v2_row_lcmd
085d41967b4b599edf13,COC(=O)C(C)(C)Br,1026,test,8191,qgeognn_v2_row_lcmd
7844d45e7d71e793b5c3,COC(=O)C(C)(C)Br,1027,test,8191,qgeognn_v2_row_lcmd
b8c7bb9f7fff1a3e3f7d,COC(=O)C(C)(C)Br,1028,u0,8191,qgeognn_v2_row_lcmd
90d8a6d3f4fbe760dd4e,COC(=O)C(C)(C)Br,1029,u0,8191,qgeognn_v2_row_lcmd
4d67ea402473cc685bae,COC(=O)C(C)(C)Br,1030,validation,8191,qgeognn_v2_row_lcmd
8a6913901f8312db7a2e,COC(=O)C(C)(C)Br,1031,u0,8191,qgeognn_v2_row_lcmd
f3b4ea532aba4f6ff283,COC(=O)C(C)(C)Br,1032,u0,8191,qgeognn_v2_row_lcmd
11a1c89247d3374b7f0c,COC(=O)C(C)(C)Br,1033,u0,8191,qgeognn_v2_row_lcmd
f0674071a9f7bce0703c,COC(=O)C(C)(C)Br,1034,u0,8191,qgeognn_v2_row_lcmd
cd1a2b4fd666ce7b0b67,COC(=O)C(C)(C)Br,1035,test,8191,qgeognn_v2_row_lcmd
f25bc3a3b74471e14801,COC(=O)C(C)(C)Br,1036,u0,8191,qgeognn_v2_row_lcmd
933bc87d8ae9186a7803,COC(=O)C(C)(C)Br,1037,u0,8191,qgeognn_v2_row_lcmd
d86448c8f5aaa8ebcf7f,COC(=O)C(C)(C)Br,1038,u0,8191,qgeognn_v2_row_lcmd
914cbf3bfe7468210e0e,COC(=O)CS,1039,u0,8191,qgeognn_v2_row_lcmd
0feb931fe35453749c45,COC(=O)CS,1040,u0,8191,qgeognn_v2_row_lcmd
264a5260b17a6cbf033f,COC(=O)CS,1041,u0,8191,qgeognn_v2_row_lcmd
5ac4ef8dc89489d5dcd8,COC(=O)CS,1042,u0,8191,qgeognn_v2_row_lcmd
aa7294d697e91719da6e,COC(=O)CS,1043,u0,8191,qgeognn_v2_row_lcmd
2e095d9513ef4de0d6e8,COC(=O)CS,1044,u0,8191,qgeognn_v2_row_lcmd
eb6a058d4ee7f72a893c,COC(=O)CS,1045,test,8191,qgeognn_v2_row_lcmd
8d1e5be2f85594850c79,COC(=O)CS,1046,u0,8191,qgeognn_v2_row_lcmd
fa81c4e1817366c902f3,COC(=O)CS,1047,test,8191,qgeognn_v2_row_lcmd
6dde3c4535c931ca4092,COC(=O)CS,1048,u0,8191,qgeognn_v2_row_lcmd
a3c817ff559d5c946cc8,COC(=O)CS,1049,u0,8191,qgeognn_v2_row_lcmd
93ce299d2e2f5bf83250,COC(=O)CS,1050,test,8191,qgeognn_v2_row_lcmd
b38269af25220f62d607,COC(=O)CS,1051,u0,8191,qgeognn_v2_row_lcmd
4b4d079fa6b12df47a35,COC(=O)CS,1052,u0,8191,qgeognn_v2_row_lcmd
0be038db2251642c6862,COC(=O)CS,1053,u0,8191,qgeognn_v2_row_lcmd
a0fb13951a097b6a1516,COC(=O)CS,1054,u0,8191,qgeognn_v2_row_lcmd
8b0153f031bc52c2c1dd,COC(=O)CS,1055,u0,8191,qgeognn_v2_row_lcmd
376ba323d8d487f80cee,COC(=O)CS,1056,validation,8191,qgeognn_v2_row_lcmd
5bad82a6cffd60e7a6c9,COC(=O)CS,1057,u0,8191,qgeognn_v2_row_lcmd
fd1d673cc647d6745303,COC(=O)CS,1058,test,8191,qgeognn_v2_row_lcmd
18aafc3a2522f8cc2983,COC(=O)CS,1059,u0,8191,qgeognn_v2_row_lcmd
d22eb7805d90b684e45f,CC(C)(C)OCl,1060,u0,8191,qgeognn_v2_row_lcmd
adbaa4b00d492d64eed5,CC(C)(C)OCl,1061,validation,8191,qgeognn_v2_row_lcmd
eaaa3bb6872fb6f5a235,CC(C)(C)OCl,1062,u0,8191,qgeognn_v2_row_lcmd
80c8f2e0d046784a5dd5,CC(C)(C)OCl,1063,validation,8191,qgeognn_v2_row_lcmd
c66ddd3f93b84e988e61,CC(C)(C)OCl,1064,u0,8191,qgeognn_v2_row_lcmd
b2d37e1bad242d8c9f03,CC(C)(C)OCl,1065,u0,8191,qgeognn_v2_row_lcmd
14ec65dd3e0364a45b2d,CC(C)(C)OCl,1066,u0,8191,qgeognn_v2_row_lcmd
52005c26be3762e0cc6f,CC(C)(C)OCl,1067,u0,8191,qgeognn_v2_row_lcmd
00115fe52c86d3614129,CC(C)(C)OCl,1068,u0,8191,qgeognn_v2_row_lcmd
4d8b86ac2c0bcd582f53,CC(C)(C)OCl,1069,u0,8191,qgeognn_v2_row_lcmd
8f857174b9f2f6c691f4,CC(C)(C)OCl,1070,u0,8191,qgeognn_v2_row_lcmd
3fa5b3c41fcae218e05b,CC(C)(C)OCl,1071,test,8191,qgeognn_v2_row_lcmd
2f03edb1177fc5048002,CC(C)(C)OCl,1072,l0,8191,qgeognn_v2_row_lcmd
e15a19eb93571ebf6dbf,CC(C)(C)OCl,1073,u0,8191,qgeognn_v2_row_lcmd
7aebc58989fa288b11fc,CC(C)(C)OCl,1074,u0,8191,qgeognn_v2_row_lcmd
4f246d378709c2f974f8,CC(C)(C)OCl,1075,u0,8191,qgeognn_v2_row_lcmd
3c74589796aa180ea5ba,CC(C)(C)OCl,1076,u0,8191,qgeognn_v2_row_lcmd
e1c3c80c673cc63c7719,CC(C)(C)OCl,1077,validation,8191,qgeognn_v2_row_lcmd
4508cb72ef4489429d15,CC(C)(C)OCl,1078,u0,8191,qgeognn_v2_row_lcmd
278eae367da048448147,CC(C)(C)OCl,1079,u0,8191,qgeognn_v2_row_lcmd
ec53cb944de53e46b911,CC(C)(C)OCl,1080,test,8191,qgeognn_v2_row_lcmd
2e714d4f0dc73256dd0b,C=CC(=O)OC1CCCCC1,1081,u0,8191,qgeognn_v2_row_lcmd
4fc25128f65d2cf6e786,C=CC(=O)OC1CCCCC1,1082,u0,8191,qgeognn_v2_row_lcmd
be1d1eac10cca873e4ef,C=CC(=O)OC1CCCCC1,1083,u0,8191,qgeognn_v2_row_lcmd
7ac5e8ade169be95e0fa,C=CC(=O)OC1CCCCC1,1084,u0,8191,qgeognn_v2_row_lcmd
64177ca0cbeb3fc11d57,C=CC(=O)OC1CCCCC1,1085,u0,8191,qgeognn_v2_row_lcmd
254ff4f90474bb68c388,C=CC(=O)OC1CCCCC1,1086,validation,8191,qgeognn_v2_row_lcmd
2ad754eae564af791fbf,C=CC(=O)OC1CCCCC1,1087,validation,8191,qgeognn_v2_row_lcmd
b9c6bc8d6e3dae9c8177,C=CC(=O)OC1CCCCC1,1088,u0,8191,qgeognn_v2_row_lcmd
e1553414b79b619a94cf,C=CC(=O)OC1CCCCC1,1089,u0,8191,qgeognn_v2_row_lcmd
3c6e7fafcacb87c40668,C=CC(=O)OC1CCCCC1,1090,u0,8191,qgeognn_v2_row_lcmd
183768832c247da26797,C=CC(=O)OC1CCCCC1,1091,validation,8191,qgeognn_v2_row_lcmd
26cc196a621fa3efa3ff,C=CC(=O)OC1CCCCC1,1092,test,8191,qgeognn_v2_row_lcmd
e7bded68a76c24544339,C=CC(=O)OC1CCCCC1,1093,u0,8191,qgeognn_v2_row_lcmd
a41b395c8efbc1de1aa7,C=CC(=O)OC1CCCCC1,1094,u0,8191,qgeognn_v2_row_lcmd
0da8847ecc094a8c14db,C=CC(=O)OC1CCCCC1,1095,u0,8191,qgeognn_v2_row_lcmd
fce2741d123dd81a8fa6,C=CC(=O)OC1CCCCC1,1096,u0,8191,qgeognn_v2_row_lcmd
5a365a8ac825ce487db4,C=CC(=O)OC1CCCCC1,1097,u0,8191,qgeognn_v2_row_lcmd
f6692bb42d91e0a11d81,C=CC(=O)OC1CCCCC1,1098,u0,8191,qgeognn_v2_row_lcmd
97b105f90c11a10a2cac,C=CC(=O)OC1CCCCC1,1099,u0,8191,qgeognn_v2_row_lcmd
869ed39b28b73a5de24e,C=CC(=O)OC1CCCCC1,1100,u0,8191,qgeognn_v2_row_lcmd
c3add4f9b8eb5e002281,C=CC(=O)OC1CCCCC1,1101,l0,8191,qgeognn_v2_row_lcmd
a2e635d2c20fa080aec6,CC(=O)CCCCl,1102,u0,8191,qgeognn_v2_row_lcmd
a63ce210564bfb05f06c,CC(=O)CCCCl,1103,u0,8191,qgeognn_v2_row_lcmd
64540ef50093a8bf866e,CC(=O)CCCCl,1104,u0,8191,qgeognn_v2_row_lcmd
a4a62cf5452e2229b667,CC(=O)CCCCl,1105,u0,8191,qgeognn_v2_row_lcmd
1910a349b60a38899055,CC(=O)CCCCl,1106,u0,8191,qgeognn_v2_row_lcmd
da5b02dfb78f7248e643,CC(=O)CCCCl,1107,u0,8191,qgeognn_v2_row_lcmd
504e8e25f3a8b339a023,CC(=O)CCCCl,1108,u0,8191,qgeognn_v2_row_lcmd
8748c66e5f0823e6a65e,CC(=O)CCCCl,1109,u0,8191,qgeognn_v2_row_lcmd
59d8c3d932aece6945ae,CC(=O)CCCCl,1110,test,8191,qgeognn_v2_row_lcmd
09096996d08f0c063345,CC(=O)CCCCl,1111,validation,8191,qgeognn_v2_row_lcmd
c0adb1c6f9dbe862a4dc,CC(=O)CCCCl,1112,u0,8191,qgeognn_v2_row_lcmd
f5e5ad6e9b48aa9731b5,CC(=O)CCCCl,1113,u0,8191,qgeognn_v2_row_lcmd
93bde1825d0cb1cb4305,CC(=O)CCCCl,1114,u0,8191,qgeognn_v2_row_lcmd
a3c1a0ac40733e8650fb,CC(=O)CCCCl,1115,u0,8191,qgeognn_v2_row_lcmd
a4c8259421a3aa5edeea,CC(=O)CCCCl,1116,test,8191,qgeognn_v2_row_lcmd
55927e904f7c540fd4f2,CC(=O)CCCCl,1117,l0,8191,qgeognn_v2_row_lcmd
5d274cbcb3c8532e483f,CC(=O)CCCCl,1118,u0,8191,qgeognn_v2_row_lcmd
9cad3bab10930468747d,CC(=O)CCCCl,1119,test,8191,qgeognn_v2_row_lcmd
2a23c139efe82dbd05ae,CC(C)=CCBr,1120,u0,8191,qgeognn_v2_row_lcmd
a88f1c7eff88c4722032,CC(C)=CCBr,1121,u0,8191,qgeognn_v2_row_lcmd
0b81c9c82d834e71f646,CC(C)=CCBr,1122,u0,8191,qgeognn_v2_row_lcmd
7e70e0d2553228179804,CC(C)=CCBr,1123,l0,8191,qgeognn_v2_row_lcmd
76d36c08cca4129d52a1,CC(C)=CCBr,1124,u0,8191,qgeognn_v2_row_lcmd
10bf40d15c62324241b0,CC(C)=CCBr,1125,l0,8191,qgeognn_v2_row_lcmd
abb6aad7f0471caa082f,CC(C)=CCBr,1126,l0,8191,qgeognn_v2_row_lcmd
4f8c9bb4d139738fc73e,CC(C)=CCBr,1127,u0,8191,qgeognn_v2_row_lcmd
f2fd66d2b02e4c6c143d,CC(C)=CCBr,1128,u0,8191,qgeognn_v2_row_lcmd
1584e89b84e9e0766dd9,CC(C)=CCBr,1129,u0,8191,qgeognn_v2_row_lcmd
547f6a80e7b1ed09f4e3,CC(C)=CCBr,1130,u0,8191,qgeognn_v2_row_lcmd
08fabec896b5e6031d72,CC(C)=CCBr,1131,u0,8191,qgeognn_v2_row_lcmd
0182b6d34cb35fb613ea,CC(C)=CCBr,1132,validation,8191,qgeognn_v2_row_lcmd
df4a8ed8397b7a13f5ca,CC(C)=CCBr,1133,u0,8191,qgeognn_v2_row_lcmd
88258d33b6f66b11a60e,CC(C)=CCBr,1134,u0,8191,qgeognn_v2_row_lcmd
a74a5af182f6efc00698,CC(C)=CCBr,1135,u0,8191,qgeognn_v2_row_lcmd
fb70c83ddbf839a2a341,CC(C)=CCBr,1136,u0,8191,qgeognn_v2_row_lcmd
d922a9fd0b0ab9fa4223,CC(C)=CCBr,1137,validation,8191,qgeognn_v2_row_lcmd
ad383ab38ce1ef78a5ae,CC(C)=CCBr,1138,test,8191,qgeognn_v2_row_lcmd
2c1a26f1476e0550985e,CC(C)=CCBr,1139,u0,8191,qgeognn_v2_row_lcmd
7b69466d230dfaae0ae1,CC(C)=CCBr,1140,u0,8191,qgeognn_v2_row_lcmd
bae7ff3dc7b9d8610a44,c1ccc2ncccc2c1,1141,u0,8191,qgeognn_v2_row_lcmd
ae187d6f3746213b630c,c1ccc2ncccc2c1,1142,u0,8191,qgeognn_v2_row_lcmd
eb56f25c331ea1ab9b2b,c1ccc2ncccc2c1,1143,u0,8191,qgeognn_v2_row_lcmd
d1e71a8278523e7a10e3,c1ccc2ncccc2c1,1144,u0,8191,qgeognn_v2_row_lcmd
bea7a84fdcea344896f4,c1ccc2ncccc2c1,1145,u0,8191,qgeognn_v2_row_lcmd
