sample_id,canonical_index,source_canonical_index,V1_q50,V2_q50,V1_q10,V1_q90,V2_q10,V2_q90,checkpoint_sha256,ensemble_pred_V1,ensemble_pred_V2,ensemble_variance_V1,ensemble_variance_V2,ensemble_covariance_V1_V2,ensemble_score,V1_quantile_width,V2_quantile_width,quantile_width,member_0_seed,member_0_V1_q50,member_0_V2_q50,member_1_seed,member_1_V1_q50,member_1_V2_q50,member_2_seed,member_2_V1_q50,member_2_V2_q50,latent_distance,random_score,true_V1,true_V2,standardized_abs_error,ensemble_mean_standardized_abs_error,tail_flag,compound_id,outer_seed,split_mode,slice,round,strategy,seed
70cba7a21b5a01fb8e73,1499,1499,105.02337,169.41147,80.11508,105.02357,14.2034,169.41147,f2f7518e73ff3ff87d9a032d79c7f0790fb6471986c79751811f2b6df32a3388,78.47549947102864,130.73185221354166,8.55171795962434,3.8917132503097265,5.562817212449597,12.443431209934065,24.908485,155.20807,6.10223,4200,105.02336883544922,169.41146850585938,4201,71.23234558105469,111.00342559814453,4202,59.17078399658203,111.7806625366211,44.81666307771914,0.7226864645919183,46.675,78.06666666666666,6.278914998008464,3.506913776436562,False,c1ccc(CNCc2ccccc2)cc1,42,compound,u0_full,1,hybrid,42
b7cf293311f83700cd9a,2566,2566,75.54784,144.48079,60.246033,83.896126,10.832748,144.48079,f2f7518e73ff3ff87d9a032d79c7f0790fb6471986c79751811f2b6df32a3388,62.55441665649414,120.5994160970052,2.180063093837435,1.725452959835792,1.9386707803302916,3.9055160536732267,23.650093,133.64804,5.3900027,4200,75.54783630371094,144.4807891845703,4201,60.22932434082031,117.0146255493164,4202,51.88608932495117,100.3028335571289,25.790586232016306,0.2547078754135542,55.81666666666667,113.20833333333331,2.134568996701039,0.6321021727993305,False,OCc1ccc2ccccc2c1,42,compound,u0_full,1,hybrid,42
d5234e966aa231be05e5,1496,1496,71.11781,118.97441,58.036854,71.19556,12.00251,118.97441,f2f7518e73ff3ff87d9a032d79c7f0790fb6471986c79751811f2b6df32a3388,50.00628153483073,87.43235524495442,5.525852240288531,2.5912745321366386,3.5770468230146375,8.11712677242517,13.158703,106.9719,3.959161,4200,71.11781311035156,118.97441101074219,4201,44.999244689941406,70.63272094726562,4202,33.90178680419922,72.68993377685547,22.963984981247155,0.5828212737647007,7.241666666666666,13.666666666666666,7.030087257296988,4.802666011324089,False,c1ccc(CNCc2ccccc2)cc1,42,compound,u0_full,1,hybrid,42
35f2be5f5aa14265e8a4,983,983,63.403023,105.88876,47.843777,63.403286,6.722168,105.88876,f2f7518e73ff3ff87d9a032d79c7f0790fb6471986c79751811f2b6df32a3388,60.550549825032554,116.03047943115234,0.11560485811627103,0.3466222248702734,-0.11432310453437756,0.4622270829865444,15.559509,99.166595,3.8770285,4200,63.40302276611328,105.88876342773438,4201,60.36322021484375,125.87763977050781,4202,57.885406494140625,116.32503509521484,17.78334831732415,0.2150973170378443,26.266666666666666,81.775,2.9944822965955877,3.117623820862059,False,c1ccc(-c2ccccn2)cc1,42,compound,u0_full,1,hybrid,42
efd84dffe823b6298db6,3935,3935,66.533875,124.08617,52.091663,66.948906,9.555717,124.08617,f2f7518e73ff3ff87d9a032d79c7f0790fb6471986c79751811f2b6df32a3388,48.15057118733724,94.90549723307292,4.001905179963713,2.3149573341636738,3.0436835687727046,6.316862514127386,14.857243,114.53045,4.286203,4200,66.53387451171875,124.08616638183594,4201,35.65388488769531,74.93742370605469,4202,42.263954162597656,85.69290161132812,18.175509284484768,0.731040394161748,37.56666666666667,118.0,1.9611437820669066,1.331074788848678,False,C/C(=N\O)c1ccccc1,42,compound,u0_full,1,hybrid,42
b514312eda7950cdcf1c,2070,2070,44.392094,87.07885,35.348076,44.397022,6.495163,87.07885,f2f7518e73ff3ff87d9a032d79c7f0790fb6471986c79751811f2b6df32a3388,43.986227671305336,91.72208658854167,1.9154344961412353,1.078332503656621,1.3883869240020716,2.993766999797856,9.048946,80.58369,2.9293685,4200,44.392093658447266,87.07884979248047,4201,55.02687454223633,111.21298217773438,4202,32.53971481323242,76.87442779541016,15.015982410530649,0.19258632344682958,4.491666666666666,81.3,2.6246612473050277,2.7364100287728363,False,O=C(c1ccccc1)c1ccc([N+](=O)[O-])cc1,42,compound,u0_full,1,hybrid,42
0c5c35afb3a24375c153,4121,4121,22.860493,49.244854,22.143131,22.925917,4.482792,49.244854,f2f7518e73ff3ff87d9a032d79c7f0790fb6471986c79751811f2b6df32a3388,19.216539065043133,51.39813995361328,0.20013319190632334,0.022811784528360232,-0.019591843490619737,0.22294497643468358,0.7827854,44.762062,1.3661329,4200,22.860492706298828,49.24485397338867,4201,15.588229179382324,50.71391677856445,4202,19.200895309448242,54.23564910888672,14.778855806543339,0.7547246460346282,44.90833333333333,98.73333333333332,2.8134355222901326,2.9741947951896535,False,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,42,compound,u0_full,1,hybrid,42
5e276c1730fc0a9deba7,2067,2067,27.443499,55.95517,23.887758,27.526217,5.7250175,55.95517,f2f7518e73ff3ff87d9a032d79c7f0790fb6471986c79751811f2b6df32a3388,26.035369237263996,56.41641743977865,0.7713647165643993,0.2635244944044137,0.44023546519534074,1.034889210968813,3.6384583,50.230152,1.7028049,4200,27.443498611450195,55.955169677734375,4201,32.36497116088867,65.35518646240234,4202,18.297637939453125,47.93889617919922,13.22748956830884,0.7367401221034238,4.783333333333333,57.016666666666666,1.4252138686835354,1.325010582368355,False,O=C(c1ccccc1)c1ccc([N+](=O)[O-])cc1,42,compound,u0_full,1,hybrid,42
832eaa9c6b2f7a68f2a5,1919,1919,33.09525,71.928635,26.563189,39.471203,2.5962753,71.928635,f2f7518e73ff3ff87d9a032d79c7f0790fb6471986c79751811f2b6df32a3388,27.648956298828125,65.39871724446614,0.3648813805733759,0.3451465899154011,0.274436614490262,0.710027970488777,12.908014,69.33236,2.8354769,4200,33.09524917602539,71.92863464355469,4201,26.28926658630371,70.35254669189453,4202,23.562353134155273,53.91497039794922,11.405577884745874,0.7550255327505303,16.475,23.158333333333335,2.4584065783225064,1.9311057172297486,False,COc1ccc(OC)cc1,42,compound,u0_full,1,hybrid,42
1395836aef00d6a880b0,2153,2153,55.51625,108.17142,41.533382,55.536327,2.4592743,108.17142,f2f7518e73ff3ff87d9a032d79c7f0790fb6471986c79751811f2b6df32a3388,43.67637252807617,86.25492858886719,2.0205933662645097,1.3887730289198714,1.6546896153444388,3.409366395184381,14.002945,105.71214,3.9740028,4200,55.51625061035156,108.17141723632812,4201,43.081077575683594,81.63898468017578,4202,32.43178939819336,68.95438385009766,14.81971669714568,0.053571744596447646,56.46666666666667,117.4,0.33019303033614195,1.7038445088259757,False,N#Cc1ccc(C(=O)c2ccccc2)cc1,42,compound,u0_full,1,hybrid,42
