signal,slice,n_samples,tail_rows,spearman,spearman_ci_low,spearman_ci_high,hard_error_auroc,top10_count,top10_overlap_count,top10_overlap_rate,enrichment,ause,mean_error,mean_signal,split_mode,outer_seed,evaluation_pool
quantile_width,full,3375,0,0.5487397716320896,0.5214472753887641,0.5730052778764964,0.9068091175307305,338,200,0.591715976331361,5.9171597633136095,0.06564336735713804,0.38173554019652683,0.7345638749157941,compound,42,U0
ensemble,full,3375,0,0.6246300847269015,0.6020203502733453,0.6473372435180639,0.9023814765817249,338,208,0.6153846153846154,6.153846153846154,0.0569059644881772,0.38173554019652683,0.14034080717073488,compound,42,U0
latent_distance,full,3375,0,0.5496118253367932,0.5235145621726036,0.5761062753053279,0.8476311877378213,338,163,0.4822485207100592,4.822485207100591,0.07679831826291524,0.38173554019652683,5.074984990456537,compound,42,U0
random,full,3375,0,0.008012356673543277,-0.025284342695644096,0.04225596328549971,0.4876308565171563,338,25,0.07396449704142012,0.7396449704142012,0.2229170126104046,0.38173554019652683,0.5064570817825942,compound,42,U0
