round,strategy,seed,selected_total,selected_sample_ids,selected_unique_compounds,selected_mean_true_error_after_reveal,selected_mean_ensemble_uncertainty,selected_mean_quantile_width,selected_mean_latent_distance,batch_mean_pairwise_latent_distance,batch_min_pairwise_latent_distance,condition_distribution,best_epoch,hit_max_epoch,best_epoch_ge_490,hybrid_prefilter_count,hybrid_prefilter_fraction
1,random,42,25,"[""2df9d2f88ac69c5229e5"", ""cd3c75eca39365e943e4"", ""fc1bce3cffd86cabf1e3"", ""81b74453706c54b13031"", ""5dfa7a7352e7a66c29e6"", ""0a2dd1ad79e8b22ab734"", ""8a822ff1d8dbfc293743"", ""b8268449dc991ce92f3d"", ""2490762d0471bbb9cc9f"", ""3d4f7f7de9025ed645c9"", ""68ca46900cfea89e5164"", ""059f6c0a20aabe8124a1"", ""aa52d57a36f627ec591a"", ""f8028bf0ec908b7a6251"", ""eb798a5ccfb1f429a724"", ""fe81eae9ca771781c285"", ""e55976e878649a1c45c4"", ""5524670e4337370c2ef6"", ""a64d40ac128465d2bb6f"", ""6f3318dd8909f20a1177"", ""ddf2f769007f3d9f75fd"", ""209779f51b9585f75215"", ""3e75262e7afda8b7f54b"", ""9ea628a740f0855c4dbe"", ""a17bcdddcf0799baeee2""]",25,0.4218863966121148,0.22607660220194434,0.7603344917297363,5.025764668951062,14.151049236985672,3.85285828717111,"{""loading_solvent_counts"": {""DCM"": 22, ""PE"": 3}, ""pe_ea_top_counts"": {""2/1"": 6, ""20/1"": 4, ""0/1"": 4, ""5/1"": 4, ""10/1"": 3, ""50/1"": 3, ""1/1"": 1}, ""mass_mean"": 106.17800000000001, ""loading_volume_mean"": 344.0}","[123, 500, 300]",True,True,,
1,coverage,42,25,"[""70cba7a21b5a01fb8e73"", ""b7cf293311f83700cd9a"", ""d5234e966aa231be05e5"", ""35f2be5f5aa14265e8a4"", ""efd84dffe823b6298db6"", ""b514312eda7950cdcf1c"", ""0c5c35afb3a24375c153"", ""5e276c1730fc0a9deba7"", ""2928443b881ac6713786"", ""f90a5a5a54509c085ebd"", ""832eaa9c6b2f7a68f2a5"", ""1395836aef00d6a880b0"", ""d119d77f545c029deace"", ""fe1a34b5975943e8f292"", ""68c511d842fc030aa84b"", ""79cb1738d945317e5bfa"", ""855456da9ea892f7216b"", ""80f546c47198fa7c6dbf"", ""c76d0420b34df595c0c9"", ""d1e922c04dbd0c9f6c06"", ""292e0342682192a69fce"", ""7c0c324643799c918828"", ""30970941542856ce8eb1"", ""912c3bd62a46978c8a22"", ""a1dc71bed9d8f372c9e5""]",17,1.529898008630034,2.028871671157521,2.5413007736206055,14.651345771951826,29.729977678831855,9.96192988225378,"{""loading_solvent_counts"": {""DCM"": 20, ""PE"": 5}, ""pe_ea_top_counts"": {""50/1"": 8, ""10/1"": 6, ""20/1"": 4, ""5/1"": 2, ""1/1"": 2, ""2/1"": 2, ""0/1"": 1}, ""mass_mean"": 105.6558, ""loading_volume_mean"": 484.0}","[123, 500, 300]",True,True,,
1,ensemble,42,25,"[""70cba7a21b5a01fb8e73"", ""942b8fc9cf013acda52b"", ""252c027cf5a42b92c953"", ""89d752b5a7f7c8d0b91e"", ""d5234e966aa231be05e5"", ""9ffee2813aef5c26f96f"", ""efd84dffe823b6298db6"", ""2f48e798c7917fb7d2ae"", ""79cb1738d945317e5bfa"", ""a38fee52661fd3e3b7ea"", ""9e3f598e00375ec93d9b"", ""c4bb286978fe9078a303"", ""ca467c94f14b2219503e"", ""6b5982c6e1bbaadd6a95"", ""7d406784048b9e313d67"", ""efe14b6a1dc3741d71ba"", ""b7cf293311f83700cd9a"", ""48679ae48dd485ffb7a6"", ""1395836aef00d6a880b0"", ""a17bcdddcf0799baeee2"", ""58057b7c6f59599617ed"", ""93f10a8edf06f7acae26"", ""bc98537714d620facf79"", ""4862e2fb71344ce16021"", ""5b706e17e8412d02342f""]",7,2.2200416397010483,5.48497185553295,3.175992965698242,16.105167299638982,28.6831136752869,0.0,"{""loading_solvent_counts"": {""DCM"": 20, ""PE"": 5}, ""pe_ea_top_counts"": {""10/1"": 9, ""50/1"": 7, ""20/1"": 6, ""5/1"": 3}, ""mass_mean"": 114.24, ""loading_volume_mean"": 364.0}","[123, 500, 300]",True,True,,
1,hybrid,42,25,"[""70cba7a21b5a01fb8e73"", ""b7cf293311f83700cd9a"", ""d5234e966aa231be05e5"", ""35f2be5f5aa14265e8a4"", ""efd84dffe823b6298db6"", ""b514312eda7950cdcf1c"", ""0c5c35afb3a24375c153"", ""5e276c1730fc0a9deba7"", ""832eaa9c6b2f7a68f2a5"", ""1395836aef00d6a880b0"", ""d119d77f545c029deace"", ""fe1a34b5975943e8f292"", ""68c511d842fc030aa84b"", ""79cb1738d945317e5bfa"", ""855456da9ea892f7216b"", ""80f546c47198fa7c6dbf"", ""1e775e7d8dcbf48fd6f8"", ""c76d0420b34df595c0c9"", ""d1e922c04dbd0c9f6c06"", ""292e0342682192a69fce"", ""7c0c324643799c918828"", ""30970941542856ce8eb1"", ""a1dc71bed9d8f372c9e5"", ""8f5452ff0e84ab2e2057"", ""0054790b9c9f40026ebe""]",17,1.538259150564386,2.154343037794855,2.6652462482452393,14.46645219743498,28.215308261449355,9.621529219610645,"{""loading_solvent_counts"": {""DCM"": 20, ""PE"": 5}, ""pe_ea_top_counts"": {""50/1"": 9, ""10/1"": 7, ""20/1"": 4, ""5/1"": 3, ""0/1"": 1, ""2/1"": 1}, ""mass_mean"": 113.03580000000002, ""loading_volume_mean"": 472.0}","[123, 500, 300]",True,True,844.0,0.25
