sample_id,canonical_index,canonical_smiles,role,stage,protocol,seed
614e6d0929b0845d454b,51,CC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
358681452207464d171e,52,CC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
c00e01085f35d19cd90f,53,CC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
a542d702abb1fa77a6fc,54,CC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
77577e6f6f0aa6789972,55,CCOC(=O)C(C)Br,l0_train,e4_8g,protocol_a_row,1101
298017c801a97653f57d,56,CCOC(=O)C(C)Br,test,e4_8g,protocol_a_row,1101
849796401ee485c617a5,57,CCOC(=O)C(C)Br,u0,e4_8g,protocol_a_row,1101
67cc8304e3e618d7416a,58,CCOC(=O)C(C)Br,u0,e4_8g,protocol_a_row,1101
c7bc53c45a1962a88ec3,59,CCOC(=O)C(C)Br,u0,e4_8g,protocol_a_row,1101
76b9db19f45b8222d962,60,CCOC(=O)C(C)Br,u0,e4_8g,protocol_a_row,1101
0279fb0f7dba4b54a816,61,CCOC(=O)CC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
ca203ccf20ce8e74d86d,62,CCOC(=O)CC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
029d48fc98a886c9fec4,63,CCOC(=O)CC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
1e578360bd7749f6b397,64,CCOC(=O)CC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
05c14d26f4aa6f7c48b0,65,CCOC(=O)CC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
53d046afde1259a727f9,66,CCOC(=O)CC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
35ba50ab027f5f170aba,67,CCOC(=O)CC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
130d76d2d46a287c5dea,68,CC(=O)c1ccccc1C,u0,e4_8g,protocol_a_row,1101
3ef4b1ab56fe40940b42,69,CC(=O)c1ccccc1C,u0,e4_8g,protocol_a_row,1101
a340148c4096f80cc125,70,CC(=O)c1ccccc1C,u0,e4_8g,protocol_a_row,1101
57af4b867d9cd419ebb9,71,CC(=O)c1ccccc1C,u0,e4_8g,protocol_a_row,1101
ff8745125a0eeb17c1e5,72,CC(=O)c1ccccc1C,u0,e4_8g,protocol_a_row,1101
41a468134f078d2de17d,73,CC(=O)c1ccccc1C,u0,e4_8g,protocol_a_row,1101
b4899d5d03e44fbf885c,74,CC(=O)c1ccccc1C,test,e4_8g,protocol_a_row,1101
bd93eaa60288fd0d5e89,75,CC(=O)c1ccc(C)cc1,u0,e4_8g,protocol_a_row,1101
2797757b00a9f254ef2e,76,CC(=O)c1ccc(C)cc1,l0_train,e4_8g,protocol_a_row,1101
fad37552a4a2eae19961,77,CC(=O)c1ccc(C)cc1,u0,e4_8g,protocol_a_row,1101
6936556d392803de12ed,78,CC(=O)c1ccc(C)cc1,u0,e4_8g,protocol_a_row,1101
fd3f8b6ec11d13a8412d,79,CC(=O)c1ccc(C)cc1,u0,e4_8g,protocol_a_row,1101
b71b23379d73c3637a76,80,CC(=O)c1ccc(C)cc1,u0,e4_8g,protocol_a_row,1101
2a9d111386ac232bbf79,81,CC(=O)c1ccc(C)cc1,u0,e4_8g,protocol_a_row,1101
ca00dd1990fd356443cb,82,COC(=O)c1ccccc1O,test,e4_8g,protocol_a_row,1101
924106530353757625ba,83,COC(=O)c1ccccc1O,u0,e4_8g,protocol_a_row,1101
f0d3ae15346c6cb6928d,84,COC(=O)c1ccccc1O,l0_train,e4_8g,protocol_a_row,1101
0b6fe9b9da26ddc80e99,85,COC(=O)c1ccccc1O,u0,e4_8g,protocol_a_row,1101
a9a4b1ef530ce6f46a1c,86,COC(=O)c1ccccc1O,u0,e4_8g,protocol_a_row,1101
f0245d145e2758fc9ff8,87,COC(=O)c1ccccc1O,test,e4_8g,protocol_a_row,1101
f33380e15f0fd8b62027,88,COC(=O)c1ccccc1O,u0,e4_8g,protocol_a_row,1101
1773be1aaa4102ae19f0,89,CC(=O)CC(=O)OC(C)(C)C,u0,e4_8g,protocol_a_row,1101
1895e2147dd146c4e564,90,CC(=O)CC(=O)OC(C)(C)C,u0,e4_8g,protocol_a_row,1101
e7c8cd496e2795b23cb3,91,CC(=O)CC(=O)OC(C)(C)C,u0,e4_8g,protocol_a_row,1101
60f64adee75a0999c5d5,92,CC(=O)CC(=O)OC(C)(C)C,u0,e4_8g,protocol_a_row,1101
851993fe56d61c8bf074,93,CC(=O)CC(=O)OC(C)(C)C,u0,e4_8g,protocol_a_row,1101
4e6d2ab0e823ac1d4b58,94,CC(=O)CC(=O)OC(C)(C)C,u0,e4_8g,protocol_a_row,1101
452aebfcddc0b031c20d,95,CCOC(=O)Cc1ccccc1,u0,e4_8g,protocol_a_row,1101
a67ee30ac22b3511e0af,96,CCOC(=O)Cc1ccccc1,l0_train,e4_8g,protocol_a_row,1101
4c52102f0b5a693d59bc,97,CCOC(=O)Cc1ccccc1,u0,e4_8g,protocol_a_row,1101
f21e8077ac7b6ec1d038,98,CCOC(=O)Cc1ccccc1,u0,e4_8g,protocol_a_row,1101
982611df66af1cf7c2f5,99,CCOC(=O)Cc1ccccc1,u0,e4_8g,protocol_a_row,1101
d9e344f199dc9a567b5f,100,CCOC(=O)Cc1ccccc1,u0,e4_8g,protocol_a_row,1101
74706f7e5d10b9245796,101,CCOC(=O)Cc1ccccc1,u0,e4_8g,protocol_a_row,1101
f5d7ae6c2608335325ff,102,COC(=O)c1ccccc1N,u0,e4_8g,protocol_a_row,1101
f66e095007d9d0923ce2,103,COC(=O)c1ccccc1N,test,e4_8g,protocol_a_row,1101
c9a57e8accca7da9758b,104,COC(=O)c1ccccc1N,u0,e4_8g,protocol_a_row,1101
f7b1b9737459397f9ace,105,COC(=O)c1ccccc1N,u0,e4_8g,protocol_a_row,1101
68feec66f657364ebeaa,106,COC(=O)c1ccccc1N,u0,e4_8g,protocol_a_row,1101
96ccc1b8240fc2e9c1f3,107,COC(=O)c1ccccc1N,u0,e4_8g,protocol_a_row,1101
16eec4a03ec235274042,108,CCOC(=O)/C=C/c1ccccc1,u0,e4_8g,protocol_a_row,1101
92e4f80b3943134ebe86,109,CCOC(=O)/C=C/c1ccccc1,u0,e4_8g,protocol_a_row,1101
e15e8a4f329d3a08aff9,110,CCOC(=O)/C=C/c1ccccc1,l0_train,e4_8g,protocol_a_row,1101
6cec450baf7517436df6,111,CCOC(=O)/C=C/c1ccccc1,u0,e4_8g,protocol_a_row,1101
48b79e49508df9f5fd6d,112,CCOC(=O)/C=C/c1ccccc1,u0,e4_8g,protocol_a_row,1101
404dc3e2801a9a9d52aa,113,CCOC(=O)/C=C/c1ccccc1,u0,e4_8g,protocol_a_row,1101
c72867f0f2e38c70aa8c,114,CCOC(=O)/C=C/c1ccccc1,u0,e4_8g,protocol_a_row,1101
d9d3d24a75ff511e108a,115,COC(=O)c1ccc(C(C)(C)C)cc1,u0,e4_8g,protocol_a_row,1101
f40ca479a9e86b5d5458,116,COC(=O)c1ccc(C(C)(C)C)cc1,u0,e4_8g,protocol_a_row,1101
b7770c04c72527e1d9f6,117,COC(=O)c1ccc(C(C)(C)C)cc1,u0,e4_8g,protocol_a_row,1101
a433dc0f6a13e9ace41d,118,COC(=O)c1ccc(C(C)(C)C)cc1,u0,e4_8g,protocol_a_row,1101
e399250d7156727de0fd,119,COC(=O)c1ccc(C(C)(C)C)cc1,u0,e4_8g,protocol_a_row,1101
3122a2210bde68deb81e,120,COC(=O)c1ccc(C(C)(C)C)cc1,u0,e4_8g,protocol_a_row,1101
c9460286f85a5ec0f4fc,121,COC(=O)c1ccc(C(C)(C)C)cc1,test,e4_8g,protocol_a_row,1101
13b0b7952199157a8399,122,CCOC(=O)/C=C(/C)N,test,e4_8g,protocol_a_row,1101
759d5133ee82740013bf,123,CCOC(=O)/C=C(/C)N,u0,e4_8g,protocol_a_row,1101
c9bf385316b464cd2e8d,124,CCOC(=O)/C=C(/C)N,u0,e4_8g,protocol_a_row,1101
f248b9b89d62a22b03c3,125,CCOC(=O)/C=C(/C)N,u0,e4_8g,protocol_a_row,1101
10d51839b15b94f0ae56,126,CCOC(=O)/C=C(/C)N,u0,e4_8g,protocol_a_row,1101
e66b24ec1e4dfa9a9a57,127,CCOC(=O)/C=C(/C)N,u0,e4_8g,protocol_a_row,1101
506597d02ff322a77a8d,128,CCOC(=O)/C=C(/C)N,u0,e4_8g,protocol_a_row,1101
d2951bd3bb1608688f0d,129,CCOC(=O)/C=C(/C)N,u0,e4_8g,protocol_a_row,1101
7d3c6ef279245ca08a2f,130,CCOC(=O)/C=C(/C)N,u0,e4_8g,protocol_a_row,1101
e6886d2fb3090517172b,131,CCOC(=O)/C=C(/C)N,u0,e4_8g,protocol_a_row,1101
d31d42caff135d7154c4,132,CCOC(=O)/C=C(/C)N,u0,e4_8g,protocol_a_row,1101
3d7aa38258001eb6ba67,133,CC(C)COC(=O)c1ccccc1,l0_validation,e4_8g,protocol_a_row,1101
b3409bbbf3b06d73afca,134,CC(C)COC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
5ce75d3f6df6d318cb8a,135,CC(C)COC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
28f4ab2563d03e831cf0,136,CC(C)COC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
b95bbdf393e00f41a6df,137,CC(C)COC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
1e73138aa057a5e2b67f,138,CC(C)COC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
1319bf7018ee9b9a5b9f,139,CCOC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
99398d649f02f80651f1,140,CCOC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
240787bdbf2abc17e093,141,CCOC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
4afc7ef2732850bea176,142,CCOC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
181f6c7852b17df8f194,143,CCOC(=O)c1ccccc1,l0_train,e4_8g,protocol_a_row,1101
474238f822b0c38795c6,144,CCOC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
5eb80e21463443b22d14,145,CCOC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
f6e991e3dc3a3d3c5d89,146,COc1ccc(CCO)cc1,test,e4_8g,protocol_a_row,1101
9991421da8e18008fc91,147,COc1ccc(CCO)cc1,u0,e4_8g,protocol_a_row,1101
9e93bad2014e7ab1a680,148,COc1ccc(CCO)cc1,u0,e4_8g,protocol_a_row,1101
3d5dc8831f4c74f7b7d1,149,COc1ccc(CCO)cc1,u0,e4_8g,protocol_a_row,1101
d5a7e1d47a58e1323805,150,Cc1ccc(C(C)C)cc1,u0,e4_8g,protocol_a_row,1101
5c32bb6f3bbf72dcb37e,151,Cc1ccc(C(C)C)cc1,test,e4_8g,protocol_a_row,1101
e545485bf1a51a3ea557,152,Cc1ccc(C(C)C)cc1,u0,e4_8g,protocol_a_row,1101
8ea9d90b217f4096f42f,153,Cc1ccc(C(C)C)cc1,u0,e4_8g,protocol_a_row,1101
9ed80c28328fabe87261,154,Cc1ccc(C(C)C)cc1,u0,e4_8g,protocol_a_row,1101
f1ea027f4cb80b10d15b,155,Cc1ccc(C(C)C)cc1,u0,e4_8g,protocol_a_row,1101
dcfc9eaebf799d451fdb,156,Cc1ccc(C(C)C)cc1,u0,e4_8g,protocol_a_row,1101
6c1f19a34a40cbf98728,157,CC(C)(O)CCc1ccccc1,u0,e4_8g,protocol_a_row,1101
cf45ee02778c0243ad50,158,CC(C)(O)CCc1ccccc1,u0,e4_8g,protocol_a_row,1101
88581d99a415bf271788,159,CC(C)(O)CCc1ccccc1,u0,e4_8g,protocol_a_row,1101
8753ab545dd1cf036a3a,160,CC(C)(O)CCc1ccccc1,u0,e4_8g,protocol_a_row,1101
d59d233a1606de5b6deb,161,CC(C)(O)CCc1ccccc1,u0,e4_8g,protocol_a_row,1101
964a62fb7d677de0f711,162,CC(C)CCOC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
f35f8782c107387233ed,163,CC(C)CCOC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
4d602abaaf336ac523e4,164,CC(C)CCOC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
4768b747981033fbdf34,165,CC(C)CCOC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
3df34ab1c0d58c86999e,166,CC(C)CCOC(=O)c1ccccc1,l0_validation,e4_8g,protocol_a_row,1101
8b67a1246fe892b6581d,167,CC(C)CCOC(=O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
2bafcbea1bb66eb60a71,168,CC(C)CCOC(=O)c1ccccc1,test,e4_8g,protocol_a_row,1101
2beadb75e05408973f02,169,CCOC(=O)/C=C/c1ccccc1,l0_train,e4_8g,protocol_a_row,1101
dd7cae2667a1348a2caf,170,CCOC(=O)/C=C/c1ccccc1,u0,e4_8g,protocol_a_row,1101
56f1cecfc0c6c3d224be,171,CCOC(=O)/C=C/c1ccccc1,u0,e4_8g,protocol_a_row,1101
6278b7d64a22dbe3844e,172,CCOC(=O)/C=C/c1ccccc1,u0,e4_8g,protocol_a_row,1101
a75e421e756083edea35,173,CCOC(=O)/C=C/c1ccccc1,u0,e4_8g,protocol_a_row,1101
c9f7ab78e90454873661,174,CCOC(=O)/C=C/c1ccccc1,u0,e4_8g,protocol_a_row,1101
b36d7c12e6d3072467ee,175,CCOC(=O)/C=C/c1ccccc1,l0_train,e4_8g,protocol_a_row,1101
5dc7d31c57624ac47575,176,COc1ccc(C)cc1OC,l0_train,e4_8g,protocol_a_row,1101
7dea14d96460814919d3,177,COc1ccc(C)cc1OC,u0,e4_8g,protocol_a_row,1101
83a16763654b3b743265,178,COc1ccc(C)cc1OC,u0,e4_8g,protocol_a_row,1101
ee96bcc328a38cb12519,179,COc1ccc(C)cc1OC,u0,e4_8g,protocol_a_row,1101
62763fd48ebc7554402f,180,COc1ccc(C)cc1OC,u0,e4_8g,protocol_a_row,1101
dd29d0f859e11f70f4ec,181,COc1ccc(C)cc1OC,u0,e4_8g,protocol_a_row,1101
826e9f40c328ce2478ec,182,COc1ccc(C)cc1OC,u0,e4_8g,protocol_a_row,1101
2e684264400b651dae88,183,C1=Cc2ccccc2C1,u0,e4_8g,protocol_a_row,1101
e4f37e6e6def0eec724a,184,C1=Cc2ccccc2C1,u0,e4_8g,protocol_a_row,1101
fda6d7aa920e5400a222,185,C1=Cc2ccccc2C1,u0,e4_8g,protocol_a_row,1101
ee0eba88726c692c7f0c,186,C1=Cc2ccccc2C1,u0,e4_8g,protocol_a_row,1101
c438c37de3a60de0e84a,187,C1=Cc2ccccc2C1,u0,e4_8g,protocol_a_row,1101
f51bc35441c8ba7713b6,188,C1=Cc2ccccc2C1,u0,e4_8g,protocol_a_row,1101
cb1bb21d54890633943c,189,C1=Cc2ccccc2C1,u0,e4_8g,protocol_a_row,1101
2e561b136ec088ba3eff,190,Cc1ccc(C)cc1,u0,e4_8g,protocol_a_row,1101
0d6f66d7971473a2cef9,191,Cc1ccc(C)cc1,u0,e4_8g,protocol_a_row,1101
6950f8ebe95298defec5,192,Cc1ccc(C)cc1,u0,e4_8g,protocol_a_row,1101
1837a52df085e2fc70d1,193,Cc1ccc(C)cc1,u0,e4_8g,protocol_a_row,1101
8067767b73f132489d46,194,Cc1ccc(C)cc1,l0_train,e4_8g,protocol_a_row,1101
bc3f10fed296515e66e5,195,Cc1ccc(C)cc1,test,e4_8g,protocol_a_row,1101
369517a8e4fab7d4e0e5,196,Cc1ccc(C)cc1,u0,e4_8g,protocol_a_row,1101
acc1a540efdb60e4fa76,197,ClCCc1ccccc1,u0,e4_8g,protocol_a_row,1101
b849b02cc7a096ff6f6a,198,ClCCc1ccccc1,u0,e4_8g,protocol_a_row,1101
75b105d94d176eec90ba,199,ClCCc1ccccc1,l0_train,e4_8g,protocol_a_row,1101
4699975b36aa2351be18,200,ClCCc1ccccc1,u0,e4_8g,protocol_a_row,1101
a2ecd7c05da585c2a35e,201,ClCCc1ccccc1,u0,e4_8g,protocol_a_row,1101
82843c7e3b9005c1abb0,202,ClCCc1ccccc1,l0_train,e4_8g,protocol_a_row,1101
216e9e13c0587f197c0b,203,ClCCc1ccccc1,l0_train,e4_8g,protocol_a_row,1101
31162ac7e21c9688cbdc,204,CC(O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
82ffe9abc3d02f4b970f,205,CC(O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
35eae227e68fe7434e68,206,CC(O)c1ccccc1,l0_train,e4_8g,protocol_a_row,1101
82b6a0a8f122317d79d4,207,CC(O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
9b28c23ad1d4dda9fe1a,208,CC(O)c1ccccc1,u0,e4_8g,protocol_a_row,1101
4455212440cbaf6d51e2,209,COc1ccccc1,u0,e4_8g,protocol_a_row,1101
fcea8574ae051fe11483,210,COc1ccccc1,u0,e4_8g,protocol_a_row,1101
04d4a16ff682bc7c55c8,211,COc1ccccc1,test,e4_8g,protocol_a_row,1101
62ca5eadee5ef28e9aeb,212,COc1ccccc1,u0,e4_8g,protocol_a_row,1101
42f031acb8211bfbf67f,213,COc1ccccc1,u0,e4_8g,protocol_a_row,1101
472b8f06caf25ffe6c7a,214,COc1ccccc1,u0,e4_8g,protocol_a_row,1101
d532e4ccbab971232d40,215,COc1ccccc1,u0,e4_8g,protocol_a_row,1101
bae9f1ce7c04e7ccf16b,216,CCOC(=O)C(Br)C(=O)OCC,u0,e4_8g,protocol_a_row,1101
fc58ac30a03fcb0ec051,217,CCOC(=O)C(Br)C(=O)OCC,u0,e4_8g,protocol_a_row,1101
c4b569d1149e4ec87b12,218,CCOC(=O)C(Br)C(=O)OCC,test,e4_8g,protocol_a_row,1101
53d7fb31d852cbb33059,219,CCOC(=O)C(Br)C(=O)OCC,u0,e4_8g,protocol_a_row,1101
265addbdd355a85c628d,220,CCOC(=O)C(Br)C(=O)OCC,u0,e4_8g,protocol_a_row,1101
b07e3b186c5f9a698624,221,CCOC(=O)C(Br)C(=O)OCC,u0,e4_8g,protocol_a_row,1101
28c4b7ec4bf7f486b68c,222,CCOC(=O)C(Br)C(=O)OCC,test,e4_8g,protocol_a_row,1101
c9d7d885160197c7f67c,223,c1ccc(COCc2ccccc2)cc1,l0_train,e4_8g,protocol_a_row,1101
e2869f5cf5635b6ae9c1,224,c1ccc(COCc2ccccc2)cc1,test,e4_8g,protocol_a_row,1101
49865eda3c0e936157be,225,c1ccc(COCc2ccccc2)cc1,u0,e4_8g,protocol_a_row,1101
d26cffd9ef4da9800470,226,c1ccc(COCc2ccccc2)cc1,u0,e4_8g,protocol_a_row,1101
ce9ac115ce41ab41f01d,227,c1ccc(COCc2ccccc2)cc1,u0,e4_8g,protocol_a_row,1101
b2b5155e06ff9134c6a4,228,c1ccc(COCc2ccccc2)cc1,u0,e4_8g,protocol_a_row,1101
f1aabb6243aed53011cb,229,c1ccc(COCc2ccccc2)cc1,u0,e4_8g,protocol_a_row,1101
ebc9c107c2207e99cf79,230,CCOC(=O)CC(C)=O,l0_validation,e4_8g,protocol_a_row,1101
f373e0ffa24cb51dd13a,231,CCOC(=O)CC(C)=O,l0_train,e4_8g,protocol_a_row,1101
bcb35848089ca50a1eef,232,CCOC(=O)CC(C)=O,u0,e4_8g,protocol_a_row,1101
ef8527c6b63d54b73966,233,CCOC(=O)CC(C)=O,l0_train,e4_8g,protocol_a_row,1101
86f385aa0925171d22cc,234,CCOC(=O)CC(C)=O,u0,e4_8g,protocol_a_row,1101
9c7a6ce4172638d2abc7,235,CCOC(=O)CC(C)=O,u0,e4_8g,protocol_a_row,1101
982585c1a4e89f10713f,236,O=CCCc1ccccc1,l0_train,e4_8g,protocol_a_row,1101
36af0c588eb2e094a55e,237,O=CCCc1ccccc1,u0,e4_8g,protocol_a_row,1101
afcb9ffea06f12f9e0f5,238,O=CCCc1ccccc1,u0,e4_8g,protocol_a_row,1101
e584c52185ccefd22a26,239,O=CCCc1ccccc1,u0,e4_8g,protocol_a_row,1101
39e40f336da135e6a7b5,240,O=CCCc1ccccc1,u0,e4_8g,protocol_a_row,1101
e3c9408f01aa7642870f,241,O=CCCc1ccccc1,u0,e4_8g,protocol_a_row,1101
155ad3f702726e253c4d,242,O=CCCc1ccccc1,u0,e4_8g,protocol_a_row,1101
f84aa17604ca7f927b8c,243,C=CC(=O)OCCOc1ccccc1,u0,e4_8g,protocol_a_row,1101
6b8023df74ccc51e5c76,244,C=CC(=O)OCCOc1ccccc1,u0,e4_8g,protocol_a_row,1101
b056b793f5b571e6cdee,245,C=CC(=O)OCCOc1ccccc1,test,e4_8g,protocol_a_row,1101
934f00061cc32bab10e8,246,C=CC(=O)OCCOc1ccccc1,u0,e4_8g,protocol_a_row,1101
b983d4c3094d909b570e,247,C=CC(=O)OCCOc1ccccc1,u0,e4_8g,protocol_a_row,1101
b6f53d16978daf702470,248,C=CC(=O)OCCOc1ccccc1,l0_train,e4_8g,protocol_a_row,1101
9563dde5c28fb62e4f7e,249,C=CC(=O)OCCOc1ccccc1,u0,e4_8g,protocol_a_row,1101
de2563a5f711307823f1,250,C=CC(=O)OC1CCCCC1,l0_validation,e4_8g,protocol_a_row,1101
e2e681b0653ec64f7c14,251,C=CC(=O)OC1CCCCC1,u0,e4_8g,protocol_a_row,1101
fbf392edaddff6347b58,252,C=CC(=O)OC1CCCCC1,u0,e4_8g,protocol_a_row,1101
3955ae590ac179d279b6,253,C=CC(=O)OC1CCCCC1,u0,e4_8g,protocol_a_row,1101
db51f6df02555cb9c264,254,C=CC(=O)OC1CCCCC1,u0,e4_8g,protocol_a_row,1101
2195290d04210cdb253f,255,C=CC(=O)OC1CCCCC1,u0,e4_8g,protocol_a_row,1101
8063e3de9de70b75def1,256,C=CC(=O)OC1CCCCC1,u0,e4_8g,protocol_a_row,1101
88771c5c64ed839a4436,257,C=CC(=O)OCc1ccccc1,u0,e4_8g,protocol_a_row,1101
b5365d56777fde5c4dfc,258,C=CC(=O)OCc1ccccc1,u0,e4_8g,protocol_a_row,1101
4513e318c9d037303b13,259,C=CC(=O)OCc1ccccc1,test,e4_8g,protocol_a_row,1101
efca00a284b2cadc5737,260,C=CC(=O)OCc1ccccc1,test,e4_8g,protocol_a_row,1101
