sample_id,source_row_1based,canonical_smiles,threshold_excluded,canonical_index,split,seed,split_mode
bbabdb9085edbb8c178b,2,CC(C)(CCl)c1ccccc1,False,0,train,42,row
96dc3dc2ebd074200228,3,CC(C)(CCl)c1ccccc1,False,1,valid,42,row
6322e8f867a741eed74c,4,CC(C)(CCl)c1ccccc1,False,2,train,42,row
c2b0aff65443af0a8618,5,CC(C)(CCl)c1ccccc1,False,3,train,42,row
f4b69d88ad1d916ee71a,6,CC(C)(CCl)c1ccccc1,False,4,train,42,row
0f3559d035355b0eec80,7,CC(C)(CCl)c1ccccc1,False,5,train,42,row
d29a94054067cd60dd70,8,CC(C)(CCl)c1ccccc1,False,6,train,42,row
31d92ca6486b229184cf,9,OCCCc1ccccc1,False,7,train,42,row
8a84cca322477165b719,10,OCCCc1ccccc1,False,8,valid,42,row
9cf769277f6b42d15f11,11,OCCCc1ccccc1,False,9,train,42,row
7a0a82051f50d5b0c89c,12,OCCCc1ccccc1,True,10,train,42,row
c79f29f048bbfd157f98,13,BrCCCc1ccccc1,False,11,train,42,row
df0074b49eeb620c0768,14,BrCCCc1ccccc1,False,12,train,42,row
f0097bc6b7827ef65922,15,BrCCCc1ccccc1,False,13,train,42,row
44348f5c4aea3b41ee9d,16,BrCCCc1ccccc1,False,14,test,42,row
482cb91fac7f2a936dca,17,BrCCCc1ccccc1,False,15,valid,42,row
a5c6210123f05414ffc0,18,BrCCCc1ccccc1,False,16,train,42,row
a82e55e1cd19814ea307,19,BrCCCc1ccccc1,False,17,train,42,row
6ee3c70647b37dcd5417,20,ClCCCc1ccccc1,False,18,train,42,row
2c7e37ef828eb17c78fb,21,ClCCCc1ccccc1,False,19,train,42,row
7ab9c351196ad891e172,22,ClCCCc1ccccc1,False,20,train,42,row
7062ca665af0f9bba6c9,23,ClCCCc1ccccc1,False,21,test,42,row
6644e934f59d8b816b9f,24,ClCCCc1ccccc1,False,22,test,42,row
8cc7c76a92a4474d7c6a,25,ClCCCc1ccccc1,False,23,train,42,row
c883df6ea04f89f45f03,26,ClCCCc1ccccc1,False,24,train,42,row
46ed1e35ca65ace74790,27,COc1ccc(CO)cc1,False,25,train,42,row
ec581cec37da9563e756,28,COc1ccc(CO)cc1,False,26,train,42,row
c2bd8e8f13a96726e7fc,29,COc1ccc(CO)cc1,False,27,train,42,row
f1afcbd393ce4f5a6316,30,COc1ccc(CO)cc1,True,28,train,42,row
2909efb29670d8f2286d,31,CCOC(=O)C(C)(C)Br,False,29,train,42,row
56b391fdec7a2a622e52,32,CCOC(=O)C(C)(C)Br,False,30,train,42,row
8a9485661ac2c4576006,33,CCOC(=O)C(C)(C)Br,False,31,train,42,row
7f6d1cdee16de4a37a21,34,CCOC(=O)C(C)(C)Br,False,32,train,42,row
fd7bf535ef538434b384,35,CCOC(=O)C(C)(C)Br,False,33,train,42,row
651bb6b60c62819a4323,36,CCOC(=O)C(C)(C)Br,False,34,train,42,row
2a61203b59218a3cbdc6,37,CCOC(=O)C(C)(C)Br,False,35,train,42,row
6d6c0510303dec89b2fe,38,COc1ccc(C=O)cc1,False,36,valid,42,row
f81dc37125414986a0bb,39,COc1ccc(C=O)cc1,False,37,train,42,row
400615278105cebb3ed9,40,COc1ccc(C=O)cc1,False,38,train,42,row
5d04f6757b59f5c356bb,41,COc1ccc(C=O)cc1,False,39,train,42,row
a074620f6970d8f89567,42,COc1ccc(C=O)cc1,False,40,train,42,row
454c1ea3beebbec4befe,43,COc1ccc(C=O)cc1,True,41,test,42,row
f95928e2618ed15e654f,44,COc1ccc(C=O)cc1,True,42,valid,42,row
3a02b99399bb0c3e9ff9,45,COC(=O)C#CC(=O)OC,False,43,train,42,row
b80a4f9e4b61f534ee9e,46,COC(=O)C#CC(=O)OC,False,44,valid,42,row
2690de155843f45b00a3,47,COC(=O)C#CC(=O)OC,False,45,train,42,row
549eb8499df5181b3558,48,COC(=O)C#CC(=O)OC,False,46,train,42,row
02c141e2551937d10f4e,49,COC(=O)C#CC(=O)OC,False,47,valid,42,row
9069807baff6cbfbde75,50,COC(=O)C#CC(=O)OC,False,48,train,42,row
1fe1163f7d97c16f3822,51,CC(=O)c1ccccc1,False,49,train,42,row
1e86d81fe1995d367fe1,52,CC(=O)c1ccccc1,False,50,train,42,row
614e6d0929b0845d454b,53,CC(=O)c1ccccc1,False,51,train,42,row
358681452207464d171e,54,CC(=O)c1ccccc1,False,52,train,42,row
c00e01085f35d19cd90f,55,CC(=O)c1ccccc1,False,53,valid,42,row
a542d702abb1fa77a6fc,56,CC(=O)c1ccccc1,False,54,train,42,row
77577e6f6f0aa6789972,57,CCOC(=O)C(C)Br,False,55,train,42,row
298017c801a97653f57d,58,CCOC(=O)C(C)Br,False,56,test,42,row
849796401ee485c617a5,59,CCOC(=O)C(C)Br,False,57,valid,42,row
67cc8304e3e618d7416a,60,CCOC(=O)C(C)Br,False,58,train,42,row
c7bc53c45a1962a88ec3,61,CCOC(=O)C(C)Br,False,59,train,42,row
76b9db19f45b8222d962,62,CCOC(=O)C(C)Br,False,60,train,42,row
0279fb0f7dba4b54a816,63,CCOC(=O)CC(=O)c1ccccc1,False,61,train,42,row
ca203ccf20ce8e74d86d,64,CCOC(=O)CC(=O)c1ccccc1,False,62,test,42,row
029d48fc98a886c9fec4,65,CCOC(=O)CC(=O)c1ccccc1,False,63,train,42,row
1e578360bd7749f6b397,66,CCOC(=O)CC(=O)c1ccccc1,False,64,train,42,row
05c14d26f4aa6f7c48b0,67,CCOC(=O)CC(=O)c1ccccc1,False,65,train,42,row
53d046afde1259a727f9,68,CCOC(=O)CC(=O)c1ccccc1,False,66,train,42,row
35ba50ab027f5f170aba,69,CCOC(=O)CC(=O)c1ccccc1,False,67,train,42,row
130d76d2d46a287c5dea,70,CC(=O)c1ccccc1C,False,68,valid,42,row
3ef4b1ab56fe40940b42,71,CC(=O)c1ccccc1C,False,69,train,42,row
a340148c4096f80cc125,72,CC(=O)c1ccccc1C,False,70,train,42,row
57af4b867d9cd419ebb9,73,CC(=O)c1ccccc1C,False,71,train,42,row
ff8745125a0eeb17c1e5,74,CC(=O)c1ccccc1C,False,72,train,42,row
41a468134f078d2de17d,75,CC(=O)c1ccccc1C,False,73,train,42,row
b4899d5d03e44fbf885c,76,CC(=O)c1ccccc1C,False,74,train,42,row
bd93eaa60288fd0d5e89,77,CC(=O)c1ccc(C)cc1,False,75,test,42,row
2797757b00a9f254ef2e,78,CC(=O)c1ccc(C)cc1,False,76,train,42,row
fad37552a4a2eae19961,79,CC(=O)c1ccc(C)cc1,False,77,train,42,row
6936556d392803de12ed,80,CC(=O)c1ccc(C)cc1,False,78,train,42,row
fd3f8b6ec11d13a8412d,81,CC(=O)c1ccc(C)cc1,False,79,train,42,row
b71b23379d73c3637a76,82,CC(=O)c1ccc(C)cc1,False,80,train,42,row
2a9d111386ac232bbf79,83,CC(=O)c1ccc(C)cc1,False,81,train,42,row
ca00dd1990fd356443cb,84,COC(=O)c1ccccc1O,False,82,train,42,row
924106530353757625ba,85,COC(=O)c1ccccc1O,False,83,train,42,row
f0d3ae15346c6cb6928d,86,COC(=O)c1ccccc1O,False,84,valid,42,row
0b6fe9b9da26ddc80e99,87,COC(=O)c1ccccc1O,False,85,train,42,row
a9a4b1ef530ce6f46a1c,88,COC(=O)c1ccccc1O,False,86,train,42,row
f0245d145e2758fc9ff8,89,COC(=O)c1ccccc1O,False,87,train,42,row
f33380e15f0fd8b62027,90,COC(=O)c1ccccc1O,False,88,train,42,row
1773be1aaa4102ae19f0,91,CC(=O)CC(=O)OC(C)(C)C,False,89,train,42,row
1895e2147dd146c4e564,92,CC(=O)CC(=O)OC(C)(C)C,False,90,train,42,row
e7c8cd496e2795b23cb3,93,CC(=O)CC(=O)OC(C)(C)C,False,91,test,42,row
60f64adee75a0999c5d5,94,CC(=O)CC(=O)OC(C)(C)C,False,92,test,42,row
851993fe56d61c8bf074,95,CC(=O)CC(=O)OC(C)(C)C,False,93,train,42,row
4e6d2ab0e823ac1d4b58,96,CC(=O)CC(=O)OC(C)(C)C,False,94,train,42,row
452aebfcddc0b031c20d,97,CCOC(=O)Cc1ccccc1,False,95,test,42,row
a67ee30ac22b3511e0af,98,CCOC(=O)Cc1ccccc1,False,96,train,42,row
4c52102f0b5a693d59bc,99,CCOC(=O)Cc1ccccc1,False,97,train,42,row
f21e8077ac7b6ec1d038,100,CCOC(=O)Cc1ccccc1,False,98,train,42,row
982611df66af1cf7c2f5,101,CCOC(=O)Cc1ccccc1,False,99,train,42,row
d9e344f199dc9a567b5f,102,CCOC(=O)Cc1ccccc1,False,100,train,42,row
74706f7e5d10b9245796,103,CCOC(=O)Cc1ccccc1,False,101,train,42,row
f5d7ae6c2608335325ff,104,COC(=O)c1ccccc1N,False,102,train,42,row
f66e095007d9d0923ce2,105,COC(=O)c1ccccc1N,False,103,test,42,row
c9a57e8accca7da9758b,106,COC(=O)c1ccccc1N,False,104,train,42,row
f7b1b9737459397f9ace,107,COC(=O)c1ccccc1N,False,105,train,42,row
68feec66f657364ebeaa,108,COC(=O)c1ccccc1N,False,106,test,42,row
96ccc1b8240fc2e9c1f3,109,COC(=O)c1ccccc1N,False,107,train,42,row
16eec4a03ec235274042,110,CCOC(=O)/C=C/c1ccccc1,False,108,train,42,row
92e4f80b3943134ebe86,111,CCOC(=O)/C=C/c1ccccc1,False,109,valid,42,row
e15e8a4f329d3a08aff9,112,CCOC(=O)/C=C/c1ccccc1,False,110,test,42,row
6cec450baf7517436df6,113,CCOC(=O)/C=C/c1ccccc1,False,111,train,42,row
48b79e49508df9f5fd6d,114,CCOC(=O)/C=C/c1ccccc1,False,112,train,42,row
404dc3e2801a9a9d52aa,115,CCOC(=O)/C=C/c1ccccc1,False,113,train,42,row
c72867f0f2e38c70aa8c,116,CCOC(=O)/C=C/c1ccccc1,False,114,train,42,row
d9d3d24a75ff511e108a,117,COC(=O)c1ccc(C(C)(C)C)cc1,False,115,train,42,row
f40ca479a9e86b5d5458,118,COC(=O)c1ccc(C(C)(C)C)cc1,False,116,train,42,row
b7770c04c72527e1d9f6,119,COC(=O)c1ccc(C(C)(C)C)cc1,False,117,train,42,row
a433dc0f6a13e9ace41d,120,COC(=O)c1ccc(C(C)(C)C)cc1,False,118,train,42,row
e399250d7156727de0fd,121,COC(=O)c1ccc(C(C)(C)C)cc1,False,119,train,42,row
3122a2210bde68deb81e,122,COC(=O)c1ccc(C(C)(C)C)cc1,False,120,train,42,row
c9460286f85a5ec0f4fc,123,COC(=O)c1ccc(C(C)(C)C)cc1,False,121,train,42,row
13b0b7952199157a8399,124,CCOC(=O)/C=C(/C)N,False,122,train,42,row
759d5133ee82740013bf,125,CCOC(=O)/C=C(/C)N,False,123,train,42,row
c9bf385316b464cd2e8d,126,CCOC(=O)/C=C(/C)N,False,124,train,42,row
f248b9b89d62a22b03c3,127,CCOC(=O)/C=C(/C)N,False,125,test,42,row
10d51839b15b94f0ae56,128,CCOC(=O)/C=C(/C)N,False,126,train,42,row
e66b24ec1e4dfa9a9a57,129,CCOC(=O)/C=C(/C)N,False,127,train,42,row
506597d02ff322a77a8d,130,CCOC(=O)/C=C(/C)N,False,128,train,42,row
d2951bd3bb1608688f0d,131,CCOC(=O)/C=C(/C)N,False,129,train,42,row
7d3c6ef279245ca08a2f,132,CCOC(=O)/C=C(/C)N,False,130,train,42,row
e6886d2fb3090517172b,133,CCOC(=O)/C=C(/C)N,False,131,train,42,row
d31d42caff135d7154c4,134,CCOC(=O)/C=C(/C)N,True,132,train,42,row
3d7aa38258001eb6ba67,135,CC(C)COC(=O)c1ccccc1,False,133,valid,42,row
b3409bbbf3b06d73afca,136,CC(C)COC(=O)c1ccccc1,False,134,train,42,row
5ce75d3f6df6d318cb8a,137,CC(C)COC(=O)c1ccccc1,False,135,test,42,row
28f4ab2563d03e831cf0,138,CC(C)COC(=O)c1ccccc1,False,136,train,42,row
b95bbdf393e00f41a6df,139,CC(C)COC(=O)c1ccccc1,False,137,train,42,row
1e73138aa057a5e2b67f,140,CC(C)COC(=O)c1ccccc1,False,138,train,42,row
1319bf7018ee9b9a5b9f,141,CCOC(=O)c1ccccc1,False,139,train,42,row
99398d649f02f80651f1,142,CCOC(=O)c1ccccc1,False,140,valid,42,row
240787bdbf2abc17e093,143,CCOC(=O)c1ccccc1,False,141,train,42,row
4afc7ef2732850bea176,144,CCOC(=O)c1ccccc1,False,142,train,42,row
181f6c7852b17df8f194,145,CCOC(=O)c1ccccc1,False,143,train,42,row
474238f822b0c38795c6,146,CCOC(=O)c1ccccc1,False,144,train,42,row
5eb80e21463443b22d14,147,CCOC(=O)c1ccccc1,False,145,train,42,row
f6e991e3dc3a3d3c5d89,148,COc1ccc(CCO)cc1,False,146,train,42,row
9991421da8e18008fc91,149,COc1ccc(CCO)cc1,False,147,train,42,row
9e93bad2014e7ab1a680,150,COc1ccc(CCO)cc1,False,148,train,42,row
3d5dc8831f4c74f7b7d1,151,COc1ccc(CCO)cc1,True,149,train,42,row
d5a7e1d47a58e1323805,152,Cc1ccc(C(C)C)cc1,False,150,train,42,row
5c32bb6f3bbf72dcb37e,153,Cc1ccc(C(C)C)cc1,False,151,train,42,row
e545485bf1a51a3ea557,154,Cc1ccc(C(C)C)cc1,False,152,train,42,row
8ea9d90b217f4096f42f,155,Cc1ccc(C(C)C)cc1,False,153,train,42,row
9ed80c28328fabe87261,156,Cc1ccc(C(C)C)cc1,False,154,train,42,row
f1ea027f4cb80b10d15b,157,Cc1ccc(C(C)C)cc1,False,155,train,42,row
dcfc9eaebf799d451fdb,158,Cc1ccc(C(C)C)cc1,False,156,train,42,row
6c1f19a34a40cbf98728,159,CC(C)(O)CCc1ccccc1,False,157,train,42,row
cf45ee02778c0243ad50,160,CC(C)(O)CCc1ccccc1,False,158,train,42,row
88581d99a415bf271788,161,CC(C)(O)CCc1ccccc1,False,159,train,42,row
8753ab545dd1cf036a3a,162,CC(C)(O)CCc1ccccc1,False,160,train,42,row
d59d233a1606de5b6deb,163,CC(C)(O)CCc1ccccc1,True,161,train,42,row
964a62fb7d677de0f711,164,CC(C)CCOC(=O)c1ccccc1,False,162,train,42,row
f35f8782c107387233ed,165,CC(C)CCOC(=O)c1ccccc1,False,163,valid,42,row
4d602abaaf336ac523e4,166,CC(C)CCOC(=O)c1ccccc1,False,164,train,42,row
