sample_id,source_row_1based,canonical_smiles,threshold_excluded,canonical_index,split,seed,split_mode
4768b747981033fbdf34,167,CC(C)CCOC(=O)c1ccccc1,False,165,train,42,row
3df34ab1c0d58c86999e,168,CC(C)CCOC(=O)c1ccccc1,False,166,train,42,row
8b67a1246fe892b6581d,169,CC(C)CCOC(=O)c1ccccc1,False,167,test,42,row
2bafcbea1bb66eb60a71,170,CC(C)CCOC(=O)c1ccccc1,False,168,valid,42,row
2beadb75e05408973f02,171,CCOC(=O)/C=C/c1ccccc1,False,169,train,42,row
dd7cae2667a1348a2caf,172,CCOC(=O)/C=C/c1ccccc1,False,170,train,42,row
56f1cecfc0c6c3d224be,173,CCOC(=O)/C=C/c1ccccc1,False,171,train,42,row
6278b7d64a22dbe3844e,174,CCOC(=O)/C=C/c1ccccc1,False,172,train,42,row
a75e421e756083edea35,175,CCOC(=O)/C=C/c1ccccc1,False,173,test,42,row
c9f7ab78e90454873661,176,CCOC(=O)/C=C/c1ccccc1,False,174,train,42,row
b36d7c12e6d3072467ee,177,CCOC(=O)/C=C/c1ccccc1,False,175,train,42,row
5dc7d31c57624ac47575,178,COc1ccc(C)cc1OC,False,176,train,42,row
7dea14d96460814919d3,179,COc1ccc(C)cc1OC,False,177,train,42,row
83a16763654b3b743265,180,COc1ccc(C)cc1OC,False,178,train,42,row
ee96bcc328a38cb12519,181,COc1ccc(C)cc1OC,False,179,train,42,row
62763fd48ebc7554402f,182,COc1ccc(C)cc1OC,False,180,train,42,row
dd29d0f859e11f70f4ec,183,COc1ccc(C)cc1OC,False,181,train,42,row
826e9f40c328ce2478ec,184,COc1ccc(C)cc1OC,True,182,train,42,row
2e684264400b651dae88,185,C1=Cc2ccccc2C1,False,183,train,42,row
e4f37e6e6def0eec724a,186,C1=Cc2ccccc2C1,False,184,train,42,row
fda6d7aa920e5400a222,187,C1=Cc2ccccc2C1,False,185,train,42,row
ee0eba88726c692c7f0c,188,C1=Cc2ccccc2C1,False,186,train,42,row
c438c37de3a60de0e84a,189,C1=Cc2ccccc2C1,False,187,train,42,row
f51bc35441c8ba7713b6,190,C1=Cc2ccccc2C1,False,188,train,42,row
cb1bb21d54890633943c,191,C1=Cc2ccccc2C1,False,189,train,42,row
2e561b136ec088ba3eff,192,Cc1ccc(C)cc1,False,190,train,42,row
0d6f66d7971473a2cef9,193,Cc1ccc(C)cc1,False,191,train,42,row
6950f8ebe95298defec5,194,Cc1ccc(C)cc1,False,192,train,42,row
1837a52df085e2fc70d1,195,Cc1ccc(C)cc1,False,193,train,42,row
8067767b73f132489d46,196,Cc1ccc(C)cc1,False,194,train,42,row
bc3f10fed296515e66e5,197,Cc1ccc(C)cc1,False,195,valid,42,row
369517a8e4fab7d4e0e5,198,Cc1ccc(C)cc1,False,196,train,42,row
acc1a540efdb60e4fa76,199,ClCCc1ccccc1,False,197,test,42,row
b849b02cc7a096ff6f6a,200,ClCCc1ccccc1,False,198,valid,42,row
75b105d94d176eec90ba,201,ClCCc1ccccc1,False,199,test,42,row
4699975b36aa2351be18,202,ClCCc1ccccc1,False,200,train,42,row
a2ecd7c05da585c2a35e,203,ClCCc1ccccc1,False,201,train,42,row
82843c7e3b9005c1abb0,204,ClCCc1ccccc1,False,202,train,42,row
216e9e13c0587f197c0b,205,ClCCc1ccccc1,False,203,train,42,row
31162ac7e21c9688cbdc,206,CC(O)c1ccccc1,False,204,train,42,row
82ffe9abc3d02f4b970f,207,CC(O)c1ccccc1,False,205,train,42,row
35eae227e68fe7434e68,208,CC(O)c1ccccc1,False,206,train,42,row
82b6a0a8f122317d79d4,209,CC(O)c1ccccc1,False,207,train,42,row
9b28c23ad1d4dda9fe1a,210,CC(O)c1ccccc1,False,208,train,42,row
4455212440cbaf6d51e2,211,COc1ccccc1,False,209,valid,42,row
fcea8574ae051fe11483,212,COc1ccccc1,False,210,train,42,row
04d4a16ff682bc7c55c8,213,COc1ccccc1,False,211,train,42,row
62ca5eadee5ef28e9aeb,214,COc1ccccc1,False,212,train,42,row
42f031acb8211bfbf67f,215,COc1ccccc1,False,213,valid,42,row
472b8f06caf25ffe6c7a,216,COc1ccccc1,False,214,train,42,row
d532e4ccbab971232d40,217,COc1ccccc1,False,215,valid,42,row
bae9f1ce7c04e7ccf16b,218,CCOC(=O)C(Br)C(=O)OCC,False,216,train,42,row
fc58ac30a03fcb0ec051,219,CCOC(=O)C(Br)C(=O)OCC,False,217,train,42,row
c4b569d1149e4ec87b12,220,CCOC(=O)C(Br)C(=O)OCC,False,218,train,42,row
53d7fb31d852cbb33059,221,CCOC(=O)C(Br)C(=O)OCC,False,219,train,42,row
265addbdd355a85c628d,222,CCOC(=O)C(Br)C(=O)OCC,False,220,valid,42,row
b07e3b186c5f9a698624,223,CCOC(=O)C(Br)C(=O)OCC,False,221,train,42,row
28c4b7ec4bf7f486b68c,224,CCOC(=O)C(Br)C(=O)OCC,False,222,test,42,row
c9d7d885160197c7f67c,225,c1ccc(COCc2ccccc2)cc1,False,223,train,42,row
e2869f5cf5635b6ae9c1,226,c1ccc(COCc2ccccc2)cc1,False,224,valid,42,row
49865eda3c0e936157be,227,c1ccc(COCc2ccccc2)cc1,False,225,valid,42,row
d26cffd9ef4da9800470,228,c1ccc(COCc2ccccc2)cc1,False,226,train,42,row
ce9ac115ce41ab41f01d,229,c1ccc(COCc2ccccc2)cc1,False,227,train,42,row
b2b5155e06ff9134c6a4,230,c1ccc(COCc2ccccc2)cc1,False,228,train,42,row
f1aabb6243aed53011cb,231,c1ccc(COCc2ccccc2)cc1,False,229,train,42,row
ebc9c107c2207e99cf79,232,CCOC(=O)CC(C)=O,False,230,train,42,row
f373e0ffa24cb51dd13a,233,CCOC(=O)CC(C)=O,False,231,train,42,row
bcb35848089ca50a1eef,234,CCOC(=O)CC(C)=O,False,232,train,42,row
ef8527c6b63d54b73966,235,CCOC(=O)CC(C)=O,False,233,train,42,row
86f385aa0925171d22cc,236,CCOC(=O)CC(C)=O,False,234,train,42,row
9c7a6ce4172638d2abc7,237,CCOC(=O)CC(C)=O,True,235,train,42,row
982585c1a4e89f10713f,238,O=CCCc1ccccc1,False,236,train,42,row
36af0c588eb2e094a55e,239,O=CCCc1ccccc1,False,237,train,42,row
afcb9ffea06f12f9e0f5,240,O=CCCc1ccccc1,False,238,train,42,row
e584c52185ccefd22a26,241,O=CCCc1ccccc1,False,239,train,42,row
39e40f336da135e6a7b5,242,O=CCCc1ccccc1,False,240,train,42,row
e3c9408f01aa7642870f,243,O=CCCc1ccccc1,False,241,train,42,row
155ad3f702726e253c4d,244,O=CCCc1ccccc1,True,242,train,42,row
f84aa17604ca7f927b8c,245,C=CC(=O)OCCOc1ccccc1,False,243,train,42,row
6b8023df74ccc51e5c76,246,C=CC(=O)OCCOc1ccccc1,False,244,train,42,row
b056b793f5b571e6cdee,247,C=CC(=O)OCCOc1ccccc1,False,245,train,42,row
934f00061cc32bab10e8,248,C=CC(=O)OCCOc1ccccc1,False,246,valid,42,row
b983d4c3094d909b570e,249,C=CC(=O)OCCOc1ccccc1,False,247,train,42,row
b6f53d16978daf702470,250,C=CC(=O)OCCOc1ccccc1,False,248,train,42,row
9563dde5c28fb62e4f7e,251,C=CC(=O)OCCOc1ccccc1,True,249,train,42,row
de2563a5f711307823f1,252,C=CC(=O)OC1CCCCC1,False,250,train,42,row
e2e681b0653ec64f7c14,253,C=CC(=O)OC1CCCCC1,False,251,train,42,row
fbf392edaddff6347b58,254,C=CC(=O)OC1CCCCC1,False,252,test,42,row
3955ae590ac179d279b6,255,C=CC(=O)OC1CCCCC1,False,253,train,42,row
db51f6df02555cb9c264,256,C=CC(=O)OC1CCCCC1,False,254,test,42,row
2195290d04210cdb253f,257,C=CC(=O)OC1CCCCC1,False,255,train,42,row
8063e3de9de70b75def1,258,C=CC(=O)OC1CCCCC1,False,256,train,42,row
88771c5c64ed839a4436,259,C=CC(=O)OCc1ccccc1,False,257,train,42,row
b5365d56777fde5c4dfc,260,C=CC(=O)OCc1ccccc1,False,258,train,42,row
4513e318c9d037303b13,261,C=CC(=O)OCc1ccccc1,False,259,train,42,row
efca00a284b2cadc5737,262,C=CC(=O)OCc1ccccc1,False,260,train,42,row
b473ef06a415d0f114b0,263,C=CC(=O)OCc1ccccc1,False,261,train,42,row
df02863943321996441f,264,C=CC(=O)OCc1ccccc1,False,262,valid,42,row
194278dd9ee3d2407ed5,265,C=CC(=O)OCc1ccccc1,False,263,test,42,row
cc31b914acbab022eb9a,266,COC(=O)C(C)(C)Br,False,264,train,42,row
a9eea85ddeee2da33706,267,COC(=O)C(C)(C)Br,False,265,train,42,row
640353c89b3ce64ee98b,268,COC(=O)C(C)(C)Br,False,266,train,42,row
b11bb6293c307f7f7282,269,COC(=O)C(C)(C)Br,False,267,train,42,row
77b0577e6b0adb649e63,270,COC(=O)C(C)(C)Br,False,268,train,42,row
543561ac99bc28db6f2f,271,COC(=O)C(C)(C)Br,False,269,train,42,row
056255620b7acc9c630f,272,COC(=O)C(C)(C)Br,False,270,valid,42,row
7b1589ae321d27608509,273,COC(=O)CS,False,271,train,42,row
0fee19a828ef997229fd,274,COC(=O)CS,False,272,train,42,row
222dede783147d5efa63,275,COC(=O)CS,False,273,train,42,row
d9a40ac35b79fbcf214a,276,COC(=O)CS,False,274,test,42,row
aaf22f8324aad12a55fa,277,COC(=O)CS,False,275,test,42,row
a9bfabe931467745353e,278,COC(=O)CS,False,276,train,42,row
be7d68067464e72d0b8d,279,COC(=O)CS,False,277,train,42,row
b418a712463f5abf8b81,280,CC(=O)CCCCl,False,278,train,42,row
850a69ce73ac04035aa3,281,CC(=O)CCCCl,False,279,train,42,row
7c4153fe9561da818ae1,282,CC(=O)CCCCl,False,280,valid,42,row
a67016d937c499be9d64,283,CC(C)=CCBr,False,281,test,42,row
4559d83db38cc3c39d13,284,CC(C)=CCBr,False,282,train,42,row
bf8409f12dae2388c6a0,285,CC(C)=CCBr,False,283,train,42,row
832899abb44b8d2246cd,286,CC(C)=CCBr,False,284,test,42,row
5729cc87eb48a75655ad,287,CC(C)=CCBr,False,285,train,42,row
adb6d48eec0fb576d7fc,288,CC(C)=CCBr,False,286,train,42,row
bc789871fe39d967a9e0,289,CC(C)=CCBr,False,287,test,42,row
fff65bc451d163b1b106,290,C=CC(=O)OCCCCCCCCCCCC,False,288,train,42,row
c761659793c5929e2214,291,C=CC(=O)OCCCCCCCCCCCC,False,289,train,42,row
4c7d7c5f8b0c317c5548,292,C=CC(=O)OCCCCCCCCCCCC,False,290,valid,42,row
a9656ffd805f80fcf143,293,C=CC(=O)OCCCCCCCCCCCC,False,291,train,42,row
da10d2f67a989e8b16b5,294,C=CC(=O)OCCCCCCCCCCCC,False,292,train,42,row
7ca22b2f4d23a7afb10e,295,C=CC(=O)OCCCCCCCCCCCC,False,293,train,42,row
38f57a9d08efd5f070d0,296,C=CC(=O)OCCCCCCCCCCCC,False,294,train,42,row
1619a0c8b233772ba0c0,297,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,False,295,train,42,row
0b9968c1280b5e4f726a,298,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,False,296,train,42,row
0d5196ceda603b66bd22,299,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,False,297,train,42,row
244e5c6375ff0c923725,300,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,False,298,train,42,row
4f34bbce67c94a44318a,301,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,False,299,train,42,row
0f8a39d1c0a7eaf35c75,302,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,False,300,train,42,row
6de4f7fd8ac19d183348,303,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,False,301,train,42,row
8bac25cfab022a9fb887,304,C=CC(=O)OCC(CC)CCCC,False,302,train,42,row
aeef2128392508cc81cc,305,C=CC(=O)OCC(CC)CCCC,False,303,train,42,row
a2eefb55da4d47a4347b,306,C=CC(=O)OCC(CC)CCCC,False,304,train,42,row
3c7f7a7105a5eb39ca89,307,C=CC(=O)OCC(CC)CCCC,False,305,train,42,row
2bf67acb4c861cf83990,308,C=CC(=O)OCC(CC)CCCC,False,306,valid,42,row
d67e364fd6830aa2bf6f,309,C=CC(=O)OCC(CC)CCCC,False,307,train,42,row
84caf30ea66b29e2ea91,310,C=CC(=O)OCC(CC)CCCC,False,308,train,42,row
1bd5bb3744b78ada7307,311,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,False,309,train,42,row
dd7fdbe3fa3800e6499f,312,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,False,310,train,42,row
ab84efb31c801e49c87c,313,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,False,311,valid,42,row
69f6dbdc304c0475f868,314,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,False,312,train,42,row
a43656cab81e1b0fcccf,315,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,False,313,train,42,row
bcf8bb13e4fca185fe68,316,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,False,314,valid,42,row
fe71f29c800d4ee35138,317,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,False,315,train,42,row
2416be80d114ff60224d,318,O=Cc1ccc(Cl)cc1Br,False,316,train,42,row
